Gene = Ufm1
index = 1162
Annotated 5SS: [  82  217 2616 3597 4589]
Annotated 3SS: [ 159 2557 3556 4555 5834]
SMsplice 5SS: [  82  217 2616 3632 9903]
SMsplice 3SS: [  159  2557  3556  9814 10250]
top_k =  1000
Partition function (log Z): -4.543242202868584

Sorted 5' Splice Sites (High to Low Probability):
Position 2616: 0.9506609711673509
Position 82: 0.7747008413829931
Position 217: 0.6569107895620305
Position 3632: 0.6373512556995493
Position 9903: 0.3939118369472029
Position 4589: 0.19232579719283488
Position 3597: 0.16222371716135675
Position 58: 0.14523972073709335
Position 2138: 0.13884443623056808
Position 350: 0.11972079487965537
Position 3889: 0.1139570437461747
Position 8067: 0.05985938508261792
Position 4297: 0.05815386558146138
Position 7168: 0.052688462028024366
Position 334: 0.05033031849602469
Position 280: 0.04684085527323523
Position 4415: 0.04089606230019388
Position 452: 0.026677193763291033
Position 8476: 0.021769626327764538
Position 326: 0.02004676528231559
Position 8075: 0.01926043646918006
Position 387: 0.016332664237566175
Position 3133: 0.014776100057228011
Position 7027: 0.01381334534684001
Position 4830: 0.013365526840264992
Position 3474: 0.012958904375116155
Position 9683: 0.01223242317851075
Position 7389: 0.010882352768490013
Position 6086: 0.009715902903708178
Position 6800: 0.009200545704116984
Position 86: 0.009182566395249865
Position 416: 0.006336902967085967
Position 8862: 0.005698015359045027
Position 2747: 0.00554006637041187
Position 5045: 0.004852203022367257
Position 7899: 0.0046667747639705555
Position 2575: 0.004440272694339448
Position 925: 0.004324418195638948
Position 523: 0.004280105015089082
Position 3516: 0.004252089931544681
Position 6292: 0.0037148725627263518
Position 2622: 0.00302799261775139
Position 167: 0.0026729475145007035
Position 3430: 0.0025799602384758208
Position 2146: 0.0020736238653640514
Position 2875: 0.001858160923696728
Position 215: 0.0015501905408965787
Position 2916: 0.0013625462144417641
Position 8270: 0.0012919575574113365
Position 4301: 0.0008936720555619927
Position 3477: 0.0007885952432732895
Position 776: 0.0007281683091686831
Position 2635: 0.0006940646820376821
Position 3410: 0.0006734120830369867
Position 60: 0.0006692923151030436
Position 1428: 0.0006624488948047666
Position 1012: 0.0006196826130042905
Position 4092: 0.0005782042667765937
Position 160: 0.0005580346343492954
Position 221: 0.0005227351187014208
Position 2859: 0.0005130678023429119
Position 907: 0.0005053098065372503
Position 72: 0.0004830057908434398
Position 984: 0.000366413580249982
Position 370: 0.0003511065391510931
Position 2184: 0.000289338621132049
Position 1522: 0.0002678742707478736
Position 3226: 0.00025646660470601774
Position 4848: 0.00025351235069934
Position 4355: 0.00024014523655340307
