Gene = Galp
index = 420
Annotated 5SS: [  263  5795 11425 14295 16825]
Annotated 3SS: [ 5709 11375 14213 16746 18953]
SMsplice 5SS: [  263  5795 11425 14295 16353 16825 17272]
SMsplice 3SS: [ 5709 11375 14213 16252 16746 16998 18953]
top_k =  1000
Partition function (log Z): -4.261381080187183

Sorted 5' Splice Sites (High to Low Probability):
Position 5795: 0.9025557138042843
Position 16825: 0.7927546841960287
Position 263: 0.7749403864051783
Position 16353: 0.6258211071396815
Position 11425: 0.6032300847163085
Position 14295: 0.596516226978885
Position 17272: 0.42127750088316995
Position 14398: 0.2124471935400279
Position 17136: 0.20559501516350334
Position 16915: 0.17875966236724947
Position 2993: 0.15566910221121824
Position 400: 0.0758705852910023
Position 450: 0.05764873026240064
Position 17061: 0.050245239349647045
Position 5833: 0.04931527480621868
Position 2859: 0.03801781383867526
Position 392: 0.029995255504257252
Position 479: 0.02984237701846092
Position 3456: 0.029620386090894124
Position 7797: 0.026950232534538966
Position 666: 0.025769760140455004
Position 18702: 0.02541953644494475
Position 907: 0.024120402452030988
Position 16283: 0.01901201640218618
Position 93: 0.01877477726761548
Position 2720: 0.016363163751721383
Position 1289: 0.01462578209028242
Position 17466: 0.014400823129386486
Position 1418: 0.013317910663507132
Position 17167: 0.01291038410854663
Position 4052: 0.012785665690498289
Position 1737: 0.01221872477578525
Position 433: 0.011453480440773461
Position 1334: 0.010876412883966603
Position 316: 0.009902002399441468
Position 485: 0.009870670821782276
Position 14359: 0.00901840603421003
Position 3443: 0.008717163390938204
Position 17067: 0.008137626307903925
Position 8941: 0.006129289660119082
Position 18792: 0.005743947823789266
Position 1514: 0.0056807801834270226
Position 18732: 0.005365290203849033
Position 16129: 0.004414046794907867
Position 1376: 0.004163994442258254
Position 18404: 0.004013433817322851
Position 1259: 0.003999614548131884
Position 17300: 0.0036538399179136464
Position 3447: 0.003498188061740024
Position 243: 0.003312947317327989
Position 1282: 0.003213576393763959
Position 5581: 0.0026811366218005305
Position 14651: 0.0026270738965711677
Position 16802: 0.0025830982935773684
Position 1005: 0.0025646577070588704
Position 14589: 0.0024420056914487417
Position 3015: 0.0023937501747589894
Position 4127: 0.0022445349172842215
Position 1380: 0.002194934100524315
Position 1973: 0.002159327617717863
Position 1959: 0.002032398378104365
Position 1996: 0.001961174898218849
Position 1342: 0.0018627568898175238
Position 17171: 0.0018502771436153646
Position 17049: 0.0018179824290215775
Position 17215: 0.0016733636471162306
Position 18635: 0.0016648269283451628
Position 457: 0.0011501772983490278
Position 388: 0.001097137620692593
Position 18706: 0.0010908384764336321
Position 1252: 0.0008805233094807888
Position 16836: 0.0008561674600430968
Position 1713: 0.0007983389550214729
Position 14634: 0.0006950160854730523
Position 14452: 0.0006350806148888826
Position 429: 0.0006250999758249703
Position 18711: 0.0006195713217018391
Position 4191: 0.0005961060348535676
Position 3374: 0.0004696003932350593
Position 17548: 0.0004588144923414768
Position 999: 0.0004160353376525728
Position 822: 0.0003619798257725563
Position 460: 0.00035128936419462055
Position 1615: 0.00033151551333428377
Position 18672: 0.00030789497669569287
Position 2905: 0.00030405270381222445
Position 1405: 0.0002963900122255696
Position 17569: 0.00028588963671016257
Position 109: 0.00027052126866049795
Position 18572: 0.00022308782486573915
Position 17153: 0.00021689475853546017
Position 1977: 0.00019411469636038337
Position 1008: 0.00017220419774621572
Position 1920: 0.0001480832411834474
Position 1298: 0.00014724577608568127
Position 17157: 0.0001467131238896643
Position 17140: 0.00013500609301144096
Position 17294: 0.0001293350870470991
Position 17043: 0.00012350464418631077
Position 17151: 0.00012336827278635698
Position 120: 0.00010746755241662077
Position 16860: 7.893424713687708e-05
Position 52: 4.5332508159472284e-05
Position 464: 3.753274271002344e-05
Position 117: 3.041887716117939e-05
Position 6080: 1.668312833683853e-05
Position 613: 9.886989738940347e-06
Position 5972: 8.666227913827112e-06
Position 438: 8.150087926436768e-06
Position 829: 6.517076871109542e-06
Position 831: 6.512702310702148e-06
Position 8: 4.794875758481025e-06
Position 361: 4.756257712214962e-06
Position 1201: 4.248485774697486e-06
Position 1532: 4.071864858593226e-06
Position 75: 3.784506656109108e-06
Position 1430: 3.623878186177073e-06
Position 1420: 3.2237602103796197e-06
Position 556: 2.899934305749528e-06
Position 735: 2.3943210132272517e-06
Position 310: 2.37141597357166e-06
Position 454: 2.3202060485347304e-06
Position 890: 2.2577146357982797e-06
Position 1064: 1.3070127376748535e-06
Position 816: 1.2127496407629547e-06
Position 738: 9.947964773189505e-07
Position 898: 9.366454711774052e-07
Position 623: 7.844039433821679e-07
Position 1049: 7.545721493132812e-07
Position 1178: 7.340482215793053e-07
Position 982: 6.713890431631391e-07
Position 39: 6.702364709561788e-07
Position 159: 2.665845219605467e-07
Position 714: 2.4615563755026387e-07
Position 8715: 1.7619846975743932e-07
Position 814: 1.1992827115346576e-07
Position 896: 1.0032511150126944e-07
Position 560: 3.0397790467981764e-08
Position 558: 2.4363487151563613e-08
Position 914: 1.1931869115257332e-08
Position 542: 7.070679093027826e-10
Position 562: 1.7566262825430976e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16746: 0.9618530185030463
Position 18953: 0.8477602823894667
Position 5709: 0.8132898146361728
Position 16998: 0.7100839623951652
Position 16252: 0.6274942512267526
Position 14213: 0.5879922786539893
Position 11375: 0.4652880352376647
Position 2798: 0.16260598456310796
Position 14105: 0.15764265122305884
Position 5672: 0.13818583844553375
Position 11319: 0.11504996153795669
Position 18566: 0.07152159673435919
Position 17196: 0.05760959372968718
Position 14233: 0.05701383896693109
Position 1152: 0.03682692406544208
Position 3329: 0.03259828936766088
Position 584: 0.027651646033095785
Position 15962: 0.022107948535030484
Position 2638: 0.021429485639070267
Position 722: 0.01933274770541617
Position 17416: 0.01766531570686955
Position 7655: 0.015492357500733866
Position 11218: 0.014389248271889617
Position 190: 0.012906406862216183
Position 3879: 0.011676401957642668
Position 1237: 0.011583422155465399
Position 1660: 0.011055959342978825
Position 14183: 0.010802409714212449
Position 16697: 0.00884396192200284
Position 1326: 0.007985075880257675
Position 351: 0.007899208262753993
Position 11129: 0.00681547310406628
Position 14397: 0.006717756715805464
Position 2808: 0.006589858374066493
Position 7740: 0.006360367005245958
Position 18263: 0.006259626178980662
Position 8829: 0.006144038260399225
Position 16774: 0.005807436291483576
Position 18300: 0.005146524977907723
Position 2821: 0.004844318761560137
Position 2695: 0.004643468430040344
Position 14320: 0.0045686333029368005
Position 17005: 0.004550646107181312
Position 2653: 0.00436383279526845
Position 16634: 0.004152215688328915
Position 19043: 0.0038769420546264943
Position 17151: 0.003828653311111097
Position 2897: 0.0038197444969640154
Position 3192: 0.0037939359511437996
Position 17136: 0.003551590594845031
Position 3861: 0.0034876142872355413
Position 3398: 0.0034668232314595607
Position 18250: 0.003328735674593609
Position 1582: 0.0030826329191959052
Position 18242: 0.002948364577429827
Position 17394: 0.002861672148807815
Position 7589: 0.0023286633965801896
Position 17423: 0.002157960018101666
Position 1911: 0.0019809843385679956
Position 16716: 0.0019427732099860228
Position 17205: 0.0018647253005335306
Position 542: 0.0018517778128580237
Position 3355: 0.0018134739721373484
Position 193: 0.001714951016298924
Position 10920: 0.0016932725963831965
Position 896: 0.001647987725566911
Position 2523: 0.0015822932003789949
Position 1566: 0.0015668272659425102
Position 5513: 0.001532103322579776
Position 16463: 0.0015317535018997178
Position 330: 0.0014859992327540311
Position 7720: 0.001484668278200027
Position 1102: 0.0014394903839967668
Position 18079: 0.0014220557027845103
Position 18064: 0.0014147388924334824
Position 18060: 0.001362724102288607
Position 1126: 0.001340261219236211
Position 395: 0.0013060434090517918
Position 7535: 0.0012841689545072103
Position 17455: 0.001199772662342124
Position 1858: 0.0011833154498776908
Position 18407: 0.0011647489111696776
Position 5402: 0.0011490332992207517
Position 2698: 0.0010198753463452163
Position 645: 0.0009901812460595093
Position 726: 0.000944471021104768
Position 1259: 0.0009338575176836058
Position 1298: 0.0008903150792717839
Position 18317: 0.0008769894815201284
Position 1665: 0.0007652955315744983
Position 2565: 0.0007501507134037112
Position 18217: 0.0007434060096519756
Position 18499: 0.0006940261641780277
Position 2802: 0.0005710423922040819
Position 340: 0.0005589198397868643
Position 17675: 0.0005482101766641025
Position 18113: 0.0004997609859130579
Position 3864: 0.0004623336812648128
Position 18359: 0.00045306078600398795
Position 18334: 0.00044870918683025736
Position 5682: 0.0004029648360521003
Position 17615: 0.000397603496380368
Position 17645: 0.00033644015827752674
Position 16956: 0.0003227198516360721
Position 1046: 0.0003192461217777047
Position 364: 0.00031632382034843764
Position 3258: 0.00029688240764115666
Position 3284: 0.0002828581104989846
Position 17030: 0.00022173373629075262
Position 2426: 0.00020552903023471106
Position 2975: 0.00017229847812259993
Position 17016: 0.00014109034927045343
Position 18460: 0.0001265859575416338
Position 1603: 0.0001222471906197624
Position 704: 9.730055398576933e-05
Position 17822: 9.413149684839665e-05
Position 2489: 8.232465502303355e-05
Position 17585: 8.160005420691937e-05
Position 17788: 7.08475040693704e-05
