Gene = Iscu
index = 595
Annotated 5SS: [ 197 1629 2581 4102]
Annotated 3SS: [1514 2469 4022 5084]
SMsplice 5SS: [ 197 1629 2581 4102]
SMsplice 3SS: [1514 2469 4022 5084]
top_k =  1000
Partition function (log Z): 1.0585733826738575

Sorted 5' Splice Sites (High to Low Probability):
Position 1629: 0.958031688226382
Position 4102: 0.9357274020309614
Position 2581: 0.9169288205995122
Position 197: 0.5862019436253021
Position 349: 0.3722925947077935
Position 1217: 0.24455253400494653
Position 2068: 0.14844997236417087
Position 4520: 0.12260109563545947
Position 4331: 0.06405532964002038
Position 1885: 0.06386847071131908
Position 2044: 0.0592564690225755
Position 548: 0.052715193543287596
Position 4475: 0.04429792572805759
Position 2566: 0.035959616263452863
Position 1390: 0.024314284654507138
Position 896: 0.022746008222519664
Position 684: 0.019948155670601892
Position 5167: 0.01720963521818652
Position 2656: 0.013276582724368668
Position 4690: 0.012290116775289916
Position 343: 0.009069023856406488
Position 4411: 0.007709843577839318
Position 2337: 0.0070032148056479405
Position 3956: 0.006995376914133749
Position 2682: 0.006935104113639441
Position 4673: 0.006868110002926912
Position 4968: 0.0067993446191737215
Position 1296: 0.006727915132161304
Position 5008: 0.00515920574294065
Position 3633: 0.004930703324490963
Position 3587: 0.004847000008558025
Position 2562: 0.004845003933072405
Position 3809: 0.00477314455590559
Position 1287: 0.0042893254657664194
Position 3128: 0.004041298002306961
Position 1856: 0.0037726704791758566
Position 2243: 0.003664232121099469
Position 215: 0.003079892441481842
Position 1251: 0.0030715331834972274
Position 1609: 0.003046756754298599
Position 3877: 0.002512004162593541
Position 1590: 0.0020266877193913166
Position 1640: 0.0019910894781604497
Position 1091: 0.0018678930581719952
Position 3610: 0.0017623486174929664
Position 1947: 0.0016435878329763142
Position 56: 0.0014657749257775932
Position 3073: 0.0013284282062257262
Position 4718: 0.001165093373879743
Position 3554: 0.0011172233641461168
Position 1012: 0.001034170818125634
Position 1708: 0.0010002722812547263
Position 4528: 0.0009893907445602311
Position 669: 0.00098182570522081
Position 5000: 0.0009310950832748968
Position 312: 0.000884834596424387
Position 1128: 0.0008012918961557287
Position 662: 0.0007821742422070826
Position 4578: 0.0007515612865311869
Position 795: 0.000692608461613985
Position 1373: 0.000682681934528033
Position 1744: 0.0006631448517592022
Position 918: 0.0006390793508654523
Position 3064: 0.0005726418983900933
Position 121: 0.0005123728907155572
Position 2799: 0.0004279339900735042
Position 3641: 0.00040867487722579513
Position 698: 0.00040829725892657686
Position 564: 0.0002577426497416466
Position 1904: 0.0002241517411466286
Position 1614: 0.00022339572871210936
Position 3850: 0.0002177026951293927
Position 1292: 0.00020935146326570947
Position 4814: 0.00020527069959967587
Position 672: 0.00018421148655015988
Position 1606: 0.00018339772673105635
Position 3283: 0.00016989739995181696
Position 3738: 0.0001579418785320322
Position 1839: 0.00015347767739481584
Position 2412: 0.00014960717882016653
Position 4165: 0.00014874540955109284
Position 314: 0.00014873549254137175
Position 1700: 0.00014543215117522804
Position 4951: 0.00013875833190197547
Position 1515: 0.0001373722921462411
Position 1239: 0.00013664560679610708
Position 886: 0.00012387020112344222
Position 1221: 0.00012241268205449805
Position 1845: 0.00011614585614467364
Position 3172: 0.00011415779653438547
Position 1414: 0.00011342345285089508
Position 3558: 0.00011302073425200228
Position 4106: 0.00010704817215106648
Position 2383: 0.00010517336974254029
Position 826: 0.00010056555471005757
Position 2432: 8.405549691178346e-05
Position 15: 8.375656956415658e-05
Position 47: 8.128847021023137e-05
Position 1420: 8.084055801944375e-05
Position 302: 7.646269497345372e-05
Position 2476: 7.625993433981269e-05
Position 1689: 7.603610916231135e-05
Position 3489: 7.148295676502214e-05
Position 166: 6.654816651234802e-05
Position 2025: 6.651131146069686e-05
Position 1431: 6.615804498049227e-05
Position 1575: 6.0022831243921144e-05
Position 1694: 5.589823428687589e-05
Position 2238: 5.386687236850857e-05
Position 4137: 5.3513825566645605e-05
Position 4623: 5.171074233772931e-05
Position 1965: 4.2087279120396316e-05
Position 5271: 3.591343092033963e-05
Position 353: 3.479436293523557e-05
Position 934: 3.171516256796565e-05
Position 1803: 3.107220000745956e-05
Position 1264: 2.4838037709834504e-05
Position 1545: 2.3535142900896527e-05
Position 845: 2.334265061347104e-05
Position 932: 2.276022348142175e-05
Position 105: 1.8918297214151108e-05
Position 1361: 1.7765372614938497e-05
Position 497: 1.7277208601683996e-05
Position 711: 1.7161973505107043e-05
Position 490: 1.5623271411784722e-05
Position 1343: 1.083062953224578e-05
Position 2029: 1.0768400448362654e-05
Position 1722: 9.269142345616413e-06
Position 365: 8.299300108811069e-06
Position 1318: 8.222541407833791e-06
Position 1300: 7.700726240598133e-06
Position 1195: 7.2660703063406684e-06
Position 976: 3.6543159055954865e-06
Position 676: 2.0100348271663535e-06
Position 4083: 6.333571858217094e-07
Position 20: 4.8029603795138e-07
Position 245: 4.315376324235126e-07
Position 4422: 4.0185373391873e-07
Position 532: 3.1287968768630734e-07
Position 674: 2.959471713242441e-07
Position 1698: 2.6642104618559843e-07
Position 356: 1.8968370687187286e-07
Position 542: 1.8629688953758175e-07
Position 552: 1.441790975913472e-07
Position 444: 3.377103045643266e-08
Position 742: 5.1442852146608346e-09
Position 936: 4.23859807811121e-09
Position 1476: 1.1673663841217577e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2469: 0.9682332704179644
Position 1514: 0.9194020804309588
Position 5084: 0.8549703737642931
Position 4022: 0.8182907711058772
Position 1772: 0.19818987815681616
Position 1114: 0.16640773303762826
Position 3976: 0.11671600897332927
Position 4399: 0.0969527580365546
Position 4374: 0.0870618541303297
Position 4216: 0.05264888530132393
Position 1454: 0.04553203709269557
Position 1032: 0.045038197723294225
Position 5050: 0.0392745029569848
Position 520: 0.03709176294788242
Position 1922: 0.033298325511220805
Position 4717: 0.032759631284708275
Position 1801: 0.030768798363960632
Position 4248: 0.027303384829366402
