Gene = A830018L16Rik
index = 80
Annotated 5SS: [   533  97961 104605 131178 148887 174442 182213 333987 384462 415787
 519487 536952 557998]
Annotated 3SS: [ 97812 104472 131048 148857 174268 182045 333859 384375 415709 519438
 536857 557940 560817]
SMsplice 5SS: [   533   9139  12282  35701  66328  97961 104605 128447 131178 174442
 181949 182213 190033 210531 211422 229090 238479 286165 312795 333996
 338035 367797 374791 384462 389857 391367 399875 415467 415787 449445
 536952 547371 557998]
SMsplice 3SS: [  9050  12165  35599  66253  97812 104472 128337 131048 174268 181798
 182045 189920 210450 211332 228992 238410 286058 312677 333859 337906
 367707 374548 384375 389750 391283 399750 415331 415709 449348 536857
 547260 557940 560817]
top_k =  1000
Partition function (log Z): -327.0394423630872

Sorted 5' Splice Sites (High to Low Probability):
Position 9139: 0.8566796799093452
Position 533: 0.7755236192652868
Position 12282: 0.7396350885936113
Position 8579: 0.5442010208325305
Position 6813: 0.34464753931544195
Position 6104: 0.32422788794857116
Position 1501: 0.27911344843976177
Position 230: 0.16707265337960453
Position 7071: 0.15833205943510542
Position 4288: 0.1480558248353598
Position 732: 0.0929844719484475
Position 1278: 0.05011397990998082
Position 7320: 0.02711729481125392
Position 8004: 0.027035802590017827
Position 12729: 0.024077233426071983
Position 9956: 0.021381946520948273
Position 11964: 0.01840812840988514
Position 3940: 0.013943107720918025
Position 13103: 0.013754123736301475
Position 5565: 0.00834848486227095
Position 831: 0.007492745532237042
Position 13501: 0.007038994329351759
Position 2498: 0.006891851073317333
Position 11019: 0.0067935776551075805
Position 4874: 0.0067177501009316595
Position 207: 0.006337660881562275
Position 631: 0.005800725275958553
Position 6082: 0.005328485736128862
Position 6805: 0.00455134190981967
Position 4520: 0.003021771091349059
Position 3782: 0.002525881435613313
Position 400: 0.002388398881337594
Position 1233: 0.0023708503276170657
Position 1506: 0.0020671026929954678
Position 6167: 0.0015624285629074722
Position 546: 0.0013699448647286406
Position 2897: 0.0012837613861134184
Position 4058: 0.0010078419993045647
Position 6298: 0.0009974394156882533
Position 5262: 0.0009690303335204253
Position 1554: 0.0008550380261058419
Position 290: 0.0007791815882144508
Position 1224: 0.0007314544450285426
Position 3357: 0.0006354991344205861
Position 1842: 0.0006215363391230282
Position 5248: 0.0005007096176322056
Position 3184: 0.0004950194996377116
Position 2941: 0.00043869673659908303
Position 5979: 0.000420346091966361
Position 6017: 0.000336474788048589
Position 3680: 0.0003194601551145042
Position 255: 0.00030853680547939167
Position 1863: 0.00027949864422508624
Position 5748: 0.0002412163406036655
Position 3737: 0.00018002404867950404
Position 405: 0.00016019306767160686
Position 1286: 0.00014848832183438998
Position 821: 0.00012483874781948686
Position 286: 7.71328886879934e-05
Position 556: 6.454847577335521e-05
Position 12714: 6.267436177375944e-05
Position 966: 5.374095099904322e-05
Position 519: 4.9007424288718255e-05
Position 1314: 3.865142876037653e-05
Position 840: 3.298339895900858e-05
Position 1152: 2.9724184362642037e-05
Position 1242: 2.8208117179576882e-05
Position 1216: 2.371911345859629e-05
Position 577: 2.054104765081106e-05
Position 347: 7.927925461369648e-06
Position 56: 7.876773455132712e-06
Position 89: 5.92409532166833e-06
Position 277: 5.876325700534486e-06
Position 413: 4.997042494549383e-06
Position 1264: 4.364298514014054e-06
Position 586: 4.247438078459217e-06
Position 68: 3.79440846428852e-06
Position 1629: 3.3874223474335972e-06
Position 580: 2.623040341648723e-06
Position 306: 2.6046491086435035e-06
Position 258: 2.566884398465142e-06
Position 583: 2.2532736808164617e-06
Position 1577: 2.0905506337894782e-06
Position 526: 9.044880459220995e-07
Position 799: 8.644219728605892e-07
Position 39: 3.5009880752473967e-07
Position 2431: 3.003950409023182e-07
Position 2910: 2.980232088257493e-07
Position 8: 2.590409919744392e-07
Position 363: 2.461963392532728e-07
Position 678: 2.410088526588975e-07
Position 456: 1.6997476551935572e-07
Position 474: 1.6552257933991562e-07
Position 713: 1.5519058512993452e-07
Position 280: 1.272596389405593e-07
Position 2922: 1.0432366078383697e-07
Position 433: 7.985381211362496e-08
Position 842: 1.7537366209023814e-08
Position 3136: 2.767632534873372e-09
Position 3630: 1.8272579834937515e-10
Position 787: 6.46664569741628e-11
Position 974: 3.756823805332975e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9050: 0.7459781035370556
Position 23849: 0.6248530569414342
Position 12165: 0.5962745707526959
Position 8467: 0.54490541636645
Position 6558: 0.33341167282785666
Position 5798: 0.16402077524714206
Position 12200: 0.14526579151172045
Position 1340: 0.13839215975484773
Position 6922: 0.10209403109750817
Position 1367: 0.09166314903480578
Position 17204: 0.07000673036343422
Position 9089: 0.06313665846241791
Position 4198: 0.06154370066320317
Position 4233: 0.06080041829915688
Position 5978: 0.060595834481126355
Position 7047: 0.05362915765425311
Position 6052: 0.04893281994078152
Position 1045: 0.048547984793077384
Position 13390: 0.048412469012539164
Position 8991: 0.048403116285139255
Position 14308: 0.039581348938975164
Position 1400: 0.038864379676305245
Position 13565: 0.038098659328429485
Position 12522: 0.03216353317533475
Position 5948: 0.030871457532663335
Position 13002: 0.027612844951933446
Position 5710: 0.023709866091847175
Position 21123: 0.023059191412114013
Position 13628: 0.022090889097520338
Position 12368: 0.02168649646537747
Position 7800: 0.021258870772102475
Position 4151: 0.01732471127983902
Position 11663: 0.017245974475153653
Position 6522: 0.016424184321616634
Position 493: 0.015455251387284713
Position 13408: 0.014719331062292068
Position 9752: 0.013309705563423814
Position 7190: 0.012824574466616766
Position 677: 0.012431216335104824
Position 3707: 0.011687154169879187
Position 13266: 0.011245119784064263
Position 630: 0.01041639738937112
Position 13102: 0.009555457312888968
Position 9781: 0.008849359854443085
Position 12901: 0.00815423943872278
Position 14336: 0.007587936782500125
Position 12082: 0.00731808417531094
