Gene = Bard1
index = 168
Annotated 5SS: [  479 13676 15038 28604 36039 37668 49534 55507 56469 71788]
Annotated 3SS: [13618 14894 27665 35957 37494 49424 55373 56375 71689 72293]
SMsplice 5SS: [  479 15038 32367 37668 49534 55507 56469 70300]
SMsplice 3SS: [14923 32267 37494 49424 55373 56375 70073 72293]
top_k =  1000
Partition function (log Z): -48.49554882885786

Sorted 5' Splice Sites (High to Low Probability):
Position 479: 0.9404893308194889
Position 4503: 0.4095668769658819
Position 658: 0.19906170333920772
Position 297: 0.13247263800964781
Position 5989: 0.12194965725635723
Position 4452: 0.057986636100712405
Position 8425: 0.05010010190788877
Position 3175: 0.044991713892149586
Position 285: 0.0230151690470462
Position 6006: 0.020713394501330792
Position 9759: 0.01778677191293327
Position 1465: 0.012048534651043904
Position 5697: 0.009787621433045877
Position 1840: 0.009511889978366692
Position 6139: 0.008817154826151252
Position 3380: 0.006573702326682501
Position 3220: 0.006016793635686007
Position 4550: 0.005649557464392551
Position 758: 0.004487964086829137
Position 2948: 0.004479936506552821
Position 23: 0.0035680815826151803
Position 3184: 0.00340490735192477
Position 77: 0.0029108881614473264
Position 5693: 0.00246048765621515
Position 3366: 0.002382992640033087
Position 1369: 0.0023572259314758957
Position 6806: 0.0018258490100883655
Position 2426: 0.0017677533648683688
Position 2472: 0.001230993584239774
Position 960: 0.001194947108160872
Position 3907: 0.0007197280202184784
Position 1946: 0.0006370716074279646
Position 640: 0.0006326917066442998
Position 4601: 0.0006213691750809726
Position 3886: 0.0005741084224342624
Position 834: 0.0005584723709760749
Position 360: 0.0004668715467577773
Position 4919: 0.00043651866010467133
Position 1962: 0.000362488684614591
Position 194: 0.000298782236533876
Position 644: 0.0002901968579788594
Position 4605: 0.0002754836629894025
Position 737: 0.00025895579592692306
Position 2042: 0.0002478917477738841
Position 1527: 0.00022562245504637848
Position 708: 0.00021841064489002402
Position 5121: 0.00018536705196225115
Position 243: 0.00016843261913987724
