Gene = Stum
index = 1039
Annotated 5SS: [  340 40924 44362]
Annotated 3SS: [40743 44352 45103]
SMsplice 5SS: [  340 17681 17961 38535]
SMsplice 3SS: [17575 17816 38435 45103]
top_k =  1000
Partition function (log Z): -34.75751266662992

Sorted 5' Splice Sites (High to Low Probability):
Position 340: 0.522922951060439
Position 240: 0.30294563440925687
Position 7747: 0.18392288591368383
Position 434: 0.12086600498560396
Position 1039: 0.09680911309370907
Position 7280: 0.037296128073346944
Position 15843: 0.026187966606776525
Position 16092: 0.022728997417197815
Position 5994: 0.016680179604063285
Position 544: 0.015605137992815986
Position 491: 0.014548660099641718
Position 711: 0.013125433250552394
Position 5545: 0.008799379175580232
Position 5614: 0.007366530743088284
Position 5616: 0.006795862946429869
Position 2325: 0.005329250410492934
Position 4051: 0.005116304231128592
Position 6697: 0.00418843603195392
Position 5857: 0.0038269145275647816
Position 7335: 0.0024166324394972673
Position 6755: 0.0018855670540239588
Position 8727: 0.0018668651657268328
Position 6470: 0.001834026508128255
Position 6165: 0.0018243052075583121
Position 5618: 0.0017779087134490047
Position 2695: 0.001695578436683074
Position 5762: 0.0015892927009139009
Position 2345: 0.0015555324458511972
Position 976: 0.0015197905971269464
Position 347: 0.001418241819013814
Position 2690: 0.0013605818518311718
Position 6461: 0.0013014868524918676
Position 294: 0.001294645342382032
Position 1031: 0.0011904644049837696
Position 5916: 0.0010933943588085024
Position 2866: 0.00096796931068817
Position 506: 0.0009047486764947906
Position 3508: 0.0008578301845241025
Position 7005: 0.000856252338542103
Position 3035: 0.000851542039056638
Position 6945: 0.0008219583334223171
Position 5628: 0.0006672867430981939
Position 5878: 0.0005795325267258247
Position 4323: 0.0005498818226873312
Position 3524: 0.000540810187006565
Position 2673: 0.00048813285812780304
Position 5622: 0.00046437021321695746
Position 1383: 0.0004164160275702464
Position 580: 0.0004081905576901759
Position 5735: 0.0003963995297942095
Position 7681: 0.00038696852681102895
Position 5630: 0.00038608045516830736
Position 3458: 0.00037483349471575136
Position 1054: 0.0003665027598079316
Position 5632: 0.0003359268426269119
Position 5634: 0.00029292779658507455
