Gene = Ugdh
index = 1163
Annotated 5SS: [  326  8534 11908 12500 12789 13315 15701 17472 18439 18929 19125]
Annotated 3SS: [ 8364 11805 12298 12590 13166 15605 17340 18304 18836 19013 21885]
SMsplice 5SS: [  326  8534 11908 12500 12789 13115 13315 14888 15701 17472 18439 18929
 19125 19418]
SMsplice 3SS: [ 8364 11805 12298 12590 13012 13190 14809 15605 17340 18304 18836 19013
 19297 21885]
top_k =  1000
Partition function (log Z): 11.128393181821894

Sorted 5' Splice Sites (High to Low Probability):
Position 11908: 0.978559407593187
Position 15701: 0.9541387022748657
Position 8534: 0.9157687849936457
Position 19125: 0.9154425654479094
Position 17472: 0.8984756931765506
Position 18439: 0.8920778623925106
Position 13115: 0.883471758693424
Position 12500: 0.8706286671656209
Position 13315: 0.8591461243485395
Position 12789: 0.81457076793668
Position 14888: 0.7779076609265752
Position 18929: 0.6010681309816798
Position 19418: 0.46849513912832613
Position 326: 0.4352792339169501
Position 369: 0.26722136420378606
Position 241: 0.22758781041422038
Position 17686: 0.21464108594696804
Position 19632: 0.17937604554464895
Position 5836: 0.14195949661703375
Position 14180: 0.12088167918371658
Position 5514: 0.1099308427474592
Position 19482: 0.10555787335176779
Position 2118: 0.10061361159061201
Position 14164: 0.08822910662584889
Position 20615: 0.08491615134410042
Position 11650: 0.078193066334762
Position 22060: 0.07079615618369514
Position 6839: 0.06878449080057997
Position 479: 0.06804930033186447
Position 14931: 0.067906131973694
Position 9346: 0.060547336939899395
Position 16995: 0.05421979453149523
Position 14748: 0.05241084476448151
Position 16949: 0.04712994602612508
Position 19558: 0.043208095777302315
Position 17669: 0.04065995576890729
Position 15132: 0.03922921781547998
Position 22022: 0.03806539500341465
Position 5471: 0.03671313278818434
Position 17219: 0.03417134333264461
Position 11416: 0.033644831461311094
Position 21938: 0.03207973516378965
Position 18628: 0.03132463750203209
Position 4241: 0.025726392810656824
Position 21164: 0.025686447417246846
Position 12719: 0.02422419833467822
Position 20648: 0.022057932093339377
Position 5692: 0.01913600509699041
Position 1734: 0.01901743307764974
Position 13311: 0.01862152773042088
Position 13380: 0.01593110262842854
Position 15531: 0.015243373972400819
Position 19099: 0.014889281661468128
Position 1603: 0.013892725001184287
Position 13254: 0.01388677017761486
Position 16074: 0.013695306965559883
Position 7179: 0.013536853667644245
Position 9248: 0.012713085188865427
Position 20487: 0.012138513717003085
Position 20291: 0.012042326465424713
Position 21571: 0.012005936816034068
Position 7060: 0.011973184487043428
Position 1412: 0.011712726472747745
Position 1384: 0.010070914032190964
Position 13891: 0.009978299345236263
Position 14256: 0.00964436177585599
Position 12699: 0.009386826387136088
Position 245: 0.008781362350562266
Position 1539: 0.007651414758873503
Position 1631: 0.007548696341799011
Position 21152: 0.007524141062265456
Position 3323: 0.006918023854779259
