Gene = Lipt2
index = 639
Annotated 5SS: [471]
Annotated 3SS: [896]
SMsplice 5SS: [471]
SMsplice 3SS: [896]
top_k =  1000
Partition function (log Z): -7.383658629355994

Sorted 5' Splice Sites (High to Low Probability):
Position 471: 0.6674616905845695
Position 242: 0.38033205311945295
Position 138: 0.06841940030277623
Position 1052: 0.016349293739456934
Position 964: 0.014153881597290564
Position 1017: 0.013557651877330847
Position 992: 0.01104994265087838
Position 1099: 0.0028993926161769573
Position 770: 0.002711665953335237
Position 149: 0.0023080166873379426
Position 605: 0.0013554310108366454
Position 619: 0.0013424572138763598
Position 1093: 0.001124099449898913
Position 44: 0.0010825528900660654
Position 121: 0.0009891583833525125
Position 308: 0.0005759053218933463
Position 1942: 0.00047296688452615725
Position 787: 0.00044126810009655754
Position 945: 0.00039560555488322215
Position 382: 0.0003774971555179927
Position 977: 0.0003033571327368831
Position 170: 0.0002748638270994313
Position 39: 0.00023791742477700408
Position 727: 0.0002033741572765689
Position 367: 0.0001872755244964191
Position 1004: 0.00016580015138956518
Position 1160: 0.00016301821643092428
Position 1399: 0.00016051306571640068
Position 1735: 0.00014649844824021635
Position 1043: 0.00014381644870082864
Position 20: 0.00013098234184492457
Position 140: 0.00012547783668165455
Position 800: 0.00010952537368048809
Position 374: 0.00010380297702660985
Position 600: 9.496944757011708e-05
Position 922: 8.141984325836473e-05
Position 1192: 6.55564803243098e-05
Position 592: 6.387144951874044e-05
Position 292: 3.8850705311128636e-05
Position 192: 3.090276934577678e-05
Position 984: 3.0331347630484614e-05
Position 1311: 2.5995434825471935e-05
Position 7: 2.000770768100483e-05
Position 1907: 1.8628911930460015e-05
Position 350: 1.7836749365757757e-05
Position 776: 1.3121022668583033e-05
Position 67: 1.1926967322073054e-05
Position 774: 1.1608012802200705e-05
Position 725: 8.990274145280992e-06
Position 629: 8.780256155992604e-06
Position 1419: 5.397987945324246e-06
Position 899: 4.0172480005465e-06
Position 692: 3.994050041136455e-06
Position 1601: 3.904939555589349e-06
Position 29: 7.101034160196163e-07
Position 17: 5.414191139835443e-07
Position 437: 1.0814133979861206e-07
Position 1037: 3.516313806827713e-08
Position 1182: 2.6138050330101228e-08
Position 1255: 2.0973603619728717e-08
Position 1070: 1.8982619839320652e-08
Position 690: 1.4094046009420462e-08
Position 860: 7.56736783810023e-09
Position 1245: 1.8840384264323682e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 896: 0.972420364183213
Position 329: 0.11662998342721204
Position 1512: 0.03403688996873195
Position 1331: 0.017386497980135352
Position 1290: 0.008406048387414945
Position 403: 0.008159041360721174
Position 1227: 0.0033858116644835765
Position 2026: 0.003167373250572085
Position 1081: 0.0031287255802244333
Position 1462: 0.0029256864326963512
Position 824: 0.0022189748745523484
Position 364: 0.0016461878399845848
Position 649: 0.0016401229800322022
Position 1811: 0.0015553372128631535
Position 899: 0.0014863424962785186
Position 1262: 0.0011743178101821725
Position 1941: 0.001122254239308478
Position 241: 0.0009054958454345648
Position 1116: 0.0007269705062226406
Position 1554: 0.0006501970187688052
Position 292: 0.0006394246331977994
Position 1697: 0.0006081734149454593
Position 714: 0.000459523910691678
Position 1794: 0.00044152556012496893
Position 757: 0.00042983891541740555
Position 1052: 0.0003403721573594292
Position 736: 0.0003354356738752737
Position 2061: 0.0002483922558171353
Position 1171: 0.00024266605499169097
Position 1580: 0.00023965930953340648
Position 618: 0.0002346467573863554
Position 1705: 0.00022608405839610396
Position 1199: 0.00021919163145578115
Position 1601: 0.00021634933963700375
Position 1848: 0.0002133603504711427
Position 208: 0.00015942400938890878
Position 1364: 0.00014804932233836832
Position 764: 0.00013930101432149436
Position 605: 0.00012702789137671077
Position 1084: 0.00011423089122212962
Position 830: 0.00011254769780045647
Position 1844: 0.00010663210257680707
Position 1496: 0.0001058947684592329
Position 1499: 0.00010459985741314415
Position 1757: 0.00010249120404626986
Position 211: 0.00010031022470196024
Position 1548: 8.420682907729687e-05
Position 1989: 7.620033130894046e-05
Position 1669: 6.694256714926372e-05
Position 578: 6.613242030902493e-05
Position 1827: 6.032315696804175e-05
Position 1417: 5.6764100079912145e-05
Position 1471: 4.751925092800879e-05
Position 1093: 4.3656431133040445e-05
Position 2074: 4.111496742118955e-05
Position 1122: 3.9612596386930956e-05
Position 1959: 3.6855084155879536e-05
Position 457: 3.57307376906347e-05
Position 161: 3.478126604606823e-05
Position 583: 3.421276650576816e-05
Position 134: 3.157617692671243e-05
Position 1111: 3.126618909892914e-05
Position 1824: 2.8319893466087164e-05
Position 1946: 2.7373005530468343e-05
Position 1021: 2.6986353344547776e-05
Position 787: 2.6617237878578343e-05
Position 1606: 2.5995666430753116e-05
Position 1245: 2.3363998316738894e-05
Position 807: 2.317019491992759e-05
Position 794: 2.211699124700994e-05
Position 1894: 2.2022930876901532e-05
Position 1032: 2.0893418275533727e-05
Position 645: 1.8910093563358836e-05
Position 855: 1.790906699596132e-05
Position 852: 1.7172971879507476e-05
Position 1926: 1.6755309815047215e-05
Position 600: 1.5233795301840053e-05
Position 1375: 1.4665880293349383e-05
Position 557: 1.3240458845352927e-05
Position 719: 1.2293821369655224e-05
Position 875: 1.0759746151695446e-05
Position 970: 1.0614123522945094e-05
Position 157: 5.420575756327311e-06
Position 97: 5.385654049821744e-06
Position 225: 5.292015617752881e-06
Position 770: 4.770608017561712e-06
Position 912: 3.7326170597033776e-06
Position 1483: 3.7150123898236853e-06
Position 1358: 3.5755692354619925e-06
Position 2046: 3.511700804743004e-06
Position 451: 3.1798870159487576e-06
Position 73: 3.140723089784253e-06
Position 1017: 3.120976959229177e-06
Position 590: 2.1780842124099744e-06
Position 510: 1.0617491676503719e-06
Position 1640: 1.4268254721204057e-07
Position 475: 1.4128001745577738e-07
Position 592: 9.671191007827223e-08
Position 1583: 8.234093487434368e-08
Position 76: 5.606922421456515e-08
Position 101: 3.143563874465431e-08
Position 860: 2.0159460894529588e-08
Position 832: 5.994475745427828e-09
Position 842: 2.1865980013824236e-09
Position 774: 1.1339569973592321e-10
Position 501: 3.679407160394461e-11
Position 526: 1.2223662655540526e-11
