Gene = Hikeshi
index = 538
Annotated 5SS: [  236  5478 17641 21132]
Annotated 3SS: [ 5239 17488 21012 22196]
SMsplice 5SS: [  236  1225  5478 10885 17641 21132]
SMsplice 3SS: [ 1124  5239 10743 17488 21012 22196]
top_k =  1000
Partition function (log Z): -5.5706040460879915

Sorted 5' Splice Sites (High to Low Probability):
Position 5478: 0.9158328475463123
Position 10885: 0.9030495261783468
Position 21132: 0.7996500773455825
Position 1225: 0.7228513955225028
Position 17641: 0.6536060898742797
Position 236: 0.6265117119186022
Position 10445: 0.32527486554866486
Position 4802: 0.32073699355071567
Position 17689: 0.29730368777303817
Position 6339: 0.29367419476475515
Position 12006: 0.26887250700893145
Position 6966: 0.19148305898165352
Position 7345: 0.18668353425071543
Position 7349: 0.17092279973778346
Position 3427: 0.14882964097974294
Position 10200: 0.10926446801581874
Position 22014: 0.1090294344103131
Position 18321: 0.10470596216198781
Position 21988: 0.09707275262268951
Position 168: 0.09592013104237168
Position 21213: 0.08762014707164897
Position 17952: 0.08199654122811856
Position 267: 0.07753672642688944
Position 1230: 0.06492524211839605
Position 17350: 0.05850107217659675
Position 15189: 0.05323430191214457
Position 10905: 0.04449022770191467
Position 9522: 0.03397858657088077
Position 271: 0.027739863709978368
Position 4345: 0.02576531641767124
Position 522: 0.025707614454882337
Position 22958: 0.024449298067238705
Position 7192: 0.02226415091653381
Position 1583: 0.02118287018709775
Position 529: 0.021181367704718068
Position 983: 0.019615920517275894
Position 6383: 0.017861854817062494
Position 689: 0.017478576135855687
Position 10572: 0.016743601430922142
Position 13363: 0.016621791999872296
Position 22951: 0.016139003844606675
Position 23272: 0.015614054523544712
Position 1615: 0.01466491070240748
Position 17205: 0.014096261802308805
Position 564: 0.013748276105779495
Position 5002: 0.013149271998124289
Position 22035: 0.012938744790353974
Position 21: 0.012818780852941311
Position 114: 0.011595998547107812
Position 2441: 0.011183135628558915
Position 35: 0.009947705702915356
Position 4825: 0.009626175314361284
Position 15130: 0.007994849001297872
Position 7196: 0.007218004079791328
Position 42: 0.00711233788025849
Position 4787: 0.006558604763077202
Position 4684: 0.005785684826620259
Position 7567: 0.0052410478240876215
Position 3309: 0.004795998042211092
Position 17599: 0.004669219619883027
Position 1091: 0.004140780998797681
Position 12044: 0.003874283312895005
Position 513: 0.0038579236355543362
Position 354: 0.0032526426681522757
Position 221: 0.00297562205208099
Position 297: 0.0028643966830771404
Position 4782: 0.0028204541684380903
Position 5466: 0.002799973304570857
Position 418: 0.0027341482113304163
Position 999: 0.0026216521108263263
Position 867: 0.0025225599457051233
Position 328: 0.0023919580000684856
Position 4392: 0.002269804871446208
Position 3256: 0.0020796048697896137
Position 22279: 0.0019452659031728343
Position 16236: 0.0019298022429240802
Position 436: 0.0018018939972184614
Position 21628: 0.0016305402192394586
Position 15934: 0.0015900454581658995
Position 3411: 0.0015816959695359066
Position 585: 0.0015734884441953312
Position 573: 0.001550530561206063
Position 21552: 0.0012226080332270895
Position 4779: 0.0011851195449900202
Position 813: 0.0011772979343147257
Position 3467: 0.0010824392177688554
Position 208: 0.0010815279352926828
Position 498: 0.0010067969688750626
Position 2744: 0.0009544727522903337
Position 21633: 0.000874872490175404
Position 621: 0.000842624736658577
Position 6737: 0.0008245235153350331
Position 431: 0.0008140888679340852
Position 815: 0.0007451337253966251
Position 1698: 0.0007096164709433243
Position 21155: 0.0006912964608106713
Position 10893: 0.0006691146857609159
Position 75: 0.0006532184001640824
Position 1245: 0.0006219721214272289
Position 941: 0.000576879358076563
Position 4746: 0.00047261429296882753
Position 848: 0.0004217736254801559
Position 597: 0.00037444528904644406
Position 21118: 0.00036137103280662675
Position 1448: 0.0003591334601993906
Position 2528: 0.0003363848101017787
Position 950: 0.00032125326186761475
Position 1269: 0.0003035420841044164
Position 3533: 0.00026684354613867574
Position 410: 0.0002410138540072234
Position 4668: 0.00023819870540006636
Position 582: 0.00023270441233790902
Position 3498: 0.00022778136869191747
Position 922: 0.0001648672801788034
Position 154: 0.00016233202340123394
Position 822: 0.00015915734956568374
Position 461: 0.00012205906194079873
Position 784: 0.0001106518456233857
Position 85: 0.00010118072805954947
Position 254: 9.567554582102725e-05
Position 156: 9.48516115351234e-05
Position 2204: 8.737288263680395e-05
Position 122: 8.514407166698876e-05
Position 466: 8.263109062050652e-05
Position 398: 8.181286427085285e-05
Position 519: 6.94165100998111e-05
Position 286: 6.610814474448831e-05
Position 2105: 6.053834721341156e-05
Position 67: 5.3887826521006436e-05
Position 474: 5.384347022218568e-05
Position 2200: 5.125256881933721e-05
Position 352: 5.088481208927633e-05
Position 7174: 4.871688676566642e-05
Position 554: 4.854625216736226e-05
Position 334: 4.2771771672120146e-05
Position 1684: 4.170730114149477e-05
Position 636: 3.13760066189298e-05
Position 1443: 1.5941617341014885e-05
Position 2866: 1.2740685952487554e-05
Position 2389: 1.1965156243098256e-05
Position 1369: 7.716229524766943e-06
Position 1202: 5.5933400003380734e-06
Position 1136: 4.236024972917514e-06
Position 396: 3.1973112532470595e-06
Position 59: 2.398912970495952e-06
Position 136: 1.7846804522605368e-06
Position 471: 1.6781724916993878e-06
Position 481: 1.5049925333777906e-06
Position 70: 1.2432683743912617e-06
Position 65: 1.0299166212655225e-06
Position 15: 9.945794417441555e-07
Position 90: 5.676540485832233e-07
Position 651: 4.0692723463535415e-07
Position 537: 2.5294106508225927e-07
Position 289: 2.4226178925046947e-07
Position 447: 1.575950083594695e-07
Position 78: 1.2718910169831126e-07
Position 828: 3.0456025062384807e-08
Position 654: 5.790736162248124e-09
Position 580: 4.091422067857643e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10743: 0.9446115629188824
Position 17488: 0.933804647513264
Position 5239: 0.9181793548008048
Position 21012: 0.7746811150136207
Position 1124: 0.6675150452654892
Position 22196: 0.6556970145278914
Position 7100: 0.34565264897338854
Position 10352: 0.30529909592529114
Position 4577: 0.28420600757556397
Position 11886: 0.21055345621188085
Position 6228: 0.16709912274430996
Position 3305: 0.15183570961253515
Position 21072: 0.14047682000365608
Position 6183: 0.13329419648094648
Position 6784: 0.12928416658820624
Position 21883: 0.09986758356460755
Position 22795: 0.09517433937640254
Position 18171: 0.09108339249782688
Position 10110: 0.07343546579180016
Position 4613: 0.061792287681212144
Position 21768: 0.06078313507410787
Position 15002: 0.05318922443931328
Position 23363: 0.05310206760454424
Position 11915: 0.05302080817279426
Position 23309: 0.04988687832553093
Position 9998: 0.04916271497115063
Position 21467: 0.04699309324829325
Position 17837: 0.04150419181615301
Position 17193: 0.036569852505222926
Position 971: 0.03618812823767813
Position 17157: 0.0361623369020344
Position 22583: 0.035630986310349666
Position 21915: 0.03525899210431417
Position 1017: 0.03484557606896309
Position 17889: 0.034154793015667
Position 21796: 0.03271479560215767
Position 23127: 0.0318684012645287
Position 6805: 0.029235065067505905
Position 7284: 0.028874686436489324
Position 9430: 0.028546066798840686
Position 1489: 0.02639611119615638
Position 17550: 0.022513111812306526
Position 10361: 0.017852855089770095
Position 13233: 0.0166446735515055
Position 491: 0.014922348541598492
Position 18274: 0.011895158636659825
Position 746: 0.011734624993104266
Position 22879: 0.011128221804137245
Position 2301: 0.011028053343203446
Position 6627: 0.010101069341490434
Position 6793: 0.010037607594613465
Position 22549: 0.009703603434084643
Position 4228: 0.009221763279834979
Position 11922: 0.008782494894700166
Position 17834: 0.008579118024765686
Position 15025: 0.008039926474129126
Position 4329: 0.00751290489869122
Position 1160: 0.006517034168788416
Position 21843: 0.006509537838043644
Position 4864: 0.006344112943677986
Position 4287: 0.006305265213735553
Position 1528: 0.006303900759999849
Position 1202: 0.006160956954808825
Position 22903: 0.006034595490276321
Position 9302: 0.005434221540669824
Position 559: 0.00540148748415787
Position 7257: 0.005110533777299464
Position 6864: 0.004984809525392904
Position 871: 0.00496694375788671
Position 6808: 0.004871280129456013
Position 6026: 0.004359285065342467
Position 7308: 0.004245348152880868
Position 4193: 0.003849317552983622
Position 7448: 0.003547825542623233
Position 6190: 0.0035474953867513414
Position 4518: 0.003428115771726443
Position 3224: 0.0033645645022782333
Position 21284: 0.0032790194860898396
Position 23020: 0.0031645753970307353
Position 10199: 0.0028889503529346697
