Gene = Tmem183a
index = 1107
Annotated 5SS: [  218   446  1223  6420  7319  9625 11897]
Annotated 3SS: [  355  1054  6262  7137  9543 11740 13784]
SMsplice 5SS: [ 218  446 1223 6420 7319 9005 9625]
SMsplice 3SS: [  355  1054  6262  7137  8841  9543 13784]
top_k =  1000
Partition function (log Z): 10.093688630061838

Sorted 5' Splice Sites (High to Low Probability):
Position 7319: 0.9943297160037033
Position 446: 0.9941293047623956
Position 218: 0.9837545475652021
Position 1223: 0.9556376875403031
Position 9005: 0.8943538298985095
Position 6420: 0.8384774396887386
Position 9675: 0.6681901035630433
Position 11897: 0.5237909886411626
Position 13946: 0.4014479099537623
Position 7004: 0.32372418855230406
Position 9286: 0.3178533843428746
Position 14895: 0.25980373076444024
Position 14436: 0.21016087874280537
Position 4351: 0.14901085684492213
Position 12668: 0.1043862845973394
Position 13322: 0.08608129260121519
Position 5877: 0.07950946074990875
Position 13155: 0.07717128166765318
Position 13885: 0.07421738050150038
Position 5745: 0.07179972339830655
Position 8179: 0.07158329484536123
Position 6408: 0.05238284350820489
Position 8329: 0.051696360183493446
Position 12179: 0.034876477329626905
Position 12608: 0.02999295403726858
Position 11057: 0.028416031856119624
Position 9629: 0.026121712282091727
Position 4402: 0.024110791470205464
Position 13908: 0.02378525636239897
Position 6998: 0.023596436547570966
Position 8228: 0.02151900347796657
Position 7635: 0.019314166600583247
Position 6992: 0.016254942387219404
Position 12430: 0.016151197398035805
Position 6329: 0.015858503045534638
Position 3514: 0.015178230775799911
Position 6343: 0.014473700721736696
Position 7023: 0.013395844532814376
Position 2867: 0.012567438593515648
Position 39: 0.011184968610161668
Position 6590: 0.011081063904270274
Position 11840: 0.010513976521104518
Position 10137: 0.009527830705164391
Position 5788: 0.009428295236421996
Position 1430: 0.008516130743034008
Position 1118: 0.008367925592268344
Position 1793: 0.00836346455988009
Position 8711: 0.007545679741806462
Position 13851: 0.007397373088800937
Position 4470: 0.007317954320103972
Position 3126: 0.006820853806081469
Position 4298: 0.006706864405291679
Position 14582: 0.005940150545594575
Position 7815: 0.005847124840218377
Position 2318: 0.005709741219976317
Position 2252: 0.005669755863362075
Position 13797: 0.005436037194352702
Position 9612: 0.005429415565248099
Position 2674: 0.005171313064546201
Position 11082: 0.005077884398090258
Position 11090: 0.00503792736306397
Position 13137: 0.0047245846653952836
Position 13861: 0.004579677178441979
Position 10622: 0.004367711677425987
Position 69: 0.003665546020933316
Position 8415: 0.0035741649770839224
Position 11122: 0.003554959139830888
Position 2275: 0.003479096797131246
Position 1759: 0.0032086565786171085
Position 10346: 0.003174152346748524
Position 10423: 0.003074900340895069
Position 11153: 0.0030410695769589715
Position 394: 0.002900871400350284
Position 6742: 0.002759839280587778
Position 13893: 0.0025346591019523228
Position 1859: 0.00247716208343389
Position 13208: 0.00243225843768738
Position 13824: 0.002088002983487832
Position 4661: 0.002067223216961954
Position 12743: 0.0020108743173085537
Position 186: 0.0019046026972968726
Position 5607: 0.0018348603978363643
Position 7046: 0.0016530768680640818
Position 5630: 0.00156629320052807
Position 7365: 0.0015330184944751454
Position 8939: 0.001390218730241239
Position 15412: 0.0012540615052010092
Position 14802: 0.0012474533152064954
Position 5593: 0.0012245610586259273
Position 456: 0.001199266761850324
Position 1286: 0.0010763270423933954
Position 12760: 0.001047810610643163
Position 12764: 0.001036715009541061
Position 6288: 0.001014567874559949
Position 8630: 0.0009595373409009774
Position 5639: 0.0008726210106909783
Position 7945: 0.0008691209014005857
Position 6362: 0.0008168532099104926
Position 2271: 0.000772447072517333
Position 11110: 0.0007452072909978789
Position 8153: 0.000708778556057989
Position 1445: 0.0006986598315114275
Position 399: 0.0006902450576596995
Position 1114: 0.0006877934701558086
Position 6411: 0.0006533078198550779
Position 7973: 0.0006520592465563499
Position 14388: 0.0005911162160796261
Position 6781: 0.000584163007656824
Position 8244: 0.0005643469879964225
Position 3575: 0.0005598376663632077
Position 8037: 0.0005558807962975797
Position 3470: 0.0005495984000151303
Position 10164: 0.0005436150470683269
Position 9643: 0.0005032090213308493
Position 4318: 0.0005019540721695447
Position 6453: 0.0004836839541928024
Position 5843: 0.0004829625204531948
Position 6695: 0.0004730314535929642
Position 6659: 0.0004373487910459821
Position 3626: 0.0004116351618029071
Position 5311: 0.0004085238052900449
Position 12284: 0.00038551049781609736
Position 749: 0.0003603909882430099
Position 12314: 0.0003573431959399264
Position 4542: 0.0003371866649851695
Position 2166: 0.0003206926878342239
Position 6450: 0.0003185003999898335
Position 3385: 0.00031051584635871687
Position 5581: 0.000245700134362429
Position 1365: 0.00023074872921220456
Position 2118: 0.00022519982243951513
Position 5881: 0.00022345914493649712
Position 1321: 0.00022244421301637385
Position 1721: 0.000218206409642526
Position 9402: 0.00020894630766456817
Position 1442: 0.0002078451326947673
Position 1486: 0.00020744139243423216
Position 4166: 0.00020631943533129415
Position 6433: 0.00020217356449524394
Position 63: 0.0001805607742866441
Position 593: 0.00017047720175914174
Position 5859: 0.00016549644979571598
Position 1189: 0.00016391672169164656
Position 6472: 0.00015827771680078124
Position 5920: 0.00015405188360302443
Position 697: 0.00015405032438124287
Position 2157: 0.00015319656256210107
Position 5893: 0.00014817065556305386
Position 6441: 0.00014457125801356794
Position 1591: 0.0001403246436018054
Position 6750: 0.00013401806749950367
Position 9331: 0.00013198589924552471
Position 9854: 0.00012831372810015004
Position 6462: 0.00012334151105661303
Position 1261: 0.00011969206997587
Position 6737: 0.00011832806763983591
Position 9323: 0.00011399803878668143
Position 1087: 0.0001085858158870781
Position 8195: 0.00010488765754073056
Position 8041: 9.9222516686058e-05
Position 9792: 8.937490720370813e-05
Position 3478: 8.739018279794294e-05
Position 1404: 8.721541189450109e-05
Position 9631: 8.326316285705168e-05
