Gene = Ivl
index = 597
Annotated 5SS: [44]
Annotated 3SS: [955]
SMsplice 5SS: [186]
SMsplice 3SS: [955]
top_k =  1000
Partition function (log Z): -8.8066377745101

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.6268350313916836
Position 44: 0.22638332128521257
Position 35: 0.10767774401061188
Position 1240: 0.04194794079869816
Position 402: 0.031028515147793683
Position 2135: 0.01061892183087912
Position 384: 0.010291789558475019
Position 890: 0.010224933730471383
Position 1111: 0.008459288219277354
Position 190: 0.006036098448125217
Position 852: 0.005196851350641924
Position 1196: 0.0036766766875002627
Position 683: 0.0035517415209217434
Position 881: 0.003161384768583923
Position 1451: 0.0025225102390543826
Position 588: 0.0013717354507780388
Position 1042: 0.0012703592058272773
Position 451: 0.0009336137270011802
Position 524: 0.000819135261069295
Position 296: 0.0004899846023594684
Position 610: 0.0004381361359241262
Position 389: 0.00036270339536405603
Position 267: 0.0003619894595425121
Position 258: 0.00024818761499047464
Position 849: 0.00023980161692536793
Position 2213: 0.0001734116142232619
Position 809: 0.00010022535708738083
Position 50: 9.825874413918573e-05
Position 2664: 8.000181580243003e-05
Position 1003: 6.721683742883917e-05
Position 2189: 6.409824737768398e-05
Position 1194: 6.145718196373133e-05
Position 829: 5.575757036645096e-05
Position 1021: 4.451403664373877e-05
Position 2327: 4.4048122882631075e-05
Position 211: 3.9671422333834375e-05
Position 721: 3.15208181210709e-05
Position 2573: 3.0174232549336707e-05
Position 78: 2.893361483239643e-05
Position 2726: 2.8663582394880175e-05
Position 1171: 2.8084959517166246e-05
Position 738: 2.5741270708491424e-05
Position 581: 2.2188027767713742e-05
Position 238: 1.744496460982379e-05
Position 62: 1.5742464880847691e-06
Position 960: 1.5708041668239461e-06
Position 501: 1.3634239752891768e-06
Position 130: 9.378941761579551e-07
Position 755: 9.285068112651852e-07
Position 39: 8.76051812250062e-07
Position 192: 8.333087907158806e-07
Position 69: 6.721206759273512e-07
Position 307: 5.782715558259101e-07
Position 475: 5.568846216448763e-07
Position 345: 5.30919140269979e-07
Position 48: 5.296243055187397e-07
Position 926: 4.674919310171555e-07
Position 860: 4.469357837947446e-07
Position 111: 2.7527063547928536e-07
Position 113: 1.564683830803983e-07
Position 124: 4.854730517953934e-08
Position 517: 3.80790715295111e-08
Position 902: 3.175513329236272e-08
Position 490: 2.8644758789627422e-08
Position 1046: 1.2225801433852278e-08
Position 981: 5.614541949629873e-09
Position 473: 2.750779291992982e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 955: 0.6114884346673806
