Gene = Pan3
index = 793
Annotated 5SS: [   849  20614  23158  25028  58098  89592  91774  93073  96520  96881
  97070  99960 101147 106380 109212 109646 113048 115575]
Annotated 3SS: [ 20491  23090  24956  57949  89343  91668  93014  96357  96763  96967
  99793 101055 106239 109081 109580 112908 115444 116203]
SMsplice 5SS: [   849   2303  19530  20614  25028  36937  58098  62411  66949  81591
  83942  91774  93073  96520  97070  99960 101147 106380 109212 113048
 115575]
SMsplice 3SS: [  2198  19420  20491  24956  36774  57949  62338  66721  81534  83853
  91668  93014  96402  96967  99793 101055 106300 109081 112908 115444
 116203]
top_k =  1000
Partition function (log Z): -62.3510789156885

Sorted 5' Splice Sites (High to Low Probability):
Position 20614: 0.9999131157930325
Position 25028: 0.9991190593518695
Position 849: 0.9676421538200984
Position 2303: 0.7194815853403999
Position 12121: 0.5818295358040647
Position 36937: 0.5323688923472538
Position 5836: 0.4978658732815364
Position 4759: 0.40154315513674516
Position 12406: 0.3878980477204016
Position 22176: 0.2390710112765395
Position 2900: 0.23267311777272193
Position 2360: 0.10430505883542421
Position 3014: 0.06831241324479204
Position 4847: 0.061405870839936594
Position 12095: 0.05877971481595277
Position 12138: 0.03734804947937892
Position 2976: 0.02268081525485876
Position 12057: 0.02225261264852477
Position 1600: 0.01975839890924156
Position 8080: 0.01346078168768183
Position 6644: 0.01344269465106173
Position 2838: 0.009752294930140012
Position 2707: 0.008371922742754676
Position 4155: 0.007276411928414861
Position 4080: 0.006616283233432824
Position 11970: 0.005609801007360565
Position 877: 0.005281562766333893
Position 1057: 0.0050959419284132
Position 4424: 0.005047326744990827
Position 853: 0.004351909845515769
Position 11986: 0.0033880763131002058
Position 4404: 0.003306159170397154
Position 5329: 0.0028981663009516124
Position 5666: 0.00279700754993917
Position 1080: 0.00270489848746798
Position 5095: 0.002660295891475497
Position 1089: 0.0021993003474101874
Position 627: 0.001977025346711495
Position 1340: 0.0017998784934042838
Position 1115: 0.0015311845373964068
Position 1094: 0.0014701905171895476
Position 872: 0.00143981214961001
Position 3052: 0.0013739900783611896
Position 2105: 0.0012502529620851365
Position 577: 0.0012244795494881506
Position 1579: 0.0012041259315241984
Position 4765: 0.0011379061679244358
Position 888: 0.0011300261746496581
Position 2037: 0.0010448235210757373
Position 884: 0.0009465499728031512
Position 2504: 0.0008642402848408686
Position 1172: 0.0007857369113225747
Position 1072: 0.0007099050864038851
Position 2268: 0.0006903613491259296
Position 1472: 0.0006251743418580708
Position 1334: 0.0005773574853990907
Position 1881: 0.000523076070737615
Position 536: 0.0004986619210256561
Position 217: 0.0004495350096515742
Position 159: 0.0004479655834927515
Position 1394: 0.00043641772043857726
Position 57: 0.0004216768075857484
Position 893: 0.0004180185781141923
Position 104: 0.00041606138353139654
Position 1257: 0.00039933867831295675
Position 2310: 0.00032306597377154326
Position 25072: 0.00030618569081741304
Position 842: 0.00026984528770545213
Position 1641: 0.0002418208415920005
Position 2108: 0.0002368271398928821
Position 387: 0.00023386325260344457
Position 1355: 0.0002000416421713749
Position 503: 0.00015513530333874666
Position 520: 0.0001515060015216817
Position 509: 0.0001307120861360056
Position 179: 0.00012879133003017044
Position 1618: 0.00012462515952322865
Position 2121: 0.00011896596801634307
Position 1061: 0.00011342389909146666
Position 1045: 0.00011316128459251818
Position 5402: 0.00010633978829451113
Position 2379: 0.00010291927600880127
Position 475: 0.00010268557682653413
Position 2322: 9.652448519914441e-05
Position 1766: 9.02656914392359e-05
Position 607: 8.78057905254842e-05
Position 176: 8.773328509243479e-05
Position 527: 8.053617042063728e-05
Position 1921: 7.656357243633685e-05
Position 2714: 7.089979598168363e-05
Position 1972: 6.85297064377839e-05
Position 1320: 6.747790585159709e-05
Position 5956: 6.136670766258028e-05
Position 1968: 5.7786203733778775e-05
Position 1075: 5.473976436235648e-05
Position 1976: 5.2669674025946825e-05
Position 136: 4.5652924997641284e-05
Position 2334: 4.103437013550754e-05
Position 1980: 4.055130609716886e-05
Position 797: 3.55800930062009e-05
Position 1928: 3.4375716219160255e-05
Position 27: 3.251480329068494e-05
Position 1078: 3.211687025559598e-05
Position 438: 3.1546505089397274e-05
Position 991: 3.090233019043775e-05
Position 1218: 3.0576520366941634e-05
Position 478: 3.0552208842338735e-05
Position 631: 2.818572640617676e-05
Position 472: 2.7166895359141884e-05
Position 625: 2.2452468307127145e-05
Position 869: 2.1362413649696842e-05
Position 1613: 2.135825504978788e-05
Position 1954: 2.1007967885137405e-05
Position 426: 1.933776410043282e-05
Position 1357: 1.838719855840874e-05
Position 566: 1.6339860028550977e-05
Position 2453: 1.629227751658956e-05
Position 1422: 1.6239632884300954e-05
Position 413: 1.4916120000711392e-05
Position 1956: 1.356053045430988e-05
Position 1598: 1.0840732271048695e-05
Position 1604: 1.0108820095060998e-05
Position 2891: 9.025598212260626e-06
Position 5080: 8.380446722261878e-06
Position 1769: 8.047504513660003e-06
Position 2470: 7.790451213972263e-06
Position 1290: 7.4976086869973436e-06
Position 1934: 7.056574613371811e-06
Position 1180: 4.983756827586977e-06
Position 1623: 4.9258695824400545e-06
Position 1182: 4.896637127698228e-06
Position 1178: 4.887258236286397e-06
Position 4204: 4.53173224576145e-06
Position 3033: 4.2599921470964985e-06
Position 12499: 5.838114328953244e-07
Position 497: 4.611764406209858e-07
Position 1404: 3.621403599423591e-07
Position 2351: 1.4462232710325136e-07
Position 2262: 1.309581788845191e-07
Position 692: 1.1637632592113345e-07
Position 380: 5.807170066243733e-08
Position 6657: 5.1705605161525065e-09
Position 7775: 4.9621945092100605e-09
Position 6687: 3.9619725765305754e-09
Position 7625: 3.861566079610391e-09
Position 5623: 2.512081296799599e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 20491: 0.999930855598685
Position 24956: 0.9998276964404136
Position 36774: 0.8424503189912002
Position 2198: 0.6924855639882029
Position 11964: 0.6843445063664698
Position 37123: 0.5323688923472517
Position 5758: 0.3165092403788376
Position 2809: 0.2710795172399811
Position 12228: 0.2709832784708704
Position 22102: 0.23915643062916048
Position 4683: 0.17177658750125666
Position 4664: 0.1426538213832585
Position 2202: 0.12471716157818334
Position 35418: 0.12143098709063346
Position 12202: 0.11695062447818454
Position 4717: 0.0902811441485801
Position 5798: 0.08105075838499032
Position 5622: 0.068787722212641
Position 2767: 0.05145661776851574
Position 4692: 0.030995429790161018
Position 11935: 0.024869701862363026
Position 5523: 0.02094088462705036
Position 7940: 0.013461444495411224
Position 4464: 0.0125322214746672
Position 6542: 0.012263645591602961
Position 950: 0.011895323932881586
Position 28442: 0.01140633377283377
Position 1494: 0.011262457738288727
Position 5683: 0.011099120241320466
Position 26784: 0.010208449219249908
Position 4561: 0.00979893524788917
Position 29538: 0.0071893300833911645
Position 2899: 0.005750551450005111
Position 3950: 0.004510242947213595
Position 4344: 0.004488106517144335
Position 2706: 0.004328296021289006
Position 2246: 0.004171861105126323
Position 3980: 0.0032792256430675933
Position 2079: 0.003253397740105648
Position 2577: 0.0027599238258537257
Position 4320: 0.0026569049581702986
Position 1450: 0.0024206403302063483
Position 27428: 0.0022632028305274937
Position 4873: 0.0021339587891788707
Position 4056: 0.0020946959771208818
Position 4014: 0.0017812821548133827
Position 2816: 0.0015605504525259912
Position 4802: 0.0014817936796251824
Position 5819: 0.001461678962155812
Position 1454: 0.0014024509661125558
Position 4520: 0.0013444971700861815
Position 2006: 0.0013239634882871152
Position 2468: 0.0012986696087757207
Position 1872: 0.0012821665052003698
Position 5296: 0.0012696043552250743
Position 27711: 0.001244071616389562
Position 6455: 0.0011825193337664018
Position 4616: 0.0011103446685498978
Position 4468: 0.0009938278793642482
Position 27219: 0.0009393475736133258
Position 3985: 0.0008645323994609497
Position 2596: 0.0008159234148555462
Position 25488: 0.0007895855936320685
Position 5223: 0.0007664213307536838
Position 2660: 0.000745056522092078
Position 25212: 0.000728563403917817
Position 4382: 0.0007174292114712082
Position 5657: 0.0006697662665977721
Position 26592: 0.0006592282929661767
Position 1684: 0.000615314952393878
Position 4536: 0.0006021460124492683
Position 4047: 0.0005836918178774908
Position 2634: 0.0005793627788218391
Position 4173: 0.000556907600688993
Position 1572: 0.0005565244445284584
Position 2344: 0.0005432920205262268
Position 2141: 0.0005029725739744801
