Gene = Proser1
index = 856
Annotated 5SS: [  654  3502  5884  6702  7852  8421  9902 11101 11745 12036 15501 16045]
Annotated 3SS: [ 3435  5814  6606  7757  8309  9817 11021 11648 11990 13816 15893 16845]
SMsplice 5SS: [  255   654  7852  8421  9902 11101 11745 15501]
SMsplice 3SS: [  486  7757  8309  9817 11021 11648 15364 16845]
top_k =  1000
Partition function (log Z): 13.309983137817113

Sorted 5' Splice Sites (High to Low Probability):
Position 11745: 0.9722422634077648
Position 654: 0.9598320181658727
Position 255: 0.9307265203530161
Position 7852: 0.9226125698829687
Position 9902: 0.878557495726649
Position 15501: 0.8753403698744906
Position 11101: 0.8366035402467482
Position 8421: 0.6779803738911255
Position 2814: 0.5262242902515167
Position 6702: 0.4719081140258466
Position 12036: 0.37964973083587733
Position 5884: 0.36099561519005763
Position 14891: 0.3423700433598493
Position 6336: 0.27582612787664007
Position 8517: 0.2704594602583511
Position 3502: 0.2674511628648742
Position 16045: 0.26063300361273484
Position 3687: 0.207103248518733
Position 10239: 0.10933950378850384
Position 9970: 0.09366932341747622
Position 15956: 0.0821648275237935
Position 5832: 0.0801059055083964
Position 4136: 0.0800102402758612
Position 10079: 0.0643207916027245
Position 7648: 0.06273982927400691
Position 15524: 0.062296779695580444
Position 9672: 0.05195601516167687
Position 7550: 0.05142330443740269
Position 9448: 0.04971500634257778
Position 4813: 0.04824578074054057
Position 7556: 0.03462616925667645
Position 4991: 0.03338315070544202
Position 14873: 0.02721925339432102
Position 7889: 0.02596713688437181
Position 699: 0.025216678307033197
Position 1480: 0.02492622742471017
Position 10431: 0.024408051784849553
Position 15920: 0.023981757411066267
Position 2053: 0.02391477053362331
Position 5728: 0.023608683395211768
Position 13407: 0.021704922805901666
Position 14807: 0.019738783686050355
Position 11805: 0.018762809905373844
Position 14903: 0.018040018272896922
Position 8468: 0.01773841785039428
Position 4890: 0.015863145135034704
Position 4102: 0.015539602914382354
Position 5687: 0.01384078801481684
Position 14306: 0.013332556575105263
Position 7885: 0.012809959158406117
Position 5964: 0.010797208595002635
Position 9142: 0.009754987926357813
Position 6637: 0.009343947461258394
Position 7305: 0.008444042676444417
Position 15645: 0.008303935636770197
Position 4368: 0.00816942598370749
Position 2254: 0.00813909881382253
Position 949: 0.008060723871904048
Position 14907: 0.00788721301134147
Position 9329: 0.006892909503561021
Position 8177: 0.006114776984416437
Position 844: 0.0059385792245538705
Position 9661: 0.005758997745752855
Position 10041: 0.005712674293183362
Position 9246: 0.005002121020576456
