Gene = Psenen
index = 865
Annotated 5SS: [190 446 918]
Annotated 3SS: [ 302  812 1106]
SMsplice 5SS: [190 446 918]
SMsplice 3SS: [ 353  812 1106]
top_k =  1000
Partition function (log Z): -1.5253864027508244

Sorted 5' Splice Sites (High to Low Probability):
Position 190: 0.9681599208821691
Position 446: 0.9429848739082725
Position 918: 0.4969319687413307
Position 474: 0.02557039756217423
Position 260: 0.02368773626637531
Position 465: 0.010119332178484642
Position 960: 0.008604321231020687
Position 1044: 0.006565544058667069
Position 209: 0.003468144255316466
Position 400: 0.0014943741850226174
Position 435: 0.0012531148045552745
Position 754: 0.0012264344595498565
Position 70: 0.0008450223726660464
Position 455: 0.0008026997989529594
Position 967: 0.0005515344883919992
Position 841: 0.0004686518321277274
Position 1142: 0.00033741438567726933
Position 194: 0.0003147413043762639
Position 922: 0.0003004017808040627
Position 65: 0.0002753819342355743
Position 975: 0.00023868903770142373
Position 721: 0.00021721039256267187
Position 714: 0.00020899155151718482
Position 53: 0.00020680516611524519
Position 601: 0.0001669493864724458
Position 744: 0.0001379815785868694
Position 964: 8.536676799865958e-05
Position 417: 6.353294352409023e-05
Position 271: 5.665694715900226e-05
Position 972: 4.117751427464139e-05
Position 1037: 3.469387831618434e-05
Position 46: 3.360115711185903e-05
Position 794: 2.9035815590791906e-05
Position 201: 1.5164667137434969e-05
Position 1048: 1.152230792566391e-05
Position 1019: 1.0139384626552393e-05
Position 239: 8.855915799265702e-06
Position 1124: 7.440126313881477e-06
Position 426: 6.6141110359512e-06
Position 296: 3.520785029335926e-06
Position 859: 3.514205983137725e-06
Position 562: 3.096597034987952e-06
Position 663: 2.8419550556966242e-06
Position 252: 2.5036139252281255e-06
Position 813: 2.4580631577776634e-06
Position 779: 2.1721308531182707e-06
Position 5: 2.1341168527763347e-06
Position 1109: 1.8427571107752401e-06
Position 26: 1.8374183927060312e-06
Position 1017: 1.548712544771763e-06
Position 15: 1.5121285655964379e-06
Position 24: 1.3952183783761902e-06
Position 845: 1.322820794941594e-06
Position 204: 1.0657334030683653e-06
Position 792: 1.016613527125904e-06
Position 874: 1.00782044171042e-06
Position 1269: 7.275647806938553e-07
Position 615: 4.6699737355754735e-07
Position 798: 3.8529808069403917e-07
Position 1093: 1.8780751672903334e-07
Position 317: 1.518270526709294e-07
Position 310: 1.4501484556469508e-07
Position 532: 8.597327591400098e-08
Position 327: 2.946571270843642e-08
Position 307: 1.053373263978482e-09
Position 331: 2.845050430718753e-11
Position 823: 2.2787479122984016e-11
Position 340: 1.3615446903551273e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 353: 0.9095573097663835
Position 1106: 0.6991572378146271
Position 812: 0.610386982671304
Position 1282: 0.08128844262267756
Position 845: 0.03997430998088177
Position 361: 0.03956727644737648
Position 302: 0.034470833434677384
Position 867: 0.024853593741776956
Position 1177: 0.017745016397462562
Position 1304: 0.0140629602854573
Position 1121: 0.008270174150162053
Position 1053: 0.0032054798649318447
Position 701: 0.002361566192862853
Position 615: 0.002361218923405089
Position 1361: 0.0012331191274619437
Position 1289: 0.0010841645699227593
Position 1316: 0.0009902897094887465
Position 274: 0.0008263129363625707
Position 555: 0.0006099495656080399
Position 628: 0.0005011007158389202
Position 377: 0.00042538282395972155
Position 887: 0.0002991083139602414
Position 1068: 0.0002834037738825775
Position 1063: 0.00022876375463461203
Position 792: 0.0002128752014405969
Position 871: 0.00015765112621772879
Position 1009: 0.00015510999475776768
Position 869: 0.00011542410259480964
Position 1023: 0.00011285758378950087
