Gene = Tssc4
index = 1150
Annotated 5SS: [265 602]
Annotated 3SS: [505 686]
SMsplice 5SS: [265]
SMsplice 3SS: [686]
top_k =  1000
Partition function (log Z): -8.009075104055363

Sorted 5' Splice Sites (High to Low Probability):
Position 265: 0.9088952074953619
Position 572: 0.2194333609357276
Position 687: 0.037137319678431716
Position 236: 0.025887043890675084
Position 17: 0.024341486284734398
Position 445: 0.023764589809938837
Position 248: 0.022784981281774128
Position 602: 0.020043374708026338
Position 1044: 0.01697260498683733
Position 1618: 0.006501290515650525
Position 40: 0.006245171333427753
Position 58: 0.004193629241839671
Position 828: 0.003669947700014975
Position 820: 0.003375697292566641
Position 29: 0.002500017334888466
Position 777: 0.0016145217857519514
Position 1709: 0.0011345891561652943
Position 703: 0.000856833605865317
Position 576: 0.0006312380538203879
Position 1143: 0.00046365602671956797
Position 1272: 0.00045030817531720814
Position 564: 0.0003362197784593855
Position 1087: 0.00027679122934584806
Position 1500: 0.00024713680512703515
Position 1414: 0.0002427920740306383
Position 1506: 0.00020696348383297903
Position 1725: 0.00019186897042130057
Position 65: 0.00016741366509399373
Position 458: 0.00013103149173222697
Position 834: 0.00012083371158226142
Position 1219: 9.361544155865699e-05
Position 27: 7.895186774207174e-05
Position 52: 6.977527668307516e-05
Position 817: 6.907463454081611e-05
Position 383: 5.951948810261214e-05
Position 21: 4.1974017095662534e-05
Position 955: 3.999554660826282e-05
Position 472: 3.918613588503442e-05
Position 1701: 2.762485737488217e-05
Position 432: 2.5464999234035276e-05
Position 6: 1.642708802440324e-05
Position 341: 1.3727509000357604e-05
Position 329: 1.0731953527347632e-05
Position 415: 1.0126153247891901e-05
Position 158: 9.935126628247275e-06
Position 449: 7.685542259785504e-06
Position 350: 6.945343284886343e-06
Position 106: 4.9331351328764294e-06
Position 706: 2.3324459968090256e-06
Position 836: 2.2470773978893254e-06
Position 1363: 2.0864950774998313e-06
Position 822: 1.511736808741694e-06
Position 112: 1.404248511398734e-06
Position 306: 1.002534930154799e-06
Position 109: 8.733885634082163e-07
Position 246: 8.295872527884834e-07
Position 312: 3.968387188010266e-07
Position 511: 3.7570865720641083e-07
Position 517: 3.5601014856927785e-07
Position 696: 2.2579615219160186e-07
Position 596: 1.575090699049707e-07
Position 698: 8.333431073358122e-10
Position 839: 5.543180427801205e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 686: 0.6061879839339908
Position 505: 0.20640436282885125
Position 1579: 0.0738882873149155
Position 547: 0.047790320053244593
Position 527: 0.0471022500998021
Position 357: 0.041674571206572426
Position 787: 0.04143167809643145
Position 1042: 0.029977063810731473
Position 846: 0.02915241438973769
Position 927: 0.019013389633032667
Position 112: 0.01653380100725582
