Gene = Arl6ip4
index = 135
Annotated 5SS: [ 513 1095 1290 1801]
Annotated 3SS: [ 815 1171 1730 1885]
SMsplice 5SS: [ 426 1095 1290 1801]
SMsplice 3SS: [ 909 1171 1730 1885]
top_k =  1000
Partition function (log Z): -5.203464574351949

Sorted 5' Splice Sites (High to Low Probability):
Position 1095: 0.9449234987724635
Position 1290: 0.5843193726111738
Position 426: 0.525319015547564
Position 1801: 0.5142225677514183
Position 513: 0.199001082707034
Position 146: 0.18635312052573394
Position 183: 0.13248700311987838
Position 1261: 0.085287019812924
Position 1295: 0.07356753562353144
Position 1848: 0.06164970153963886
Position 1655: 0.030304986133173287
Position 1016: 0.029127024567285574
Position 412: 0.02181132250183307
Position 141: 0.020580734954667168
Position 1960: 0.016350287608160867
Position 250: 0.01187691793228645
Position 1364: 0.01044849447543159
Position 327: 0.008953605221992726
Position 91: 0.007558852996515657
Position 614: 0.0075325058512118
Position 1578: 0.006768668901088907
Position 631: 0.006671343811645653
Position 728: 0.006033023435133249
Position 402: 0.0053828939530307955
Position 391: 0.004936938851478009
Position 604: 0.004517189573192687
Position 1808: 0.0043936101885125286
Position 1329: 0.0034016241240836824
Position 982: 0.0024044828388190436
Position 72: 0.002342186083150081
Position 1196: 0.0015470490530861795
Position 995: 0.0012016165606519922
Position 387: 0.001139412133590917
Position 120: 0.001110869240240617
Position 396: 0.0010548581302326954
Position 356: 0.001050170056668138
Position 1768: 0.0010340067621546077
Position 619: 0.0009639374264638355
Position 435: 0.0008737004482656124
Position 671: 0.0008113915396260946
Position 551: 0.0007691180761563842
Position 459: 0.0007073503688053369
Position 301: 0.0006018968900051546
Position 1356: 0.0005338660649909462
Position 1659: 0.0005061893369717559
Position 1010: 0.0004464787754956365
Position 681: 0.00042128838799681406
Position 255: 0.0003896296396430284
Position 46: 0.0003589752456874065
Position 506: 0.0002978499252129932
Position 40: 0.00029067593627761106
Position 1805: 0.00027944098482948646
Position 1753: 0.0002442301894032156
Position 173: 0.00023801910837403467
Position 1264: 0.00021830316068079345
Position 5: 0.00020715756123010668
Position 544: 0.00019213077161383965
Position 1249: 0.00013748722501625798
Position 704: 0.00013613610807648943
Position 606: 0.00012574294551822887
Position 763: 0.00012146706917368748
Position 266: 0.00011595114879234445
Position 381: 0.00011010991611599772
Position 1394: 9.605354382823372e-05
Position 29: 9.110118991637562e-05
Position 1057: 8.09528993754916e-05
Position 1420: 5.3423681839376335e-05
Position 1292: 5.025595882719543e-05
Position 624: 4.62145847220889e-05
Position 1838: 4.593776511415935e-05
Position 399: 4.2769652633015985e-05
Position 546: 3.897152078883312e-05
Position 1509: 3.675503042361823e-05
Position 1495: 3.2403183000801234e-05
Position 737: 2.8577447938707598e-05
Position 1464: 2.029606339531427e-05
Position 633: 1.971634888461531e-05
Position 1522: 1.84583143008749e-05
Position 678: 1.2854430757122667e-05
Position 1396: 1.090099004909479e-05
Position 662: 8.142002070114685e-06
Position 1129: 6.7160049880760894e-06
Position 1230: 5.220700044877901e-06
Position 909: 1.3762695207387561e-06
Position 1118: 1.2923906779273063e-06
Position 1822: 2.405478299232951e-07
Position 1374: 3.0887340242020097e-08
Position 1515: 7.801404360650436e-09
Position 895: 6.039473563384935e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1171: 0.7018110413144268
Position 1730: 0.6828485204374144
Position 909: 0.6711837319824187
Position 1885: 0.5673163765032968
Position 876: 0.26557219428957596
Position 1575: 0.14637229055595755
Position 334: 0.14300622511371838
Position 1180: 0.12809420928727966
Position 2039: 0.03864641433262111
Position 2017: 0.03105287944523973
Position 220: 0.024964120882816097
Position 885: 0.019541842357869176
Position 815: 0.017190525979967865
Position 1708: 0.015323882622576005
Position 1203: 0.01442006175821841
Position 1918: 0.01274735727014913
Position 1527: 0.006260245616847012
Position 1889: 0.005098494145369971
Position 284: 0.004426318567582257
Position 2022: 0.003938438743436834
Position 1959: 0.003328334946642505
Position 1455: 0.002424812015665008
Position 1988: 0.0023616494649433026
Position 1188: 0.00198983383712502
Position 1996: 0.001923681203014555
Position 1464: 0.0019169322573682197
Position 1191: 0.0017559798898764746
Position 1431: 0.001704130684239672
Position 1622: 0.001629646371238521
Position 1224: 0.0016003448681858074
Position 1394: 0.0014245589693642666
Position 1618: 0.0011479151879637646
Position 1950: 0.0007818252673446304
Position 1740: 0.0007135388417806406
Position 1686: 0.000629810630376263
Position 370: 0.0006261890863331307
Position 243: 0.0006221943054967021
Position 922: 0.0005988540192925142
Position 307: 0.0005798203957824854
Position 1339: 0.000532075350182145
Position 1943: 0.0005258773469008723
Position 1260: 0.0005245889670715116
Position 1227: 0.0005225604308194667
