Gene = Mn1
index = 684
Annotated 5SS: [4442]
Annotated 3SS: [37173]
SMsplice 5SS: [222]
SMsplice 3SS: [37173]
top_k =  1000
Partition function (log Z): -26.77878495560668

Sorted 5' Splice Sites (High to Low Probability):
Position 222: 0.7504127989180998
Position 1841: 0.32641574414993413
Position 3284: 0.31771219159077346
Position 7608: 0.30985331243931585
Position 2129: 0.255275945066339
Position 5844: 0.2116097482678472
Position 234: 0.19493438698936855
Position 8767: 0.16653444592864192
Position 4088: 0.1469764642871483
Position 4442: 0.1259221435727914
Position 3455: 0.07604523114778682
Position 7276: 0.0591140289402547
Position 7282: 0.05886014554820683
Position 3791: 0.05231300338518423
Position 3811: 0.05110262875315452
Position 320: 0.04988050551126449
Position 5624: 0.04615500435669901
Position 3068: 0.037780630651934405
Position 7041: 0.03742005496562833
Position 4995: 0.031345071446836716
Position 3589: 0.02340034514148215
Position 10518: 0.019904185955477785
Position 9220: 0.018359616202995956
Position 1653: 0.016403456720493398
Position 7023: 0.01612530934349525
Position 2516: 0.015128353420523667
Position 9214: 0.013106423735324179
Position 1094: 0.012475937217607584
Position 7828: 0.012163729806905983
Position 7217: 0.011662004959903943
Position 3526: 0.008769532653734565
Position 486: 0.00483268172530432
Position 1678: 0.004200819299879852
Position 5579: 0.004192322615819914
Position 7303: 0.004063478060052425
Position 1570: 0.0035604882537530365
Position 1914: 0.002607092964184585
Position 1516: 0.0018764603947758701
Position 2462: 0.001695366911033883
Position 5210: 0.0014693295247750141
Position 722: 0.0011276978758540095
Position 3787: 0.0009986397254446902
Position 3898: 0.0009137313216638726
Position 1136: 0.0007814136276176064
Position 2391: 0.0007281625839934066
Position 1387: 0.0006650770938247014
Position 2370: 0.000661324955315072
Position 773: 0.000501304240268071
Position 6868: 0.0004138195910845872
Position 6046: 0.00037487638151899864
Position 515: 0.00037285623167183403
Position 1004: 0.0003710510094889357
Position 1682: 0.0003571227409717039
Position 1795: 0.0003461959906542839
Position 1538: 0.0003306455910874215
Position 3773: 0.00022591878139916908
Position 1508: 0.0002250114091722595
Position 574: 0.00016504416827325694
Position 1461: 0.00015767581838387217
Position 634: 0.00013388152429756966
Position 1574: 9.93184220432514e-05
Position 1405: 8.618743576449817e-05
Position 87: 4.1592224284384736e-05
Position 1908: 4.090683211372664e-05
Position 1079: 1.8482946747960553e-05
Position 1082: 1.558280434342527e-05
Position 2434: 7.582875292904137e-06
Position 133: 5.943483031036625e-06
Position 392: 3.986696985503906e-06
Position 339: 2.609719738408447e-06
Position 593: 1.4062846425408843e-06
Position 503: 4.70973860992888e-07
Position 667: 2.443578604336833e-07
Position 1256: 2.0281149227977148e-07
Position 103: 1.6130844186083375e-07
Position 170: 1.3869578389881574e-07
Position 123: 1.0507049799478287e-07
Position 1341: 4.240310891583125e-08
Position 380: 2.3118581079555805e-08
Position 1279: 2.0466131542528915e-08
Position 1290: 1.984642365722192e-08
Position 1103: 8.248883968448394e-09
Position 1178: 2.438831186880388e-09
Position 370: 1.2825221753796814e-09
Position 602: 1.191859965949693e-09
Position 421: 4.5644327269736186e-10
Position 985: 4.541861311085168e-10
Position 865: 2.331483200152871e-10
Position 726: 4.986174054316159e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 10440: 0.47339014890669284
Position 7564: 0.37925879154841424
Position 3168: 0.25689309013589806
Position 8638: 0.18829264364977735
Position 4010: 0.1640553471352627
Position 5670: 0.15952270556672082
Position 1998: 0.15909329149408458
Position 6955: 0.15794038137362618
Position 1752: 0.11288349077389222
Position 1755: 0.09914752171970255
Position 7113: 0.0920396832916603
Position 9001: 0.08560233120768303
Position 3405: 0.07913998238837604
Position 4324: 0.07741994799035208
Position 1734: 0.06205817463492571
Position 9523: 0.060919170563142555
Position 5729: 0.06026316831304215
Position 3222: 0.05890070112733807
Position 3562: 0.052310873018321095
Position 5513: 0.04970735154449894
Position 5763: 0.04315002935227513
Position 7740: 0.04114900431706006
Position 8593: 0.03571727027275534
Position 3729: 0.03510589359256974
Position 10929: 0.03407327595935647
Position 1995: 0.030506192064010222
Position 4775: 0.028688409056620966
Position 1973: 0.027880479420546864
Position 4231: 0.026704481808946207
Position 2081: 0.025957037576897758
Position 2932: 0.024970703747575162
Position 8375: 0.021678807159976284
Position 2204: 0.019994570679375753
Position 1620: 0.015169306340694511
Position 4051: 0.013730502548801843
Position 1352: 0.013552683247515655
Position 2229: 0.012595748507670713
Position 9551: 0.01228226890874027
Position 3655: 0.011278924279395874
Position 1731: 0.011089394232327174
Position 1556: 0.011087637524600487
Position 3280: 0.01006710992359585
Position 9996: 0.008031506201199365
Position 1722: 0.007936336412406052
Position 4879: 0.007310696773080891
Position 3755: 0.007279572609789687
Position 2724: 0.006994160557223555
Position 2167: 0.0066365024462038125
Position 3182: 0.00589744519925592
Position 6181: 0.005877426258544316
Position 1767: 0.005417395550459075
Position 3219: 0.00512315432791426
Position 1592: 0.005076285268459726
Position 5424: 0.004651964688909461
Position 1623: 0.004230362949123614
Position 944: 0.004145905232031732
Position 2259: 0.003704102412389396
Position 3485: 0.0034391416980405678
Position 1770: 0.00320853603343175
Position 1008: 0.003123517016623585
Position 1370: 0.0031002859875753105
Position 3137: 0.003074283049971977
Position 376: 0.0029735674312635707
Position 3675: 0.0028853189997420283
Position 1483: 0.0028708816182673904
Position 1980: 0.002711131348421743
Position 2965: 0.002704706678665893
Position 2019: 0.0026754670848999273
Position 4279: 0.00262262757812946
Position 2689: 0.0024923720256090592
Position 3105: 0.0024052509263966376
Position 4733: 0.002295408537516282
Position 391: 0.002254678375614153
Position 6757: 0.0018137547997709072
Position 2250: 0.0017139603429381337
Position 1773: 0.001711203933206168
Position 6451: 0.0016650713877837766
Position 3135: 0.0016053341723792187
Position 1872: 0.0015817316129581695
Position 4710: 0.0015191800879876599
Position 1933: 0.0015129117116399345
Position 2896: 0.0014876166411606547
Position 2910: 0.0014137137838245682
Position 964: 0.0012848392303756227
Position 2784: 0.0012061853530225578
Position 1011: 0.0011547640137875717
Position 2364: 0.0011156493437271624
Position 1803: 0.0011149514045587546
Position 2010: 0.0010176035852346816
Position 5091: 0.0009349699093530413
Position 1696: 0.0009100326961859873
Position 2936: 0.0008285733705212086
Position 1706: 0.0007852955565271487
Position 1515: 0.0007840832655695214
Position 4082: 0.0007840109307509598
Position 7885: 0.000755658507332438
Position 2262: 0.0007546707134621142
Position 5951: 0.0007104540442676767
Position 828: 0.0007087887207671171
Position 1227: 0.000700505824080998
Position 2957: 0.0006472788134229392
Position 2086: 0.0006458333115973718
Position 1632: 0.0006304942601395082
Position 975: 0.0005828397083488642
Position 5451: 0.000537514757882269
Position 3359: 0.0005113266528129007
Position 1605: 0.0005069371267124055
Position 1836: 0.00048782260426752936
