Gene = Hykk
index = 551
Annotated 5SS: [  576  3542  5052 20040]
Annotated 3SS: [ 3190  4911 19855 28782]
SMsplice 5SS: [  576 13546 20040]
SMsplice 3SS: [13411 19855 29627]
top_k =  1000
Partition function (log Z): -10.229720257838549

Sorted 5' Splice Sites (High to Low Probability):
Position 5052: 0.8297236116789151
Position 20040: 0.8054494092620663
Position 13546: 0.6658160766475449
Position 576: 0.6597406791809229
Position 29750: 0.5765019329363495
Position 8648: 0.525648741854075
Position 7641: 0.5101919439997842
Position 21385: 0.48098430063690706
Position 371: 0.44444429371411426
Position 5873: 0.4010814345899189
Position 15684: 0.2985444962060315
Position 3542: 0.2970845455841853
Position 25631: 0.2236435371471064
Position 13549: 0.1896007203642502
Position 28968: 0.17350144807905565
Position 16911: 0.17231211473981073
Position 20061: 0.17108505362976204
Position 2805: 0.16842995509109981
Position 181: 0.16386060495487909
Position 1050: 0.1408529210994221
Position 15496: 0.13912091851207792
Position 1107: 0.12743252647227482
Position 10896: 0.12446664776503516
Position 2939: 0.11327390954682112
Position 15728: 0.10859627767335917
Position 9026: 0.10349735468637561
Position 5274: 0.09371399469681664
Position 426: 0.08337512916070328
Position 25605: 0.07794980189288366
Position 15737: 0.06090768430691219
Position 7273: 0.0415097384508511
Position 28852: 0.040753606958438326
Position 25458: 0.0325877500846394
Position 15741: 0.03240854052116888
Position 16260: 0.027281513942030426
Position 11105: 0.023495006455971905
Position 16872: 0.023188357922376335
Position 6171: 0.020021433985361624
Position 4941: 0.01746595343272783
Position 19985: 0.016295824714763676
Position 3280: 0.014587044661479708
Position 419: 0.01363622307066961
Position 5659: 0.012344545486209484
Position 2539: 0.011888301291667338
Position 2449: 0.009246473396825865
Position 3033: 0.008960265610220135
Position 54: 0.008197931926813985
Position 215: 0.006199577520881165
Position 2508: 0.006173457584977134
Position 20009: 0.005812888446028755
Position 1100: 0.005497698189459373
Position 1089: 0.004709170566277748
Position 1886: 0.0033207737945341134
Position 58: 0.0024062261987665818
Position 1066: 0.0022601792093127704
Position 1134: 0.002032535591123243
Position 256: 0.0019914336487822284
Position 68: 0.0018801177461083135
Position 24930: 0.001625129401841388
Position 1141: 0.0015865213700685958
Position 1745: 0.0015311376981655825
Position 738: 0.0015267893476338717
Position 1400: 0.000997234508198609
Position 1041: 0.0008540442180087689
Position 2845: 0.0007445343686065948
Position 2997: 0.0006372761045028703
Position 94: 0.0005543047896458555
Position 1639: 0.00042669160987394387
Position 231: 0.00037030014588168754
Position 1115: 0.0002938470022154271
Position 401: 0.0002820503176760021
Position 1875: 0.00021995763114042018
Position 530: 0.00018055544912544066
Position 3496: 0.000170488281720854
Position 48: 0.0001558233999096173
Position 4325: 0.00015564214605688777
Position 166: 0.00015243029504785987
Position 4264: 0.00014875661294358675
Position 375: 0.00014713954615618092
Position 43: 0.0001409879400300038
