Gene = Rsrc1
index = 940
Annotated 5SS: [   153  13323  15201 101320 199476 225088 309026 368626 374237]
Annotated 3SS: [ 13126  15074 101145 199438 225035 308956 368518 374083 374830]
SMsplice 5SS: [    92   7468   7772  13323  15201  48812  80424  89077  94667 101320
 105632 108854 117726 119679 176213 199607 225088 268175 271020 283732
 302488 309026 319803 323555 327195 354042 368626]
SMsplice 3SS: [  7301   7643  13126  15074  48710  80301  88965  94560 101145 105561
 108746 117593 119567 176095 199438 225035 268068 270893 283661 302373
 308956 319702 323455 326995 353943 368518 374830]
top_k =  1000
Partition function (log Z): -204.16022667659084

Sorted 5' Splice Sites (High to Low Probability):
Position 15201: 0.9998712279841403
Position 92: 0.7904891968295021
Position 26256: 0.705633571112744
Position 7468: 0.6064431660451909
Position 7772: 0.5602733474154057
Position 26468: 0.4543722567522265
Position 13323: 0.4272031653856027
Position 27240: 0.40181824614220596
Position 2862: 0.3822718534126898
Position 13275: 0.28166721196035005
Position 13263: 0.27829752433049076
Position 415: 0.25321803204835497
Position 26735: 0.19038469638808236
Position 6246: 0.16463271256304476
Position 371: 0.15775267855567943
Position 153: 0.14836028135969587
Position 2756: 0.14591608586977314
Position 14293: 0.1335575428826409
Position 11335: 0.05040982707216174
Position 8496: 0.0503376535304981
Position 10221: 0.050239474899430064
Position 1505: 0.042442037075750436
Position 10094: 0.026531471182178527
Position 7908: 0.024739211263369528
Position 8697: 0.01942032268437713
Position 21711: 0.015345694902077258
Position 7858: 0.014773622976742043
Position 2212: 0.012519188524094836
Position 7853: 0.009749545445743262
Position 6312: 0.009487914362840189
Position 6258: 0.008202929733099296
Position 14040: 0.0080638500782324
Position 2234: 0.007901981864900803
Position 4897: 0.005188780201585874
Position 5299: 0.0051744989555512185
Position 4700: 0.004938715329000874
Position 2463: 0.004872235404116416
Position 4417: 0.004730394276150481
Position 4799: 0.004309751222274544
Position 13281: 0.004091455316425219
Position 8066: 0.0032513607181216112
Position 7381: 0.003057978980911404
Position 1384: 0.0025268425626901914
Position 1448: 0.002519040140371856
Position 5539: 0.002505525056510769
Position 6012: 0.002128354927462193
Position 1372: 0.001425627097776266
Position 3514: 0.0013766687590110122
