Gene = Arl6ip1
index = 134
Annotated 5SS: [ 194 2529 3267 7737 8502]
Annotated 3SS: [2394 3146 7618 8416 9251]
SMsplice 5SS: [ 194 2529 3267 8502]
SMsplice 3SS: [2394 3146 8416 9251]
top_k =  1000
Partition function (log Z): -8.01860787842057

Sorted 5' Splice Sites (High to Low Probability):
Position 2529: 0.8588950080521655
Position 194: 0.851740979403332
Position 3267: 0.6740942853918597
Position 8502: 0.5693169667741069
Position 207: 0.07632003478849415
Position 348: 0.048262971903435314
Position 7737: 0.043807220218219686
Position 3486: 0.019459559522040176
Position 3014: 0.019424134205411916
Position 395: 0.01704661311352701
Position 402: 0.015254988844496999
Position 8771: 0.014964396801990342
Position 8155: 0.014043241750971693
Position 767: 0.012667688555569094
Position 6747: 0.012482269014214713
Position 3506: 0.010199540326654143
Position 3022: 0.008697883711154602
Position 4693: 0.008207978683533169
Position 2533: 0.0072853669899448584
Position 352: 0.006924682482356057
Position 4862: 0.006770970302410873
Position 1732: 0.006309009568162896
Position 362: 0.006174218241864114
Position 4475: 0.0059197314022092
Position 2043: 0.0055927470469400555
Position 3052: 0.0042757062780606194
Position 1738: 0.004243333326120504
Position 8611: 0.003936387238231619
Position 292: 0.0035700595762295836
Position 8556: 0.0035592344497603835
Position 8747: 0.003449278999782412
Position 2443: 0.0034247853946419967
Position 800: 0.0033474871795742146
Position 9930: 0.002966749366863038
Position 1147: 0.0025384540497470887
Position 2507: 0.0021870793856155067
Position 9819: 0.0021049946301551978
Position 1158: 0.00206195999961926
Position 6848: 0.002019155039096424
Position 9695: 0.0016506433679281977
Position 9041: 0.0015041587302871196
Position 3394: 0.001360629783234525
Position 9090: 0.0012168726006646197
Position 3271: 0.0011227468635452128
Position 6920: 0.00103594203868687
Position 4687: 0.0008364569521505372
Position 2995: 0.0007771632996087255
Position 644: 0.0006238439237296915
Position 813: 0.0005941619985995255
Position 224: 0.0005929696246928705
Position 198: 0.0005860465417933886
Position 286: 0.0005244319652912869
Position 204: 0.0005206099436903745
Position 360: 0.0005096285647598352
Position 1716: 0.0004975357339397854
Position 661: 0.00047315362849261735
Position 3797: 0.0004351277103464061
Position 2255: 0.00040053764160776764
Position 7161: 0.00028463306929509956
Position 6729: 0.0002816094909491056
Position 5419: 0.0002798798198904513
Position 4411: 0.00025523604868825736
Position 1674: 0.00025013113820097584
Position 1529: 0.00021936423838010103
Position 2939: 0.00021571402336455737
Position 250: 0.0002031070986734693
Position 818: 0.00019055645097907742
Position 211: 0.00018364568370591103
Position 1945: 0.0001719462304337068
Position 2748: 0.0001634354110071788
Position 613: 0.00015970344869676266
Position 2946: 0.00013888403617755147
Position 2487: 0.00013035200293875522
Position 23: 0.00012282831308834308
Position 2512: 0.00012275483743287002
Position 1722: 0.00011374860195383644
Position 1480: 0.00011105878088267466
Position 1510: 0.00010642693454605687
Position 1489: 9.095435744365739e-05
Position 784: 8.935560849345692e-05
Position 995: 8.324125409052415e-05
Position 2095: 8.086574688816279e-05
Position 2687: 5.138047163665521e-05
Position 2464: 3.532710432884265e-05
Position 3747: 3.0529455069458114e-05
Position 2894: 1.1308941949611695e-05
Position 2561: 1.0948556403576525e-05
Position 215: 9.945543032026127e-06
Position 2509: 8.636872709687294e-06
Position 3410: 7.550090353512407e-06
Position 2682: 5.814730658381812e-06
Position 3323: 3.238547922944459e-06
Position 3288: 2.706001450570994e-06
Position 3184: 2.6752222636020763e-06
Position 122: 2.0184829065515432e-06
Position 495: 1.9265138832555818e-06
Position 94: 1.1810614873904857e-06
Position 314: 1.164001999876909e-06
Position 120: 1.0904294407714563e-06
Position 78: 7.618718726037107e-07
Position 1436: 4.0016467457857927e-07
Position 148: 3.7135683610230276e-07
Position 37: 3.551112325845016e-07
Position 106: 2.894670899964967e-07
Position 490: 2.828849980669806e-07
Position 464: 2.692576436587046e-07
Position 3: 1.9777678224510485e-07
Position 134: 1.619159407161105e-07
Position 126: 1.1648362867308207e-07
Position 6363: 8.974972001340068e-08
Position 5658: 8.96651210672489e-08
Position 8567: 7.399219840779559e-08
Position 430: 7.019303153561774e-08
Position 124: 2.7181965069095654e-08
Position 108: 1.2755702727307622e-08
Position 906: 1.2068394504294238e-08
Position 545: 8.653559022848435e-09
Position 376: 8.043994311527667e-09
Position 619: 1.933293047945607e-10
Position 552: 3.572893823023501e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2394: 0.8563371403931808
Position 3146: 0.6971673179916289
Position 9251: 0.6155224731003315
Position 8416: 0.5748354224329267
Position 7618: 0.05921830594595467
Position 10265: 0.04137745878995145
Position 9929: 0.04029123370663179
Position 9626: 0.03290036699261681
Position 2912: 0.02946989911219853
Position 10180: 0.025747650894885163
Position 9595: 0.02539355680181923
Position 8673: 0.022559736542815425
Position 3327: 0.022247495376054655
Position 4321: 0.020626094402452257
Position 291: 0.018709920509970054
Position 8042: 0.016749616368341422
Position 8647: 0.01543532046383796
Position 8770: 0.01383807828720301
Position 261: 0.013437578021042078
Position 6667: 0.012279104192845062
Position 8340: 0.010807230183637766
Position 10012: 0.010804219449261776
Position 593: 0.010077412460559093
Position 4474: 0.00893336669647299
Position 9170: 0.007265557806592749
Position 9657: 0.006975068602033499
Position 9562: 0.006747862460674487
Position 4033: 0.006559897565241724
Position 9456: 0.006086649691974386
Position 8097: 0.005877716683765985
Position 3238: 0.005815955078739433
Position 2424: 0.005444511869974941
Position 10197: 0.005402639272229346
Position 2720: 0.004744733548746016
Position 5358: 0.004459589337629556
Position 10341: 0.00412921901539774
Position 4325: 0.0041182722956855594
Position 4629: 0.004016690188247439
Position 3389: 0.003944405934199947
Position 1637: 0.003851103941325586
Position 4721: 0.0035095663018849714
Position 1870: 0.0034555765098245525
Position 6650: 0.003391233523595565
Position 4792: 0.003364058722867777
Position 1011: 0.0032042264504613498
Position 6577: 0.0031881021183797122
Position 2254: 0.003095232229501471
Position 10734: 0.0029577843972700985
Position 2279: 0.0028751852175568906
Position 3369: 0.002829028220739261
Position 5882: 0.002767816785211679
Position 9704: 0.0027044361437212707
Position 9837: 0.0026508447123782517
Position 10538: 0.0025799448658205
Position 5440: 0.002560869147706269
Position 2645: 0.0023555515431893047
Position 3348: 0.002220761297915835
Position 7059: 0.0021688878118918823
Position 1564: 0.002043216841434199
Position 498: 0.001760070716678585
Position 10119: 0.001711172958742256
Position 1963: 0.0017081246284069449
Position 2748: 0.0013867767224685211
Position 1414: 0.0013447246264832594
Position 1673: 0.0012434139927526996
Position 6220: 0.0012361640851481556
Position 4760: 0.0011848979340938566
Position 1657: 0.0011306359581229432
Position 6191: 0.001123082880735597
Position 1601: 0.0011157549414351417
Position 4051: 0.0010877137184238806
Position 629: 0.001080617267117841
Position 7081: 0.000989586125984826
Position 2348: 0.0009545279963721279
Position 4252: 0.0009201468393083532
Position 9004: 0.0009137977521004008
Position 9813: 0.0008256523966668734
Position 8467: 0.0008188838587696027
Position 8652: 0.0007668889622427405
Position 3468: 0.0007537905086977253
Position 7576: 0.0007379723143329109
Position 7718: 0.0007163715210822597
Position 8589: 0.0007018501237520723
Position 8252: 0.0006941467358994746
Position 2324: 0.0006641875937084448
Position 5191: 0.0006302640107937867
Position 10323: 0.0006288263983370648
Position 2328: 0.0005961421659564103
Position 4398: 0.0005720971461745267
Position 2798: 0.0005612874291639034
Position 3308: 0.0005557421561566545
Position 5556: 0.000538030070733368
Position 3864: 0.0005209546878957743
Position 8716: 0.0005165801901196513
Position 5986: 0.00047992902003046544
Position 906: 0.0004787820083030981
Position 5284: 0.0004580673653021787
Position 735: 0.0004495420716964259
Position 2431: 0.0004479277631917586
Position 10565: 0.00043034584693112354
Position 10632: 0.00041608025243230145
Position 839: 0.0003953287724266031
Position 9882: 0.0003762796405444204
Position 267: 0.000363736668661436
Position 3270: 0.0003573600839407903
Position 656: 0.00034809481209667633
Position 5721: 0.00034107470674054913
Position 2355: 0.0003270344842817088
Position 569: 0.0003176661830130479
Position 9468: 0.0003096131259288564
Position 1938: 0.00030875178933026
Position 1351: 0.00030820153286761654
Position 2297: 0.0003079002454343968
Position 1457: 0.00029989950134003737
Position 1501: 0.0002931568003890081
Position 9304: 0.0002880962250398921
Position 1966: 0.00026096229762933025
Position 8866: 0.000256845094047664
Position 8692: 0.00025458913441424097
Position 961: 0.0002428190481206695
Position 3613: 0.00023546128747918606
Position 2371: 0.00023501500654633052
Position 8722: 0.00022844257538786312
Position 1997: 0.00021986644122153293
Position 2286: 0.00021725173999697175
Position 2411: 0.00020117290800666913
Position 1944: 0.00020054229024286642
Position 3703: 0.00019893518636094048
Position 338: 0.00018743866843399704
Position 2419: 0.00018367896514112774
Position 6234: 0.0001827713493260959
Position 5685: 0.00017821889289462782
Position 605: 0.0001776047895921853
Position 2183: 0.00017066471903405504
Position 4513: 0.00016826765361318844
Position 5799: 0.00016724093792236426
Position 2403: 0.00016654181353494455
Position 7808: 0.0001634688538102919
Position 1016: 0.0001626363616295753
Position 4079: 0.0001543632183729544
Position 4958: 0.0001468411260533207
Position 3350: 0.00014403916930171186
Position 2854: 0.00014173475224853413
Position 1915: 0.00012968607182521944
Position 7107: 0.0001265178251153529
Position 1079: 0.0001235681141049832
Position 7247: 0.00011830677130590935
Position 7893: 0.0001133108510096608
Position 543: 0.00011318705050832781
Position 7175: 0.00010958825073191554
Position 5767: 0.00010898219923605984
Position 4846: 0.00010398301930901973
Position 3976: 0.00010391224934301888
Position 2109: 0.00010105291949857612
