Gene = Tbc1d19
index = 1059
Annotated 5SS: [  232 19796 20874 23419 25620 27033 28344 28611 36647 38574 40324 47296
 50580 62711 65305 74068 77837 79781 87480 92021]
Annotated 3SS: [19722 20827 23342 25544 26968 28296 28499 36573 38534 40210 47220 50516
 62625 65259 74034 77726 79688 87363 91949 93704]
SMsplice 5SS: [  232 23419 25620 27033 36647 40324 47296 47506 50580 62711 65305 65950
 74068 77837 79781 92021 93638]
SMsplice 3SS: [23342 25544 26968 36573 40210 47220 47364 50516 62625 65259 65771 73931
 77726 79688 91949 93528 93704]
top_k =  1000
Partition function (log Z): -53.98848246796383

Sorted 5' Splice Sites (High to Low Probability):
Position 232: 0.9998058997427299
Position 23419: 0.9840615018241884
Position 25620: 0.961605465169893
Position 27033: 0.9130398434159124
Position 8848: 0.001971079481861574
Position 10973: 0.0010603564668944352
Position 15080: 0.0009566226035416834
Position 7556: 0.0005898514466446047
Position 3233: 0.00048598153917537765
Position 3716: 0.00046561350189192985
Position 15373: 0.0003713589585268758
Position 15093: 0.00028069677560896517
Position 10486: 0.00017603341384406202
Position 118: 0.00012480030535331902
Position 1848: 8.614443078990319e-05
Position 36: 6.771150385823502e-05
Position 8662: 6.231951705086904e-05
Position 2608: 6.174033577123055e-05
Position 2928: 4.784136914089424e-05
Position 6016: 2.819991160726519e-05
Position 2239: 2.2513553846497025e-05
Position 3869: 1.9822479203619414e-05
Position 821: 1.784008408850703e-05
Position 4634: 1.661550999510706e-05
Position 4489: 1.5104510482691078e-05
Position 3706: 8.828001005437721e-06
Position 5499: 8.77362080142169e-06
Position 5767: 8.476764884498292e-06
Position 8900: 4.994678949332511e-06
Position 204: 2.8679888349553272e-06
Position 1422: 2.3516903606370607e-06
Position 728: 1.4610161588629252e-06
Position 8917: 1.4157349721494978e-06
Position 585: 1.1938325547843843e-06
Position 8886: 1.0996083942517325e-06
Position 760: 8.992961397275323e-07
Position 2341: 7.73084259848466e-07
Position 2653: 6.538204689527042e-07
Position 101: 4.930266162084567e-07
Position 4247: 4.429660683182775e-07
Position 2971: 3.7610918872216326e-07
Position 2696: 3.493080138466327e-07
Position 632: 3.1348017193591414e-07
Position 4529: 2.9413707808707504e-07
Position 1973: 2.8708518138284735e-07
Position 5917: 2.5347068623718903e-07
Position 743: 2.3161391638372407e-07
Position 792: 1.969776682208231e-07
Position 2267: 1.905013494703893e-07
Position 600: 1.5042861675159794e-07
Position 856: 1.3690811237476878e-07
Position 2690: 1.3485537119889884e-07
Position 392: 1.345744469997425e-07
Position 2734: 1.3358480397603184e-07
Position 1226: 1.2253925972032997e-07
Position 3410: 7.596418162968264e-08
Position 1852: 5.7440256474579205e-08
Position 2031: 5.216157462775861e-08
Position 421: 4.5795720736207254e-08
Position 49: 4.4188163696673615e-08
Position 3218: 4.151608076908065e-08
Position 2300: 3.8576831192548824e-08
Position 738: 2.699859813564342e-08
Position 2373: 2.641739635289857e-08
Position 2364: 2.2639556850819234e-08
Position 178: 2.012323972945528e-08
Position 63: 9.296806560163405e-09
Position 47: 8.072967519403495e-09
Position 1184: 3.885663181612731e-09
Position 829: 3.575150054732472e-09
Position 1534: 3.141663282682036e-09
Position 2318: 2.9873701052862386e-09
Position 649: 1.52028257143599e-09
Position 343: 1.417281617368602e-09
Position 20: 1.382733171794189e-09
Position 1374: 1.2751322771449852e-09
Position 786: 1.2245710682862299e-09
Position 699: 1.2213758010000472e-09
Position 883: 1.179118509771424e-09
Position 960: 1.1667936725143208e-09
Position 610: 1.025613808838194e-09
Position 715: 1.0195048481929643e-09
Position 486: 1.0019863093874846e-09
Position 1527: 7.086271700011255e-10
Position 2478: 6.528413995904061e-10
Position 2074: 6.511499091262147e-10
Position 1725: 6.443571366514615e-10
Position 403: 5.353669605466556e-10
Position 135: 4.0883216908736716e-10
Position 1175: 3.74225706176318e-10
Position 147: 3.534762374137964e-10
Position 2427: 2.805083238952114e-10
Position 520: 2.7390043043786067e-10
Position 473: 2.498862174394131e-10
Position 483: 2.120904822946961e-10
Position 156: 1.0156622012963825e-10
Position 374: 6.757012101261853e-11
Position 564: 6.020024453272607e-11
Position 2135: 3.018589331637597e-11
Position 2151: 2.6217268062265924e-11
Position 602: 1.8587614042797846e-11
Position 1381: 5.372473811275085e-12
Position 1786: 4.317985233653279e-12
Position 2065: 3.9965819285815525e-12
Position 489: 2.1784167166971593e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 23342: 0.99098897603119
Position 25544: 0.9840615018241884
Position 26968: 0.961605465169893
Position 30991: 0.384131750522761
Position 27147: 0.25576325766726754
Position 27955: 0.10713952827967944
Position 28296: 0.10493032426504284
Position 27295: 0.061074982681162016
Position 17432: 0.006594722437900568
Position 8768: 0.00205727593649112
Position 14923: 0.0012906262171610873
Position 10830: 0.0005948300228772157
Position 10665: 0.000531403537875652
Position 9140: 0.0004424760387125088
Position 15140: 0.00040766796820537016
Position 3570: 0.00037822381693733935
Position 7380: 0.0003739141501634448
Position 3155: 0.0003165016234241748
Position 12690: 0.00025971415287736417
Position 14596: 0.00020838829766595037
Position 15853: 0.00014989879880470796
Position 6751: 0.00014983707210696495
Position 7457: 0.00014731608394823035
Position 14538: 0.00012601930786809907
Position 8796: 0.000113880974721474
Position 3108: 0.00011242606915878811
Position 10410: 0.00010505506654229795
Position 3644: 9.84994208318075e-05
Position 10355: 8.73373647043401e-05
Position 7360: 8.137033383354028e-05
Position 1697: 7.102528381779958e-05
Position 8512: 6.431822677161099e-05
Position 13780: 4.613118938230928e-05
Position 2562: 4.519405196792253e-05
Position 2515: 4.5069617240739645e-05
Position 12404: 4.0421504747100864e-05
Position 486: 3.693984270471618e-05
Position 517: 3.0821095445950157e-05
Position 13875: 2.9654261973332294e-05
Position 2228: 2.9566249847643518e-05
Position 2803: 2.810242266885359e-05
Position 14131: 2.6199476558243352e-05
Position 5817: 2.537053382524582e-05
Position 14406: 2.4641171112841693e-05
Position 3120: 2.43724929975179e-05
Position 3221: 2.4197599989284444e-05
Position 632: 2.356117175755376e-05
Position 7363: 2.3398567545391948e-05
Position 9001: 2.2180418192549452e-05
Position 8155: 2.119462129919674e-05
Position 8029: 2.0466485167426725e-05
Position 2159: 2.0466016939939052e-05
Position 3533: 2.0242462957662363e-05
Position 9957: 1.741539789832926e-05
Position 2836: 1.7353940535563926e-05
Position 3125: 1.7057056104893483e-05
Position 1729: 1.4637774268999591e-05
Position 5324: 1.392668890486498e-05
Position 6439: 1.2668528404405504e-05
Position 4119: 1.224636972553033e-05
Position 5897: 1.1511756670452135e-05
Position 684: 1.0577675092183897e-05
Position 8253: 1.0489218069617945e-05
Position 3712: 1.0254306453879175e-05
Position 6387: 1.012482008275235e-05
Position 5665: 9.935476501286595e-06
Position 4467: 9.883758315231795e-06
Position 1972: 9.473475034739979e-06
Position 3176: 9.428059184858415e-06
Position 8299: 8.623349370879303e-06
Position 6984: 8.266723112234694e-06
Position 7391: 8.201666579164644e-06
Position 4485: 7.75655774294585e-06
Position 4443: 7.494454065274634e-06
Position 5119: 6.811854120073199e-06
Position 6871: 6.18670552808079e-06
Position 7555: 5.615626584232468e-06
Position 8170: 5.331304133541214e-06
Position 9721: 4.951496709953349e-06
Position 9044: 4.8511601426958755e-06
Position 11636: 4.686257616012599e-06
Position 6699: 4.432913095104718e-06
Position 4668: 4.2936329957249325e-06
Position 446: 4.270497005612708e-06
Position 3583: 4.242077031668198e-06
Position 9614: 4.131166684153618e-06
Position 4590: 4.0497471362041504e-06
Position 9650: 3.941916310857402e-06
Position 6929: 3.819586473025645e-06
Position 6260: 3.621598779145231e-06
Position 7164: 3.5310084170496582e-06
Position 3735: 3.476840069380435e-06
Position 383: 3.3401089009184227e-06
Position 6403: 3.23390621968421e-06
Position 9097: 3.0896938794031718e-06
Position 3038: 3.0650083496183595e-06
Position 4394: 3.0508512302336335e-06
Position 5563: 2.588877296940078e-06
Position 5047: 2.5545739065498706e-06
Position 416: 2.5091019017585217e-06
Position 796: 2.4929810473239622e-06
Position 5353: 2.3703144354609028e-06
Position 660: 2.3353906688478374e-06
Position 3621: 2.1017819586347613e-06
Position 2991: 2.0266700328793614e-06
