Gene = Fuom
index = 416
Annotated 5SS: [  97  803 1072 1314 2525]
Annotated 3SS: [ 733 1000 1214 2450 5363]
SMsplice 5SS: [  97  803 1072 1314 2525]
SMsplice 3SS: [ 733 1000 1214 2450 5363]
top_k =  1000
Partition function (log Z): 7.047897865807601

Sorted 5' Splice Sites (High to Low Probability):
Position 1072: 0.9813570972925446
Position 1314: 0.9595521459489474
Position 803: 0.9375491119159634
Position 2525: 0.7324078386893728
Position 97: 0.7167488760933752
Position 4635: 0.1996802479895021
Position 2601: 0.18985796208840267
Position 5115: 0.18010736827399276
Position 323: 0.14522868770548872
Position 2872: 0.09941298619183014
Position 609: 0.09242826874813101
Position 5126: 0.060576996873822876
Position 823: 0.05613332453941964
Position 2945: 0.053976169399997144
Position 136: 0.04213211356422705
Position 3530: 0.04056095994934031
Position 394: 0.03825861581573565
Position 1398: 0.029793895777146022
Position 5217: 0.02834664541542674
Position 2622: 0.023041755711086347
Position 3940: 0.018159188815353437
Position 164: 0.01554662541749962
Position 3039: 0.015443115840239196
Position 39: 0.012571793142426915
Position 275: 0.012376841645304776
Position 670: 0.01170984917714151
Position 4393: 0.008760014343355861
Position 1593: 0.008541126607833033
Position 147: 0.0061176896865337916
Position 4108: 0.005969305208024492
Position 304: 0.004928503079284225
Position 4743: 0.004223217073443667
Position 4476: 0.004182678963114777
Position 1107: 0.003951392185869599
Position 3079: 0.003887111407289711
Position 1963: 0.0034303566176740437
Position 665: 0.0033255552606142875
Position 4349: 0.0032930784772349534
Position 1370: 0.003212438309327087
Position 2918: 0.003088669768600576
Position 2561: 0.002803885105614706
Position 1309: 0.0026741291194053397
Position 895: 0.0025766921534164404
Position 1820: 0.0025121489703760808
Position 2058: 0.00242479330478245
Position 2174: 0.002204721595091106
Position 310: 0.0018636770007229692
Position 389: 0.0015646903022037478
Position 4702: 0.0014991563824378455
Position 4711: 0.0012800212630171746
Position 3425: 0.0012605531400215176
Position 4173: 0.0011680134435168156
Position 3650: 0.0009401698491788446
Position 3147: 0.0009165735728585301
Position 1682: 0.000853289420384293
Position 4088: 0.0006989841611579797
Position 1544: 0.000666142353749616
Position 2548: 0.0006054932769726685
Position 1561: 0.0005227136421920559
Position 1344: 0.0005176672008025023
Position 3910: 0.00047997837615187917
Position 3357: 0.0004738728215458418
Position 567: 0.000473541572542102
Position 5512: 0.00042559259658495936
Position 1524: 0.00039983927665566
Position 845: 0.0003762913331548912
Position 2341: 0.00034799513886850397
Position 1662: 0.00033842763401899825
Position 3709: 0.0003224162645849352
Position 3381: 0.0002827044104819165
Position 584: 0.00026157131129092397
Position 169: 0.0002603975438267046
Position 1804: 0.00023690882641503702
Position 2529: 0.00023553873799611542
Position 1780: 0.00023512089253020947
Position 3103: 0.0002226779730025094
Position 44: 0.00021388874380240053
Position 3713: 0.0001898854042805309
Position 613: 0.0001781883164802684
Position 1934: 0.0001619122650114997
Position 903: 0.00015646805854944008
Position 3656: 0.00013834286247841227
Position 1507: 0.00013101459866734022
Position 3010: 0.00013010336515841234
Position 860: 0.00012971329760002323
Position 336: 0.00012863779256974111
Position 1797: 0.00012838201738800864
Position 945: 0.00012657152645101241
Position 1481: 0.00011429479311209058
Position 1942: 0.00010982064807563773
Position 854: 0.00010681068358275169
Position 386: 0.00010308198928770961
Position 638: 0.00010160409346783105
Position 1318: 8.93854765872617e-05
Position 865: 8.757264294116539e-05
Position 1756: 8.445296586644642e-05
Position 1740: 7.29323771324399e-05
Position 1279: 5.467920600761218e-05
Position 934: 4.524102946922991e-05
Position 15: 4.428281224469896e-05
Position 620: 4.3032716972591876e-05
Position 774: 3.788313503858444e-05
Position 2420: 3.5954125424603315e-05
Position 1750: 3.515980872433484e-05
Position 647: 3.163574259359119e-05
Position 59: 3.0660930010868854e-05
Position 374: 2.803202366396479e-05
Position 1994: 2.1837549996084203e-05
Position 657: 1.97299162009019e-05
Position 56: 1.7362321182150406e-05
Position 626: 1.653268270553886e-05
Position 640: 1.1336996043150734e-05
Position 1690: 8.70977931695126e-06
Position 1377: 8.347592346807047e-06
Position 1485: 8.109793152547568e-06
Position 920: 6.256530272141282e-06
Position 2491: 5.707050363420444e-06
Position 183: 5.363022116687455e-06
Position 1178: 4.5985073800368105e-06
Position 1060: 3.2363902257092292e-06
