Gene = LTO1
index = 614
Annotated 5SS: [ 230 1434 2581]
Annotated 3SS: [ 1327  2509 13824]
SMsplice 5SS: [ 230 1434 2581 4242]
SMsplice 3SS: [ 1327  2509  4126 14993]
top_k =  1000
Partition function (log Z): -8.240350994495198

Sorted 5' Splice Sites (High to Low Probability):
Position 4242: 0.9543084524060866
Position 1434: 0.9368547132632986
Position 230: 0.9198291840763226
Position 2581: 0.8566486567868024
Position 6605: 0.38377784144800114
Position 4770: 0.16024039413519328
Position 5222: 0.12561677353189052
Position 5229: 0.10734378565509878
Position 4546: 0.07383394016626947
Position 2287: 0.05575728633709257
Position 6154: 0.046565881663523934
Position 4784: 0.030823999372191636
Position 352: 0.02946814223766877
Position 5736: 0.025007547877134138
Position 443: 0.024156981447564736
Position 8632: 0.020035613120747663
Position 2832: 0.01758193722873693
Position 9184: 0.01709756083656959
Position 1957: 0.013985184714133302
Position 3814: 0.009861250029253364
Position 2064: 0.009001584419661778
Position 1397: 0.006693713855652346
Position 497: 0.005199212739777684
Position 2019: 0.004986286261518141
Position 3395: 0.004564030940545614
Position 1407: 0.004528239061878025
Position 3347: 0.00411465670347731
Position 735: 0.0040096804689377635
Position 9510: 0.003930437150239135
Position 8373: 0.0038473018986453825
Position 476: 0.003290042315444478
Position 485: 0.002941359773974675
Position 2797: 0.002570640915644878
Position 1984: 0.0021599870760523688
Position 2411: 0.002138899587509351
Position 1438: 0.002005454431319554
Position 1749: 0.0019570947999428706
Position 4298: 0.0019408744834179797
Position 4620: 0.0018446623052740074
Position 213: 0.0018138973551196725
Position 5331: 0.0017556878604132451
Position 3310: 0.0016623526537713025
Position 2944: 0.0015798586117772037
Position 6434: 0.0014743018141157407
Position 362: 0.0014668470355677947
Position 779: 0.0013711940154407078
Position 210: 0.0012305766428213282
Position 6678: 0.0009017373471175942
Position 3402: 0.0008105039749975902
Position 2128: 0.0007501412969233202
Position 4232: 0.0007330493374911904
Position 434: 0.0007147162203294906
Position 6107: 0.0006878347102083754
Position 1131: 0.0006293047288418559
Position 2275: 0.0006205631793803445
Position 2010: 0.0005221535115307225
Position 1920: 0.0004029363065386215
Position 2160: 0.00038913642836346373
Position 2324: 0.0003581693380317546
Position 2315: 0.00032514949322453446
Position 797: 0.00032506675571551506
Position 1700: 0.0002734232331034088
Position 1427: 0.00027324822262586097
Position 480: 0.00026963079907368204
Position 4934: 0.00026744572528123085
Position 1168: 0.0002394512053530238
Position 4403: 0.00021335498743044033
Position 2291: 0.00020829939171889444
Position 5169: 0.00019994752936871327
Position 1975: 0.00019945318825312448
Position 1811: 0.00019132112816420586
Position 109: 0.00018628581314395837
Position 514: 0.0001861408020859162
Position 1292: 0.0001741580421082343
Position 737: 0.00016347452500467554
Position 3612: 0.00016121749209233467
Position 2153: 0.0001592839032319075
Position 4481: 0.0001430615577637218
Position 97: 0.00013579714283149487
Position 839: 0.00012477595134118284
Position 1792: 0.00012154366921974726
Position 4599: 0.00011672524104223308
Position 4612: 0.00011273664979040466
Position 4270: 0.00011059298347383196
Position 1761: 0.00010571259578606296
Position 638: 0.0001033211664514403
Position 751: 9.842760172714261e-05
Position 277: 8.608507579417981e-05
Position 4137: 8.205613125225366e-05
Position 5135: 8.031538667338989e-05
Position 101: 7.651010071861328e-05
Position 2359: 7.64028918689044e-05
Position 894: 7.586349711740924e-05
Position 4801: 7.363303136905014e-05
Position 921: 7.347538875475882e-05
Position 4699: 6.780412290124302e-05
Position 3091: 5.969347154763846e-05
Position 118: 5.9100350728914336e-05
Position 2953: 5.7369943092584095e-05
Position 378: 4.9952069740017444e-05
Position 407: 4.4710728419181185e-05
Position 1997: 4.01607002805341e-05
Position 326: 3.7798442930984906e-05
Position 875: 3.5718822940385195e-05
Position 850: 3.4844166746417605e-05
Position 1753: 3.47904198954568e-05
Position 186: 3.458115604449829e-05
Position 2454: 3.053560249276771e-05
Position 528: 2.7330542787162246e-05
Position 744: 2.4916322775788814e-05
Position 1207: 2.3903074895375046e-05
Position 630: 2.3381107295290063e-05
Position 4500: 2.0164639593435708e-05
Position 916: 1.9399007511340523e-05
Position 993: 1.9261122176265958e-05
Position 904: 1.6290477951655617e-05
Position 871: 1.5017018645301263e-05
Position 2459: 1.4013380137937334e-05
Position 721: 1.2462081969882622e-05
Position 69: 1.1401220820665748e-05
Position 4479: 1.073817856317314e-05
Position 684: 1.0594921654471165e-05
Position 1457: 8.925177644917175e-06
Position 1181: 8.216656858562592e-06
Position 1066: 7.447293136438947e-06
Position 1018: 6.9945721210994306e-06
Position 976: 4.925382955464392e-06
Position 2450: 3.811069056899004e-06
Position 2568: 2.2291561372123243e-06
Position 4343: 1.3032112000415794e-06
Position 1536: 8.954277935289163e-07
Position 2547: 8.107484770854805e-07
Position 1774: 8.051045556601446e-07
Position 2990: 6.647105117620745e-07
Position 2980: 6.320371874853706e-07
Position 32: 5.205886647215477e-07
Position 1624: 3.647495812381817e-07
Position 71: 3.3326450167728053e-07
Position 2673: 2.6178102263641726e-07
Position 1820: 2.399617871898147e-07
Position 1931: 2.1123661217977874e-07
Position 1309: 1.4066867927049653e-07
Position 933: 4.8022191472965175e-08
Position 1740: 3.262778467672059e-08
Position 762: 2.360204640836978e-08
Position 784: 2.2959157232060638e-08
Position 1813: 1.9126391925361883e-08
Position 1827: 1.3612564800336331e-08
Position 1702: 1.0925926354514965e-08
Position 523: 9.436279338985099e-09
Position 1369: 7.939877273474752e-09
Position 1478: 2.4012026882483356e-09
Position 1570: 1.2972304990623476e-09
Position 564: 8.3889149494196e-10
Position 1481: 5.491983044760369e-13
Position 1473: 4.1288180458656724e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1327: 0.9071743320833491
Position 2509: 0.5850851821349338
Position 4126: 0.36842767028954815
Position 4166: 0.3112677437958758
Position 6536: 0.2466434228515824
Position 4123: 0.21401291475211803
Position 5112: 0.19793010569811953
Position 2382: 0.1886077188687929
Position 10852: 0.17891967828574873
Position 4698: 0.12746402687580055
Position 9479: 0.0928132338823278
Position 6243: 0.0871015018897329
Position 14993: 0.0784046879016218
Position 9102: 0.07362313847805707
Position 14857: 0.07198718683766037
Position 4391: 0.06992892662576616
Position 4509: 0.06508084283896585
Position 2245: 0.06445859122632983
Position 6387: 0.056181376846687524
Position 14366: 0.051271814109897035
Position 5017: 0.049033806952807055
Position 7410: 0.044405788693522075
Position 13824: 0.043785920169113285
Position 6986: 0.042801778435833104
Position 6557: 0.03774619105090091
Position 4064: 0.03320980709468992
Position 13707: 0.031581216861905494
Position 9283: 0.02863398033009191
Position 7186: 0.02675689736299481
Position 6065: 0.026420675683789526
Position 2194: 0.026284907515602432
Position 2359: 0.023052944617943105
Position 1247: 0.020103532479537375
Position 1880: 0.018814667287154082
Position 4102: 0.01852189811509929
Position 4533: 0.018213959009447556
Position 6347: 0.018084619758469478
Position 9280: 0.01725794144819237
Position 8552: 0.01440836090693161
Position 5473: 0.013891587870783534
Position 5904: 0.012140310275782383
Position 4731: 0.012016350819701286
Position 2127: 0.011044979794479663
Position 5221: 0.010535537126260423
Position 3207: 0.01043574840771824
Position 1349: 0.010360710425023631
Position 8447: 0.009888490376179889
Position 11326: 0.009596661415545434
Position 6032: 0.0094875162860272
Position 1893: 0.009474368697479092
Position 4130: 0.009417569823583483
Position 11600: 0.009242238308084773
Position 5506: 0.008090027129168544
Position 2682: 0.00759521225700231
Position 13032: 0.007490380257962423
Position 8019: 0.007444292953892042
Position 11912: 0.007109989537126752
Position 3711: 0.006298455342400515
Position 6403: 0.00618790488184611
Position 5625: 0.005971340464057593
Position 2616: 0.005599695436617024
Position 7838: 0.005216904048843745
Position 9150: 0.004797195186374888
Position 9509: 0.004531224835561972
Position 4925: 0.004179308971160693
Position 6667: 0.003928229721496482
Position 8261: 0.0039003965871732297
Position 5154: 0.0032563254157985
Position 1230: 0.003226691349509312
Position 2545: 0.003173818722417273
Position 6266: 0.003057458144079387
Position 8258: 0.0030308587243515293
Position 2450: 0.0030298609030531757
Position 5926: 0.002963571533803717
Position 1667: 0.0028566832975201574
Position 3573: 0.0028471515613250516
Position 4669: 0.0028331461931848474
Position 9301: 0.0028052340556391055
Position 6035: 0.00279205802140575
Position 1840: 0.0027403162005495358
Position 6752: 0.00262812714503484
Position 2440: 0.0025904362428875623
Position 10151: 0.0025395945941428925
Position 6004: 0.0024266120394690546
Position 2763: 0.0022196189539975043
Position 2559: 0.0021355972695835373
Position 8659: 0.0019778982239504104
Position 2198: 0.001670174344154484
Position 8505: 0.00165414693403443
Position 4070: 0.0015472091749323198
Position 4005: 0.0015227585889564946
Position 2712: 0.0012686245238938694
Position 1914: 0.0012539972159680832
Position 10110: 0.0012496226239968647
Position 4352: 0.0012382364923230523
Position 2699: 0.0012090976088494937
Position 1261: 0.0011956617762734296
Position 7272: 0.001143232351315135
Position 4453: 0.0011336152839294682
Position 1389: 0.0011149990759952225
Position 4663: 0.0010961106406933727
Position 5442: 0.0010960495658523324
Position 6071: 0.001083071280836487
Position 2010: 0.0010460940905809228
Position 4136: 0.000967657067228664
Position 2426: 0.0009592113683452988
Position 1560: 0.0009574461866021142
Position 7425: 0.0008993538027617192
Position 7304: 0.0008534536577037338
Position 1223: 0.0008258686780550508
Position 6932: 0.000812238066327997
Position 2149: 0.0007463440251346553
Position 2785: 0.0007307773595317128
Position 5629: 0.0007047711787905973
Position 386: 0.0006940870821673189
Position 5119: 0.0006582297359330748
Position 6847: 0.000655171217177483
Position 607: 0.0006530591805554542
Position 4579: 0.0006254881464401408
Position 2389: 0.0006247443405659364
Position 591: 0.0006234479400226172
Position 1692: 0.0005890218343561377
Position 5294: 0.0005817233501669906
Position 4537: 0.0005246598520085834
Position 2831: 0.0005062469229716466
Position 2319: 0.000501200633860763
Position 6358: 0.00046919791242642833
Position 2650: 0.0004175977723135293
Position 1281: 0.00041631735893492126
Position 3625: 0.0004091721230003402
Position 3141: 0.00040453033820380893
Position 2796: 0.0003970169452712896
Position 4687: 0.000396307998152557
Position 973: 0.00038578448387663024
Position 4588: 0.00038176050893568795
Position 2725: 0.0003816635687163219
Position 7902: 0.00036595955647543237
Position 461: 0.00035184147050821066
Position 732: 0.0003347543883074348
Position 5042: 0.0003332900272253424
Position 1788: 0.0003223067027661694
Position 4002: 0.00031572618386849205
Position 3267: 0.0003140218925978801
Position 6153: 0.0003033051142639375
