Gene = Crcp
index = 294
Annotated 5SS: [  118  5659  8629 13011 19694]
Annotated 3SS: [ 5621  8529 12915 19635 30414]
SMsplice 5SS: [  627  5659  8629 13011 17572 19214 19694]
SMsplice 3SS: [ 5621  8529 12915 17474 19117 19635 30414]
top_k =  1000
Partition function (log Z): -2.9197399382166074

Sorted 5' Splice Sites (High to Low Probability):
Position 8629: 0.9977515400592235
Position 19694: 0.9952581638680582
Position 5659: 0.9179191027680087
Position 17572: 0.8412172217882719
Position 13011: 0.5599777149310647
Position 627: 0.5282101242297046
Position 205: 0.4239774250983728
Position 13040: 0.3166825256278861
Position 22506: 0.28514514439415223
Position 15892: 0.22533397468114655
Position 1562: 0.1935822517694286
Position 2298: 0.18541346087475202
Position 18174: 0.14821771814211943
Position 4954: 0.1318985490932204
Position 118: 0.12319885340561566
Position 19465: 0.11219994487102501
Position 13015: 0.10643816907629758
Position 22156: 0.10486133352511506
Position 39: 0.09277562143513375
Position 11462: 0.09207736047310952
Position 13312: 0.08700427990536949
Position 12737: 0.08653131109095552
Position 12129: 0.0806399942912302
Position 3536: 0.07914235322849096
Position 19481: 0.07543396009064561
Position 9724: 0.06742439759806655
Position 21504: 0.059151991190394514
Position 9988: 0.05506099085796669
Position 2144: 0.05222178775875636
Position 2654: 0.04593026485824741
Position 17406: 0.042579442375807214
Position 1570: 0.04162930267988282
Position 23113: 0.040269721070337106
Position 64: 0.04015973685334253
Position 6119: 0.0398414967240733
Position 2199: 0.036280261681467564
Position 7180: 0.03535525180916367
Position 15513: 0.0317910807996105
Position 12239: 0.029440689005544793
Position 2951: 0.02869297471561599
Position 19488: 0.02840380769499989
Position 10872: 0.024409582178540553
Position 89: 0.021806462447373977
Position 4960: 0.02169799532945374
Position 1469: 0.0211523769062349
Position 12541: 0.019159774442261173
Position 15563: 0.01827095733265623
Position 2161: 0.01557437452799982
Position 10123: 0.015321227727952438
Position 5754: 0.014460249531442305
Position 19218: 0.014110342290537072
Position 5842: 0.01335042747535322
Position 11766: 0.013129793581124224
Position 15899: 0.012834856383216327
Position 17952: 0.012579682853127334
Position 20558: 0.012471003257827616
Position 6623: 0.011930269647240496
Position 12771: 0.011680871855569501
Position 24097: 0.010934904344768638
Position 22360: 0.009420165544847134
