Gene = Pdap1
index = 800
Annotated 5SS: [ 272 3337 5174 7380 8874]
Annotated 3SS: [3244 5065 7257 8721 9862]
SMsplice 5SS: [ 272 3143 3337 5174 7380 8236 8874]
SMsplice 3SS: [3037 3244 5045 7257 8129 8721 9862]
top_k =  1000
Partition function (log Z): 13.459244019655813

Sorted 5' Splice Sites (High to Low Probability):
Position 5174: 0.9977476688058232
Position 7380: 0.9816653550492592
Position 272: 0.9800983125338802
Position 3337: 0.9766078172964614
Position 8874: 0.9605471809633896
Position 8236: 0.8931196116010043
Position 3143: 0.7289486104664002
Position 8026: 0.18072360669654447
Position 8581: 0.17317096053424363
Position 9918: 0.12568575204865143
Position 3147: 0.12352261955580186
Position 3885: 0.1160087563729811
Position 5752: 0.10487708433804706
Position 5467: 0.060788164654734675
Position 10382: 0.04914125772325866
Position 5697: 0.04618413612742396
Position 6366: 0.036834083514479386
Position 7996: 0.03318313612438036
Position 8215: 0.03314243765956754
Position 4567: 0.027026759341716795
Position 5852: 0.02653928591955468
Position 6630: 0.02641443887898673
Position 7907: 0.02628646409380044
Position 6031: 0.022901542747266704
Position 4775: 0.021213135958711063
Position 2120: 0.02076706972941502
Position 3369: 0.020625013639398497
Position 5931: 0.019614688756659237
Position 5435: 0.019163395676899158
Position 627: 0.01530456844146078
Position 2746: 0.014433852822866907
Position 4406: 0.01371255803575082
Position 10921: 0.011592610583691801
Position 6326: 0.011566489579524263
Position 6362: 0.01043444565986655
Position 7932: 0.009229349562421585
Position 2068: 0.008967375568885862
Position 4760: 0.008812198466352087
Position 3117: 0.008803647880467141
Position 10696: 0.008482362230608416
Position 7106: 0.007549037976491782
Position 9815: 0.007443942703384773
Position 5320: 0.0073068876522894635
Position 1728: 0.006592133787496697
Position 3130: 0.006415372612980674
Position 8030: 0.00621284516932104
Position 7864: 0.0052905639643193
Position 5521: 0.005270580084349946
Position 280: 0.004399986541015272
Position 1732: 0.004202778430129693
Position 4503: 0.004180909038801673
Position 1442: 0.00390841306557011
Position 1736: 0.0038139625803484635
Position 3121: 0.003735167368793818
Position 2736: 0.0036901105430203174
Position 4690: 0.0035152715811245156
Position 1766: 0.0034223035618409707
Position 9207: 0.0030523289056182848
Position 61: 0.003008389255929081
Position 7655: 0.0029829607495892906
Position 2352: 0.002793007776177069
Position 3466: 0.002681696699332803
Position 7662: 0.0020300852188510333
Position 5106: 0.001991849555773109
Position 11227: 0.0019210981424195163
Position 8878: 0.0018509525164305178
Position 6321: 0.0017623417075008836
Position 8370: 0.0015838837794782624
Position 1092: 0.001578205000655502
Position 3504: 0.0014908409266814779
Position 9237: 0.0014598318317514106
Position 8043: 0.0014510840846327518
Position 6262: 0.0013936922050486599
Position 100: 0.0013611643561635095
Position 2494: 0.0013523027769694735
Position 7330: 0.0013275040122895476
Position 5648: 0.0012931022991485542
Position 3137: 0.001282289071799039
Position 9192: 0.0010389226233323667
Position 143: 0.0009337354655335303
Position 3152: 0.0009155859748807391
Position 2586: 0.0009037040651006056
Position 8275: 0.0008771009910560813
Position 507: 0.0008139735537973811
Position 6012: 0.000807294726956505
Position 8032: 0.0007745579154434447
Position 5814: 0.0007634988163616832
Position 4977: 0.0007546772299643075
Position 5362: 0.0007403565718288944
Position 4466: 0.0007280540096845982
Position 11206: 0.0007003490725720902
Position 2356: 0.0006974883919806804
Position 10087: 0.0006961507183898036
Position 7945: 0.000655343244013245
Position 4814: 0.0006313157134282868
Position 1327: 0.0006032561205863569
Position 10229: 0.000564808121458009
Position 1241: 0.0005342572586073545
Position 4485: 0.0005246065687717739
Position 293: 0.0005243917078275095
Position 11290: 0.0005167574457291265
Position 1202: 0.0004929602767656426
Position 887: 0.0004691365269570061
Position 632: 0.0004388270269622192
Position 107: 0.000430981019874149
Position 3341: 0.00043070024934526444
Position 2833: 0.0004178394576922981
Position 3866: 0.00041117087951494556
Position 6605: 0.00039036111191352086
Position 1496: 0.00038182470099363636
Position 465: 0.00034282950394476835
Position 5335: 0.000337805006681816
Position 8221: 0.0003336913640919447
Position 9332: 0.00032428176835581213
Position 5379: 0.0003200269057267814
Position 753: 0.00031260617163288065
Position 8005: 0.00031247035924039494
Position 8947: 0.0002921980965256182
Position 9083: 0.000288117200068725
Position 7948: 0.0002765028325995586
Position 198: 0.00026853899896640674
Position 4172: 0.0002653836400852377
Position 977: 0.00025654557497476816
Position 9573: 0.00025631450340795546
Position 8106: 0.00024456851766634953
Position 835: 0.0002427877307168097
Position 1455: 0.00022958869165081477
Position 7600: 0.00022187215761496594
Position 102: 0.0002202784126521328
Position 2186: 0.00021879650911556074
Position 814: 0.00021109673299220824
Position 5624: 0.0002074868799167952
Position 5887: 0.0001928962899228505
Position 8571: 0.00019177961771995548
Position 5679: 0.00019147910093016843
Position 2568: 0.00018965615502490496
Position 575: 0.00018743469385854885
Position 7188: 0.00018032653556205344
Position 1831: 0.00017278623648560207
Position 5801: 0.00016812468728512344
Position 1570: 0.00016487539427203257
Position 320: 0.00016216527458394106
Position 3347: 0.0001618782758615687
Position 1627: 0.0001555975933326703
Position 1671: 0.00015064108848585964
Position 3742: 0.00014544798060930008
Position 1634: 0.000142170260638175
Position 8553: 0.00013844052249739418
Position 6388: 0.00013389992265462047
Position 3468: 0.0001316278477899065
Position 8259: 0.00013073757593975294
Position 205: 0.0001289205995926709
Position 806: 0.00012825275065699748
Position 2552: 0.00012493814742385776
Position 8404: 0.00012401735577447686
Position 49: 0.00012385788851154852
Position 829: 0.00011514061357108763
Position 4879: 0.000112487243480656
Position 2813: 0.00010370224743930615
Position 2299: 0.00010294714375008332
Position 2093: 0.00010179300756786523
Position 4734: 0.00010009939481263548
Position 213: 9.550706203442249e-05
Position 3015: 9.493035029327936e-05
Position 1539: 9.397098193735814e-05
Position 354: 9.052741980454911e-05
Position 462: 8.609236104911681e-05
Position 5508: 8.20447487010932e-05
Position 3364: 8.027034846050365e-05
Position 10076: 7.893462782812148e-05
Position 3759: 7.802102271103302e-05
Position 4375: 7.7908285248728e-05
Position 3562: 7.74037712705616e-05
Position 1232: 7.688742750728913e-05
Position 8375: 7.286293644150777e-05
Position 5148: 6.662333344812258e-05
Position 5221: 6.336403953265186e-05
Position 3127: 5.180715986240643e-05
Position 3443: 5.0308460896094104e-05
Position 8534: 4.986752206703965e-05
Position 11032: 4.8889027327281624e-05
Position 4044: 4.627598928876737e-05
Position 5178: 4.579601870294338e-05
Position 3565: 4.556117276602796e-05
Position 5302: 4.545130926385917e-05
Position 3735: 4.0611714760644925e-05
Position 3578: 3.494592636628371e-05
Position 7792: 3.207705446556865e-05
Position 4034: 3.0751364424692765e-05
Position 5412: 3.0101761854825153e-05
Position 4321: 3.0065232126983675e-05
Position 5480: 2.7744041322872787e-05
Position 8942: 2.614475908404293e-05
Position 4749: 2.251242477661167e-05
Position 5345: 1.9562159763297525e-05
Position 4646: 1.935194202188355e-05
Position 3583: 1.856886489464167e-05
Position 3997: 1.726028838598585e-05
Position 3623: 1.522832851658361e-05
Position 3575: 1.5044377278665676e-05
Position 135: 1.3969931627396164e-05
Position 5088: 1.375238648031993e-05
Position 7674: 1.2803695242250266e-05
Position 7640: 1.2714293970903303e-05
Position 3038: 1.2651773118519626e-05
Position 9091: 1.2432841054418544e-05
Position 9054: 1.2060825845582501e-05
Position 8888: 1.1667363905684756e-05
Position 8956: 1.02111865144695e-05
Position 3361: 8.91416206568703e-06
Position 217: 8.85384365032824e-06
Position 4270: 8.779539041867417e-06
