Gene = Upk2
index = 1167
Annotated 5SS: [ 346  915 1182 1494]
Annotated 3SS: [ 782 1042 1422 1866]
SMsplice 5SS: [524]
SMsplice 3SS: [621]
top_k =  1000
Partition function (log Z): -9.257583988509364

Sorted 5' Splice Sites (High to Low Probability):
Position 524: 0.6651568604201237
Position 1494: 0.49983657488240085
Position 915: 0.24933553081331875
Position 1186: 0.19816429828834206
Position 873: 0.1973451542729699
Position 537: 0.18388791305480867
Position 1150: 0.17007710162674636
Position 1182: 0.08706312122682751
Position 1208: 0.05995764099960359
Position 346: 0.0363387051842138
Position 543: 0.027776453818601034
Position 359: 0.01150765900427236
Position 1239: 0.009280160696086746
Position 950: 0.006545341153200336
Position 268: 0.005340215822683397
Position 476: 0.005024496850290546
Position 1292: 0.0033010559562720006
Position 1234: 0.003297423979708826
Position 1620: 0.0020098093737230317
Position 1245: 0.0019121359696397868
Position 1663: 0.0017062023787034735
Position 890: 0.0013036808387917088
Position 465: 0.001173465962773866
Position 1714: 0.0011495222727996772
Position 142: 0.00104576700955748
Position 737: 0.0007874680895198153
Position 928: 0.0007638174440951917
Position 665: 0.0007552582238848215
Position 1498: 0.0006962797987083357
Position 233: 0.0006257282485846706
Position 429: 0.0005546947191799803
Position 288: 0.0005420611771571197
Position 324: 0.00046687944223732696
Position 807: 0.000432791769952254
Position 401: 0.00043008746867045146
Position 1109: 0.000340980911331922
Position 947: 0.00031905997901137794
Position 127: 0.0002796422811591854
Position 442: 0.00027228581294647493
Position 838: 0.0002270737225525863
Position 528: 0.00018145714375310918
Position 689: 0.00015605203060375667
Position 628: 0.00013984204170154138
Position 374: 0.00013929703383744527
Position 814: 0.00012520404917986042
Position 1742: 0.00012124085778977846
Position 433: 0.00011784549076023679
Position 1844: 0.00011051901483402212
Position 1436: 9.906949426898179e-05
Position 1228: 8.912579725563653e-05
Position 256: 8.403590908591937e-05
Position 1093: 8.178616283340853e-05
Position 1348: 7.672449670390525e-05
Position 662: 7.654420801217544e-05
Position 1554: 5.783512761701676e-05
Position 530: 5.0242162849264595e-05
Position 573: 4.2055891710834326e-05
Position 581: 3.5938090234222764e-05
Position 1962: 2.4430418687979226e-05
Position 448: 2.3380860523064406e-05
Position 983: 2.1441979470851095e-05
Position 101: 1.8268755706507122e-05
Position 243: 1.4249161332756321e-05
Position 760: 8.890195023651043e-06
Position 592: 6.0843490895045276e-06
Position 455: 5.771189954275134e-06
Position 600: 3.205472031102179e-06
Position 541: 2.622441478725585e-06
Position 547: 2.1609537686354968e-06
Position 1459: 1.719252820703803e-06
Position 462: 1.3758253830946787e-06
Position 510: 1.191282803911685e-06
Position 994: 8.429261727228093e-07
Position 586: 5.541370850609246e-07
Position 605: 5.008638929267138e-08
Position 858: 1.2411350554607763e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1042: 0.4381576075950394
Position 1613: 0.3033905890810822
Position 1317: 0.29923038927364115
Position 1866: 0.27333353745328887
Position 782: 0.2513603482663945
Position 1085: 0.1592675949110858
Position 1422: 0.11562499128143826
Position 830: 0.10062293623172441
Position 1380: 0.10016487747492728
Position 621: 0.080475189021307
Position 2163: 0.0786336618305004
Position 1548: 0.07660355992750814
Position 704: 0.021604943691502624
Position 644: 0.018712037817758938
Position 1374: 0.013460087945228396
Position 2025: 0.012167226459752581
Position 1441: 0.01160604952291597
Position 1706: 0.009745210032727592
Position 605: 0.008573906383794575
Position 501: 0.006755213378442467
Position 1758: 0.006017203352204346
Position 1327: 0.005694586633191566
Position 2059: 0.00555615116860327
Position 730: 0.004955369759374229
Position 1660: 0.004252266589067821
Position 1841: 0.004176352201271267
Position 2238: 0.0032607389506768333
Position 1675: 0.002550345837961869
Position 410: 0.002393449749562745
Position 2130: 0.0021039030772595675
Position 669: 0.0013193485328816545
Position 1089: 0.001287867991490925
Position 1582: 0.0012737107319874981
Position 1133: 0.0010750000673773908
Position 1320: 0.000975684108570141
Position 1528: 0.0008686181896140106
Position 2116: 0.0008571816098898673
Position 1893: 0.0008509041065228232
Position 798: 0.0006997458361180925
Position 872: 0.0006757281196058003
Position 834: 0.0006524420558120514
Position 1050: 0.0006167471697486242
Position 974: 0.0005295741135543605
Position 1929: 0.0005087519614915799
Position 1149: 0.0004930274242386922
Position 586: 0.00046968807265870913
Position 345: 0.00044519570604188523
Position 1109: 0.0004434856543394976
Position 2081: 0.00042862179199457736
Position 1662: 0.00041937816141675234
Position 2252: 0.0002449400157147606
Position 1908: 0.0002395772728485655
Position 1054: 0.00023683786271800613
Position 1498: 0.00021943752224142318
Position 1811: 0.00021703934055235908
Position 650: 0.00020631050204561558
Position 1168: 0.00020204403838470402
Position 1340: 0.00017768525085569702
Position 249: 0.00016426704817553393
Position 992: 0.00016344642484578492
Position 742: 0.00015595532721030767
Position 438: 0.00015073419003580198
Position 1575: 0.0001253359222458427
Position 1798: 0.00011663384022453325
Position 2176: 0.00010078900627524356
Position 1207: 7.614207640435366e-05
Position 425: 6.701746248231727e-05
Position 219: 6.303042674739331e-05
Position 1843: 5.505902003205126e-05
Position 1259: 4.9689565238569076e-05
Position 1290: 4.967959788294317e-05
Position 1718: 4.949266675455364e-05
Position 1139: 4.706261639663166e-05
Position 1436: 4.5933611032833606e-05
Position 420: 4.1146980486623934e-05
Position 1005: 4.0296193558485424e-05
Position 1550: 3.864150112230115e-05
Position 2039: 3.487351845793135e-05
Position 737: 3.145097848552111e-05
Position 994: 2.8871849381703337e-05
Position 507: 2.8229668813158705e-05
