Gene = Ccpg1
index = 231
Annotated 5SS: [  245 12042 13716 14111 16447 20464 24984 27564]
Annotated 3SS: [11972 13594 14033 16247 20211 24867 26500 29902]
SMsplice 5SS: [  245 12042 13716 14111 16447 18508 24984]
SMsplice 3SS: [11972 13594 14033 16247 18397 24867 29902]
top_k =  1000
Partition function (log Z): 1.2511334341060052

Sorted 5' Splice Sites (High to Low Probability):
Position 24984: 0.9992473886783889
Position 245: 0.9869747386484065
Position 14111: 0.8868351192407414
Position 16447: 0.8750126718451963
Position 13716: 0.8652703481754624
Position 12042: 0.8542818369531163
Position 30001: 0.7576890231924862
Position 18508: 0.7270044770588904
Position 7195: 0.5276837615478599
Position 8231: 0.39697297870385984
Position 20464: 0.37239166395160034
Position 16792: 0.2370693945875781
Position 28832: 0.21249127325204364
Position 7178: 0.20539436922743204
Position 27898: 0.17481025875831907
Position 6302: 0.16980124809071637
Position 20377: 0.15339800092122802
Position 21964: 0.14235931789941345
Position 7399: 0.11582072600873437
Position 20536: 0.10167851256924373
Position 24754: 0.09094413060865995
Position 15861: 0.08742154092691756
Position 4589: 0.08681899652046628
Position 12091: 0.08594289463378241
Position 18533: 0.079059249044666
Position 17613: 0.06545238228669796
Position 20408: 0.0634556107370017
Position 22227: 0.060061434256662535
Position 24594: 0.059802908215536486
Position 12584: 0.05252310611338984
Position 28617: 0.04168485254554896
Position 25214: 0.04030034585365899
Position 8555: 0.03644608273674716
Position 22709: 0.035179371947758636
Position 21396: 0.03351614534488521
Position 22281: 0.030849487754715
Position 25695: 0.02987673926933026
Position 16421: 0.02960923835131803
Position 13116: 0.028025288327689718
Position 10895: 0.02609432338816068
Position 27564: 0.02592839855617841
Position 3447: 0.02551534855898649
Position 7404: 0.02462874309523535
Position 7182: 0.02438678645530657
Position 18773: 0.023092922041064213
Position 11766: 0.022533438453892926
Position 24277: 0.022117984348887593
Position 21735: 0.021083055282186625
Position 19924: 0.020729041199123603
Position 3686: 0.02018352072502145
Position 4287: 0.02006656612382677
Position 1236: 0.01771150210212714
Position 15998: 0.01749520647610882
Position 21835: 0.017046219261237477
Position 13710: 0.01624750440315274
Position 29815: 0.016169556354046346
Position 12841: 0.014047423928439409
Position 5946: 0.013170216574275053
