Gene = H2afz
index = 531
Annotated 5SS: [ 210  724 1147 1654]
Annotated 3SS: [ 645 1032 1523 1898]
SMsplice 5SS: [ 210 1147 1654]
SMsplice 3SS: [1070 1523 1898]
top_k =  1000
Partition function (log Z): 0.034439416310062365

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9734751312862864
Position 1147: 0.9060467979110902
Position 210: 0.4921247471042536
Position 724: 0.46538959234712385
Position 200: 0.11670745062246449
Position 1474: 0.029577016583096097
Position 653: 0.016617347574944402
Position 117: 0.008639413298770082
Position 748: 0.00658419047705944
Position 1563: 0.006133206122672531
Position 1157: 0.0059973649291972485
Position 215: 0.005449069569569623
Position 1524: 0.003798681424682559
Position 1648: 0.0015953954559694802
Position 728: 0.0013718871891104272
Position 348: 0.0012500846722730155
Position 1412: 0.001071838128551445
Position 2022: 0.0010498429546369455
Position 154: 0.0008942954616937476
Position 387: 0.0006166795295530518
Position 896: 0.0005434915485773202
Position 168: 0.0005196299687956893
Position 271: 0.0004775107282106123
Position 183: 0.00039804452880602107
Position 1435: 0.00035513227892844114
Position 1739: 0.000324268298423458
Position 26: 0.00031918547576992876
Position 1651: 0.0002941046544306555
Position 314: 0.0002840666474081156
Position 222: 0.00027601874827142773
Position 2038: 0.0002557790452831668
Position 130: 0.00021786802629060917
Position 1165: 0.00019764252162311465
Position 1732: 0.00018920851800214206
Position 917: 0.00018589455160283508
Position 1131: 0.00018215682994229048
Position 592: 0.00018054168922495962
Position 1314: 0.00014502000269758067
Position 327: 0.00013859404308079416
Position 459: 0.00013388857850379974
Position 70: 0.00013053415972821977
Position 1752: 0.00011452688032715128
Position 2018: 0.00011439973471056455
Position 1341: 0.00011050678238684809
Position 855: 0.00010217346329593489
Position 1354: 9.494197143591063e-05
Position 2190: 9.399569661003075e-05
Position 2193: 7.600955822946638e-05
Position 306: 7.394849994955706e-05
Position 921: 7.019680830050611e-05
Position 1218: 6.774329360192916e-05
Position 1800: 6.526749266422135e-05
Position 1363: 6.478269344778246e-05
Position 2071: 6.222523933154698e-05
Position 1658: 5.202236782012583e-05
Position 867: 5.0359311443607425e-05
Position 1199: 4.4566078526785064e-05
Position 1366: 4.443272867985155e-05
Position 694: 4.247406555597699e-05
Position 1570: 4.0744683283970726e-05
Position 568: 4.002005334574801e-05
Position 1453: 3.720272511134515e-05
Position 1811: 3.092252410956878e-05
Position 1110: 2.9520936958534984e-05
Position 1286: 2.6800138819487803e-05
Position 105: 2.596772220275008e-05
Position 1003: 2.5701907354536266e-05
Position 2089: 2.4136691396740072e-05
Position 983: 2.1626353990726068e-05
Position 2011: 1.6655938812436176e-05
Position 1713: 1.6513839834410497e-05
Position 1955: 1.6332181736078608e-05
Position 1316: 1.5227001772974559e-05
Position 44: 1.4590216180886671e-05
Position 1007: 1.2658637991344158e-05
Position 830: 1.0991005368783377e-05
Position 823: 1.036350824311993e-05
Position 1603: 8.847876579270205e-06
Position 900: 8.228454925629002e-06
Position 999: 7.911480229151847e-06
Position 764: 7.357798500783869e-06
Position 743: 7.088067946138552e-06
Position 2322: 6.240275461439613e-06
Position 783: 6.0478034274073676e-06
Position 884: 5.768536476374693e-06
Position 1871: 4.9976544649770004e-06
Position 828: 4.8064093312898796e-06
Position 1835: 4.670237447072874e-06
Position 2046: 4.629389944487797e-06
Position 1431: 4.537888950240227e-06
Position 934: 4.306320715934533e-06
Position 350: 3.419256136870451e-06
Position 2197: 2.82031340028716e-06
Position 1787: 2.5481858321601336e-06
Position 2136: 2.093985299219124e-06
Position 804: 1.9807449807099153e-06
Position 1108: 1.9799527995423523e-06
Position 504: 1.7202724314091613e-06
Position 1415: 1.5450664491216758e-06
Position 1478: 1.331650422095557e-06
Position 806: 7.154261432773584e-07
