Gene = Gemin7
index = 431
Annotated 5SS: [ 56 515]
Annotated 3SS: [ 278 8146]
SMsplice 5SS: [ 515 4086 4560]
SMsplice 3SS: [3940 4472 8146]
top_k =  1000
Partition function (log Z): -10.594340053393035

Sorted 5' Splice Sites (High to Low Probability):
Position 4086: 0.6296448225174844
Position 4560: 0.5830452468479697
Position 515: 0.5129230182316513
Position 56: 0.29155261288776085
Position 2395: 0.2051126868285656
Position 917: 0.16823162605380196
Position 907: 0.1645060878431327
Position 2351: 0.10775278610938745
Position 1541: 0.07209330341197749
Position 1910: 0.05065869709226792
Position 785: 0.05021474328179235
Position 4473: 0.04068263715763108
Position 6069: 0.039742983235577886
Position 8380: 0.03364407373793594
Position 6824: 0.02674390496356415
Position 4651: 0.026564167801301962
Position 4556: 0.023470227615157515
Position 1169: 0.019299097506968406
Position 3982: 0.016332365548749526
Position 58: 0.016314909742498263
Position 128: 0.013598823740040593
Position 5420: 0.011808527002239467
Position 4892: 0.010795993810736641
Position 6988: 0.009173342840812306
Position 2368: 0.00894604737583088
Position 3969: 0.008277130888958557
Position 249: 0.00715767343472466
Position 5363: 0.00511215731792457
Position 7802: 0.004689573213439316
Position 3753: 0.0045355129443773136
Position 3169: 0.0043369098318607685
Position 3749: 0.0036869181427355716
Position 5344: 0.0024008888211509154
Position 817: 0.0022917580211761048
Position 7907: 0.0013285646654830495
Position 4032: 0.0010834872177891003
Position 894: 0.0008669357095854349
Position 406: 0.000818495780534933
Position 1142: 0.0007985705340096324
Position 1870: 0.0007021669982743532
Position 1108: 0.0006477547803776369
Position 232: 0.0005761095355759958
Position 548: 0.0005358754440341601
Position 605: 0.0005184047240190343
Position 329: 0.0005030026644402318
Position 4283: 0.00039258042034261603
Position 562: 0.00027226060103538555
Position 299: 0.0002649670372253916
Position 739: 0.00024336001333406424
Position 641: 0.00024069292511377005
Position 1546: 0.0002372517681557259
Position 5732: 0.00021924506328313095
Position 1437: 0.00021763038957961064
Position 1980: 0.00017950191340515646
Position 338: 0.00014063944641680017
Position 929: 0.00010963745896652233
Position 1920: 8.964823941463488e-05
Position 634: 7.972309027770114e-05
Position 1959: 6.388268823382174e-05
Position 467: 4.980636162406152e-05
Position 484: 3.7855501115518916e-05
Position 482: 3.451542949096214e-05
Position 304: 3.108963138231306e-05
Position 1654: 1.4875180401635117e-05
Position 237: 1.3370132254332781e-05
Position 526: 1.1370894435526439e-05
Position 3639: 9.932093074164043e-06
Position 3112: 9.2348655300284e-06
Position 529: 8.86978326376151e-06
Position 164: 7.633245087023157e-06
Position 264: 4.874616551980712e-06
Position 519: 4.686085909953329e-06
Position 2845: 3.785019177998517e-06
Position 2307: 1.7052287885455075e-06
Position 131: 1.1477849081791559e-06
Position 382: 3.304196503510658e-07
Position 532: 5.775198346584799e-08
Position 429: 2.452851282513189e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4472: 0.5971390416476492
Position 8146: 0.43652080192951703
Position 3940: 0.37506804220394735
Position 2241: 0.2928811227166465
Position 3907: 0.22856067106571776
Position 5962: 0.11701195097591868
Position 4330: 0.08858125788863308
Position 6726: 0.07895895010196251
Position 784: 0.0723569429149402
Position 278: 0.06930577029400668
Position 4397: 0.06469871340405889
Position 5237: 0.033727371484535355
Position 8191: 0.03327743379747345
Position 3382: 0.03155561236760039
Position 8472: 0.031026068739503698
Position 5325: 0.03045322521652041
Position 1720: 0.025447280822098888
Position 8252: 0.025063089100724058
Position 6905: 0.024264762840924832
Position 672: 0.022455320551127148
Position 3874: 0.0217603340536356
Position 1089: 0.019559295164207548
Position 5777: 0.019178901765888545
Position 2269: 0.018999184158864278
Position 800: 0.018832069885784758
Position 7388: 0.018667633761287748
Position 8110: 0.01766640272134118
Position 1273: 0.017524353373729908
Position 7759: 0.015057809671311507
Position 4003: 0.013475457368585068
Position 813: 0.013146130546504603
Position 1770: 0.012323295482786248
Position 3775: 0.011395416176636999
Position 1312: 0.011372718293240625
Position 3981: 0.01114420932292406
Position 3752: 0.010790707725324885
Position 2245: 0.010736269963286416
Position 1244: 0.009967890707378262
Position 618: 0.009782607979251689
Position 127: 0.00818402777489574
Position 686: 0.007672668763395289
Position 4782: 0.007652644522398389
Position 8579: 0.007602756547524404
Position 694: 0.007230102634766584
Position 8538: 0.007208932647840245
Position 249: 0.006966459784357786
Position 6450: 0.0065345241783849005
Position 1805: 0.00605820702110963
Position 8150: 0.005957404528498281
Position 7515: 0.005739240353304722
Position 7734: 0.0052084099961976875
Position 7962: 0.004959732461832518
Position 5175: 0.004618744543606948
Position 4402: 0.004358297186169001
Position 8642: 0.0039588977452315235
Position 7312: 0.0038619489530227853
Position 1434: 0.0035595134743395995
Position 5020: 0.0034582138353451016
Position 3003: 0.0033918703015335477
Position 1278: 0.003335447318212834
Position 6006: 0.003297598742898599
Position 3536: 0.003185785944519369
Position 4200: 0.003016816817249024
Position 6360: 0.0029437030945757845
Position 1353: 0.0028687104511121797
Position 4753: 0.002838282906052217
Position 1003: 0.0027966518428404466
Position 2307: 0.0027331849178790202
Position 7992: 0.002631878942564187
Position 877: 0.0026270511107352335
Position 6767: 0.0025684127888940637
Position 4794: 0.002554537055622096
Position 5179: 0.002540902496903183
Position 2161: 0.002502134958671259
Position 1350: 0.0024549081627292515
Position 5722: 0.0023731845112308827
Position 816: 0.0023619226554067287
Position 5028: 0.0023604488751536286
Position 6682: 0.0023337184068472185
Position 1011: 0.0023325872279760275
Position 4054: 0.002289036135800158
Position 4521: 0.0020358592362167203
Position 3968: 0.0020240425559106844
Position 4215: 0.0019244887398133105
Position 4492: 0.0018337143060102108
Position 756: 0.0017831356006859048
Position 3789: 0.0017231319525381256
Position 1431: 0.0016992317931734382
Position 1641: 0.001660197405198808
Position 6269: 0.0016308943122954856
Position 823: 0.0015991447766284424
Position 1249: 0.001526183525418393
Position 1793: 0.0013951519617527088
Position 2062: 0.0013831621988070622
Position 1437: 0.0013750256920972196
Position 8612: 0.0013485036848942837
Position 4837: 0.0012037730445757008
Position 8674: 0.0011954520792467251
Position 1842: 0.001182306015388351
Position 4973: 0.001151398204019725
