Gene = Gckr
index = 427
Annotated 5SS: [   99   740  1202  2046  2492  3065  3285  4671  7494  9026  9584  9838
 10251 10701 11353 11524 27033 28911]
Annotated 3SS: [  583  1132  1976  2417  2997  3230  4575  7387  8906  9484  9739 10173
 10603 11254 11439 26990 28775 29345]
SMsplice 5SS: [   99  2492  3697  4671  7494  9026  9584  9838 10701 11353 11524 27141
 28911]
SMsplice 3SS: [ 2352  3611  4575  7387  8906  9484  9739 10603 11254 11439 26990 28775
 29345]
top_k =  1000
Partition function (log Z): 8.821420108053694

Sorted 5' Splice Sites (High to Low Probability):
Position 11524: 0.9963573310547519
Position 99: 0.9921553475773484
Position 10701: 0.9814626185916209
Position 9584: 0.9116386480528795
Position 7494: 0.8834766855431383
Position 9026: 0.8387130080155468
Position 2492: 0.8332349446503983
Position 4671: 0.7370264005117209
Position 11353: 0.6941014586283726
Position 3697: 0.6533520475649841
Position 9838: 0.6094580193335323
Position 1202: 0.40888754816376655
Position 10251: 0.39341969557995293
Position 7211: 0.3812632401147121
Position 3065: 0.32578602506064946
Position 4657: 0.24897967294814577
Position 10306: 0.24691954057611457
Position 740: 0.19875251393252644
Position 2046: 0.17175306604683566
Position 10005: 0.12543518097105685
Position 3285: 0.11218837909947492
Position 3691: 0.08830461792734075
Position 13123: 0.06016171856758493
Position 16732: 0.04674184556874168
Position 3334: 0.045507088484473525
Position 9528: 0.04310189317293173
Position 6985: 0.042984621907349196
Position 7686: 0.04169112022878713
Position 9069: 0.04038760830804474
Position 3121: 0.029046549985637826
Position 6060: 0.028057750085245428
Position 7120: 0.024839893086069154
Position 478: 0.02476140076738644
Position 1143: 0.02380812570993282
Position 11290: 0.023158583443781338
Position 3836: 0.021721899191499645
Position 11860: 0.02091749048834619
Position 1933: 0.02007965341352167
Position 10327: 0.018895143615545385
Position 15989: 0.01613610481270129
Position 3376: 0.014483050844143893
Position 17461: 0.014174867978008763
Position 11014: 0.012671157726461381
Position 10399: 0.012174634973201785
Position 467: 0.012162237547819074
Position 9637: 0.012055660438657786
Position 5386: 0.011087932460377157
Position 9817: 0.010742314938290476
Position 3296: 0.010725426051326589
Position 430: 0.010185001309588054
Position 7580: 0.009743648838845903
Position 9160: 0.009126200624751502
Position 8136: 0.008933069753393376
Position 3947: 0.008704907583572546
Position 6259: 0.008501928327381095
Position 451: 0.007348310271778389
Position 6428: 0.007270417138438826
Position 10415: 0.006874651484368242
Position 3701: 0.006257562302735475
Position 3306: 0.006005206341872196
Position 15287: 0.006000943326469228
Position 13271: 0.005966663032383597
Position 9787: 0.005429856039031887
Position 10276: 0.005411822427953405
Position 996: 0.005391910172205784
Position 104: 0.005347404486084321
Position 16572: 0.005264349410374299
Position 4686: 0.005130188177154594
Position 6755: 0.004644386386072688
Position 11082: 0.004305947387730924
Position 1942: 0.003975787327778932
Position 1459: 0.003837918429341676
Position 1995: 0.003739203741534392
Position 10727: 0.0035935080578715106
Position 13176: 0.0034428894886111517
Position 2124: 0.0034385898454137673
Position 5877: 0.0032010765143355656
Position 1184: 0.0031732195282427266
Position 2443: 0.003083803045749334
Position 12727: 0.003039659133591596
Position 3454: 0.0029254691204002115
Position 10871: 0.002866910358854594
Position 9810: 0.002777091113836346
Position 419: 0.0027622828943061747
Position 17597: 0.002630861917668513
Position 1998: 0.0025792175681549445
Position 1523: 0.0022958233647102015
Position 592: 0.0022098136410918915
Position 4256: 0.0018831103496777086
Position 9873: 0.00183374650759652
Position 13557: 0.0016374647388359433
Position 463: 0.0015768958758414053
Position 7191: 0.0013724851027029819
Position 56: 0.001336079425422922
Position 6893: 0.001299629625110955
Position 10705: 0.0012310998343237297
Position 3874: 0.0012261351298867124
Position 10294: 0.0011778421863518076
Position 8849: 0.001173986566871423
Position 690: 0.0011528176821598583
Position 2942: 0.001148364158070342
Position 3368: 0.0011340739219232658
Position 10009: 0.0011308587142599023
Position 11114: 0.0010224453518602285
Position 11323: 0.000992995073707007
Position 5252: 0.0009696110306661942
Position 3670: 0.0009692729131940036
Position 1270: 0.0009621032294929897
Position 3912: 0.0008598902281396185
Position 4338: 0.0007907681781386816
Position 6071: 0.0007397117742513876
Position 3291: 0.0006707882225228178
Position 10530: 0.0006670066102661825
Position 3071: 0.0006152622838536608
Position 7063: 0.0005845432527078424
Position 2485: 0.0005716111370544493
Position 2877: 0.0005404394989931968
Position 2301: 0.0005029465545911421
Position 9618: 0.0004950904102855902
Position 1635: 0.0004942602745266442
Position 12713: 0.0004417220203544044
Position 671: 0.00040746727353312915
Position 4429: 0.0004054003774511565
Position 6459: 0.000380070780341786
Position 12121: 0.000373457129636573
Position 12465: 0.0003472850958729376
Position 10368: 0.00032081652018529694
Position 11031: 0.0002998502614649027
Position 11335: 0.00029399053145917067
Position 10204: 0.0002910197236335562
Position 5775: 0.00024867847445784574
Position 784: 0.00020906139943990652
Position 423: 0.00019941245294432554
Position 9652: 0.00016484435791882737
Position 1639: 0.0001586781487105437
Position 3231: 0.00015600660500369022
Position 10048: 0.00015350217247577563
Position 13069: 0.00014444029753887068
Position 688: 0.0001344214800092767
Position 482: 0.00013391040010734162
Position 9832: 0.0001334728176503807
Position 6389: 0.00012438832642905443
Position 4053: 0.00012387588532182498
Position 9662: 0.00011756662230668075
Position 1476: 0.00011713771109483666
Position 13977: 0.00010990976973633719
Position 1630: 9.539051409801066e-05
Position 10036: 8.928866872367536e-05
Position 66: 8.831534545062088e-05
Position 11383: 7.404160130590052e-05
Position 5019: 6.105480035973854e-05
Position 11835: 6.0215324282427495e-05
Position 469: 5.21068090227699e-05
Position 2673: 5.107969619271995e-05
Position 1000: 4.5774181070608654e-05
Position 2917: 4.2175567375616516e-05
Position 1193: 3.651274363968572e-05
Position 572: 3.088539080794236e-05
Position 1774: 3.0349684407294554e-05
Position 5594: 2.8849559027277548e-05
Position 1147: 2.7636474242070203e-05
Position 443: 2.4645012904608235e-05
Position 473: 2.2682655894302816e-05
Position 527: 2.2295332372096838e-05
Position 979: 1.844095005325794e-05
Position 9842: 1.8101330799910774e-05
Position 5930: 1.7955283860930668e-05
Position 148: 1.7814119296108662e-05
Position 1172: 1.65780671526554e-05
Position 954: 1.6525426310321634e-05
Position 1558: 1.5322643177258916e-05
Position 11660: 1.4643908550041675e-05
Position 445: 1.1858044751038083e-05
Position 2946: 1.1501444896458673e-05
Position 14: 1.0377560007969668e-05
Position 432: 8.803107011528577e-06
Position 946: 8.788692363749743e-06
Position 750: 8.712079280307715e-06
Position 9768: 8.613369713504346e-06
Position 983: 8.238285807841144e-06
Position 412: 6.061206907502098e-06
Position 455: 5.149130439159485e-06
Position 11547: 4.873718290155353e-06
Position 223: 4.321489012676299e-06
Position 622: 3.7189525512585994e-06
Position 471: 3.5636383059807947e-06
Position 13083: 3.550178048291298e-06
Position 560: 3.269364848921794e-06
Position 779: 3.046178799165488e-06
Position 914: 3.0178465180395176e-06
Position 13105: 2.829712969760295e-06
Position 434: 2.523024954586374e-06
Position 254: 2.446159403037765e-06
Position 576: 2.103952468471876e-06
Position 9602: 1.808378092094106e-06
Position 583: 1.5055085892171851e-06
Position 4642: 1.463965784938871e-06
Position 13162: 1.0856996583743418e-06
Position 919: 1.0254160864303362e-06
Position 909: 9.858937941443396e-07
Position 153: 5.767858653239943e-07
Position 5589: 5.656182112817886e-07
Position 5571: 5.33457854177416e-07
Position 1244: 4.469495623075823e-07
Position 22: 1.7367658652209338e-07
Position 31: 1.6256110309516103e-07
Position 289: 1.4382192785657816e-07
Position 12196: 1.334463232838734e-07
Position 10794: 1.0257638999003868e-07
Position 574: 6.061387177048004e-08
Position 29: 4.470232851517336e-08
Position 12245: 3.283436444067184e-08
Position 9573: 5.262651339601227e-10
Position 3677: 2.1311121563869137e-10
Position 605: 7.35125951618868e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10603: 0.9677283461459456
Position 11439: 0.9670294356818825
Position 4575: 0.9507179095484751
Position 9484: 0.8858612248562864
Position 7387: 0.8265118185490289
Position 3611: 0.733336183231226
Position 11254: 0.6914429032055446
Position 29345: 0.6753494497048019
Position 9739: 0.623239349750715
Position 10173: 0.5534122239701293
Position 8906: 0.5385714853249559
Position 2352: 0.49847961723689765
Position 1132: 0.4275283736961856
Position 2417: 0.31924406401140704
Position 2997: 0.2757718176660914
Position 7057: 0.21764575337407585
Position 8889: 0.20324412606212444
Position 583: 0.1813721120071818
Position 1863: 0.15564948195848755
Position 9915: 0.1553418629390485
Position 3230: 0.13114621509003488
Position 8940: 0.11775238444391051
Position 7013: 0.0910074747694897
Position 3008: 0.07454943086999238
Position 17315: 0.07441265713413284
Position 7105: 0.06884056276773169
Position 7345: 0.06874541002537793
Position 16525: 0.06256091577299015
Position 6892: 0.052857328167181174
Position 12976: 0.049404372945037536
Position 10136: 0.04911653219173779
Position 21723: 0.045784511473819144
Position 1976: 0.041897162090895244
Position 9451: 0.041121647488464204
Position 386: 0.040652483054955224
Position 18744: 0.03999630332221832
Position 4591: 0.03859038864325472
Position 13024: 0.03528662102900999
Position 15116: 0.03029603424167994
Position 9409: 0.02828774737980251
Position 6006: 0.025635959169301288
Position 3188: 0.023503849967749357
Position 10036: 0.023400122833217456
Position 295: 0.022814343285446115
Position 21400: 0.022020390479963976
Position 8665: 0.02157498278324383
Position 3645: 0.019906148218931635
Position 15939: 0.019718073740270844
Position 16552: 0.01888500786290426
Position 11769: 0.01864977707161317
Position 3791: 0.01763941180171166
Position 10102: 0.01676379352134836
Position 7557: 0.016148135943412547
Position 10867: 0.01598675395249966
Position 16502: 0.015809471018788306
Position 10627: 0.013415627585954437
Position 11474: 0.012996033473508594
Position 2834: 0.011646067489793174
Position 11191: 0.011359082435045255
Position 11183: 0.010702857974134205
Position 7062: 0.010490299231365558
Position 5118: 0.009897133639333738
Position 10982: 0.008920703590800374
Position 2207: 0.008368146844398301
Position 3399: 0.007447582695372437
Position 17224: 0.00742994052402949
Position 16144: 0.007356833907301074
Position 6185: 0.007356005350708251
Position 617: 0.006737143533004664
Position 8014: 0.006685452545837637
Position 13232: 0.006679023691250669
Position 3026: 0.006124450652202708
Position 7645: 0.0060895201658353396
Position 2432: 0.005576789611542664
Position 11134: 0.005543259271057253
Position 9355: 0.005506177157748703
Position 10229: 0.00550552681606001
Position 3119: 0.00529353736636765
Position 10612: 0.005209462940359574
Position 7404: 0.005092826715376841
Position 14747: 0.005035062451019707
Position 1346: 0.005006356454150215
Position 13068: 0.004925082742065948
