Gene = Eepd1
index = 363
Annotated 5SS: [   350   1773  66057 100456 105250 108027 113209]
Annotated 3SS: [   733  66004 100344 105114 107887 113013 121861]
SMsplice 5SS: [   350  11661  18937  24812  26121  33372  39241  87180 100456 105250
 108027 109383 113209]
SMsplice 3SS: [ 11552  18807  24653  26063  33291  39151  87053 100344 105114 107887
 109220 113013 121861]
top_k =  1000
Partition function (log Z): -75.53707347881694

Sorted 5' Splice Sites (High to Low Probability):
Position 350: 0.5826862158901885
Position 1773: 0.5709486066773556
Position 11661: 0.5213763961742452
Position 6412: 0.38458768897260637
Position 1426: 0.36361979997170746
Position 600: 0.33681870241440737
Position 997: 0.33021422813355655
Position 749: 0.30397144684840044
Position 7286: 0.2183098895771918
Position 1123: 0.19427957111285724
Position 378: 0.186976566010421
Position 9422: 0.08116066226571225
Position 7223: 0.07471549836251684
Position 9170: 0.05707518462538075
Position 818: 0.04193666998023313
Position 6139: 0.04077628322064568
Position 1652: 0.03961469379816281
Position 1060: 0.030091749855407406
Position 1174: 0.026793482848098765
Position 1205: 0.02589611772386992
Position 6194: 0.019652249372155754
Position 1141: 0.018173622109843798
Position 6015: 0.01009384470625843
Position 7183: 0.009439635462440862
Position 6129: 0.006222032307224539
Position 4578: 0.004898195029378484
Position 303: 0.00489380989846415
Position 189: 0.004838201929485999
Position 271: 0.004379368337696068
Position 225: 0.003924821424671696
Position 1477: 0.0035714774655470636
Position 102: 0.0026129116021486347
Position 1192: 0.002545247680702405
Position 856: 0.0024420800131429504
Position 136: 0.0024131102925879565
Position 813: 0.002259416205686736
Position 1150: 0.0019046720273580868
Position 658: 0.0018908349718321595
Position 382: 0.001880100108396421
Position 183: 0.0009800689847074971
Position 1145: 0.0008772353954478309
Position 525: 0.0008407895268833052
Position 734: 0.0007207639138771052
Position 692: 0.0006567712843601164
Position 5059: 0.0006435074406290296
Position 4290: 0.0005725544425640105
Position 1067: 0.0005406923132589086
Position 963: 0.000516263435298846
Position 1179: 0.0003132308974836614
Position 455: 0.00027706610696995906
Position 435: 0.00022667218732650866
Position 403: 0.000226326296153019
Position 490: 0.00022492055389845004
Position 836: 0.00020095284018973553
Position 509: 0.00020094314441452114
Position 828: 0.0001907119040543496
Position 630: 0.00017978618392372212
Position 4256: 0.00016738133838473934
Position 401: 0.0001608547362208541
Position 620: 0.00012667272807666196
Position 782: 0.00012484449729706931
Position 569: 0.00011994183137862306
Position 5023: 9.717697331796494e-05
Position 16: 7.906054760799974e-05
Position 614: 5.9235490071390795e-05
Position 85: 5.808257543993527e-05
Position 2519: 5.153431151540756e-05
Position 82: 4.975640136935621e-05
Position 567: 4.683898797059792e-05
Position 466: 3.544712389482203e-05
Position 427: 3.4762314967858154e-05
Position 500: 2.8108508384021396e-05
Position 441: 2.2782012142376507e-05
Position 683: 2.0929369802171157e-05
Position 502: 1.876203565892175e-05
Position 888: 1.656673535197511e-05
Position 471: 1.4301334149572074e-05
Position 475: 1.2166608286834631e-05
Position 535: 7.299429638842818e-06
Position 612: 6.50918637131651e-06
Position 882: 6.289476109244704e-06
Position 10: 5.924104207206929e-06
Position 493: 5.397193956405246e-06
Position 4734: 5.0218941779223745e-06
Position 722: 4.969428823476338e-06
Position 874: 3.009712305267908e-06
Position 549: 3.0015522748351652e-06
Position 60: 2.2676777095428823e-06
Position 786: 2.218094487336839e-06
Position 3782: 1.0733168132906867e-06
Position 4204: 1.0298367359824498e-06
Position 3337: 6.737959667250994e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11552: 0.6320112833626929
Position 932: 0.5171788965858706
Position 7108: 0.3032642386521217
Position 6274: 0.284286826507498
Position 1679: 0.27699484615001363
Position 482: 0.25136504697800544
Position 17665: 0.24988957142336155
Position 1332: 0.22277116253032156
Position 9081: 0.21294704134803427
Position 733: 0.18850429724212425
Position 1701: 0.13334635905496767
Position 8963: 0.11606852550137477
Position 8696: 0.0771447387564312
Position 13449: 0.07704781640968615
Position 872: 0.07130204665018017
Position 6045: 0.07088766569332182
Position 12766: 0.06349067544663908
Position 561: 0.05970411813603899
Position 6320: 0.05728593385936659
Position 14832: 0.05690977226580937
Position 1614: 0.04689001553847502
Position 6323: 0.046271096924020816
Position 1575: 0.043964491647284214
Position 1355: 0.03550863604821718
Position 1391: 0.0345467362177289
Position 13922: 0.033553140314886674
Position 1600: 0.030510071214833543
Position 1318: 0.030241655827239484
Position 1303: 0.02889585146097705
Position 627: 0.02272268367634946
Position 11824: 0.020545246717960375
Position 12416: 0.019940173595901993
Position 1553: 0.018946171230634242
Position 1463: 0.01605989994645222
Position 1542: 0.015086528019529253
Position 7284: 0.014486584025295762
Position 4394: 0.012211732760130191
Position 963: 0.010936679311406667
Position 5328: 0.008891849065471318
Position 3052: 0.007104283013329102
Position 793: 0.0066535113422860285
Position 9618: 0.006517491171603654
Position 1412: 0.006027143702784392
Position 1263: 0.00583670802574699
Position 1260: 0.005693928771692144
Position 847: 0.005604544316212727
Position 1229: 0.005150322583116755
Position 5945: 0.004936841760176026
Position 3562: 0.004778140281014302
Position 5836: 0.004177401060745847
Position 5554: 0.003914036755354317
Position 4936: 0.003655788775822831
Position 1072: 0.0035946745176690022
Position 658: 0.003367900270486446
Position 7537: 0.0032417703393939354
Position 5662: 0.0031889046108788503
Position 4065: 0.0029187112085158396
Position 7834: 0.002831971093516444
Position 599: 0.0024828957981610986
Position 3252: 0.002392058473927714
Position 2445: 0.00220158880154696
Position 485: 0.002036003148874783
Position 4189: 0.0018681392323587878
Position 986: 0.0013396824995011239
Position 934: 0.0012881672520104418
Position 4438: 0.0011704287512737715
Position 1005: 0.001033846944696446
Position 2421: 0.0009545432209833225
Position 1218: 0.000872391734253423
Position 4259: 0.0008171016594680942
Position 1082: 0.0007807431958241871
Position 8854: 0.0006297388689289984
Position 458: 0.0005946820356641277
Position 1373: 0.0005663043914731258
Position 2556: 0.0005325256671639077
Position 630: 0.0005291130208502392
Position 422: 0.0005118423404195642
Position 5078: 0.00037147783840038194
Position 1772: 0.00036167205262598067
Position 1238: 0.0003196394415502816
Position 1450: 0.0002694502945018209
Position 5390: 0.0002523887926283505
Position 3349: 0.00022986525345677545
Position 1199: 0.00022585261750048376
Position 765: 0.00022456907270337027
Position 4788: 0.00020280217814636948
Position 3527: 0.0002015993392111689
Position 4979: 0.00020117780249496265
Position 441: 0.00017071087711734989
Position 509: 0.00016451999390423074
Position 1419: 0.00015691700432927323
Position 1362: 0.00013078277242230385
Position 2571: 0.00011875759541484433
Position 2360: 0.00011780203809246802
Position 813: 0.00011513194754713538
Position 3102: 0.00011308226127346505
Position 874: 0.00010824770805199985
Position 4551: 0.00010507503868326864
Position 968: 9.861018508012505e-05
Position 2766: 9.446834768509942e-05
Position 567: 8.989564556140299e-05
Position 1035: 7.471010525688201e-05
Position 3781: 7.295252432848599e-05
Position 3327: 6.683729131165642e-05
Position 1988: 6.632498240800673e-05
Position 523: 5.1831510438559346e-05
Position 2696: 4.8518088676761747e-05
Position 2146: 3.8615763214505025e-05
Position 2176: 3.8322710855769725e-05
Position 401: 3.7556334282547055e-05
Position 2110: 3.570494469766803e-05
Position 233: 3.2596266581113525e-05
Position 604: 2.73061642683463e-05
Position 1038: 2.7233117752882394e-05
Position 2125: 2.5659769158512204e-05
Position 1973: 2.4345138158756487e-05
Position 3024: 2.050678921302228e-05
Position 742: 1.9524449439954076e-05
Position 2635: 1.7151645960362547e-05
Position 514: 1.2637738874954716e-05
Position 1870: 1.1062028823555501e-05
Position 259: 1.081328219506451e-05
Position 690: 1.0154432747310838e-05
Position 530: 7.326440500633126e-06
Position 748: 7.257413112194923e-06
Position 585: 6.856614029588277e-06
Position 1122: 5.638361340227898e-06
Position 306: 5.5354026936491405e-06
Position 287: 4.37364955889931e-06
Position 683: 4.218607154594177e-06
Position 427: 1.931178496628137e-06
Position 314: 1.923582463460289e-06
Position 283: 1.1681831160392204e-06
Position 194: 1.0780249741475663e-06
Position 1486: 9.803142147082085e-07
Position 535: 8.971596317703783e-07
Position 450: 8.748807020687489e-07
Position 774: 6.716449431335076e-07
Position 168: 3.8058589204500966e-07
Position 183: 3.256593952329448e-07
Position 902: 3.1158294559979835e-07
Position 349: 2.201233490331484e-07
Position 435: 1.9509629896020733e-07
Position 236: 1.9364073645751447e-07
Position 308: 9.43372322967804e-08
Position 339: 8.546547627599926e-08
Position 544: 5.7097660032089946e-08
Position 165: 5.234534040791544e-08
Position 140: 4.576812863993308e-08
Position 269: 9.156898063289506e-09
Position 136: 6.634365471038262e-09
Position 107: 5.183863173921875e-09
Position 271: 4.450068691779373e-09
Position 369: 4.190967514167599e-09
Position 540: 2.9595335763420918e-09
Position 101: 1.46015340669302e-09
Position 347: 1.2446912185879308e-09
Position 76: 1.097249145372262e-11
