Gene = Bdh2
index = 178
Annotated 5SS: [  148  4447  7119  8431  9882 14068 15713 19512 20434]
Annotated 3SS: [ 4293  7039  8333  9772 14006 15598 19452 20340 22946]
SMsplice 5SS: [  148  2554  4193  4447  7119  8131  8431  9882 14100 15713 20434]
SMsplice 3SS: [ 2444  4086  4293  7039  7994  8333  9772 14006 15598 20363 22946]
top_k =  1000
Partition function (log Z): 5.156939487685589

Sorted 5' Splice Sites (High to Low Probability):
Position 15713: 0.9907486582114161
Position 148: 0.9604597773354847
Position 7119: 0.950530807777124
Position 9882: 0.94841761202112
Position 4447: 0.8661909928580123
Position 20434: 0.7210637099178406
Position 4193: 0.6721733144104065
Position 2554: 0.6624347513891574
Position 8431: 0.6552669718877067
Position 8131: 0.5669897753652544
Position 14100: 0.5072964480105145
Position 19512: 0.4092015351969109
Position 1873: 0.3473942783322348
Position 12734: 0.3429420590623993
Position 14068: 0.29151360916774766
Position 1526: 0.22342145541299643
Position 14988: 0.21148349997713733
Position 9331: 0.19476269261677243
Position 11185: 0.19459178735151583
Position 3626: 0.17224221837526607
Position 11639: 0.15362228655085272
Position 10148: 0.11619089804953957
Position 13540: 0.11422827281342918
Position 3764: 0.1122759368734004
Position 8939: 0.10834941027364423
Position 21681: 0.10629374214537393
Position 2753: 0.10244248787636145
Position 20452: 0.09719895060756825
Position 7467: 0.09522801759082487
Position 12650: 0.09219998752702002
Position 3824: 0.09138928140709875
Position 2665: 0.08759081403337873
Position 8984: 0.08748334435208241
Position 1847: 0.07219725293124059
Position 938: 0.06758640289444089
Position 13800: 0.06679179279889859
Position 8077: 0.06409522129957083
Position 8935: 0.0593634882490191
Position 10816: 0.058316696439148004
Position 18100: 0.05317374986742941
Position 5139: 0.04391924856265201
Position 14783: 0.032264839265932925
Position 3818: 0.031651651236476785
Position 8642: 0.030057740294755782
Position 20195: 0.02999746542906148
Position 22355: 0.028154564604355344
Position 20248: 0.02723621591618286
Position 17805: 0.02686061685254637
Position 12767: 0.02662139965351747
Position 19795: 0.025964142932987242
Position 2373: 0.02591399681965089
Position 4919: 0.02518336505291509
Position 12732: 0.024918498686204424
Position 5114: 0.02373148475215994
Position 14790: 0.023719264664109677
Position 7528: 0.022753045003183984
Position 3935: 0.022712933923904385
Position 3269: 0.019968738225220474
Position 8997: 0.01944312994046178
Position 17556: 0.018128298069058142
Position 5788: 0.017583925934738193
Position 17491: 0.017015263757493997
Position 21614: 0.017005356612794356
Position 6249: 0.016892566689194897
Position 2574: 0.014152780004643073
Position 2625: 0.012490442469531576
Position 3867: 0.012473196721457979
Position 4044: 0.011774036972838544
Position 4891: 0.011118918112165463
Position 3966: 0.011058633104435256
Position 20509: 0.010723089472310363
Position 16720: 0.010582271133864535
Position 5906: 0.010579728253367048
Position 21840: 0.010391659910179658
Position 13941: 0.010215760679560416
Position 13779: 0.009831076231776049
Position 3989: 0.009153331457244365
Position 13836: 0.00914856440277846
Position 253: 0.008627215145322742
Position 5723: 0.00848406895846289
Position 15724: 0.008319423334449164
Position 1305: 0.007047576234012792
Position 7748: 0.007020642489926126
Position 2997: 0.007002950480144439
Position 4861: 0.006865321593654745
Position 5174: 0.006567813358607903
Position 17540: 0.006504865203294625
Position 2970: 0.006275886294579837
Position 897: 0.006275530234815935
Position 10492: 0.0062610908417962225
Position 16197: 0.006260566185055832
Position 5135: 0.005996120263382541
Position 3952: 0.005471166132075915
Position 5124: 0.005433587228128505
Position 5679: 0.005337457714945655
Position 1555: 0.005235187205349511
Position 9341: 0.005132685548074202
Position 21967: 0.004894006023614205
Position 8944: 0.004497420566906303
Position 1955: 0.004458524007631375
Position 9355: 0.004225911762480267
Position 7138: 0.004054400747703962
Position 21244: 0.004027415058524073
Position 5090: 0.0038281264529254136
Position 4951: 0.003690785478336253
Position 11596: 0.003651944172445212
Position 1366: 0.003535684431253102
Position 5206: 0.0034898029159196086
Position 18493: 0.003335789666332516
