Gene = Tmie
index = 1126
Annotated 5SS: [  844  4486  6318  9483 12666]
Annotated 3SS: [ 4273  6086  9364 12515 13155]
SMsplice 5SS: [   77  9483 12666 12895]
SMsplice 3SS: [ 9364 12515 12769 13155]
top_k =  1000
Partition function (log Z): -8.620793690013336

Sorted 5' Splice Sites (High to Low Probability):
Position 9483: 0.9832990747892624
Position 12666: 0.7449060148482146
Position 77: 0.5084175124781977
Position 12895: 0.4837618289276478
Position 11004: 0.3234690428522634
Position 6822: 0.22756213297583494
Position 81: 0.2131304565513016
Position 4486: 0.1527173206241452
Position 844: 0.15177277947464077
Position 2502: 0.15097568477355194
Position 12151: 0.14141075701193662
Position 7043: 0.12123681029735124
Position 6852: 0.11672807213130551
Position 11332: 0.11041062258733768
Position 3275: 0.09261582717507656
Position 418: 0.08977172274912258
Position 3270: 0.08072440871061741
Position 10093: 0.07780428710537922
Position 3230: 0.07663327559478486
Position 6378: 0.06853414114340214
Position 3767: 0.06845414123411941
Position 10860: 0.0663503706553098
Position 11239: 0.0646214096114918
Position 13206: 0.06453315455879509
Position 8705: 0.061331857316394664
Position 6318: 0.05838565322863397
Position 3479: 0.04720301583637129
Position 5844: 0.02977091644919559
Position 7575: 0.027458931368737366
Position 6835: 0.02567538499026573
Position 12917: 0.02246693121589651
Position 7561: 0.019774717518439542
Position 5855: 0.017071339999908983
Position 9449: 0.01241611239917959
Position 13386: 0.012175420255249664
Position 364: 0.01132549287897293
Position 6896: 0.011170160429380821
Position 5869: 0.01073885296380774
Position 7583: 0.010441875249517785
Position 12670: 0.009315294963339084
Position 3603: 0.009286823354962196
Position 291: 0.009028141298828637
Position 10805: 0.007453784113946656
Position 7587: 0.007333924383033087
Position 11130: 0.006917575809820331
Position 10022: 0.006832144654627977
Position 7591: 0.006733019880079662
Position 7617: 0.006493484921173129
Position 1266: 0.006359959983106426
Position 6782: 0.006310752258721069
Position 6848: 0.005084984234123054
Position 4686: 0.005072491015805736
Position 207: 0.004950697350983031
Position 1045: 0.004610656118405779
Position 10058: 0.004445048960351124
Position 8004: 0.004291284353278802
Position 493: 0.0035464938531562427
Position 12900: 0.003197856830032734
Position 379: 0.002881833365376415
Position 14243: 0.0028765747414237364
Position 5206: 0.0026040620101284665
Position 383: 0.0025520633484244293
Position 159: 0.002287520029051386
Position 238: 0.0022686038061950193
Position 5470: 0.0019847950821963245
Position 7579: 0.001919697824303403
Position 1381: 0.0018492254238421269
Position 12580: 0.0016840064637915618
Position 12122: 0.0015874992981643628
Position 13269: 0.0015557651766690472
Position 5253: 0.0013552541325284383
Position 2470: 0.001295645910381018
Position 9558: 0.0012634906575027605
Position 1079: 0.0012551958670567933
Position 11113: 0.001246112317981801
Position 517: 0.0011890361384208007
Position 2791: 0.001161112788183726
Position 1686: 0.00114666485668387
Position 12326: 0.0010561560475817208
Position 7438: 0.0009705501079099632
Position 3305: 0.0009475203776841286
Position 3225: 0.0009395349471081428
Position 2758: 0.0009344360435308996
Position 9686: 0.0008732363444607491
Position 12343: 0.0008268835239082014
Position 4244: 0.0008264055204405498
Position 1141: 0.0005842994025050562
Position 12607: 0.0005757456553737391
Position 1133: 0.00048043930750563325
