Gene = Sprr2h
index = 1021
Annotated 5SS: [40]
Annotated 3SS: [927]
SMsplice 5SS: [40]
SMsplice 3SS: [927]
top_k =  1000
Partition function (log Z): -8.115694715378448

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.9786029790641013
Position 640: 0.03622155144335768
Position 723: 0.016662565872739912
Position 142: 0.01083537202783974
Position 224: 0.0036443198835721838
Position 1039: 0.003111757945938267
Position 1275: 0.002012700259299573
Position 1311: 0.0019354859679444416
Position 808: 0.0011188447352383265
Position 1093: 0.0009224547076035265
Position 494: 0.0008436190873286612
Position 10: 0.0007418658658317774
Position 194: 0.0006911861083833236
Position 460: 0.0005957172702991767
Position 1120: 0.0005876661807448987
Position 1012: 0.0005555231194587102
Position 1066: 0.0005479812862357186
Position 644: 0.0005124388063889905
Position 599: 0.0004967216680255282
Position 323: 0.0003972233150889071
Position 995: 0.00032694150214114103
Position 1324: 0.00031436194434170616
Position 819: 0.00028280887025035063
Position 1147: 0.0002438015937110399
Position 443: 0.00020891081989700067
Position 562: 0.00019975615188605467
Position 1252: 0.00019639986785739596
Position 166: 0.00014154167196780013
Position 231: 0.00013783540996316866
Position 630: 0.00012124969640118745
Position 107: 0.00010767660691834478
Position 399: 8.929255587947075e-05
Position 727: 8.407823185722578e-05
Position 137: 8.116701667762851e-05
Position 718: 7.947713367901188e-05
Position 130: 7.401578178756867e-05
Position 1387: 6.960310064236843e-05
Position 589: 6.799279470854155e-05
Position 793: 6.79458309507116e-05
Position 755: 4.8966294613619774e-05
Position 516: 4.582670815846967e-05
Position 380: 4.537019731626543e-05
Position 1174: 3.870197668919086e-05
Position 1437: 3.684225113615919e-05
Position 997: 3.545807939820854e-05
Position 44: 3.492731665845737e-05
Position 403: 3.073544544042262e-05
Position 1416: 2.6792578225320506e-05
Position 358: 2.4383428417848943e-05
Position 1026: 2.3565573515678303e-05
Position 827: 2.262985866107578e-05
Position 671: 2.135884178171771e-05
Position 825: 1.8203795731284777e-05
Position 612: 1.783175092458516e-05
Position 1254: 1.577271345067082e-05
Position 66: 1.38267817040486e-05
Position 363: 1.3115643503102764e-05
Position 128: 1.3110079883137966e-05
Position 1410: 1.1881598209643297e-05
Position 1053: 8.978095403885847e-06
Position 1080: 7.171320024811213e-06
Position 110: 7.696524031699036e-07
Position 406: 6.352346276820062e-07
Position 200: 6.268949749368852e-07
Position 206: 4.90300489107373e-07
Position 355: 3.537982894267618e-07
Position 1107: 1.0638712249453429e-07
Position 705: 6.016854986453853e-08
Position 397: 3.784560537767684e-08
Position 682: 2.8339145843903e-08
Position 690: 1.5234781502830783e-08
Position 353: 1.2976959956157806e-08
Position 914: 6.471528082155523e-09
Position 383: 4.2102088535239165e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 927: 0.46332611863072237
Position 402: 0.24634500050709215
Position 1249: 0.03615791346962114
Position 1174: 0.031187053315717885
Position 1210: 0.03050488307407509
Position 961: 0.02286205485003707
Position 1207: 0.02243275177617306
Position 1335: 0.02149303325837015
Position 549: 0.01853977918673974
Position 1360: 0.01478603897484568
Position 1465: 0.013523882632802355
Position 589: 0.013432991141711759
Position 1093: 0.012780425944598757
Position 1505: 0.012545247835034886
Position 1147: 0.012211570822987367
Position 1012: 0.00944783270543606
Position 636: 0.007524292895637748
Position 1120: 0.007460145603811822
Position 1066: 0.007393521382107476
Position 191: 0.007113378339876144
Position 1039: 0.006982807723440162
Position 703: 0.005754892256887844
Position 1551: 0.005619447204398284
Position 264: 0.005601283990805363
Position 509: 0.005102168429113462
Position 964: 0.005053545841816492
Position 1462: 0.004232702599478029
Position 206: 0.0019936706688648974
Position 141: 0.0014221981757154944
Position 1395: 0.0008781667094742059
Position 1586: 0.0008323252817060097
Position 1252: 0.0007927549048800971
Position 935: 0.0007002185223441473
Position 967: 0.0006784376762698052
Position 379: 0.0006655135271082035
Position 522: 0.000645797844254263
Position 350: 0.0005016659594679469
Position 1432: 0.0004609324262620878
Position 677: 0.0004500464919113308
Position 1154: 0.00040699114399841307
Position 1489: 0.0003532364113871008
Position 1100: 0.0003501040336604112
Position 705: 0.0002898024622205214
Position 1127: 0.000260808690822624
Position 837: 0.00023350978116176677
Position 128: 0.00022525470155300038
Position 1621: 0.00020448439153926008
Position 1046: 0.00019836867553487758
Position 1019: 0.0001919419149262595
Position 193: 0.00018710629382199238
Position 1589: 0.0001745324977907019
Position 438: 0.00016164412102018195
Position 755: 0.0001459437742379422
Position 276: 0.00013489631788158772
Position 640: 0.0001285617407341227
Position 1264: 0.00011364025635549452
Position 739: 0.00010867966652196052
