Gene = 4930579G24Rik
index = 60
Annotated 5SS: [278]
Annotated 3SS: [2049]
SMsplice 5SS: [278]
SMsplice 3SS: [2049]
top_k =  1000
Partition function (log Z): -6.843198068752612

Sorted 5' Splice Sites (High to Low Probability):
Position 278: 0.9239452664969063
Position 50: 0.1261536474076682
Position 1696: 0.12065164342566087
Position 1715: 0.08264234102843859
Position 2454: 0.08188256574060537
Position 1415: 0.07748779300163952
Position 194: 0.06981859660679024
Position 2581: 0.04438879360149469
Position 2906: 0.036945348018619324
Position 1002: 0.021988726053307168
Position 2665: 0.008140642794206706
Position 1179: 0.007224155509883378
Position 2223: 0.005798380015402614
Position 2315: 0.00509635869741077
Position 2547: 0.004658947117298792
Position 1629: 0.004406625659578743
Position 556: 0.0034902117233809806
Position 3048: 0.0032885215292098717
Position 996: 0.003112879327526868
Position 1621: 0.002905945043250082
Position 2764: 0.0025454786039074526
Position 56: 0.002441574919654713
Position 788: 0.0015453253321144936
Position 1302: 0.0015145951362444893
Position 1257: 0.0014146167503927205
Position 2126: 0.00130839453925995
Position 46: 0.0012853551182155358
Position 1111: 0.0011297960803724253
Position 319: 0.001007908569337061
Position 2252: 0.000986307035755629
Position 2329: 0.0007690296064654211
Position 1578: 0.00076017792915584
Position 2490: 0.0006562215488263864
Position 2277: 0.0006253904937135598
Position 74: 0.0006048497985716053
Position 2092: 0.000597310374106835
Position 79: 0.0005463461193898332
Position 497: 0.00039648777633779814
Position 471: 0.00038298545480811854
Position 2215: 0.00029517189172100823
Position 2154: 0.0002924798419537706
Position 2218: 0.00028788481615463435
Position 284: 0.0002264042585830482
Position 1325: 0.00022278443651825794
Position 646: 0.00021664168447667155
Position 679: 0.0001794100356195527
Position 115: 0.00014962172384289224
Position 61: 0.00010873064310964807
Position 1772: 0.00010824024051458749
Position 2505: 7.643791583887631e-05
Position 35: 5.669913604458378e-05
Position 1290: 5.634418136470689e-05
Position 567: 4.7575124565195084e-05
Position 257: 3.976219057139949e-05
Position 571: 3.342784358354382e-05
Position 748: 2.6475763904432904e-05
Position 1391: 2.2972958787727092e-05
Position 334: 2.264194904435687e-05
Position 231: 2.224369060464702e-05
Position 282: 2.1957403295855858e-05
Position 1432: 2.1220436126485342e-05
Position 733: 2.104793604302721e-05
Position 290: 1.631209020113141e-05
Position 343: 1.1105671955187057e-05
Position 1057: 1.0920582004744846e-05
Position 564: 1.0274978427486164e-05
Position 1469: 9.32435519978777e-06
Position 1296: 8.06915329512007e-06
Position 1660: 7.292985583492251e-06
Position 891: 7.011338757476964e-06
Position 1669: 6.541013786117941e-06
Position 1700: 6.480107949079758e-06
Position 1613: 6.059761156414393e-06
Position 1338: 5.978700904523621e-06
Position 1897: 5.746480460960264e-06
Position 1879: 3.957062954956136e-06
Position 1662: 3.3212599956581163e-06
Position 1730: 3.1074495037148875e-06
Position 684: 1.2325825016908875e-06
Position 569: 9.187956973577704e-07
Position 175: 8.053325264622851e-07
Position 160: 6.830671949376847e-07
Position 690: 6.430240338275559e-07
Position 1653: 4.252765902916357e-07
Position 225: 4.222499871941924e-07
Position 521: 3.955753074588417e-07
Position 239: 3.4352426930763344e-07
Position 157: 3.109182740615128e-07
Position 404: 2.1451268109075504e-07
Position 530: 2.0136912529017621e-07
Position 601: 1.5271770302327193e-07
Position 178: 1.3600489238085707e-07
Position 588: 1.1699497163381437e-07
Position 198: 1.1053022249510779e-07
Position 590: 1.0070180920740541e-07
Position 756: 1.1295561752314113e-08
Position 1208: 2.2226339773666984e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2736: 0.31647746348188477
Position 2049: 0.26273414787302496
Position 1572: 0.20363591866639832
Position 2856: 0.09278751748399283
Position 164: 0.08777544550751172
Position 1324: 0.06095495368341952
Position 1510: 0.057434684566956454
Position 2859: 0.05651125859221719
Position 401: 0.05403639034466947
Position 2417: 0.04744497425348494
Position 186: 0.03830792957571757
Position 3370: 0.02943097442846524
Position 2560: 0.029250884298526004
Position 2489: 0.02752632582061201
Position 787: 0.027199025243284162
Position 3439: 0.026640491759154783
Position 2284: 0.021169741286064563
Position 2385: 0.019094146931597816
Position 1136: 0.017640676339442118
Position 3494: 0.017631500972776378
Position 2151: 0.016278896525861137
Position 2398: 0.013172727984321496
Position 1030: 0.012411182686915278
Position 530: 0.009887973944933088
Position 3209: 0.009537873704024936
Position 2890: 0.00909838585942344
Position 2098: 0.008873940729776101
Position 2131: 0.008688798538775586
Position 1613: 0.007494530795891604
Position 1278: 0.006611097770379037
Position 2218: 0.004371668558769578
Position 3620: 0.004023502048518759
Position 826: 0.003522357755139794
Position 1714: 0.003289948299943868
Position 2651: 0.0028439605486006167
Position 1104: 0.0026845191960911475
Position 943: 0.002670475504455514
Position 2990: 0.0024685860576137376
Position 3345: 0.0020907240708872665
Position 1751: 0.002036643127273284
