Gene = Ecrg4
index = 356
Annotated 5SS: [ 362 6646 8116]
Annotated 3SS: [ 6597  7957 11642]
SMsplice 5SS: [ 362 6665 8116]
SMsplice 3SS: [ 6597  7957 11642]
top_k =  1000
Partition function (log Z): -4.923774215254692

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9542431173679959
Position 6665: 0.6906737227230761
Position 8116: 0.45777559788573924
Position 1062: 0.35853229200786235
Position 8981: 0.31406480229619194
Position 8068: 0.2713593429183512
Position 6646: 0.14263223332460087
Position 10426: 0.12965449502722215
Position 8631: 0.10442122475405206
Position 2950: 0.07565133354310952
Position 4342: 0.0725759441790884
Position 6683: 0.05949193751846379
Position 2004: 0.05132869249412181
Position 11411: 0.047601667233683954
Position 508: 0.043547278724024224
Position 10304: 0.040448426986254234
Position 2784: 0.036728237327236235
Position 11257: 0.0355953593367056
Position 8627: 0.034268639456930136
Position 9644: 0.0318866603518556
Position 6807: 0.03157074132672124
Position 5585: 0.028266189013881317
Position 6783: 0.025562759069310843
Position 4428: 0.025343120168564437
Position 3650: 0.023421671477316202
Position 1935: 0.019093868389747033
Position 7391: 0.01747654703454992
Position 10282: 0.010848908604983835
Position 2074: 0.008903784027627697
Position 5459: 0.008820550075318123
Position 5016: 0.007332722706855254
Position 2830: 0.0067090906429891715
Position 11008: 0.006260713783296621
Position 8054: 0.006149232143608107
Position 10343: 0.005611268732643461
Position 11390: 0.0052975488619261485
Position 179: 0.004835125807921664
Position 4248: 0.004146652752203347
Position 11482: 0.0034766348605096424
Position 9017: 0.0034145541261491013
Position 6534: 0.0029905643496331734
Position 5861: 0.002687548708685122
Position 9104: 0.0025476979877884494
Position 5388: 0.0023279380891987633
Position 11226: 0.0022869139552365806
Position 1705: 0.0017954105661291205
Position 8985: 0.0017535343745111649
Position 1406: 0.0014856890048286747
Position 8079: 0.0014234289389697557
Position 5639: 0.0012600196278296984
Position 9855: 0.0012582752700475
Position 10311: 0.0012538160662981506
Position 9771: 0.00117449930527366
Position 3170: 0.001113726323018014
Position 1055: 0.0010985907817527459
Position 1289: 0.000935800927889808
Position 4837: 0.0007964838931214808
Position 9253: 0.0007842002279200673
Position 1880: 0.0006384814392871841
Position 11704: 0.0005706413172257177
Position 599: 0.0005699491302234586
Position 1480: 0.000525078154504179
Position 2352: 0.0004997780117741836
Position 3549: 0.0003339577649009297
Position 7401: 0.0003081628730321782
Position 167: 0.00026322453562737633
Position 8120: 0.0002449659134829902
Position 846: 0.00022556899575931693
Position 11815: 0.00022119167276203017
Position 112: 0.000213576898040142
Position 122: 0.00019561826791799033
Position 9367: 0.0001938089984495126
Position 183: 0.00015300375918157874
Position 27: 0.00013631052171448777
Position 2770: 0.0001028494662153638
Position 1687: 9.664260796762016e-05
Position 2494: 8.859678317167466e-05
Position 1228: 6.982625849567504e-05
Position 423: 6.196989816892167e-05
Position 396: 5.439194732755344e-05
Position 659: 5.120371897903668e-05
Position 780: 4.777936915046855e-05
Position 539: 4.53801453002075e-05
Position 2302: 4.3396205883413775e-05
Position 978: 4.148747986654726e-05
