Gene = Gm38119
index = 486
Annotated 5SS: [54]
Annotated 3SS: [744]
SMsplice 5SS: [67]
SMsplice 3SS: [443]
top_k =  1000
Partition function (log Z): -9.015071810053707

Sorted 5' Splice Sites (High to Low Probability):
Position 67: 0.5388827172999293
Position 308: 0.21516682176970287
Position 263: 0.14205165941453773
Position 340: 0.10844414924143596
Position 598: 0.02070858548133798
Position 166: 0.011182555396412172
Position 400: 0.0031546014576916887
Position 621: 0.0028411529553819207
Position 699: 0.0027534605156388854
Position 694: 0.0017967362729108774
Position 499: 0.0015758765558494454
Position 823: 0.0014651222482508592
Position 568: 0.0013170031434577294
Position 650: 0.0009071756007979939
Position 873: 0.0007937022176068898
Position 838: 0.0006866689265617829
Position 135: 0.00045194389835912776
Position 191: 0.0004341661820512204
Position 351: 0.0003611405998603037
Position 576: 0.00028526538898761213
Position 321: 0.00024051534271444272
Position 863: 0.00023494404895770964
Position 652: 0.00022251248272007408
Position 609: 0.00018407919991593333
Position 171: 0.00014531998285912274
Position 896: 0.00012520706119981866
Position 578: 0.00012015644741792571
Position 506: 0.0001173270244310156
Position 88: 0.00011631749751371221
Position 444: 0.00010106144644721409
Position 540: 6.70223881276149e-05
Position 404: 4.3515834248670354e-05
Position 679: 4.167516485867137e-05
Position 774: 3.5821173345065544e-05
Position 249: 2.5474426311497707e-05
Position 769: 2.2851682469494876e-05
Position 997: 2.1905145265669452e-05
Position 138: 2.0530277125543154e-05
Position 875: 1.876946884552696e-05
Position 394: 1.3164183243706631e-05
Position 367: 1.239876652569022e-05
Position 708: 1.0417539698515015e-05
Position 793: 1.0142491970210673e-05
Position 905: 8.9167879003234e-06
Position 329: 7.265406731768088e-06
Position 885: 7.089001175507207e-06
Position 54: 5.832318780152155e-06
Position 56: 5.333928807102359e-07
Position 327: 3.2569774704996954e-07
Position 36: 2.7410710555586187e-07
Position 251: 2.2884741854369834e-07
Position 472: 1.995632984921853e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 443: 0.40229266241596817
Position 744: 0.27938173654394544
Position 899: 0.12142211005597014
Position 554: 0.05275611171984557
Position 472: 0.02718368101099962
Position 203: 0.02414445264806676
Position 688: 0.023449777267606154
Position 781: 0.02144209057510417
Position 989: 0.016584777458126525
Position 596: 0.013902089850639471
Position 761: 0.013650675194552526
Position 971: 0.009730342893871131
Position 1058: 0.009632591072455792
Position 592: 0.008086343802486132
Position 953: 0.005685820340023599
Position 929: 0.005084480068996332
Position 1106: 0.002638422493215063
Position 452: 0.0023855673550825934
Position 526: 0.0017736213454319623
Position 487: 0.0017589744550130285
Position 1103: 0.0015653738396057676
Position 1034: 0.0011362485948266522
Position 1166: 0.001033779120759094
Position 823: 0.0008216876689841118
Position 339: 0.0007741823835929648
Position 708: 0.000764760575838337
Position 873: 0.0007318497343407321
Position 1163: 0.0007294775374819572
Position 403: 0.0006865692758112644
Position 171: 0.0005225955217719882
Position 1133: 0.0005087148526331385
Position 1196: 0.0005043394936620611
Position 1025: 0.0004580042471709618
Position 1193: 0.0003906086514574181
Position 1136: 0.00034923518455718034
Position 1073: 0.00034197290230860594
Position 210: 0.00025346785929185615
Position 276: 0.00018730093832411524
Position 1223: 0.00018402814998078027
Position 1265: 0.00017521844293726785
Position 787: 0.0001738735081939168
Position 829: 0.00017251006678950875
Position 1115: 0.00015912298102202163
Position 400: 0.00015289738019777762
Position 229: 0.00015101731639416096
Position 242: 0.00011774810133739332
Position 216: 0.00011157832214393018
Position 1175: 0.00010580373803684312
Position 1226: 9.96555128663294e-05
Position 1145: 9.847953425487384e-05
Position 1205: 8.948758445535223e-05
Position 698: 7.452920859529374e-05
Position 576: 7.367574559150289e-05
Position 1076: 7.230338907016746e-05
Position 790: 6.79101781649871e-05
Position 231: 6.542529395383857e-05
Position 1291: 4.265352308350774e-05
Position 177: 4.124322376200243e-05
Position 349: 4.08570306173584e-05
Position 1261: 3.452958239618261e-05
Position 1285: 3.434000871852547e-05
Position 379: 2.6854618710774682e-05
Position 267: 1.617907828735893e-05
Position 1003: 1.5780915394199082e-05
Position 1118: 1.5420241289691926e-05
Position 305: 1.3366928485437447e-05
Position 327: 1.3225559580765349e-05
Position 184: 1.1988060957634966e-05
Position 793: 1.1340601613369294e-05
Position 300: 9.740876049023288e-06
Position 766: 7.872261102489649e-06
Position 799: 7.1356109796429785e-06
Position 1178: 7.029055914128943e-06
Position 278: 5.303548136561841e-07
Position 506: 1.3164585543080383e-07
Position 499: 1.0912162188576085e-07
Position 621: 2.3768989933814714e-08
Position 286: 5.243563296825347e-09
Position 123: 3.9642007919163796e-10
Position 102: 2.0381499029810918e-11
Position 112: 1.6431963902869837e-11
Position 104: 1.022028437187339e-11
