Gene = Lair1
index = 617
Annotated 5SS: [  106  7257 34468 52445 52585 52709 52924]
Annotated 3SS: [ 7220 34137 52327 52541 52670 52873 53339]
SMsplice 5SS: [  106  2265 18416 34468 35103 42328 52445 52709]
SMsplice 3SS: [ 2147 18324 34137 34992 42210 52327 52541 53339]
top_k =  1000
Partition function (log Z): -34.29765523850099

Sorted 5' Splice Sites (High to Low Probability):
Position 2265: 0.8594384259758012
Position 106: 0.7234393600203148
Position 10359: 0.3805672672052282
Position 49: 0.25476882016491925
Position 1770: 0.2113127342214814
Position 2611: 0.18876202714347537
Position 1586: 0.17385921289011538
Position 5163: 0.13634021871454832
Position 7821: 0.13368418398769769
Position 1978: 0.11337561373727253
Position 7378: 0.0690608639997844
Position 7127: 0.062349866077858765
Position 6990: 0.048354944491510135
Position 8453: 0.030361963577615465
Position 6878: 0.02574810079646203
Position 1754: 0.024884830066996176
Position 7257: 0.018647116623723994
Position 5988: 0.015517739124811386
Position 2230: 0.014595135042607926
Position 281: 0.01014595297466805
Position 1786: 0.009752213820316569
Position 4026: 0.007838903768464873
Position 5908: 0.007772704457176351
Position 10962: 0.006114618288679126
Position 4121: 0.005649353133260464
Position 6742: 0.005459191378300348
Position 54: 0.004641873643467792
Position 1964: 0.004535820451310875
Position 2404: 0.004304621375444263
Position 913: 0.004299521541993713
Position 2222: 0.003066789935440587
Position 1473: 0.002901078382792451
Position 2062: 0.0028819443399673776
Position 1199: 0.002824073391429742
Position 1779: 0.0027543733258897367
Position 700: 0.002377954485114015
Position 1092: 0.0019771467128491924
Position 531: 0.0019667871547677535
Position 1411: 0.0018440433145882592
Position 1952: 0.0013285281832321292
Position 832: 0.0013056644128859542
Position 497: 0.001280583100186989
Position 3345: 0.0012112833852071622
Position 99: 0.0011616699443307665
Position 130: 0.0009635395318832094
Position 2503: 0.0008685401338475461
Position 3962: 0.0008607055570560686
Position 854: 0.0007717851555529505
Position 718: 0.0006635196677950604
Position 1560: 0.0006221031846465112
Position 1791: 0.0005879234115416367
Position 218: 0.0004632776498025724
Position 1695: 0.00042632074430022383
Position 1858: 0.00041385777695916053
Position 261: 0.000398707231200037
Position 276: 0.0003707601364228832
Position 110: 0.00036465625568016583
Position 1195: 0.0003369367672013498
Position 838: 0.00033140791010922977
Position 1895: 0.0002905433300061868
Position 251: 0.00026838550390846373
Position 1668: 0.00022023857149393794
Position 1416: 0.0001762723293494166
Position 1551: 0.00017627219243726311
Position 1324: 0.00017604296132499867
Position 1576: 9.959341199043563e-05
Position 759: 8.605993149726587e-05
Position 387: 7.313266976730193e-05
Position 1851: 7.106020234814768e-05
Position 1392: 5.4419935690350534e-05
Position 337: 5.323195629134627e-05
Position 1527: 5.026153496212547e-05
Position 1099: 4.8997745335870203e-05
Position 87: 1.8698335302773993e-05
Position 69: 1.4493924131227248e-05
Position 730: 1.0813623561605621e-05
Position 340: 1.0360384573804263e-05
Position 1222: 9.117903701284096e-06
Position 3699: 7.541387753671309e-06
Position 819: 7.079048400151084e-06
Position 1504: 5.532296566049608e-06
Position 1447: 5.166218752850986e-06
Position 400: 5.018446799023337e-06
Position 1188: 3.5453332463346444e-06
Position 1131: 2.712148362179918e-06
Position 556: 2.332146468450947e-06
Position 332: 2.0518259548129076e-06
Position 74: 1.7802735586472176e-06
Position 142: 1.4816470446333023e-06
Position 1344: 1.2453723880918427e-06
Position 2998: 1.1138071890660459e-06
Position 863: 1.061032585864489e-06
Position 1402: 1.0021140341272754e-06
Position 771: 6.550735661302958e-07
Position 538: 6.43788500209427e-07
Position 1496: 5.896602431850754e-07
Position 535: 4.16656177840602e-07
Position 1358: 3.828283380731713e-07
Position 435: 3.3632328294432853e-07
Position 650: 2.8147564034893905e-07
Position 625: 2.654796084229362e-07
Position 623: 1.5854100124368274e-07
Position 608: 1.4035378238860788e-07
Position 1361: 1.3850167384696567e-07
Position 840: 1.253716992500258e-07
Position 1262: 1.1366059199831021e-07
