Gene = Sycn
index = 1050
Annotated 5SS: [420]
Annotated 3SS: [1188]
SMsplice 5SS: [212 420]
SMsplice 3SS: [ 312 1188]
top_k =  1000
Partition function (log Z): -7.188857086460624

Sorted 5' Splice Sites (High to Low Probability):
Position 420: 0.6453838644979593
Position 212: 0.6442164857251751
Position 131: 0.2791863044408602
Position 308: 0.03494500194817248
Position 723: 0.003712500681404561
Position 135: 0.0032625343098693907
Position 1014: 0.002667717707673127
Position 877: 0.0024511711977929927
Position 158: 0.0009143405959678738
Position 12: 0.0006810355348565251
Position 1046: 0.000652042319549789
Position 390: 0.000622915642203148
Position 503: 0.0004511835473841027
Position 424: 0.00036802667765260913
Position 117: 0.00024061293465718581
Position 265: 0.00020835036166668477
Position 195: 0.00016949269462145547
Position 747: 0.00015991918245627932
Position 97: 0.00013780706795155776
Position 534: 0.00012460354007791757
Position 281: 8.773831289874903e-05
Position 765: 6.247847824722658e-05
Position 1189: 5.769169539815842e-05
Position 363: 4.7837778792403386e-05
Position 202: 4.7114491942481146e-05
Position 1031: 4.570454396084221e-05
Position 36: 3.70937937661065e-05
Position 980: 3.391100036641911e-05
Position 341: 2.2483705654201163e-05
Position 27: 2.1673393443582107e-05
Position 886: 1.6794217662448692e-05
Position 1148: 1.6209220742515372e-05
Position 19: 1.5789693303927632e-05
Position 198: 1.1491063677684137e-05
Position 243: 1.0683579789059649e-05
Position 77: 1.0606304537901886e-05
Position 64: 8.22048595862732e-06
Position 330: 6.054232918310993e-06
Position 881: 5.177372850439525e-06
Position 193: 4.390492648009187e-06
Position 547: 2.0496830007292126e-06
Position 1023: 1.77015593098968e-06
Position 70: 3.877879649686062e-07
Position 258: 6.513019262959703e-08
Position 297: 4.985777453186691e-08
Position 268: 4.8586037358834e-08
Position 292: 1.561420127431161e-08
Position 524: 4.865014530099443e-09
Position 294: 2.9327977964891603e-09
Position 569: 6.620871169231213e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 312: 0.5692331332793952
Position 1188: 0.538305988425904
Position 606: 0.14222480477791
Position 268: 0.07149426298083847
Position 678: 0.04809501790572757
Position 918: 0.04108378080509661
Position 979: 0.03751296349476024
Position 948: 0.036476618892735235
Position 211: 0.019491471976072688
Position 969: 0.015864365554725857
Position 772: 0.014798064118505422
Position 639: 0.012560058570219027
Position 1123: 0.010970871868604749
Position 1222: 0.007530746175274834
Position 1046: 0.005428040184562927
Position 559: 0.003814156424234665
Position 361: 0.0037221584310400285
Position 1090: 0.00370673040953202
Position 1245: 0.0035592180416034354
Position 518: 0.0034896521512012835
Position 815: 0.0031265703671181197
Position 1291: 0.00309648870185452
Position 276: 0.002882857462590885
Position 321: 0.002116555700648633
Position 1006: 0.0019449562875376984
Position 614: 0.0019024079607366303
Position 808: 0.0018048858984508543
Position 625: 0.0014727507661667595
Position 1307: 0.0014384605818358379
Position 420: 0.0013985589447779794
Position 845: 0.0011652824899819403
Position 923: 0.0011391844610930298
Position 469: 0.0011050911052612185
Position 1207: 0.0007951054301758475
Position 106: 0.0007473545698311626
Position 330: 0.0006853942219006765
Position 207: 0.0006826766053267666
Position 957: 0.0006487742625338686
Position 455: 0.0006080492623215805
Position 985: 0.0005805873534020333
Position 694: 0.0004304793667618852
Position 1105: 0.00021336373700342988
Position 285: 0.00017284884411913705
Position 860: 0.0001526024859870291
Position 533: 0.00014933885818909701
Position 722: 0.00014800883146529083
Position 1050: 0.0001464647927766953
Position 363: 0.0001439015851529556
Position 737: 0.00014188398904131628
Position 643: 0.00011297622462882477
Position 385: 9.949571876180249e-05
Position 785: 8.112690718343903e-05
Position 998: 7.975936442014832e-05
Position 875: 5.938259701611435e-05
Position 476: 3.389289206914876e-05
Position 506: 3.04999233394979e-05
Position 828: 3.0492830988314803e-05
Position 486: 2.6700179707708636e-05
Position 373: 2.6030209750237425e-05
Position 781: 2.2964513266279158e-05
Position 498: 2.1933701417371066e-05
Position 743: 1.4918229571122041e-05
Position 1055: 1.3693165229604264e-05
Position 424: 1.2425590727759588e-05
Position 853: 1.2274630884413385e-05
Position 1318: 1.2100614846561652e-05
Position 1258: 1.0091246013342861e-05
Position 1252: 9.616902303205191e-06
Position 186: 5.88074458990291e-06
Position 547: 3.756880242957832e-06
Position 1254: 3.0594543205744255e-06
Position 1261: 1.8376015220801054e-06
Position 1266: 1.0642750751139145e-06
Position 143: 2.945900871103235e-07
Position 114: 1.1184432498600361e-07
Position 156: 4.1099904264438835e-08
Position 117: 2.25182290474149e-08
Position 121: 6.813226637669341e-09
Position 158: 5.9500870941377e-09
Position 153: 1.9151724813059255e-09
Position 478: 6.203800812762848e-10
Position 503: 4.360155040991039e-12
