Gene = Hjurp
index = 541
Annotated 5SS: [ 260  415 2592 4905 7432 8313 9686]
Annotated 3SS: [  347  2535  4867  7333  8219  9606 10974]
SMsplice 5SS: [  260   415   664  7432  8313  9686 11130]
SMsplice 3SS: [  347   500  7333  8219  9606 10974 12155]
top_k =  1000
Partition function (log Z): 7.792251075384449

Sorted 5' Splice Sites (High to Low Probability):
Position 260: 0.9890398336864697
Position 415: 0.9869657673934833
Position 8313: 0.9749249179386058
Position 7432: 0.9584059558932948
Position 9686: 0.9330827650986057
Position 11130: 0.8976073823654362
Position 664: 0.5364249036630218
Position 4905: 0.49069855193845957
Position 11569: 0.38665398334681406
Position 12025: 0.3678959740883033
Position 3566: 0.3638144892139133
Position 8925: 0.32383019462017343
Position 1840: 0.2765080864000746
Position 13765: 0.25698938092104373
Position 8687: 0.2525377496335769
Position 14504: 0.2259487364214001
Position 2592: 0.2013707729889778
Position 11869: 0.19608060255534784
Position 5502: 0.19027000063032296
Position 1030: 0.16499388295393733
Position 8529: 0.1393156543952384
Position 12854: 0.10732619783006189
Position 14465: 0.09658818881273705
Position 2678: 0.0881525905445649
Position 7961: 0.08017167279408775
Position 623: 0.07845066020182384
Position 12165: 0.07690341946716744
Position 2283: 0.0726131080073478
Position 7191: 0.0696339380432024
Position 2606: 0.056654747757064375
Position 5540: 0.05370409873149816
Position 10424: 0.052002392459100044
Position 4972: 0.050587290004178505
Position 7015: 0.04685177431935568
Position 5512: 0.044980454682340146
Position 12278: 0.04026460179379862
Position 13366: 0.03706508487909099
Position 5368: 0.034603828850573656
Position 4664: 0.030522044482270052
Position 6000: 0.027158791165186123
Position 5158: 0.024397118640778585
Position 4655: 0.02194705436887856
Position 8045: 0.021285719738509658
Position 13394: 0.020560136658376194
Position 14031: 0.019035267754840542
Position 6129: 0.018242849635187294
Position 12374: 0.01675462589418616
Position 10883: 0.015270757991774258
Position 10918: 0.015226661155932887
Position 11622: 0.014832241958219344
Position 4751: 0.01437385055245814
Position 8842: 0.013026430798985708
Position 11586: 0.01283735879896268
Position 7704: 0.01247095897231251
Position 2126: 0.012284307663490179
Position 7160: 0.011541554905955482
Position 6478: 0.011020909979768602
Position 10028: 0.009459158565821142
Position 9479: 0.00830267856301443
Position 5569: 0.007903942595698505
Position 629: 0.007675535396250966
Position 12345: 0.007471421943582328
Position 5192: 0.007343603107518935
Position 2319: 0.006946141321506696
Position 10562: 0.006585095307713915
Position 8277: 0.00620206122781093
Position 2640: 0.005718839210089774
Position 14260: 0.005623628632860459
Position 12393: 0.00534553075337956
Position 1910: 0.005200843407529305
Position 7412: 0.0046401914772659794
Position 2246: 0.004577809027877664
Position 8551: 0.004542853315248521
Position 10914: 0.004209853059161663
Position 827: 0.004149038748289848
Position 4902: 0.0041237533599863384
Position 11151: 0.0038204831464977358
Position 157: 0.0034565885036575996
Position 9984: 0.003419415454474202
Position 8611: 0.003413206482040894
Position 14968: 0.003301515864485875
Position 11666: 0.0031934489046968216
Position 1789: 0.0029999783619574
Position 7521: 0.002919118701643844
Position 6948: 0.002855570589063941
Position 5095: 0.0027399341548963235
Position 2198: 0.0026134254213294344
Position 10466: 0.002527673828878618
Position 64: 0.002460663292657343
Position 13035: 0.002339551822882977
Position 11655: 0.0021511673235228555
Position 9690: 0.0021453101501660854
Position 1178: 0.002136584501001585
Position 4868: 0.0020178733815609355
Position 14511: 0.0019954829376007607
Position 8326: 0.0017633608439725902
Position 8123: 0.0017158731696371957
Position 8068: 0.0015108912414468572
Position 14742: 0.0012839690003798338
Position 14893: 0.0012769100486066955
Position 10328: 0.0012044726456348184
Position 3032: 0.0011469968945043009
Position 8823: 0.0011305473840094147
Position 602: 0.0010349860983422873
Position 3131: 0.0010157722869036808
Position 2191: 0.0009637031862059252
Position 455: 0.0009020684206094878
Position 9800: 0.0009009228190368337
Position 7810: 0.0008933847888790571
Position 7571: 0.0008652508232751104
Position 13333: 0.0008327558041941979
Position 3052: 0.0008320620699924028
Position 14842: 0.0007970924969954194
Position 10760: 0.0007567248110654321
Position 10832: 0.0007227372842649139
Position 8846: 0.0007064268100661361
Position 7349: 0.0007005487110461713
Position 14900: 0.0006824041114979559
Position 235: 0.0006268248864404176
Position 1727: 0.0006200742716334423
Position 11092: 0.0005841534602634154
Position 1869: 0.0005676886512676367
Position 219: 0.0005501946947565145
Position 10395: 0.000544777908042383
Position 10855: 0.0005317351592511114
Position 10675: 0.0005118348283342024
Position 9977: 0.0004275747339174856
Position 671: 0.0004161782629201047
Position 9789: 0.00035896093123119775
Position 1327: 0.00035521058383150155
Position 1486: 0.00035451216970012664
Position 8411: 0.0003370307933832296
Position 10479: 0.00032208568727867484
Position 8303: 0.0002901136070438374
Position 59: 0.0002803096553007311
Position 637: 0.00027815181817718407
Position 9767: 0.0002630589065312017
Position 4085: 0.00024584651126639
Position 10635: 0.0002354425179489012
Position 392: 0.0002182791972334625
Position 896: 0.0002020285510267199
Position 177: 0.000198642192917312
Position 8384: 0.00019235598121400828
Position 10438: 0.0001851093522195308
Position 9700: 0.00018322271378281178
Position 435: 0.0001613046325849746
Position 8264: 0.0001510873769047102
Position 763: 0.00014521885754926371
Position 755: 0.00013739399440517092
Position 676: 0.00011940980157759446
Position 133: 0.00011690910773375048
Position 10076: 0.00010609131700522141
Position 10285: 0.00010605184404153373
Position 8322: 9.67014704739249e-05
Position 9966: 9.647287874363516e-05
Position 1711: 8.663922408131871e-05
Position 2300: 7.359985095666811e-05
Position 10332: 4.961159862274237e-05
Position 1303: 4.2799187131815667e-05
Position 374: 4.015348006584375e-05
Position 1307: 3.877477122269621e-05
Position 697: 2.739655521746769e-05
Position 296: 2.437373909035289e-05
Position 681: 1.7576987049661127e-05
Position 703: 1.7464271626892874e-05
Position 106: 1.7095273101359406e-05
Position 577: 1.596265135792476e-05
Position 11903: 1.3936498272529275e-05
Position 1233: 1.2874718746474351e-05
Position 785: 1.085840458116362e-05
Position 378: 9.594561957161404e-06
Position 824: 8.873136238843221e-06
Position 2632: 6.7984437747411095e-06
Position 518: 5.6533191077129465e-06
Position 18: 4.717738058313737e-06
Position 650: 4.525853114309366e-06
Position 775: 3.96520370393743e-06
Position 567: 3.1680340056877776e-06
Position 169: 3.1383422432015406e-06
Position 484: 2.9221010581705443e-06
Position 5: 2.608918907649431e-06
Position 833: 2.224485469462246e-06
Position 2687: 1.6154647926119436e-06
Position 138: 1.040415500083416e-06
Position 2636: 9.857232454400858e-07
Position 115: 8.086478355563891e-07
Position 831: 6.112455400921553e-07
Position 893: 2.741911707720738e-07
Position 858: 1.9870645093665896e-07
Position 984: 8.029404343565137e-08
Position 1075: 7.84455299656048e-08
Position 876: 7.329100308687529e-08
Position 924: 7.318762852399774e-08
Position 347: 6.145373556835578e-08
Position 321: 1.5258641235122998e-08
Position 989: 9.336496082637487e-09
Position 679: 1.2561895548249146e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.9854691276427547
Position 7333: 0.9682634886696805
Position 8219: 0.9580085090065741
Position 9606: 0.9180283058807225
Position 10974: 0.869646851974308
Position 500: 0.5991902998667045
Position 14359: 0.41772041769492946
Position 2535: 0.32811751164293346
Position 11487: 0.32384949238261773
Position 13695: 0.31511253669767497
Position 3456: 0.31487580242812385
Position 5295: 0.31462506312876376
Position 4867: 0.30652287486961644
Position 15064: 0.29030400226437353
Position 12155: 0.2804268205164384
Position 11754: 0.21774125203431702
Position 8467: 0.20947453067608798
Position 8763: 0.20079696518613896
Position 4750: 0.16600590228790793
Position 910: 0.1385031889259007
Position 8398: 0.13274356542640967
Position 12753: 0.1213176594549758
Position 13271: 0.1158979073776843
Position 11949: 0.11116140666811936
Position 14690: 0.11054193359204811
Position 11732: 0.09011606667882265
Position 1631: 0.07746676558451902
Position 2156: 0.06732000001525815
Position 7103: 0.0669196809005293
Position 11848: 0.06427187160671952
Position 14804: 0.0594154643041969
Position 8790: 0.05900422286181476
Position 6887: 0.057980961276358614
Position 1710: 0.055402179569358466
Position 10331: 0.05325155808159699
Position 7823: 0.05292957194413492
Position 11932: 0.04698052293535847
Position 8449: 0.045681610047811114
Position 1685: 0.042906356964828474
Position 11038: 0.040129563467537425
Position 11453: 0.03933148748231345
Position 8742: 0.038157189575621385
Position 1676: 0.03693998612165593
Position 4793: 0.03432557336040225
Position 13937: 0.03281975972443837
Position 4347: 0.03280754826526967
Position 11779: 0.03178066828074784
Position 11457: 0.0315330977248315
Position 5915: 0.03103371829842169
Position 1724: 0.030192318885521405
Position 549: 0.026705426353766687
Position 14632: 0.026006145029264165
Position 7955: 0.023483800185238907
Position 4847: 0.021972737146209207
Position 10738: 0.021889952551303733
Position 5046: 0.01939877520084646
Position 4570: 0.018912722193255703
Position 7888: 0.018502713841600852
Position 14371: 0.01840254799380662
Position 4817: 0.017520564213240726
Position 8226: 0.01743084773083176
Position 5342: 0.016837262361669738
Position 3392: 0.016650500768777457
Position 11255: 0.01520854576504663
Position 12124: 0.015041320874948522
Position 10758: 0.014084094621283308
Position 2077: 0.013628377868622404
Position 5892: 0.013292149645465936
Position 3313: 0.013167734336164388
Position 5006: 0.012834988638571488
Position 8554: 0.012477392550864637
Position 14407: 0.012418662115061724
Position 7608: 0.011819810339989663
Position 2037: 0.011729878226286608
Position 13434: 0.011642001454939752
Position 13628: 0.011633127415028437
Position 4439: 0.01131827318736623
Position 6308: 0.011020909979768598
Position 2501: 0.010883861800667041
Position 13595: 0.010363877202903257
Position 13447: 0.009538744225593422
Position 3414: 0.009401033669567299
Position 892: 0.009046681420176683
Position 13646: 0.00891761461157041
Position 8823: 0.008640976615404906
Position 11215: 0.008461955134332592
Position 1831: 0.008330313863602496
Position 14456: 0.008301346530948968
Position 8846: 0.007451186122317558
Position 8148: 0.007403625832332028
Position 7758: 0.007108771823013213
Position 8795: 0.00699570766044658
Position 14579: 0.006723279871319914
Position 2632: 0.0066672270774487345
Position 785: 0.0065786316697646514
Position 3356: 0.006337519096312648
Position 7122: 0.006302760936064204
Position 11491: 0.0062060102134135955
Position 9563: 0.0056163203399853465
Position 1549: 0.0056102872192391445
Position 10500: 0.00535565846003412
Position 1780: 0.00524881886703557
Position 14130: 0.005214312973819103
Position 8559: 0.005155103966307544
Position 9497: 0.004686210124075895
Position 10228: 0.004668468528964039
Position 1609: 0.004534125323168322
Position 9976: 0.004421373824010767
Position 9453: 0.004187506175144595
Position 1463: 0.003945171528220589
Position 1017: 0.003923654653742104
Position 2472: 0.003896750182749602
Position 2045: 0.0038875876804027776
Position 9537: 0.0038650287467160483
Position 1731: 0.0038374670040878267
Position 4590: 0.0038044057577151557
Position 11956: 0.0035492570348978755
Position 9260: 0.003521142495648246
Position 11067: 0.003415089453767881
Position 12225: 0.003276498633479249
Position 9907: 0.0031108132531251147
Position 1740: 0.002911000564895512
Position 2111: 0.0028143068668739545
Position 8737: 0.0026100356875363743
Position 3452: 0.0026048147603757324
Position 9929: 0.0025720141857292177
Position 7866: 0.0024878896133992915
Position 1696: 0.002468294059262407
Position 8872: 0.0024066199252588175
Position 2950: 0.002379508639161954
Position 965: 0.002299431344421718
Position 11345: 0.002235648692943332
Position 4878: 0.0021082353153054657
Position 1749: 0.0020236224450175346
Position 11388: 0.002017695737962801
Position 876: 0.0019377705859640296
Position 11984: 0.0019303031368412924
Position 9890: 0.0018341656084454845
Position 330: 0.0017775444596187663
Position 356: 0.0015434341745158963
Position 8774: 0.0015137186729464196
Position 2605: 0.0015099226404584273
Position 12610: 0.0014129693232333993
Position 12798: 0.0013405563513755512
Position 9408: 0.0013068208017719125
Position 9837: 0.0012653226628710603
Position 5108: 0.0012184735552794041
Position 12301: 0.0012035678637097413
Position 766: 0.0011586292449753237
Position 5848: 0.0010757728564857803
Position 9521: 0.0010628431922960258
Position 14972: 0.001038154523056715
Position 8479: 0.0010106018466266864
Position 10702: 0.0009636367705043448
Position 10112: 0.0009156742415936415
Position 8686: 0.0009012375415194499
Position 12853: 0.0009008630547104517
Position 9526: 0.0008911974375783578
Position 138: 0.0008911282795153198
