Gene = Rp9
index = 913
Annotated 5SS: [  275  9638 10976 14570 18547]
Annotated 3SS: [ 9606 10845 14477 18484 19493]
SMsplice 5SS: [  275 10976 11168 14570 18547]
SMsplice 3SS: [10845 11071 14477 18484 19063]
top_k =  1000
Partition function (log Z): -0.8897229358187628

Sorted 5' Splice Sites (High to Low Probability):
Position 14570: 0.9969225450187358
Position 10976: 0.9670688707808981
Position 11168: 0.9143735559665611
Position 18547: 0.7067234911603928
Position 275: 0.5728139094712129
Position 4394: 0.41361541884908576
Position 16240: 0.37531058120234545
Position 13513: 0.3521886514772365
Position 6929: 0.34934681691868474
Position 1174: 0.21583252230266206
Position 9451: 0.2153094136699529
Position 629: 0.20292791225752388
Position 11553: 0.19299098388275943
Position 4380: 0.14463433852861093
Position 3163: 0.13007734698164936
Position 18842: 0.0991222293649852
Position 9638: 0.09108390021096852
Position 13508: 0.07904075790622797
Position 7464: 0.06921695866625233
Position 293: 0.06594630319036765
Position 16207: 0.06483329428339864
Position 3290: 0.06423525364117591
Position 5828: 0.05350079820981373
Position 12734: 0.04023024416331112
Position 16862: 0.038234130427516555
Position 3903: 0.03724260507838003
Position 302: 0.03671656755658801
Position 17861: 0.03530007892153821
Position 73: 0.0328686553143874
Position 12312: 0.0292030393002694
Position 672: 0.028134820948789323
Position 10393: 0.02646688171051199
Position 625: 0.026018689603449194
Position 10136: 0.02566953796559307
Position 14318: 0.02490109184835946
Position 19271: 0.023119233178256267
Position 3244: 0.021688462333461264
Position 322: 0.019396972343438797
Position 2856: 0.017981255035014132
Position 10960: 0.017896820597632274
Position 718: 0.016688629925527016
Position 7125: 0.016280465019767335
Position 4049: 0.014840516392314065
Position 12914: 0.014611250713177582
Position 3984: 0.012513918959332909
Position 18853: 0.011874760429563803
Position 13605: 0.010799673746691801
Position 7070: 0.010666420644724455
Position 9515: 0.010299184772462786
Position 639: 0.009760057063741
Position 12816: 0.009472162247447395
Position 16698: 0.008859566680539267
Position 8802: 0.008336384548018888
Position 18542: 0.007649903539221888
Position 2827: 0.007573434014530095
Position 2562: 0.00735557466836817
Position 14833: 0.007294383329329343
Position 6579: 0.0065498585916960025
Position 13680: 0.006136922692650681
Position 13461: 0.005977966350080447
Position 4223: 0.005683246371382278
Position 15193: 0.0055730537152505625
Position 1975: 0.004406874640632433
Position 6453: 0.00418110719925619
Position 2470: 0.003911606615994368
Position 4568: 0.0032676907839137405
Position 4847: 0.0030263439602631805
Position 14750: 0.0029679579604745
Position 10381: 0.002701490217796294
Position 84: 0.0026192345791822653
Position 2515: 0.002522948068621909
Position 11789: 0.002430309982965212
Position 80: 0.002322834023191888
Position 10966: 0.0022235828338163345
Position 11029: 0.0018720746111518234
Position 1168: 0.0018693490219740118
Position 8123: 0.0018662227691611613
Position 11607: 0.001534586439853487
Position 15227: 0.0014478925185416444
Position 14225: 0.0014426273080587093
Position 12606: 0.0014210886450993143
Position 7208: 0.0013953814331338918
Position 12868: 0.0013916308887913917
Position 12360: 0.001347961297322934
Position 9475: 0.0013041009431953585
Position 5072: 0.0012424998178256603
Position 11650: 0.0011387943580773298
Position 13408: 0.0011096246526519453
Position 7157: 0.0010415951951573356
Position 7144: 0.0010322639288489286
Position 6185: 0.0010107397375173
Position 1481: 0.0009288897128963473
Position 14322: 0.0009054812800975065
Position 11040: 0.0007920603361593901
Position 11390: 0.0007802701517259095
Position 11036: 0.0007684042284217599
Position 698: 0.000768280645254557
Position 12948: 0.0007079466343515485
Position 10980: 0.0005302643842779334
Position 12813: 0.0005167594891089283
Position 11314: 0.00046003339431619026
Position 10908: 0.00035873841715028214
Position 16526: 0.000295780371189318
Position 613: 0.0002861941291153413
Position 10996: 0.00027345245273662454
Position 14821: 0.0002672582108820213
Position 608: 0.0001632449722049645
Position 440: 0.00016259418020126933
Position 13459: 0.00015275606873864332
Position 328: 0.00015045155210080007
Position 1875: 0.0001474439249135426
Position 14574: 0.0001405871168087456
Position 15078: 0.0001077982932741969
Position 3: 0.0001025410971734946
Position 734: 9.781786411989584e-05
Position 2952: 9.428576761466928e-05
Position 582: 9.410418253417235e-05
Position 15495: 9.339994369243923e-05
Position 269: 8.223632723905525e-05
Position 14744: 8.016224957865955e-05
Position 10938: 7.293798873948423e-05
Position 775: 7.25055185866784e-05
Position 89: 6.785583901879341e-05
Position 14494: 4.322494479978572e-05
Position 11435: 4.05525400164643e-05
Position 141: 3.432232732549039e-05
Position 793: 3.315729771317506e-05
Position 490: 3.062971619821912e-05
Position 801: 2.887579868295995e-05
Position 678: 2.6448834726901618e-05
Position 55: 2.3354663487590427e-05
Position 470: 1.843030791178732e-05
Position 773: 1.7773171191435286e-05
Position 618: 1.620137716461281e-05
Position 15309: 1.56653458627102e-05
Position 861: 1.4179282685616207e-05
Position 1047: 1.3765561103275516e-05
Position 279: 1.3743953208890472e-05
Position 1863: 1.3283331704173517e-05
Position 830: 1.2642180873913214e-05
Position 1127: 1.2405046577669888e-05
Position 527: 1.2347069633456657e-05
Position 1780: 1.2053821461902081e-05
Position 164: 1.1737792950542922e-05
Position 777: 1.1601884720382858e-05
Position 49: 9.960888236458761e-06
Position 828: 9.607855854655888e-06
Position 753: 8.624832503758442e-06
Position 1178: 7.901017416375074e-06
Position 1691: 6.242196153248158e-06
Position 402: 6.0279879321623554e-06
Position 14990: 5.431388559205943e-06
Position 805: 5.346451219178012e-06
Position 822: 4.729838160284716e-06
Position 149: 3.972428197542729e-06
Position 715: 3.749919951481058e-06
Position 14560: 3.524148077422297e-06
Position 744: 3.3042821272731236e-06
Position 14706: 2.69413632230415e-06
Position 152: 2.4127785377392022e-06
Position 42: 2.1179641785700995e-06
Position 432: 1.7935331574238883e-06
Position 836: 1.7708829019800141e-06
Position 653: 1.7295968996095812e-06
Position 834: 1.727198716144993e-06
Position 2146: 1.7039954784663145e-06
Position 832: 1.662865658564671e-06
Position 838: 1.4973270601873664e-06
Position 840: 1.4171750285701997e-06
Position 842: 1.207170262589858e-06
Position 844: 9.811395778394506e-07
Position 1003: 8.590514226896934e-07
Position 846: 7.445883454217872e-07
Position 757: 6.439846357229127e-07
Position 848: 6.008794350769424e-07
Position 420: 5.732863192574456e-07
Position 781: 5.169462387489907e-07
Position 850: 5.129627752171077e-07
Position 852: 4.441811143682688e-07
Position 854: 3.659973801798487e-07
