Gene = Uso1
index = 1171
Annotated 5SS: [  226 14590 14979 20543 28694 29191 29396 32856 36167 39638 42693 43557
 44172 49408 49879 50187 51407 54914 56238 57497 60497 61987 63413]
Annotated 3SS: [14502 14913 20465 28592 29087 29339 32734 35987 39496 42603 43401 43959
 49296 49759 50004 51284 54774 56073 57409 60397 61878 63196 63918]
SMsplice 5SS: [  226 14590 14979 28694 29260 29396 32856 36167 39638 42693 44172 51407
 54914 55695 56238 57497 60497 61987 63413]
SMsplice 3SS: [14502 14913 28592 29087 29339 32752 35987 39496 42603 44066 51284 54774
 55514 56073 57375 60397 61878 63196 63918]
top_k =  1000
Partition function (log Z): 33.53111836350189

Sorted 5' Splice Sites (High to Low Probability):
Position 14979: 0.9988419180707367
Position 57497: 0.9959892645977692
Position 44172: 0.9957987873700652
Position 60497: 0.9895015875116931
Position 54914: 0.9893666058885209
Position 51407: 0.9814086437752827
Position 32856: 0.9669390879771909
Position 56238: 0.9652401089132072
Position 61987: 0.9530801662443199
Position 14590: 0.9357802209114644
Position 226: 0.884591241940424
Position 36167: 0.8501351269976539
Position 39638: 0.8317739824216692
Position 28694: 0.826513982708127
Position 63413: 0.7830617260510176
Position 55695: 0.7468073280278645
Position 29396: 0.692293595919689
Position 42693: 0.6896582828334129
Position 63658: 0.5781167630283485
Position 35578: 0.5173837499120394
Position 48082: 0.4578252511814079
Position 29260: 0.4304052777071142
Position 2714: 0.41648365313294494
Position 20543: 0.40222969982881934
Position 3274: 0.40076615881657535
Position 43561: 0.3957192930684813
Position 4620: 0.3254362162635372
Position 49879: 0.3222283062919693
Position 3240: 0.30883301736295166
Position 29191: 0.27965110865713866
Position 29225: 0.26833734350608507
Position 59958: 0.26461112808476595
Position 42742: 0.2618299323916302
Position 57203: 0.2489850510942269
Position 62223: 0.20830970931460197
Position 52150: 0.1933650619590618
Position 29487: 0.17994944149542041
Position 51794: 0.17585255172763187
Position 43966: 0.16027156026992578
Position 57167: 0.15579441931155705
Position 1893: 0.14140522605246536
Position 45565: 0.1410245244499311
Position 47124: 0.14096289656954858
Position 30046: 0.1283730218728748
Position 29701: 0.12278065634116447
Position 45367: 0.12231766017251787
Position 42920: 0.12228622933891246
Position 58805: 0.10580904886924818
Position 40177: 0.09973513570745014
Position 31096: 0.09650306333385761
Position 35821: 0.09606598840396667
Position 50187: 0.0828654137061746
Position 44002: 0.0815060180029322
Position 8142: 0.0788781949557803
Position 35121: 0.07401964706800068
Position 42440: 0.06944637814683698
Position 14563: 0.059361106533184126
Position 30539: 0.0579384581738673
Position 41303: 0.055742866184383996
Position 51874: 0.055422938106531205
Position 60870: 0.05484389055784076
Position 52401: 0.054044076050435735
Position 45315: 0.05130101466560003
Position 8051: 0.05096711025723556
Position 36123: 0.050061539654593194
Position 270: 0.04672701058370527
Position 63308: 0.043967709057134124
Position 61071: 0.043839540283947126
Position 55990: 0.04318687696774209
Position 31284: 0.04146219506419516
Position 55705: 0.0403569111740927
Position 29517: 0.039640156963056
Position 34780: 0.038014172641376784
Position 585: 0.037454380295827615
Position 60024: 0.03550700164179648
Position 58532: 0.034943108423414124
Position 32340: 0.034140428708866945
Position 44596: 0.033674954699570936
Position 35988: 0.031527968429396064
Position 42282: 0.029779294586598563
Position 38503: 0.028898577737753384
Position 41094: 0.028851565452247006
Position 2632: 0.02836622352904235
Position 62460: 0.027641723195716558
Position 63344: 0.02738202798083272
Position 61465: 0.02546714673304925
Position 42151: 0.025415301561536843
