Gene = 1110004F10Rik
index = 2
Annotated 5SS: [  225  6223  8704 10020]
Annotated 3SS: [ 6138  8642  9909 10910]
SMsplice 5SS: [  87 6223 8704]
SMsplice 3SS: [ 6138  8642 10890]
top_k =  1000
Partition function (log Z): -6.107246180009067

Sorted 5' Splice Sites (High to Low Probability):
Position 8704: 0.9807768650152827
Position 6223: 0.6194874638539807
Position 11168: 0.4753947669535101
Position 10020: 0.4510488370178576
Position 87: 0.4314166918117993
Position 925: 0.22663837301949985
Position 623: 0.220192873115772
Position 483: 0.1565658915182005
Position 268: 0.13584151437573735
Position 2769: 0.12083584964728802
Position 5966: 0.09963406311888953
Position 225: 0.0787006494857177
Position 9986: 0.06637171606370561
Position 718: 0.03807820122989922
Position 10999: 0.03449868523325957
Position 125: 0.030486391180637163
Position 2239: 0.028552117453484325
Position 7210: 0.026929641103621352
Position 11123: 0.02594728127651843
Position 4653: 0.018552275726625038
Position 10458: 0.01836591928004915
Position 2554: 0.017660867900327528
Position 10933: 0.013128920850912208
Position 11114: 0.013037780983310415
Position 3569: 0.012402756376626304
Position 195: 0.011236596600655306
Position 9475: 0.010803230590078195
Position 29: 0.010778151391897726
Position 202: 0.010139557031045065
Position 10387: 0.006603334386610394
Position 11740: 0.006288732174508569
Position 74: 0.00482164176721535
Position 10015: 0.004771284427966642
Position 11479: 0.0033279228844519566
Position 179: 0.0025695634187010248
Position 8275: 0.0022530133665589545
Position 8730: 0.002059311472115456
Position 11009: 0.0019314486663673824
Position 10981: 0.0017759175178808648
Position 11128: 0.0017691138048143867
Position 245: 0.0016802990661381003
Position 1518: 0.0013230552299158698
Position 11118: 0.0011955890136814004
Position 11024: 0.0010825503560962348
Position 144: 0.0009885700732102732
Position 8952: 0.0008543002263014323
Position 1800: 0.000841396820002219
Position 9447: 0.0007940450930433175
Position 394: 0.0007125800377132954
Position 2281: 0.0006845824537842608
Position 9377: 0.0006325396185246573
Position 9372: 0.0006104673215118189
Position 10709: 0.0005399286784377943
Position 10061: 0.0004508945547045585
Position 9421: 0.0004475390019370055
Position 23: 0.00041688832232251126
