Gene = Det1
index = 333
Annotated 5SS: [  157  4092  7259 13153]
Annotated 3SS: [ 2998  7070 12960 19150]
SMsplice 5SS: [  801  3831  4092  4428  7259 12081 13153]
SMsplice 3SS: [ 3737  3930  4311  7070 11900 12960 19150]
top_k =  1000
Partition function (log Z): -0.47981387832870626

Sorted 5' Splice Sites (High to Low Probability):
Position 7259: 0.9838724799193903
Position 4092: 0.9647849014829609
Position 13153: 0.8963220839602346
Position 4428: 0.8073035651783586
Position 801: 0.7070041029499673
Position 3831: 0.6171543542841879
Position 12081: 0.5895628129085297
Position 3123: 0.5338953593308319
Position 3538: 0.3496643122963703
Position 7901: 0.2579519196958649
Position 6108: 0.25645353854827824
Position 12012: 0.1874588185763326
Position 11930: 0.17510372526017337
Position 2899: 0.1566566219571884
Position 157: 0.15346675603053486
Position 2925: 0.10947645640339455
Position 5054: 0.08974098756000293
Position 5945: 0.07998379825966792
Position 8226: 0.0791879323119447
Position 97: 0.07615081680609945
Position 16295: 0.05988156108952299
Position 76: 0.05955997572157735
Position 8117: 0.04753384229200296
Position 3344: 0.04566486978242178
Position 2943: 0.03778540420743313
Position 6243: 0.033367102648238056
Position 5144: 0.03143893318943592
Position 16316: 0.031110820547486526
Position 4436: 0.027146780355657683
Position 6133: 0.026648654114133516
Position 2810: 0.02266980905706276
Position 13189: 0.02166250831661506
Position 6052: 0.020346000025047915
Position 9889: 0.020338006082782082
Position 19301: 0.018968987065194606
Position 9954: 0.018115462781610008
Position 3361: 0.016166553217295102
Position 3162: 0.015883100260298447
Position 1028: 0.014451791197260666
Position 5983: 0.014015040643183256
Position 8212: 0.013100947800409084
Position 6068: 0.0128877450337234
Position 2937: 0.012484219741953809
Position 22: 0.010901086502566212
Position 5516: 0.010838246166116998
Position 5788: 0.009984101222436452
Position 2503: 0.009302500679454193
Position 6988: 0.008324228479041693
Position 3738: 0.007871261539025457
Position 1321: 0.007498983550307274
Position 13226: 0.0074736148079500965
Position 11351: 0.007100009736705051
Position 8886: 0.006750792085929201
Position 537: 0.006464347308151475
Position 6980: 0.006368745665819018
Position 14154: 0.0059898327601915135
Position 3348: 0.005928076743716353
Position 13102: 0.005867631696367765
Position 10794: 0.0055224615908660325
Position 3091: 0.005482374022969073
Position 301: 0.004875516622669991
Position 12567: 0.004701582454671846
Position 18050: 0.0044455988131471905
Position 12988: 0.004110827221571605
Position 12902: 0.0038267312418631314
Position 3546: 0.003524060329472136
Position 2939: 0.0034841204018897917
Position 12841: 0.003212929169679812
Position 63: 0.0031726606224596683
Position 657: 0.003049525301839314
Position 6497: 0.0030394941521964835
Position 778: 0.0029307835526971608
Position 3527: 0.0027020597675692032
Position 500: 0.0025418215670007524
Position 2826: 0.002128758042405233
Position 1186: 0.0021248465284693565
Position 4453: 0.0020338138419752757
Position 6008: 0.001971269220926114
Position 1189: 0.0019569102650909276
Position 3525: 0.0018523434903799704
Position 1265: 0.001727847408890043
Position 2879: 0.00172007882586217
Position 4146: 0.001421257554032365
Position 12311: 0.0011830516225188488
Position 19432: 0.0011803521237716337
Position 4222: 0.001129164294338005
Position 4043: 0.0011247248732218042
Position 849: 0.001117249278981205
Position 1215: 0.0009978409148371538
Position 590: 0.0009678143922657781
Position 518: 0.0009006384569548632
Position 3171: 0.0008868988751820593
Position 1258: 0.0007918256003223335
Position 7301: 0.0007796610190161066
Position 1593: 0.0007057946230375083
Position 2905: 0.0006991344085875329
Position 222: 0.0006525712754090977
Position 99: 0.0005963234155652339
Position 2791: 0.0005962131449455233
Position 4059: 0.0005658200151543039
Position 1636: 0.0005317592518860111
Position 2625: 0.0005306223757273663
Position 509: 0.00047884595710024215
Position 1870: 0.00043918488298856493
Position 1747: 0.00043154395557776367
Position 2692: 0.0004244858629062057
Position 45: 0.0004056748830872679
Position 2070: 0.00034880599936180825
Position 3563: 0.00033815647233956497
Position 7805: 0.00032932984278353903
Position 4074: 0.00030942358111912826
Position 490: 0.0002826660765378778
Position 12822: 0.0002693823998007276
Position 1629: 0.0002624590666832682
Position 10630: 0.0002547617263505039
Position 3144: 0.0002404267167227567
Position 3187: 0.00023832515128716718
Position 3266: 0.00023610721345464203
Position 1078: 0.0002296973479362267
Position 5953: 0.00021315985293919742
Position 1789: 0.00020921563639797976
Position 3638: 0.0002069228392013684
Position 7110: 0.00019850278401938623
Position 5584: 0.0001944325320426255
Position 5700: 0.00018806410614285684
Position 2957: 0.00018502104457057358
Position 3129: 0.00017912481241929556
Position 12085: 0.0001658538640382967
Position 2507: 0.00015874166970730096
Position 1984: 0.00015749681013345438
Position 2499: 0.00014027982176936332
