Gene = Sept14
index = 967
Annotated 5SS: [  215  3594  4307  9571 10771 12496 15593 17720 18974 22598]
Annotated 3SS: [ 3522  4237  9452 10574 12308 15436 17622 18804 22464 24842]
SMsplice 5SS: [  215  3594  9571 10771 15593 18974]
SMsplice 3SS: [ 3522  9452 10663 15436 18913 24842]
top_k =  1000
Partition function (log Z): -1.2645037398648022

Sorted 5' Splice Sites (High to Low Probability):
Position 15593: 0.9998733782399826
Position 3594: 0.8713677218469112
Position 10771: 0.8139148029625074
Position 215: 0.8015822078112693
Position 18974: 0.7557750690109573
Position 9571: 0.6495841871837869
Position 19767: 0.5645612448425514
Position 17720: 0.22074275512648586
Position 24253: 0.18289246483735494
Position 19451: 0.16498048613979863
Position 19468: 0.14739098681333437
Position 12496: 0.1466234848150627
Position 4307: 0.13846543225437416
Position 10741: 0.12297974459915281
Position 3997: 0.11714889802828173
Position 277: 0.10737854345147638
Position 5683: 0.09195977133594582
Position 13631: 0.07411517142437463
Position 626: 0.06665125378277004
Position 9292: 0.06654094983020031
Position 4390: 0.06499341174689041
Position 4508: 0.054509259327160546
Position 24241: 0.04825845978188732
Position 4448: 0.04670543578354966
Position 3308: 0.04661278066424542
Position 2917: 0.03916222022440176
Position 19369: 0.037922715710500925
Position 12526: 0.03767729982333818
Position 2302: 0.03639459183387587
Position 1425: 0.03566834102030124
Position 22040: 0.032749607651101624
Position 22750: 0.03261503585175005
Position 4355: 0.030378838821003083
Position 22602: 0.028454227496301374
Position 3189: 0.026724912988190904
Position 10366: 0.026024530064801307
Position 11437: 0.023178121392198308
Position 2695: 0.020553198004962435
Position 4461: 0.019522744211531
Position 10664: 0.017723199389041717
Position 24662: 0.017541413496117354
Position 2803: 0.016509395570311322
Position 4323: 0.016193768907718058
Position 181: 0.014161619211149125
Position 12500: 0.013264298262970533
Position 11209: 0.013111794711682383
Position 12849: 0.01220326051630842
Position 1011: 0.011937351372861974
Position 19419: 0.01147275406104943
Position 12255: 0.011134526582067773
Position 366: 0.009542625509010371
Position 10676: 0.009509019500638548
Position 1106: 0.009069584590117802
Position 2099: 0.009068459093157106
Position 11470: 0.008892651208093301
Position 78: 0.008846876998921675
Position 1203: 0.008766927105302373
Position 18543: 0.008218379819574942
Position 3195: 0.007764038283410722
Position 11003: 0.00717347837744272
Position 10746: 0.006973034211250998
Position 11240: 0.006535386212272694
Position 3688: 0.0064989101326661325
Position 1311: 0.006325404730369168
Position 5110: 0.005480958108307722
Position 16595: 0.005435655128842471
Position 5106: 0.005283898589754879
Position 4312: 0.0051396321281853875
Position 219: 0.004852150146512782
Position 5747: 0.00411174180229547
Position 4276: 0.003939799294483695
Position 948: 0.0038121918354730292
Position 13640: 0.003559656668241296
Position 2328: 0.0034429244402106067
Position 1906: 0.002863653139369296
Position 297: 0.0019290732575791534
Position 1969: 0.001607445488180435
Position 23115: 0.0015796857676512364
Position 1877: 0.0015593513521008483
Position 19105: 0.0013685032499442583
Position 24981: 0.0013191146989065931
Position 20228: 0.0012601144565085325
Position 17400: 0.0010899768105243194
Position 12415: 0.0010272365572744097
Position 19365: 0.0009725649921348502
Position 3993: 0.0008148112085841383
Position 18969: 0.0007358235793249541
Position 3654: 0.0006802431915097321
