Gene = 2410004B18Rik
index = 38
Annotated 5SS: [ 315 1083]
Annotated 3SS: [ 883 5782]
SMsplice 5SS: [ 315  656 1083 3273]
SMsplice 3SS: [ 528  932 3180 5782]
top_k =  1000
Partition function (log Z): -3.5578006127005795

Sorted 5' Splice Sites (High to Low Probability):
Position 1083: 0.9822560536822683
Position 315: 0.9256414975966607
Position 3273: 0.6814362590755542
Position 656: 0.41536910538870603
Position 5585: 0.348456363245403
Position 616: 0.18860621150400964
Position 5904: 0.1637881463809813
Position 5853: 0.1057796324733099
Position 847: 0.04569287625409411
Position 5512: 0.035496020340306064
Position 5863: 0.02824128569249615
Position 6011: 0.025877577222488707
Position 5461: 0.02555005827765777
Position 6485: 0.0231795092764169
Position 6440: 0.022422487456224112
Position 631: 0.02225583109715976
Position 5343: 0.021129564861871963
Position 5877: 0.01761961053302551
Position 5882: 0.01559314346316044
Position 1922: 0.01174507269939937
Position 3720: 0.0111667498814784
Position 5935: 0.008841062095032043
Position 6166: 0.007171873458464657
Position 1875: 0.007151750785706674
Position 5369: 0.006335675278508782
Position 234: 0.00627415717526983
Position 628: 0.0057483171906357045
Position 5173: 0.005602921580306728
Position 826: 0.005111031549452764
Position 6447: 0.004902685044869955
Position 3904: 0.004670711120298392
Position 814: 0.0044575729813182054
Position 2522: 0.0035544909060842293
Position 142: 0.0033495967058678206
Position 2393: 0.0032956193781165646
Position 5470: 0.0032832098546756714
Position 2376: 0.003208240670038286
Position 5894: 0.0031959428112449065
Position 3236: 0.0026548619376033683
Position 297: 0.0018690413297413214
Position 5319: 0.0017668304657652428
Position 4204: 0.0015840102958462475
Position 1609: 0.0014761710000194387
Position 666: 0.0013274264175547673
Position 4067: 0.0012837615893704316
Position 1431: 0.0010730084838516721
Position 1162: 0.001069662720189165
Position 6609: 0.0009931004206116902
Position 5100: 0.0008792822635939996
Position 26: 0.0006495758889285172
Position 5236: 0.0005145353192165294
Position 294: 0.00048672379246850596
Position 1879: 0.00046781806957405225
Position 110: 0.00046253576892987027
Position 6590: 0.00040312815789059984
Position 5887: 0.000395108230334958
Position 789: 0.00037413861456989957
Position 1779: 0.0003740255297466089
Position 6090: 0.00035576618948156643
Position 5879: 0.00034070428420530404
Position 5484: 0.00031456093602257973
Position 68: 0.0002954238375165177
Position 224: 0.00029465114386869115
Position 6426: 0.0002468180494194848
Position 417: 0.00021897610673045454
Position 591: 0.00020819908056038272
Position 6475: 0.00020501815066353954
Position 502: 0.0002047422523720929
Position 505: 0.0001890728186685735
Position 859: 0.00018707000157052597
Position 563: 0.00014039338723166635
Position 3724: 0.00013271981965768775
Position 6546: 9.715692547672197e-05
Position 5347: 8.757516630571826e-05
Position 4354: 8.283451168671915e-05
Position 3475: 5.266139838465519e-05
Position 5177: 5.056406199026287e-05
Position 869: 5.002010135055412e-05
Position 6033: 4.551698507939788e-05
Position 3999: 3.926986863340989e-05
Position 743: 2.960167516697767e-05
Position 3642: 2.8463958311800948e-05
Position 444: 2.0923596549893586e-05
Position 446: 1.8800507090074466e-05
Position 5892: 1.856313179310651e-05
Position 1774: 1.6315207549283717e-05
Position 1358: 1.559716064484275e-05
Position 478: 1.4834898923366856e-05
Position 42: 1.1851748963976967e-05
Position 2744: 1.1623105748632573e-05
Position 717: 9.52957846681447e-06
