Gene = Slc50a1
index = 983
Annotated 5SS: [ 185  509  744 1521 1898]
Annotated 3SS: [ 430  619 1358 1777 1971]
SMsplice 5SS: [ 509  744 1898]
SMsplice 3SS: [ 619 1777 1971]
top_k =  1000
Partition function (log Z): -8.364072417772048

Sorted 5' Splice Sites (High to Low Probability):
Position 509: 0.7989071617357792
Position 1898: 0.7115983529506125
Position 744: 0.6022918775962607
Position 100: 0.5038103593689014
Position 1521: 0.3696438987053068
Position 185: 0.0572844258542069
Position 1644: 0.02664794714928685
Position 55: 0.022403106695926038
Position 1119: 0.02223788126928416
Position 312: 0.019856315382908565
Position 1542: 0.015439792529779043
Position 549: 0.014317286989558581
Position 374: 0.009822465505535193
Position 1635: 0.00347318395342042
Position 1030: 0.0030311832690604005
Position 1337: 0.002615294295603663
Position 1224: 0.0017277214826918626
Position 527: 0.0010358982283288412
Position 246: 0.0008210493664607302
Position 150: 0.0007289864669169187
Position 170: 0.0006386211285260324
Position 219: 0.0004588269423919486
Position 142: 0.00028217591627347903
Position 191: 0.0002656052008535664
Position 2161: 0.0002628296815928726
Position 2052: 0.0002132801083340936
Position 2158: 0.00020356830681162602
Position 193: 0.00018318594834285736
Position 1363: 0.00017514883360168206
Position 1474: 0.00017030630993969588
Position 120: 0.00015493650227179387
Position 1325: 0.00014817992354804925
Position 1496: 0.0001463174410963135
Position 517: 0.0001460947515324375
Position 2127: 0.0001442739831219309
Position 684: 0.00013763780223672068
Position 637: 0.0001288900645930474
Position 360: 0.0001253135471851726
Position 1113: 0.00011617430483864679
Position 13: 8.650190613222778e-05
Position 515: 7.140287954779249e-05
Position 504: 7.03311102473792e-05
Position 939: 5.630720197955792e-05
Position 520: 5.117867641403282e-05
Position 465: 5.0806001388333094e-05
Position 479: 5.0493025501661674e-05
Position 287: 3.8918757402365376e-05
Position 693: 3.6958306371776114e-05
Position 357: 3.5907430112631296e-05
Position 2133: 3.158900330494527e-05
Position 789: 3.138957020423e-05
Position 733: 2.684398847488655e-05
Position 645: 2.1161721145249696e-05
Position 1123: 1.7198347211913538e-05
Position 1255: 9.755668636543415e-06
Position 1103: 9.321902268305232e-06
Position 675: 8.808252345378095e-06
Position 956: 7.456582589746491e-06
Position 926: 6.315875179528469e-07
Position 883: 2.874197021955057e-07
Position 805: 2.127516918371866e-07
Position 826: 9.464085291448602e-08
Position 1525: 1.935344813408947e-08
Position 1858: 9.7726740232236e-09
Position 1431: 5.009265905073567e-09
Position 1870: 4.717187249533859e-09
Position 866: 2.096239995130403e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1777: 0.5778371291977783
Position 619: 0.5757836583331652
Position 1971: 0.5260059650483135
Position 430: 0.42732670253169625
Position 1358: 0.32486197775155373
Position 1987: 0.23442459879004438
Position 1376: 0.09473597450141094
Position 1712: 0.053844745090467085
Position 1760: 0.0477667267402036
Position 988: 0.03849901830595205
Position 365: 0.03732872012362094
Position 1735: 0.03255347433683073
Position 442: 0.027382396991038303
Position 2028: 0.019299465866942676
Position 1330: 0.018055054746171303
Position 853: 0.017266890890049146
Position 1271: 0.016434821557099227
Position 587: 0.010642935432646928
Position 2000: 0.009552600589200416
Position 2067: 0.008990947395421304
Position 2038: 0.008118952696148844
Position 906: 0.007300227568524402
Position 2249: 0.006901962971678184
Position 1688: 0.006477329430050326
Position 1186: 0.00626930276123235
Position 2210: 0.005627065360778974
Position 682: 0.005557791849434875
Position 1783: 0.005323959539886542
Position 856: 0.004470672446152946
Position 584: 0.0036901069809862383
Position 1807: 0.002837689428265335
Position 1957: 0.00275448957883261
Position 2157: 0.0024638129014584063
Position 1883: 0.0023595744684174356
Position 279: 0.0021104257997527007
Position 883: 0.0019363234236370892
Position 1477: 0.001418479272813055
Position 2079: 0.0012995061745472078
Position 1728: 0.0012715565531062644
Position 1084: 0.0012616642376953265
Position 1954: 0.001110088289314939
Position 1492: 0.001042672401041115
Position 2280: 0.0010052180025757972
Position 1658: 0.0009887694455402445
Position 2140: 0.0009786355128494914
Position 821: 0.0006768425755793893
Position 2189: 0.0006431489054120408
Position 1028: 0.0006325921197880291
Position 733: 0.000583847649520242
Position 2044: 0.0005694591710308257
Position 1664: 0.0005227036268182311
Position 1938: 0.00048071797726817315
Position 1616: 0.00046664843645051663
Position 2215: 0.00041197766145417193
Position 1445: 0.0003228765628904672
Position 1677: 0.00029096534683452596
Position 701: 0.00028048469301992536
Position 215: 0.0002609427757455231
Position 2274: 0.00024356188985402388
Position 1457: 0.0002389338453014826
Position 2109: 0.00020649139848612512
Position 452: 0.00018855458101607662
Position 653: 0.0001820218701510187
Position 1304: 0.0001778501895841472
Position 796: 0.00016388750425287368
Position 142: 0.00016027923997790077
Position 1634: 0.00014004980044361468
Position 628: 0.00012270243520758861
Position 826: 0.00011491297573312425
Position 1019: 0.00011137237562131105
Position 1307: 0.00010920628603342675
Position 1626: 9.33286197635673e-05
Position 1128: 8.951822507703547e-05
Position 311: 8.910206972215303e-05
Position 2252: 7.345677727850985e-05
Position 1629: 6.207921914888604e-05
Position 1460: 6.067242843345925e-05
Position 2040: 6.0488215264865416e-05
Position 1281: 5.679766326674898e-05
Position 189: 5.012061007017606e-05
Position 341: 4.838515750205539e-05
Position 348: 4.709124797741111e-05
Position 385: 3.9933755258048354e-05
Position 1221: 3.0891230465412263e-05
Position 538: 3.043849156217669e-05
Position 1273: 2.286830361232676e-05
Position 1201: 2.0996333900518878e-05
Position 318: 1.946936319388184e-05
Position 657: 1.7042480423771963e-05
Position 1294: 1.6260555418456002e-05
Position 509: 1.3073510727631483e-05
Position 1581: 1.1207930904893922e-05
Position 191: 1.067280948781044e-05
Position 295: 1.0637280990759606e-05
Position 479: 1.0109072546630667e-05
Position 966: 9.435063762111287e-06
Position 287: 7.708510243784998e-06
Position 1309: 7.251683702341414e-06
Position 740: 5.4343504610431925e-06
Position 219: 3.6662782739718405e-06
Position 908: 2.9769500845375036e-06
Position 544: 2.689287850542448e-06
Position 454: 2.6446442502531903e-06
Position 463: 1.975034713429196e-06
Position 1567: 1.5671763188470487e-06
Position 1034: 1.525468470575306e-06
Position 1040: 1.159817662161271e-06
Position 243: 9.413412331137332e-07
Position 233: 5.052904737922314e-07
Position 224: 4.547943745686477e-07
Position 1311: 3.6594344565491376e-07
Position 637: 2.964446044292737e-07
Position 241: 2.73008099062977e-07
Position 323: 1.7385557017677847e-07
Position 513: 1.3368446428589806e-07
Position 567: 6.345138803960915e-08
Position 555: 5.399499094194585e-08
Position 645: 2.388126352537774e-08
Position 515: 2.1763796190734902e-08
Position 557: 2.0891573668500162e-08
Position 126: 1.4642167034258016e-08
Position 1291: 9.827554287687346e-09
