Gene = Dpt
index = 348
Annotated 5SS: [  393 12388 22359]
Annotated 3SS: [12261 22250 26525]
SMsplice 5SS: [  393  1937  4947 12388 22359]
SMsplice 3SS: [ 1867  4825 12261 22250 26525]
top_k =  1000
Partition function (log Z): 2.8794171786471514

Sorted 5' Splice Sites (High to Low Probability):
Position 12388: 0.9231580418400251
Position 393: 0.8372104852733707
Position 1937: 0.81977545188765
Position 4947: 0.7615099126533799
Position 22359: 0.7380438412181435
Position 24982: 0.6101946660610833
Position 1705: 0.41160763773638437
Position 14737: 0.40808164523110746
Position 26417: 0.36962655003604294
Position 26616: 0.2777267394343832
Position 22368: 0.2619545475218618
Position 5358: 0.2529212683976301
Position 4267: 0.2498203897968384
Position 13310: 0.22188045755385857
Position 26635: 0.17905511482308117
Position 19138: 0.16446027101065339
Position 23182: 0.15703392586837084
Position 6820: 0.152977901431233
Position 2809: 0.12947651837234697
Position 856: 0.12172364431928855
Position 14395: 0.10905903095768686
Position 5575: 0.10510396774586066
Position 13318: 0.10239840720644851
Position 24745: 0.09003904870851574
Position 2139: 0.08341005786188858
Position 22133: 0.07807487525978707
Position 1676: 0.06607739355330504
Position 26623: 0.06595563394814533
Position 17134: 0.06399847481976645
Position 4538: 0.06329471906286108
Position 12333: 0.06289603004485649
Position 26250: 0.05425228780551651
Position 4087: 0.049919296170838845
Position 188: 0.049092854185916794
Position 25698: 0.041933645014116415
Position 7535: 0.0369865191746175
Position 5516: 0.0365153264903606
Position 8885: 0.03468258065004437
Position 13405: 0.02943895584241106
Position 11490: 0.028934075113885148
Position 11482: 0.026551646799953303
Position 4961: 0.02612543358946566
Position 26989: 0.024647871525356642
Position 17075: 0.024608674889161804
Position 7930: 0.023216824311256257
Position 25702: 0.021335334129738023
Position 15960: 0.019869775465892178
Position 14814: 0.018064140832487096
Position 202: 0.01645091451004099
Position 24197: 0.01582517465523001
Position 21036: 0.015203642866653952
Position 526: 0.01451583504150176
Position 20066: 0.013406764668990434
Position 12397: 0.013087774659850957
Position 25124: 0.01263758841402204
Position 159: 0.012037379257292676
Position 2611: 0.011841162106604138
Position 24327: 0.011821432855460529
Position 262: 0.0111094287477565
Position 648: 0.010616359746157156
Position 26274: 0.010070444744028288
Position 5905: 0.009872151240683802
Position 17428: 0.00935053883416306
Position 4586: 0.009244679960907084
Position 654: 0.008854396164615941
Position 17432: 0.008729643217147979
Position 572: 0.006984075783163336
Position 432: 0.006965576672200473
Position 25543: 0.006563472477401356
Position 6909: 0.006384451115547498
Position 2922: 0.006074843600700863
Position 21328: 0.005800442121746164
Position 4039: 0.005662687675164123
Position 256: 0.005624060293275906
Position 24768: 0.005589119711772738
Position 2288: 0.005299963177051542
Position 12570: 0.0051491100763088665
Position 5246: 0.004949486870789877
Position 360: 0.00369721713836158
Position 24817: 0.0034496125140050147
Position 25481: 0.003331216531172236
Position 250: 0.00311473466314426
Position 26602: 0.002628777616547619
Position 86: 0.0021870039363812385
Position 868: 0.002165185867961893
Position 1358: 0.0021240291036442654
Position 4220: 0.0018363120261175312
Position 554: 0.001726628118951295
Position 124: 0.0016865591152151662
Position 57: 0.0016563024646224138
Position 7494: 0.0016492500022715247
Position 144: 0.0016407150880407076
Position 105: 0.00161962599006972
Position 1300: 0.0015724886083180725
Position 712: 0.001548331875569127
Position 27000: 0.0013569636689953082
Position 25633: 0.001245225593741148
Position 14518: 0.0012086450878942385
Position 821: 0.0010697115427930155
Position 6067: 0.001052437753620089
Position 12370: 0.0008355593003523885
Position 1276: 0.0008155948982385182
Position 630: 0.0008143310244096185
Position 1048: 0.0007827785901647579
Position 4026: 0.0007727370061997544
Position 14322: 0.0007303877773895515
Position 25183: 0.0006953931245161242
Position 37: 0.000606288028242306
Position 3192: 0.0006056946369891829
Position 1530: 0.0005344652604026227
Position 6113: 0.0005243158324061697
Position 2088: 0.0004945176184523374
Position 5721: 0.0004927524445258611
Position 1976: 0.00042933893979986215
Position 15323: 0.0004087344328264945
Position 3672: 0.0003996405731264789
Position 2813: 0.00036605924208677295
Position 23010: 0.00036109040034750477
Position 3691: 0.0003346219620082104
Position 549: 0.0002711399809828298
Position 14363: 0.0002560066500466224
Position 436: 0.000247370537398527
Position 12819: 0.00022710753487213372
Position 149: 0.00019633003925013018
Position 12830: 0.00018824519545005222
Position 1587: 0.00018714592048358985
Position 12708: 0.00017901730143210127
Position 234: 0.00016783203134710452
Position 2322: 0.00014813869496197032
Position 650: 0.0001404112254142994
Position 3068: 0.0001325991301525606
Position 3141: 0.00010988848063483331
Position 2446: 0.00010889400548822303
Position 253: 0.00010618323668393455
Position 632: 0.00010407033834257698
Position 25505: 0.00010360936515521458
Position 236: 9.660835348908365e-05
Position 22697: 9.65188742121803e-05
Position 174: 9.503660554927154e-05
