Gene = 4930519G04Rik
index = 51
Annotated 5SS: [  195  3709  7322  7981  9886 16602 17147 18889 20685 24355 25935]
Annotated 3SS: [ 3657  7141  7926  9800 16490 17054 18863 20615 24300 25844 29130]
SMsplice 5SS: [  195  3280  4455  6536 11929 16602 17147 18889 20685]
SMsplice 3SS: [ 3128  4342  6434 11827 16490 17054 18863 20615 29130]
top_k =  1000
Partition function (log Z): -6.67336693408619

Sorted 5' Splice Sites (High to Low Probability):
Position 3280: 0.8926915636171215
Position 16602: 0.8852136424218336
Position 17147: 0.7451341790156567
Position 6536: 0.6950240942235246
Position 11929: 0.6571288660535194
Position 18889: 0.6282376214579772
Position 3709: 0.6063065301152759
Position 4455: 0.5925073376881356
Position 9886: 0.5884214990400262
Position 20685: 0.4590454534461822
Position 251: 0.381649960058534
Position 195: 0.3815302082478976
Position 7981: 0.3679575409727653
Position 20711: 0.3448851519544141
Position 26746: 0.219247765524818
Position 24355: 0.21678651914320288
Position 25935: 0.1967699884790276
Position 7322: 0.194004811930398
Position 4409: 0.19365560213488803
Position 7999: 0.18330165078848373
Position 22921: 0.16104762185466207
Position 211: 0.1584489669866819
Position 16355: 0.1416908151329501
Position 9328: 0.11953148248686638
Position 3064: 0.10822984499463423
Position 12428: 0.07518941642093645
Position 13545: 0.07432476297861046
Position 4680: 0.05584156210269369
Position 9241: 0.05453864503620955
Position 4717: 0.05134658932535775
Position 17313: 0.04389299030005052
Position 18328: 0.04124259276054243
Position 8935: 0.04105232207295543
Position 3226: 0.0407066248414028
Position 17: 0.03924238246457396
Position 4862: 0.035447493107803624
Position 8519: 0.033390211039327954
Position 2962: 0.0326114808316901
Position 89: 0.02682186855896863
Position 24823: 0.025959590471806654
Position 25931: 0.02095084990781376
Position 1896: 0.018448576850329506
Position 1876: 0.016567468108543076
Position 82: 0.016007004575967064
Position 22107: 0.014795109044197289
Position 8405: 0.013690111510168274
Position 3255: 0.013251251974105408
Position 9408: 0.013067649143963422
Position 12433: 0.012985752085630506
Position 146: 0.011725707503409177
Position 8009: 0.011204144882895943
Position 19517: 0.011133286587273925
Position 2423: 0.009617125643481687
Position 1442: 0.009481436724797556
Position 4741: 0.008663360339009931
Position 2471: 0.005922611808538348
Position 9187: 0.005832832126117839
Position 5475: 0.005355906425641622
Position 360: 0.004244046769342409
Position 73: 0.0034783850806703706
Position 225: 0.0033212229144468476
Position 3680: 0.003049671618951436
Position 2526: 0.002685317547818619
Position 3664: 0.002220328215939859
Position 1194: 0.0016567976386913338
Position 1250: 0.0014223217698698287
Position 1163: 0.001108419116345405
Position 2449: 0.0009546824904453382
Position 2213: 0.0009354244167864629
Position 2460: 0.0008532471204798152
Position 4080: 0.000734466165030823
Position 4005: 0.0006451164474678835
Position 3658: 0.0006343336550857689
Position 213: 0.0005869357227334024
Position 1886: 0.0005769896190459263
Position 32: 0.0005646151805659576
Position 3516: 0.0005097952008341634
Position 6780: 0.00047708933008867947
Position 1244: 0.000444087566790452
Position 2482: 0.0003915586287114953
Position 916: 0.0003880581938131462
Position 2537: 0.0003717551237209542
Position 1033: 0.0003684174259699757
Position 231: 0.0003477161569094018
Position 354: 0.0003444817081314012
Position 215: 0.0003276544797960599
Position 20: 0.00026272554795202284
Position 1358: 0.0002040445405248987
Position 1222: 0.00019254569058824148
Position 3618: 0.00017086179933964676
Position 3052: 0.0001590336009594622
Position 2493: 0.00015847907555787826
Position 2924: 0.0001571433065379819
Position 2515: 0.0001560184889046463
Position 2559: 0.00011870857982731652
Position 2578: 0.0001097417266229147
Position 3011: 0.00010552387297816682
Position 1081: 0.00010447522998143711
Position 286: 9.98430247421002e-05
Position 1213: 9.504623997475702e-05
Position 750: 9.371961401755986e-05
Position 1314: 8.846066106727017e-05
Position 3017: 8.839618675958119e-05
Position 1864: 7.885330108369286e-05
Position 2589: 7.737185293445549e-05
Position 3977: 6.858769513165295e-05
Position 8018: 3.250660916857264e-05
Position 5225: 1.5520311818326904e-05
Position 870: 4.222451674225888e-06
Position 68: 1.6867685745838221e-06
Position 703: 1.012320316888649e-06
Position 742: 9.74781667969969e-07
Position 3461: 6.787440361140414e-07
Position 284: 5.936885759091387e-07
Position 319: 5.874266620344161e-07
Position 1070: 5.633073586085303e-07
Position 999: 5.502074248269306e-07
Position 529: 4.233937685824565e-07
Position 123: 4.0680786935419305e-07
Position 962: 3.994801528677856e-07
Position 112: 3.9389897253598464e-07
Position 96: 3.7533561496476793e-07
Position 934: 3.75018219889956e-07
Position 125: 2.946468224627414e-07
Position 1074: 1.9424918105890037e-07
Position 685: 1.7400657572941347e-07
Position 329: 1.6041142301328597e-07
Position 1165: 1.5782955224615333e-07
Position 567: 1.5083857002622906e-07
Position 641: 1.3912594967011812e-07
Position 722: 7.077303825986711e-08
Position 941: 5.644915932578317e-08
Position 327: 5.011189885846408e-08
Position 541: 4.675713824535229e-08
Position 1320: 4.5494203611655315e-08
Position 932: 3.7329567212585876e-08
Position 814: 3.3394385756266877e-08
Position 850: 3.0692440057857885e-08
Position 1308: 2.848047593887057e-08
Position 1050: 2.790393106096511e-08
Position 1036: 2.5858302122765385e-08
Position 956: 1.7675119306283123e-08
Position 562: 1.284949507914232e-09
Position 593: 1.2405767520238614e-11
Position 334: 2.8220856783867547e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 29130: 0.9081793798137533
Position 16490: 0.8854296717050321
Position 3128: 0.8757645045903981
Position 20615: 0.8064168782485872
Position 17054: 0.6999903953070874
Position 11827: 0.6540953360415109
Position 4342: 0.6291761135974351
Position 6434: 0.5986828207853157
Position 9800: 0.5884232862680332
Position 18863: 0.47765746229177825
Position 7926: 0.4203213412558633
Position 3572: 0.31056289773910545
Position 26670: 0.23217965969276858
Position 25844: 0.22251170722137492
Position 24300: 0.21732367230067545
Position 3657: 0.2084968208445696
Position 9108: 0.17286577119260318
Position 16292: 0.1325720306098564
Position 2923: 0.12573333830697725
Position 7253: 0.1246062882028961
Position 22755: 0.09446083621030299
Position 18668: 0.08057897282659036
Position 22778: 0.0753191985090685
Position 4562: 0.07482688887156393
Position 13404: 0.07432817507516075
Position 7729: 0.07062635363325274
Position 4360: 0.06207832276777122
Position 6460: 0.05210420893673996
Position 7141: 0.049379045059535845
Position 18691: 0.04727561282873103
Position 3102: 0.04548326895369423
Position 17216: 0.04391413900257518
Position 18149: 0.0413288043677652
Position 16860: 0.037017281437231556
Position 26852: 0.03619979789417139
Position 24593: 0.03560133904928387
Position 7803: 0.03374282029182199
Position 12103: 0.03200512475801009
Position 123: 0.029688923149770258
Position 4247: 0.028560867858465906
Position 12223: 0.02523579911310391
Position 12367: 0.02455598637906419
Position 8238: 0.024216864553277907
Position 4679: 0.023567908185765575
Position 8728: 0.023266728761055244
Position 18568: 0.022926318511591746
Position 8338: 0.021972319843661256
Position 6375: 0.02076758663514062
Position 3185: 0.019730057635691703
Position 3537: 0.018894035838150258
Position 1780: 0.01879005838253028
Position 4299: 0.018510716572202168
Position 4220: 0.01807976925928286
Position 9009: 0.018078570778640876
Position 3604: 0.01792796443821435
Position 4357: 0.016898737576895317
Position 8837: 0.01630342892250881
Position 4641: 0.015225041772796563
Position 7765: 0.01513199588983403
Position 7931: 0.01433945716860081
Position 21974: 0.014151518911253026
Position 3597: 0.014069622461951863
Position 2342: 0.013224948304867068
Position 7159: 0.012459992266337375
Position 6272: 0.012081975453728104
Position 26091: 0.011908847074021282
Position 4585: 0.01144975374071063
Position 3516: 0.010393446187751785
Position 3391: 0.00975583341202152
Position 16246: 0.00913861768124123
Position 1162: 0.009087737257157774
Position 3576: 0.008895817197788007
Position 3663: 0.008469787170969863
Position 16745: 0.008142057098701218
Position 1783: 0.007842492189068172
