Gene = Palb2
index = 791
Annotated 5SS: [  227  3273  4024  5898  8690  9310 11893 15677 18638 19697 21002 22265]
Annotated 3SS: [ 3212  3929  4502  8018  9237 11730 15590 18475 19579 20913 22115 25217]
SMsplice 5SS: [  227  3273  7648  7868  8553  9310 11893 19697 21002 22265]
SMsplice 3SS: [ 3212  7584  7738  8372  9237 11730 19579 20913 22115 25217]
top_k =  1000
Partition function (log Z): 1.8762005374201127

Sorted 5' Splice Sites (High to Low Probability):
Position 19697: 0.985700416808521
Position 227: 0.9823573278227322
Position 21002: 0.9473005360846753
Position 3273: 0.93607319444439
Position 11893: 0.869485708784139
Position 8553: 0.864862160614869
Position 9310: 0.8430939896539583
Position 22265: 0.7875313761838775
Position 7648: 0.6200664110148778
Position 7868: 0.5830633138050577
Position 4809: 0.4563542833267236
Position 3442: 0.3766811252259947
Position 7987: 0.3536609492081962
Position 10627: 0.3113116661868746
Position 7681: 0.2547717109151886
Position 8118: 0.2486054907853652
Position 4240: 0.23284541640272363
Position 15677: 0.23058572117166645
Position 437: 0.2294760646454323
Position 4024: 0.1906816657883718
Position 23562: 0.1592195879230639
Position 11272: 0.1526907155584173
Position 4862: 0.12134499345194696
Position 23478: 0.10471757121976545
Position 23664: 0.07417852969978049
Position 6076: 0.0660795077168229
Position 10139: 0.03944611006418469
Position 24520: 0.03901293993456969
Position 22705: 0.03826432986571701
Position 6483: 0.0354919772737174
Position 8406: 0.03485601922172137
Position 10104: 0.03432442775508209
Position 8690: 0.02965549005569433
Position 7893: 0.02948408525542182
Position 4416: 0.02863255266506404
Position 4653: 0.025972105613499927
Position 3425: 0.024002757238944912
Position 10202: 0.023870433337528998
Position 5898: 0.022628451289499005
Position 7825: 0.021496929465235987
Position 3063: 0.019113171580158406
Position 945: 0.018019749200758526
Position 9585: 0.016087601218325243
Position 21284: 0.015985259975055073
Position 5696: 0.015160166900223482
Position 3542: 0.013318817973033293
Position 9889: 0.01226555102362547
Position 2798: 0.012174847982423569
Position 2599: 0.012133901236029573
Position 23550: 0.012084756244137108
Position 21523: 0.01075038076020914
Position 25364: 0.01005876529291463
Position 9161: 0.008309535017185172
Position 25100: 0.008177926613738399
Position 1362: 0.007573133472597942
Position 9717: 0.00732506584464019
Position 247: 0.006808484758000124
Position 8224: 0.006490555086838167
Position 605: 0.006322254630745418
Position 699: 0.006236762985010281
Position 6041: 0.006163162292534028
Position 22293: 0.005888520585245527
Position 24073: 0.005715970675213285
Position 419: 0.005525169138298302
Position 58: 0.005506881838137036
Position 22221: 0.005428099811168175
Position 22194: 0.005266921501981422
Position 2056: 0.005206164288932115
Position 878: 0.005165335800425465
Position 19716: 0.004965781870493756
Position 21961: 0.0049102308821025445
Position 23890: 0.004077083611804076
Position 10062: 0.0039351829107022954
Position 10097: 0.0038278235606322175
Position 7908: 0.0037710526170650982
Position 24500: 0.003770614627653303
Position 5481: 0.0037048031929131317
Position 1190: 0.0035401097179565324
Position 8095: 0.0030540269147110695
Position 23884: 0.0029437059184841165
Position 22298: 0.0027580617775472905
Position 24679: 0.0025911267364350735
Position 235: 0.0025688010010467667
Position 4614: 0.002351678356433143
Position 3862: 0.002171866970142752
Position 3739: 0.0019489045973482614
Position 3632: 0.0019223266504480802
Position 3025: 0.0017946156954040905
Position 8229: 0.0017896652557439405
Position 3469: 0.0017132996261688058
Position 356: 0.0015286455755224924
Position 3516: 0.0015176106195214333
Position 3302: 0.0014361192019373774
Position 3877: 0.0014084170485304604
Position 421: 0.0013771997453037978
Position 4428: 0.0012578650606428726
Position 1613: 0.001084753767485422
Position 4389: 0.0010491234029199002
Position 3689: 0.0009576616384431313
Position 3982: 0.0009211724821944935
Position 533: 0.0009017598873941233
Position 7967: 0.000889250471946543
Position 7879: 0.0008684935371758113
Position 8493: 0.0006578365773086127
Position 23545: 0.0006495319021688776
Position 2140: 0.0006163219031294799
Position 8580: 0.0005419732142321432
Position 288: 0.0005382650775647421
Position 4432: 0.0005276922324087069
Position 3325: 0.0005213362482503177
Position 24716: 0.0005146175708502644
Position 2515: 0.00048233932926112805
Position 9067: 0.00047149008039996205
Position 2418: 0.0004446863675295115
Position 3620: 0.0004430352515525795
Position 7942: 0.00038904591973941476
Position 9849: 0.0003808798497868824
Position 3152: 0.0003681054029964567
Position 9291: 0.0003669792933791547
Position 3836: 0.000360801448581257
Position 1736: 0.00035597807775747614
Position 8817: 0.00035432439833213983
Position 67: 0.00034165262603203997
Position 9087: 0.00033905611865155637
Position 1932: 0.0003377731869072196
Position 3565: 0.0003242824823183863
Position 2661: 0.0002925973342719607
Position 993: 0.00028063522473714377
Position 2954: 0.0002684045636228362
Position 3287: 0.0002564410538451169
Position 4053: 0.00022822301213248463
Position 52: 0.00022548387926695285
Position 3277: 0.00022134206591604904
Position 541: 0.00020235600985817745
Position 8612: 0.0001833779706397606
Position 565: 0.00017762017347326044
Position 9177: 0.00013361877244953788
Position 31: 0.00012385376014649574
Position 398: 0.0001160397936816768
Position 2524: 0.00011244695636838836
Position 1752: 0.00010125554279032493
Position 706: 9.55237691058899e-05
Position 33: 8.511778573372099e-05
Position 9321: 8.453267825403346e-05
Position 966: 8.026884616697286e-05
