Gene = Snrpd2
index = 998
Annotated 5SS: [ 173 1676]
Annotated 3SS: [1495 2753]
SMsplice 5SS: [ 173 1676]
SMsplice 3SS: [1495 2753]
top_k =  1000
Partition function (log Z): -6.863787418517986

Sorted 5' Splice Sites (High to Low Probability):
Position 1676: 0.9720601726539096
Position 173: 0.6244703439076983
Position 214: 0.09949348683330028
Position 108: 0.09536691047008759
Position 2925: 0.04786880880101132
Position 488: 0.04690280394281599
Position 2695: 0.04244778772844581
Position 69: 0.03052147205297456
Position 1260: 0.02926306443555894
Position 732: 0.01260702236370372
Position 536: 0.011407595142374577
Position 2362: 0.011030454027495171
Position 221: 0.010453758877132494
Position 1318: 0.009472553573199828
Position 691: 0.009346135014968355
Position 266: 0.008553744263977654
Position 3295: 0.006043333800754902
Position 286: 0.00419646452734303
Position 1659: 0.0040935519806974815
Position 3658: 0.0040267690747511405
Position 146: 0.003926455646116647
Position 2887: 0.0036151403436417207
Position 749: 0.003609296502242456
Position 542: 0.0032765021951194316
Position 1222: 0.003119022714027436
Position 237: 0.003118083554851114
Position 1325: 0.0029896569959671497
Position 3427: 0.0025169011524285314
Position 15: 0.002143383630186935
Position 1227: 0.002114275424566962
Position 396: 0.0020598324005740177
Position 3411: 0.0020196274280299504
Position 625: 0.0020162100005171203
Position 2482: 0.0019541421574026424
Position 2421: 0.0018024617166808663
Position 2896: 0.001723635915963729
Position 2971: 0.0016989961144380657
Position 41: 0.0014926027954837245
Position 3254: 0.0014408102565612072
Position 675: 0.0013664134098629055
Position 616: 0.0012905057437349928
Position 1178: 0.0011206735079397595
Position 2893: 0.0011012205997071299
Position 1338: 0.0010890149805535506
Position 306: 0.0010277900062022312
Position 903: 0.0009598039276332591
Position 248: 0.0009046939723586889
Position 3092: 0.0006722565470842712
Position 865: 0.0005458550767006859
Position 2187: 0.0005358682070297667
Position 842: 0.0005272901434267143
Position 1573: 0.00047040480895240127
Position 1752: 0.00045634323231445495
Position 1343: 0.00045201118038071996
Position 1449: 0.00037770937917394913
Position 2553: 0.000353680120177522
Position 1101: 0.00032478104012778484
Position 760: 0.0003002861020881823
Position 2370: 0.00025801189103820936
Position 907: 0.0002505167456223035
Position 599: 0.00023167065590139966
Position 987: 0.00021057475120669244
Position 3440: 0.00020685211723487325
Position 3177: 0.00019513959791388918
Position 2349: 0.00018458430318642717
Position 2310: 0.0001758499856783748
Position 1519: 0.00016969295766693126
Position 89: 0.00016094534439310072
Position 1617: 0.00015821624741104893
Position 2382: 0.00012817446331206712
Position 202: 0.00010565973757584818
Position 2603: 8.134484771358936e-05
Position 983: 7.526308163152545e-05
Position 558: 7.400766972402252e-05
Position 2449: 7.38615072524683e-05
Position 403: 6.541300065589115e-05
Position 345: 6.24598666817632e-05
Position 1599: 6.08059626781492e-05
Position 2380: 5.03981316201763e-05
Position 661: 4.886063585520356e-05
Position 915: 4.838345424203383e-05
Position 1861: 4.428476147663624e-05
Position 1730: 4.410807825414134e-05
Position 686: 4.190589939989495e-05
Position 1116: 4.092621702312546e-05
Position 1498: 3.6621246182032964e-05
Position 2455: 2.945132699381542e-05
Position 778: 2.7846552916668587e-05
Position 831: 2.7794783198595965e-05
Position 48: 2.7738579439125673e-05
Position 271: 2.4809455217471095e-05
Position 736: 2.3963437031708888e-05
Position 250: 1.968976447633372e-05
Position 667: 1.761389344377611e-05
Position 1156: 1.4814733006619838e-05
Position 2312: 5.537976948708397e-06
Position 1906: 5.288641920860238e-06
Position 1929: 4.413073639952431e-06
Position 1595: 4.186273007442018e-06
Position 2368: 3.4318486300293615e-06
Position 2673: 3.0611429982365023e-06
Position 2041: 2.865251502930153e-06
Position 2206: 2.2567437576887887e-06
Position 2682: 2.0867888996396523e-06
Position 1680: 1.8179569471916209e-06
Position 2800: 1.7998888828637642e-06
Position 1854: 1.5368782769608583e-06
Position 1708: 1.2961395443469994e-06
Position 6: 7.528729908144401e-07
Position 2992: 6.011732993656051e-07
Position 3049: 2.0958294575084737e-07
Position 2054: 8.385199469544843e-08
Position 2200: 8.24789791881514e-08
Position 2501: 4.6032291585793436e-08
Position 2437: 4.4661540789159645e-08
Position 994: 1.6733210316908817e-08
Position 815: 1.6227468402786994e-08
Position 291: 1.4014172146975503e-08
Position 1702: 1.1824718371723258e-09
Position 437: 7.747114036661144e-10
Position 496: 7.247728824218882e-10
Position 1433: 4.0215933576509085e-10
Position 408: 8.194595787881666e-11
Position 795: 3.733266281188286e-11
Position 970: 3.357705917353362e-11
Position 1127: 3.3546988311615716e-11
Position 1765: 8.105178864766734e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1495: 0.8368363329078162
Position 2753: 0.3338770738761671
Position 3277: 0.119002450436417
Position 3377: 0.0771618249252884
Position 2447: 0.0768882278435137
Position 2281: 0.07379752650006462
Position 1391: 0.06506519682738439
Position 3740: 0.042554343363627456
Position 2569: 0.032207519007782494
Position 3018: 0.03149858772678456
Position 2069: 0.03148261471571557
Position 2206: 0.029177446258568367
Position 2726: 0.02740966183288337
Position 1517: 0.027098670082493396
Position 3548: 0.0263980213465825
Position 2085: 0.026163599548803068
Position 3153: 0.023436563162535638
Position 2054: 0.019036524407817338
Position 3116: 0.0164071063623288
Position 1788: 0.015991118938355132
Position 2619: 0.01576863827665468
Position 1584: 0.015741811559224557
Position 1905: 0.015500494639131755
Position 1544: 0.013161022635678614
Position 1056: 0.01170915675579973
Position 1572: 0.009869701219788555
Position 2015: 0.00871991087843942
Position 3596: 0.008473316275494485
Position 3521: 0.0066781813879077745
Position 3552: 0.006115686243259866
Position 1200: 0.00522281511306717
Position 314: 0.004896298742422147
Position 2344: 0.004216065657154427
Position 1595: 0.004200301635035505
Position 2285: 0.004018038894578842
Position 2536: 0.003935559051681764
Position 1126: 0.0038294430435724166
Position 2168: 0.003602949500844261
Position 2234: 0.003601503079164195
Position 2101: 0.0032479336110804754
Position 2784: 0.0030647441309311785
Position 1533: 0.002655138065191932
Position 3102: 0.002396022093523571
Position 2549: 0.0023438094556524633
Position 3047: 0.0020919652766630084
Position 1972: 0.002046847199451598
Position 1155: 0.0020347250897844523
Position 3567: 0.0018249077347266922
Position 3069: 0.001776004540607708
Position 2817: 0.0017409444830954418
Position 1559: 0.001687283682544603
Position 3711: 0.0016296168001961485
Position 464: 0.0015782677033697155
Position 2865: 0.0015771689637193713
Position 1498: 0.0014846246722134875
Position 1279: 0.001296996083276805
Position 3219: 0.0012956531444202539
Position 3678: 0.0010883992237360192
Position 3618: 0.0010825236741787607
Position 2808: 0.0010790618385086363
Position 1949: 0.0009948892534073902
Position 2951: 0.0009847304683024507
Position 2339: 0.0009466763430931415
Position 1519: 0.0009448528878582114
Position 259: 0.0009262699816434304
Position 3177: 0.0009117540809550549
Position 3657: 0.0008763613320201683
Position 2787: 0.0008686968482371469
Position 2298: 0.0007084555913362643
Position 3123: 0.0006556124873588286
Position 2210: 0.0006416129075490741
Position 632: 0.0006106643740837066
Position 1538: 0.0005737840783648935
Position 1021: 0.0005631193466366074
Position 1251: 0.0005103093533543547
Position 2449: 0.0004825119419459215
Position 1523: 0.00046819812766980465
Position 2847: 0.00046295052922217184
Position 3683: 0.0004059689026985711
Position 950: 0.00040139238286598423
Position 3119: 0.0003947675070884172
Position 1177: 0.00038644647492944037
Position 1396: 0.000373347890705941
Position 2823: 0.00034236429122130836
Position 1925: 0.00031806501021402827
Position 2393: 0.0002890671515688484
Position 385: 0.000278252704371332
Position 1091: 0.0002766750798055544
Position 2453: 0.0002688398095979329
Position 1604: 0.000251602900142809
Position 2154: 0.00025056984616458037
Position 2641: 0.00024645791394044926
Position 1286: 0.00024361626539638902
Position 362: 0.00023941327275934254
Position 1844: 0.00022759246453616869
Position 2799: 0.00022664839026987076
Position 575: 0.0002050786149850329
Position 2065: 0.00018253486603995076
Position 1952: 0.00017843856605759254
Position 3643: 0.00016874369921816693
Position 3408: 0.00015881954215477999
Position 1087: 0.00015757195933693074
Position 2402: 0.00015542242767120325
Position 1063: 0.000153027147582166
Position 3601: 0.00014805999700657604
Position 1643: 0.0001435641032294057
Position 1556: 0.0001298921489575353
Position 2810: 0.00012397336229649046
Position 1547: 0.00011766173128129937
Position 3155: 0.0001145826447499212
Position 2671: 0.00011268616174676987
Position 1166: 0.00010740460742398454
Position 3501: 0.00010047703576071987
Position 2110: 9.546720539695502e-05
Position 395: 9.505124569165545e-05
Position 3705: 8.9442273937606e-05
Position 1101: 8.44875491553181e-05
Position 2603: 8.338959922404484e-05
Position 3757: 8.112472507485972e-05
Position 558: 7.905034533014176e-05
Position 2508: 7.866256302470345e-05
Position 1646: 7.625894631813716e-05
Position 415: 7.136589009375066e-05
Position 2020: 6.988721743645254e-05
Position 1751: 6.76528259092076e-05
Position 3475: 6.760046755984828e-05
Position 2959: 6.311301971152328e-05
Position 426: 6.0436987346240955e-05
Position 3435: 6.00887116650638e-05
Position 2310: 5.823560797720826e-05
Position 1742: 5.779830480029573e-05
Position 118: 5.474585943224792e-05
Position 1535: 5.4394664812713386e-05
Position 1150: 5.387869400781853e-05
Position 345: 5.313816542456516e-05
Position 518: 5.2187396203249124e-05
Position 2835: 5.103622709745582e-05
Position 1739: 5.095842554707611e-05
Position 1059: 5.070264308980131e-05
Position 2826: 4.970896009657902e-05
Position 2682: 4.9410027013152135e-05
Position 1553: 4.930310289950427e-05
Position 774: 4.808577678657725e-05
Position 484: 4.6804704788671314e-05
Position 3795: 4.4972921385482955e-05
Position 1857: 4.2625531577567926e-05
Position 1773: 4.101025157094516e-05
Position 510: 4.039058104596682e-05
Position 3785: 3.629309075738013e-05
Position 3576: 3.5690209896057456e-05
Position 590: 3.4090599505879964e-05
Position 2421: 3.253007907178314e-05
Position 79: 3.1291631770873425e-05
Position 2694: 2.9324976699573655e-05
Position 1959: 2.7901918252808137e-05
Position 1065: 2.7552600257756372e-05
Position 2688: 2.7483708332414554e-05
Position 3750: 2.479474499920557e-05
Position 1815: 2.473999474643433e-05
Position 2587: 2.379804303358278e-05
Position 1170: 2.3692272245423548e-05
Position 2581: 2.2881441445111175e-05
Position 956: 2.0358128281321455e-05
Position 432: 1.8992262925628586e-05
Position 642: 1.7590524945069302e-05
Position 403: 1.7019921113699296e-05
Position 724: 1.6792262557193978e-05
Position 1820: 1.589251618157838e-05
Position 808: 1.4433233120426089e-05
Position 496: 1.241970159463655e-05
Position 864: 1.1931228033015498e-05
Position 1140: 1.1229471379244356e-05
Position 577: 1.0807487588148281e-05
Position 594: 1.0141531114552308e-05
Position 1105: 9.391660521963258e-06
Position 2590: 9.138942925780475e-06
Position 271: 8.71563798694521e-06
Position 1433: 8.586003571798445e-06
Position 856: 8.280656636070559e-06
