Gene = Diablo
index = 334
Annotated 5SS: [ 106  922 4136 6222 6440]
Annotated 3SS: [  794  4003  6110  6342 11468]
SMsplice 5SS: [ 106  922 4136 6222]
SMsplice 3SS: [ 794 4003 6110 6342]
top_k =  1000
Partition function (log Z): -1.9626888555913293

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.9349614525965207
Position 922: 0.9052827909432816
Position 4136: 0.8192444972374094
Position 6222: 0.7630945353887884
Position 6440: 0.7518398778290387
Position 11612: 0.553318441123478
Position 6198: 0.22204758637443756
Position 6884: 0.12742258037562498
Position 9853: 0.11014809399652802
Position 4761: 0.10560329295832822
Position 3195: 0.0802327414136177
Position 7762: 0.07407801700407769
Position 470: 0.06582396457995901
Position 7802: 0.03095816532614139
Position 6048: 0.028945586521278193
Position 11525: 0.02506571503580166
Position 12217: 0.02310289348400783
Position 6397: 0.02263851183703898
Position 3061: 0.018914571201954243
Position 11374: 0.01823460942494905
Position 6705: 0.01737925019704122
Position 2727: 0.015429861522651267
Position 169: 0.013934563328997887
Position 3381: 0.013042398540902556
Position 3328: 0.013002368936681283
Position 11534: 0.00973445227622391
Position 2770: 0.009490801597194851
Position 218: 0.00883450928687838
Position 1060: 0.008805945439433279
Position 3022: 0.00870198860351946
Position 11718: 0.006751503752027553
Position 795: 0.005287926261499153
Position 1988: 0.0052057578081117885
Position 10163: 0.0051278418144205355
Position 3161: 0.004273450216118893
Position 1326: 0.004232545535338222
Position 10430: 0.0041222325337801225
Position 8105: 0.003819956499578543
Position 4784: 0.0037677370330114674
Position 5646: 0.003664411624799968
Position 7938: 0.003514183135442202
Position 1756: 0.002844284872899226
Position 6234: 0.0026543708540930524
Position 6189: 0.0024852855144071703
Position 77: 0.002451485559920532
Position 29: 0.002427608284203003
Position 6443: 0.002384418913291876
Position 44: 0.0021698506307024534
Position 3418: 0.0019927787658442844
Position 955: 0.0019832337493715826
Position 1289: 0.0018470047258646054
Position 12063: 0.001800980665234099
Position 4804: 0.0017941626731841306
Position 4061: 0.0016654870687414914
Position 4992: 0.0016481626617392226
Position 3017: 0.0015270306631939797
Position 10555: 0.0011390754742943835
Position 2104: 0.0009990672539444366
Position 117: 0.0009547412675130072
Position 3314: 0.0009545694003509545
Position 276: 0.0008390769494219662
Position 6502: 0.0007740293846172613
Position 4734: 0.0007159215679126646
Position 1615: 0.0006928634999873248
Position 1476: 0.0006570208868553844
Position 5088: 0.0004813083939703108
Position 5936: 0.00047038894829651344
Position 2488: 0.00046883952378738876
Position 1261: 0.0004622923732411492
Position 190: 0.00044139691459019854
Position 200: 0.0004405588294747054
Position 5888: 0.00043952537716065174
Position 1118: 0.000435943198839752
Position 2100: 0.0004208767080621822
Position 2291: 0.00040077216165585426
Position 2013: 0.00039590185686529534
Position 655: 0.0003951487291438159
Position 5039: 0.0003773989764502783
Position 3120: 0.00037043461583465193
Position 1684: 0.00036598942119311624
Position 2451: 0.00032063076157863314
Position 4126: 0.00031520029892823944
Position 6216: 0.0003121922028339084
Position 527: 0.0002811379663100329
Position 248: 0.00026849917279099587
Position 4802: 0.0002633693036944001
Position 595: 0.0002263922649350686
Position 6896: 0.00021784956969776733
Position 12275: 0.00018185678064615169
Position 6838: 0.00016585185068820446
Position 635: 0.0001546628694119512
Position 6476: 0.0001383002864936389
Position 11135: 0.00012992611392878626
Position 702: 0.00012599795954690066
Position 317: 0.00012136762142223326
Position 478: 0.00011936267859392304
Position 40: 0.00011557587956284324
Position 663: 0.00010143257900699704
Position 72: 9.865535514472904e-05
Position 6226: 8.644044095626553e-05
Position 516: 8.559543134795433e-05
Position 241: 8.089010236123103e-05
Position 100: 7.759801938142001e-05
Position 7643: 6.411735385347318e-05
Position 279: 5.295542725474873e-05
Position 4738: 5.255575705443479e-05
Position 187: 4.76241238096986e-05
Position 1817: 4.30086834716852e-05
Position 6530: 4.175856432298425e-05
Position 2485: 4.1281309827704515e-05
Position 2414: 3.8725297859138476e-05
Position 2366: 3.2506240845106015e-05
Position 393: 3.207434058686352e-05
Position 6238: 3.198714476248624e-05
Position 2466: 3.1765291889107365e-05
Position 2471: 3.0074310665658506e-05
Position 509: 2.8733075208638007e-05
Position 1212: 2.8297765034222343e-05
Position 6579: 2.730357338880795e-05
Position 2500: 2.7271057998709212e-05
Position 660: 2.4807557109719517e-05
Position 6122: 2.4251491906847065e-05
Position 2819: 2.30679268440095e-05
Position 4140: 2.073176114955782e-05
Position 1689: 1.9912932730638502e-05
Position 1853: 1.9854876794785366e-05
Position 2123: 1.8296828285898303e-05
Position 33: 1.8173230409273516e-05
Position 719: 1.8117518331597986e-05
Position 1082: 1.7184514896239906e-05
Position 89: 1.6686433921224987e-05
Position 1281: 1.5994487573070205e-05
Position 387: 1.593826292478376e-05
Position 1709: 1.573035603921776e-05
Position 173: 1.572410210319773e-05
Position 6741: 1.536866034428934e-05
Position 6570: 1.3681078308908574e-05
Position 4319: 1.3618335706405487e-05
Position 6372: 1.3357986563208153e-05
