Gene = Ppat
index = 842
Annotated 5SS: [  622 24788 25905 29124 29368 30109 31823 32208 33545 35634]
Annotated 3SS: [24720 25697 29010 29221 30035 31670 32079 33322 35512 36172]
SMsplice 5SS: [  622 24788 25905 29124 29368 30109 31823 32208 35634]
SMsplice 3SS: [24720 25697 29010 29221 29966 31670 32079 35512 36172]
top_k =  1000
Partition function (log Z): -27.035143967730093

Sorted 5' Splice Sites (High to Low Probability):
Position 622: 0.9261255705359587
Position 2138: 0.3176832820092754
Position 4017: 0.1921170100430757
Position 4370: 0.13227975801359743
Position 3923: 0.10634774207807035
Position 6647: 0.09397931410586324
Position 12188: 0.09237452740659449
Position 6629: 0.0889906617852957
Position 4434: 0.07600486928261155
Position 4625: 0.062166743986536876
Position 129: 0.041933909039372
Position 4668: 0.04116037127776067
Position 6668: 0.03164074566745037
Position 3864: 0.021973249607994058
Position 10570: 0.020838290078986004
Position 10133: 0.019594418741755527
Position 1165: 0.01690080005007192
Position 4642: 0.01593861880015285
Position 222: 0.015526438927796525
Position 531: 0.013934937093463958
Position 101: 0.012133116983824504
Position 3542: 0.009589085404770804
Position 4700: 0.00857832501547823
Position 3654: 0.00830756702333436
Position 7260: 0.004236964135279045
Position 2784: 0.0038520908718820916
Position 56: 0.003442741921521431
Position 3323: 0.0032866475869873925
Position 437: 0.003248076932445481
Position 918: 0.003238191362989065
Position 3470: 0.003211733044621181
Position 1612: 0.00290895087142512
Position 467: 0.0027558142428421644
Position 7262: 0.0025557837309298564
Position 2960: 0.0020251357611577926
Position 763: 0.001604574911621896
Position 884: 0.0015908407702394474
Position 952: 0.0011555406461980647
Position 6312: 0.001038901766371645
Position 211: 0.0010358067664565805
Position 7559: 0.0008802703361295378
Position 79: 0.0007568719364161253
Position 3828: 0.000460178297527578
Position 388: 0.00044296254582264894
Position 4908: 0.00037220851074740613
Position 265: 0.0003457985830796869
Position 1154: 0.00033699580236523494
Position 1395: 0.00032665617659534743
Position 64: 0.0002511183491715541
Position 3718: 0.0002255653611704897
Position 786: 0.0002016878676194389
Position 1049: 0.00016895822794119506
Position 587: 0.0001497062522422905
Position 642: 0.0001398143006726613
Position 1031: 0.00013864021524165267
Position 660: 0.00013826328222462847
Position 528: 0.00012093960197630119
Position 541: 9.99042254098693e-05
Position 392: 8.612782531716053e-05
Position 1700: 5.606374621196302e-05
Position 2841: 5.503579328076202e-05
Position 724: 5.482151978187348e-05
Position 477: 5.4487194215242435e-05
Position 4936: 4.940972401588742e-05
Position 578: 4.4923318573624495e-05
Position 821: 4.201017966148812e-05
Position 1574: 3.96436145732457e-05
Position 810: 3.570130367485359e-05
Position 1882: 3.249827270241708e-05
Position 1377: 3.0398183103181295e-05
Position 1696: 2.96224514786849e-05
Position 1603: 2.7841534752978823e-05
Position 18: 2.4830937521905945e-05
Position 354: 2.1255109596523208e-05
Position 1917: 2.0332590171064286e-05
Position 2287: 1.2303489720278939e-05
Position 322: 6.635286169206376e-06
Position 781: 4.4308450660979236e-06
Position 816: 2.5802105294678767e-06
Position 441: 8.048011897088293e-07
Position 966: 5.654413011372494e-07
Position 1011: 4.7274984811080496e-07
Position 1177: 3.6436154982250565e-07
Position 605: 2.2828671575811911e-07
Position 696: 1.942514104043449e-07
Position 413: 1.9389684610598717e-07
Position 671: 1.7754799577538892e-07
Position 508: 1.7263507485533545e-07
Position 535: 4.82783267945177e-08
Position 533: 3.386672873608705e-08
Position 648: 1.8216943776087273e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12056: 0.3806197462888286
Position 10085: 0.32683207746758586
Position 1985: 0.23120283253109225
Position 6601: 0.17771314308407002
Position 4362: 0.15479121686806288
Position 3864: 0.15205087996038577
Position 3753: 0.12519632440249423
Position 4559: 0.12365824037380485
Position 4117: 0.05618917553142611
Position 15065: 0.05165187233729063
Position 2058: 0.04549801555372889
Position 14710: 0.04366157521470566
Position 7184: 0.039118131019911365
Position 7220: 0.0385791713396532
Position 10446: 0.03806506296104472
Position 3900: 0.030455314915529618
Position 1981: 0.029218528937946856
