Gene = Insc
index = 580
Annotated 5SS: [   241  23267  45532  46533  48328  58827  65963  83440  89166  96424
  99407 100763]
Annotated 3SS: [ 23165  45185  46479  48203  58712  65836  83267  88986  96356  99250
 100685 104049]
SMsplice 5SS: [   241    567  21349  23267  41995  45308  46533  48328  50452  58827
  65963  83440  89166  96046  96424  99407 100763 103394]
SMsplice 3SS: [   462  21146  23165  41819  45185  46418  48203  50226  58712  65836
  83267  88986  95933  96356  99250 100685 103297 104049]
top_k =  1000
Partition function (log Z): -63.773422187165245

Sorted 5' Splice Sites (High to Low Probability):
Position 567: 0.7490794875815198
Position 241: 0.6299372584212449
Position 10949: 0.4725549798325416
Position 3123: 0.2803477683569555
Position 6948: 0.24403277019846153
Position 3269: 0.2429002630273072
Position 2672: 0.1815273982937154
Position 4284: 0.0678277013078382
Position 245: 0.05871528556236983
Position 574: 0.057093820596222894
Position 4159: 0.05402458495876609
Position 3245: 0.05114771202262807
Position 7411: 0.039318375360170896
Position 12515: 0.031225930412252204
Position 56: 0.029815404634604806
Position 333: 0.02461888796362484
Position 4374: 0.023737148167171658
Position 369: 0.023556770480854663
Position 182: 0.022720844575133858
Position 476: 0.014603121134588235
Position 11743: 0.014430378229306557
Position 349: 0.013845213682673788
Position 359: 0.013746954769731362
Position 4187: 0.013158830268194033
Position 8141: 0.011466548523345494
Position 1573: 0.009046321809644129
Position 581: 0.006381161958221095
Position 779: 0.006234770000724681
Position 2360: 0.005118935962357302
Position 925: 0.004536155487832357
Position 1629: 0.0038825422141585287
Position 1900: 0.0019295871946889685
Position 1602: 0.0007466329446004933
Position 787: 0.0005889024512821653
Position 2232: 0.0005464015129350348
Position 85: 0.00042978929160183776
Position 1280: 0.00033804027637817735
Position 93: 0.00031876298313837973
Position 363: 0.00028643011236549425
Position 463: 0.00027057727637639403
Position 375: 0.0002457176777811906
Position 230: 0.00019884164754168258
Position 2848: 0.00019683440208651058
Position 343: 0.00019354300171215504
Position 355: 0.00014627657613020158
Position 1830: 0.0001458329716660816
Position 311: 0.00013582245800109106
Position 1423: 8.116482722973787e-05
Position 335: 5.9236302006035604e-05
Position 170: 5.394963227165142e-05
Position 389: 3.684049112337553e-05
Position 431: 2.7023967413495207e-05
Position 225: 2.6477689565609604e-05
Position 1295: 2.5776161868287127e-05
Position 314: 2.3398868688239453e-05
Position 903: 1.9428503529025696e-05
Position 1472: 1.7768288165867633e-05
Position 3460: 1.3881150774399645e-05
Position 128: 1.1450484601833832e-05
Position 379: 6.58760404683758e-06
Position 549: 4.5090399368226346e-06
Position 373: 4.391792756620783e-06
Position 1418: 3.983340511559128e-06
Position 1399: 3.6630851061333832e-06
Position 433: 3.6308338627507175e-06
Position 674: 3.5446331413341466e-06
Position 341: 3.458715853349898e-06
Position 347: 3.163395755782471e-06
Position 2062: 3.053569284913972e-06
Position 625: 2.803053392662667e-06
Position 746: 2.0869265279704665e-06
Position 1104: 1.977994311119088e-06
Position 1101: 1.903150620727209e-06
Position 1536: 1.1405769539217985e-06
Position 26: 1.0012196543808599e-06
Position 398: 8.945253745161604e-07
Position 123: 8.892709044460463e-07
Position 46: 7.121306189180424e-07
Position 435: 5.342934752865868e-07
Position 437: 4.984953973430093e-07
Position 1365: 4.4638247521897446e-07
Position 423: 2.885872250120969e-07
Position 1489: 2.5213341355070865e-07
Position 406: 2.4274898897462624e-07
Position 439: 1.838500970898146e-07
Position 584: 1.7928188053945667e-07
Position 1767: 1.423919378339442e-07
Position 1391: 4.942759359660919e-08
Position 3159: 4.249260549242483e-08
Position 3225: 3.4754614219727015e-08
Position 3101: 3.159422706720578e-08
Position 1076: 1.4001892946237516e-08
Position 1208: 1.360804230001025e-08
Position 1241: 1.4681778588141652e-11
Position 678: 4.822539390276511e-14
Position 441: 2.5885348676958814e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10700: 0.5957559592946552
Position 462: 0.4297542649503741
Position 3018: 0.3694724267022578
Position 6830: 0.2774601958202739
Position 14353: 0.14396088066101137
Position 11624: 0.13254155676750962
Position 12186: 0.10326916206705185
Position 2537: 0.10245867331555328
Position 2948: 0.09327465544517845
Position 475: 0.07606643347564607
Position 14004: 0.07182554783750918
Position 324: 0.0682169569717242
Position 4179: 0.06656583295475962
Position 3122: 0.06307796421363498
