Gene = Qprt
index = 879
Annotated 5SS: [  254 13518 13893]
Annotated 3SS: [12981 13760 13984]
SMsplice 5SS: [  254 13082 13518 13893]
SMsplice 3SS: [12981 13303 13760 13984]
top_k =  1000
Partition function (log Z): -5.094258882084234

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9866545154956288
Position 13893: 0.8346363454862525
Position 13518: 0.7616248405598803
Position 13082: 0.40614755498172933
Position 13212: 0.3276031827200267
Position 5055: 0.3091966160346613
Position 4074: 0.2973643227779355
Position 13227: 0.1743652892302129
Position 13428: 0.1338486471229485
Position 6640: 0.12135721713587569
Position 5565: 0.0908191931240478
Position 3833: 0.060625548814386095
Position 13866: 0.06010864811958395
Position 13415: 0.057907202048690744
Position 7729: 0.04408624421013454
Position 93: 0.029366025249418903
Position 100: 0.028730075587497794
Position 1081: 0.02118552721823554
Position 1222: 0.01696354789646274
Position 3094: 0.016371861289074006
Position 7685: 0.015065471722594993
Position 7689: 0.014261198281090105
Position 56: 0.013918322307094447
Position 13803: 0.012144425085170295
Position 3747: 0.012031272930756806
Position 5629: 0.00920521226345999
Position 526: 0.008491713588696697
Position 1095: 0.0075163790586119696
Position 2025: 0.00678987419641972
Position 11477: 0.006033368700037809
Position 513: 0.0053599749871295925
Position 10709: 0.004310651933022512
Position 95: 0.003166629394575869
Position 845: 0.00283956016694714
Position 3837: 0.0024852065956737033
Position 9615: 0.0023954098317211583
Position 7170: 0.0022946717731718073
Position 14032: 0.0021361924050061804
Position 1286: 0.0017849209755149786
Position 14077: 0.0016430018960438923
Position 1064: 0.0015567792954041286
Position 14082: 0.0014443150482858359
Position 14099: 0.0012812017322508234
Position 3146: 0.0012756267639668897
Position 83: 0.0011587784587389562
Position 849: 0.0008404833241358712
Position 3682: 0.0007903670653744693
Position 205: 0.000780155151118534
Position 3432: 0.0007191732676677166
Position 21: 0.0007082246294397879
Position 13470: 0.0006872430046807445
Position 499: 0.0006344332161183569
Position 14197: 0.0005738953239072226
Position 453: 0.000555371559064114
Position 442: 0.0005507817079366951
Position 2124: 0.0005472906147433315
Position 4566: 0.000497823494637744
Position 1282: 0.00043446082436284823
Position 3835: 0.00042879754108320664
Position 14036: 0.00042298393788905205
Position 2202: 0.00041942486696931215
Position 1681: 0.00039251994375443026
Position 4427: 0.0003670398861241109
Position 3389: 0.0002937673770546319
Position 63: 0.0002685544287092894
Position 14046: 0.0002557134943112445
Position 3918: 0.00023197538508222158
Position 7: 0.00019967272968249362
Position 3857: 0.00018027588551551628
Position 5136: 0.00017872791406700977
Position 14468: 0.00011534134637805857
Position 14472: 0.00011280441946210314
Position 263: 0.000110645334499026
Position 14054: 9.87101428731412e-05
Position 14107: 9.717904686801855e-05
Position 3867: 8.741486205133104e-05
Position 389: 7.865000792061039e-05
Position 14243: 7.052293071670515e-05
Position 2882: 6.956594860769363e-05
Position 235: 5.6693720266955204e-05
Position 13236: 5.446181960805166e-05
Position 13476: 5.435010222166981e-05
Position 786: 5.333707946886058e-05
Position 2609: 5.320367760050816e-05
Position 4510: 5.119707959335006e-05
Position 1248: 4.64961193829241e-05
Position 599: 4.610998719647292e-05
Position 14576: 4.04415527266391e-05
Position 1524: 4.0288966063719944e-05
Position 1192: 3.8912628637012084e-05
Position 14257: 3.801370641317529e-05
Position 1433: 3.486098875012343e-05
Position 1083: 3.19015764710487e-05
Position 1085: 3.1623546253397406e-05
Position 2010: 2.701964727503014e-05
Position 604: 2.611841203177259e-05
Position 2986: 2.3404545254648257e-05
Position 3065: 1.793580645058077e-05
Position 1664: 1.7670210562600903e-05
Position 2120: 1.1726189651155114e-05
Position 6901: 1.1393181642759044e-05
Position 1219: 1.115528744181627e-05
Position 4832: 1.115057934769319e-05
Position 615: 1.1032557620449585e-05
Position 795: 1.0679898754912079e-05
Position 6270: 1.0094979523240617e-05
Position 571: 9.618758441202395e-06
Position 2322: 9.535455604777554e-06
Position 451: 9.324499401153253e-06
Position 6140: 8.929810032880983e-06
Position 1476: 8.719490468068593e-06
Position 5538: 8.663288155010983e-06
Position 3241: 7.996998155348888e-06
Position 1902: 7.899743695493377e-06
Position 403: 7.472860933253587e-06
Position 3130: 6.6464537630831565e-06
Position 1964: 6.557310811568544e-06
Position 3341: 6.156761279303623e-06
Position 6016: 5.905844139435883e-06
Position 5984: 5.677616399488583e-06
Position 5016: 5.665965554717719e-06
Position 709: 4.96839123633793e-06
Position 282: 4.011984606704864e-06
Position 1600: 3.90759876592686e-06
Position 978: 3.7651354774778253e-06
Position 1256: 3.713595995383231e-06
Position 274: 3.5944963214022743e-06
Position 1429: 3.506618070818249e-06
Position 1172: 3.417974695833645e-06
Position 202: 2.879831353703596e-06
Position 877: 2.071328463482021e-06
Position 622: 1.443690120650278e-06
Position 806: 1.3730986547663338e-06
Position 776: 1.3530028611496893e-06
Position 620: 1.271734694776825e-06
Position 305: 9.093432215745331e-07
Position 276: 7.539454105318371e-07
Position 793: 6.459767776457197e-07
Position 291: 4.84339602961848e-07
