Gene = Endod1
index = 379
Annotated 5SS: [572]
Annotated 3SS: [23354]
SMsplice 5SS: [ 572 7335]
SMsplice 3SS: [ 7192 23354]
top_k =  1000
Partition function (log Z): -13.313975500225327

Sorted 5' Splice Sites (High to Low Probability):
Position 572: 0.9905978665105042
Position 7335: 0.9052855120657326
Position 954: 0.26001311446245007
Position 13392: 0.13821643795097935
Position 9139: 0.09940477394785477
Position 16034: 0.09912790448019455
Position 1849: 0.09660323231762571
Position 10331: 0.08358962128638622
Position 10832: 0.05796292970701039
Position 13583: 0.053935585022612406
Position 1240: 0.050831137201987835
Position 1472: 0.048495120121832984
Position 13387: 0.03344435542893165
Position 7348: 0.03065098208130196
Position 6592: 0.029537021960001082
Position 18155: 0.025861454598618418
Position 16626: 0.014611883574334223
Position 16881: 0.014591675422723493
Position 2737: 0.009567571595701235
Position 118: 0.007976588346354166
Position 963: 0.007815200275710147
Position 101: 0.007550368457229781
Position 428: 0.007510082642935113
Position 8078: 0.004795685876221466
Position 6: 0.004292384557366969
Position 279: 0.0013449275517133253
Position 874: 0.0012960564310710322
Position 1231: 0.001228361913514401
Position 1364: 0.0010406025633426762
Position 1348: 0.0004604865200508608
Position 9757: 0.00032273373176604117
Position 750: 0.00032232832499401855
Position 7475: 0.0002411033037816474
Position 4309: 0.00022786863954035508
Position 122: 0.000213894685441535
Position 108: 0.0001945544397863352
Position 4116: 0.00019245274491697714
Position 4305: 0.00018089383073953305
Position 3383: 0.00016201047095667072
Position 1412: 0.00015006167705993858
Position 4044: 0.00014231946967116466
Position 4792: 0.00011786262689215398
Position 661: 9.64355804347581e-05
Position 2566: 8.725284475723068e-05
Position 168: 8.09484737771447e-05
Position 2448: 7.079269577601351e-05
Position 604: 7.016524906338996e-05
Position 2040: 6.883902128145148e-05
Position 4135: 6.400189290194543e-05
Position 1052: 6.346210808001591e-05
Position 1149: 4.977588802859357e-05
Position 1097: 4.005265647425864e-05
Position 667: 3.8053939107928035e-05
Position 624: 3.52535852815821e-05
Position 103: 3.505149632819806e-05
Position 923: 3.436021020512396e-05
Position 971: 2.2573219082772674e-05
Position 378: 2.246859097211691e-05
