Gene = Prlh
index = 854
Annotated 5SS: [97]
Annotated 3SS: [740]
SMsplice 5SS: [97]
SMsplice 3SS: [740]
top_k =  1000
Partition function (log Z): -9.251656460464423

Sorted 5' Splice Sites (High to Low Probability):
Position 97: 0.5074159032322985
Position 186: 0.2514426456380536
Position 303: 0.23130991895919042
Position 653: 0.023680603020680212
Position 402: 0.009237118297124583
Position 164: 0.005678850442802068
Position 446: 0.0038514091371564447
Position 259: 0.0015464414627924365
Position 644: 0.0010379012103954484
Position 467: 0.0005714732432826201
Position 283: 0.0005347905452348931
Position 128: 0.0003679394561018548
Position 487: 0.00032623513281504273
Position 532: 0.00020561779648197944
Position 101: 0.0001959339807031395
Position 492: 0.00018581944864719661
Position 462: 0.00015786563923025172
Position 657: 0.00012286167676882622
Position 300: 0.00012022492467462245
Position 209: 0.00010710753060616675
Position 253: 8.399390031875545e-05
Position 558: 7.736221063753557e-05
Position 206: 7.091072523940686e-05
Position 333: 6.892266735311814e-05
Position 307: 6.508098196120347e-05
Position 673: 6.108787953471708e-05
Position 318: 5.9337971764661535e-05
Position 499: 4.146209147768036e-05
Position 592: 3.5254689055877296e-05
Position 291: 2.489656343013561e-05
Position 681: 2.0804901181756964e-05
Position 527: 1.788394769421251e-05
Position 450: 1.767553735418703e-05
Position 763: 1.7411416595578255e-05
Position 45: 1.6517826584503838e-05
Position 23: 1.4931472779562022e-05
Position 256: 8.14862771712565e-06
Position 355: 6.5992617885088664e-06
Position 642: 4.431993098630212e-06
Position 788: 1.8763189107674185e-06
Position 847: 5.327081081419083e-07
Position 827: 1.8888626361452144e-07
Position 705: 1.4982120321924373e-07
Position 771: 1.3878553754405614e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 740: 0.8693831910656706
Position 300: 0.038330860337565
Position 386: 0.030710443972604664
Position 230: 0.021982088996822514
Position 401: 0.017049954061612298
Position 541: 0.014918130547669465
Position 351: 0.011512327573541098
Position 244: 0.006378797100527772
Position 269: 0.006057825694991077
Position 680: 0.0046657011440462215
Position 810: 0.003921338015321288
Position 446: 0.0024157905607627692
Position 807: 0.0016399134244560627
Position 482: 0.0016227245526309211
Position 612: 0.001585394198095453
Position 783: 0.0013385947815957994
Position 691: 0.0009649807380689479
Position 897: 0.0005960482496804691
Position 206: 0.0004794469406962853
Position 628: 0.00038908147409259255
Position 558: 0.0003584615764342003
Position 185: 0.0003472704919196562
Position 273: 0.0003225945744674812
Position 804: 0.0002545281580005869
Position 190: 0.0002170845656802546
Position 858: 0.000216354741128656
Position 430: 0.00015598733106706432
Position 815: 0.00014656346753883095
Position 472: 0.00011690145493503059
Position 171: 0.00010334213486182936
Position 307: 9.751571460314912e-05
Position 696: 9.233897634313615e-05
Position 202: 8.51280945687958e-05
Position 651: 6.808338299141672e-05
Position 424: 6.323979431055853e-05
Position 879: 4.835827181178409e-05
Position 450: 3.365450831425535e-05
Position 407: 2.4556823334728415e-05
Position 562: 2.37991926897469e-05
Position 550: 1.8948562769082615e-05
Position 642: 1.7617614893766368e-05
Position 906: 1.4966774730412453e-05
Position 638: 1.1691861420947518e-05
Position 910: 8.749721439767881e-06
Position 164: 6.7916182644446945e-06
Position 822: 4.716747667239559e-06
Position 566: 3.824323674723061e-06
Position 886: 2.916504604996542e-06
Position 572: 1.9354965945488596e-06
Position 457: 1.5451920226594566e-06
Position 570: 1.319287673661733e-07
Position 97: 2.83704833654285e-08
Position 409: 2.177964759523152e-10
Position 117: 1.6328204054211315e-10
Position 122: 1.435004045080673e-10
Position 89: 2.2616436686846675e-11
Position 101: 1.0651207408222456e-11
