Gene = Dph5
index = 346
Annotated 5SS: [  321   761  5000 11967 27324 37415 38964]
Annotated 3SS: [  602  4874 11857 27202 37374 38859 40671]
SMsplice 5SS: [  326   761  5000 11967 22023 27324 37464 38964]
SMsplice 3SS: [  602  4874 11857 21900 27202 37374 38859 40803]
top_k =  1000
Partition function (log Z): -21.269344345564495

Sorted 5' Splice Sites (High to Low Probability):
Position 11967: 0.9478183355222225
Position 761: 0.9018280227265346
Position 5000: 0.8981738130749384
Position 326: 0.7587738583276609
Position 3781: 0.4718125469440688
Position 5144: 0.3314120020131884
Position 3313: 0.33098748056410315
Position 6142: 0.21266187148376886
Position 8222: 0.13269200704900858
Position 441: 0.12488730234749425
Position 8448: 0.11956561201914455
Position 4775: 0.10889054312200591
Position 223: 0.08415982343692105
Position 8584: 0.05273550192638013
Position 7049: 0.05025131775762408
Position 4983: 0.04171338390968285
Position 8275: 0.040004497932410746
Position 7789: 0.032982586376192106
Position 5159: 0.03198306866117685
Position 14117: 0.0245700912989612
Position 3889: 0.024068762327449277
Position 712: 0.017629365867387357
Position 3693: 0.012037279139117382
Position 489: 0.010311833028739408
Position 43: 0.008082261678390367
Position 743: 0.006416490819889301
Position 3930: 0.006362807709058733
Position 3626: 0.006135916698298609
Position 5019: 0.005642848761297508
Position 939: 0.005415699379407425
Position 692: 0.005142514138657639
Position 2669: 0.0050568772219498235
Position 257: 0.004944854738678372
Position 10: 0.003671976342813803
Position 6: 0.0031528696684752344
Position 106: 0.002903368600649175
Position 689: 0.002267871847241816
Position 8218: 0.0021864625423723256
Position 2287: 0.0021504635952691135
Position 125: 0.0020609150912644166
Position 4779: 0.0020568636702937844
Position 4734: 0.00201314418111442
Position 4781: 0.0019626944742257455
Position 734: 0.0019427842693386418
Position 393: 0.0018039655254582507
Position 4783: 0.0017126572693463432
Position 4777: 0.0016956558344638317
Position 5690: 0.0016708627969919518
Position 4987: 0.0016541130260258985
Position 362: 0.0016246859597378758
Position 4785: 0.0013819716949529145
Position 410: 0.0013423845528408378
Position 3630: 0.0013001004336086034
Position 2289: 0.0012473411186323725
Position 2630: 0.001190641536096524
Position 7539: 0.0011180111482325587
Position 2529: 0.001056282620864965
Position 3179: 0.0010421300601942635
Position 4959: 0.0010377408221662345
Position 321: 0.001027977033368399
Position 201: 0.0010086269220746366
Position 1086: 0.0009739193353625173
Position 12427: 0.0007705021891721801
Position 138: 0.0006973323373238539
Position 28: 0.0005378444593419027
Position 13677: 0.0005176400342249658
Position 100: 0.0005016866777597889
Position 983: 0.00046312294015544064
Position 4483: 0.0004542121639898936
Position 2679: 0.00042755841754304146
Position 4787: 0.0004219381640959771
Position 2841: 0.0003991927399222439
Position 517: 0.0003817045924849741
Position 2424: 0.00037040313645210737
Position 193: 0.00036209399207727685
Position 1312: 0.00035370707534984684
Position 765: 0.0003193079637203654
Position 284: 0.0003085567756839604
Position 7858: 0.0003076689071666362
Position 289: 0.0003055626903291764
Position 5148: 0.0002851909548657705
Position 3414: 0.000260713052422416
Position 5686: 0.00022699832575227003
Position 1762: 0.00020959326212541425
Position 429: 0.00018147174938834196
Position 4963: 0.00016609098450343925
Position 467: 0.0001563921980263313
Position 5220: 0.00015313889355525925
Position 41: 0.00012477697969998756
Position 501: 0.00011393868782360122
Position 5993: 9.712487456295405e-05
Position 5555: 7.554160715342773e-05
Position 344: 7.042621161221452e-05
Position 72: 6.447813152024797e-05
Position 5711: 5.778106887330172e-05
Position 294: 4.5237148777194375e-05
Position 5282: 3.8860066533246466e-05
Position 3740: 2.186901244994255e-05
Position 499: 1.7051395995677665e-05
Position 705: 1.5101530872807314e-05
Position 528: 1.4008339975506106e-05
Position 261: 1.3512659555510724e-05
Position 281: 6.957352687918652e-06
Position 5716: 6.037275616160692e-06
Position 19: 5.507852690435322e-06
Position 47: 5.203680718116734e-06
Position 245: 3.901948528388174e-06
Position 1538: 3.1154329795044074e-06
Position 674: 2.96005859973787e-06
Position 31: 2.2672153975101564e-06
Position 2319: 2.0400183093148703e-06
Position 1633: 1.7107120371281488e-06
Position 2750: 1.1692547062395835e-06
Position 710: 1.1667557915075926e-06
Position 2737: 1.0331409590840658e-06
Position 2588: 8.395957957763951e-07
Position 2343: 8.164621761291833e-07
Position 536: 8.005336631166672e-07
Position 808: 6.351731810343115e-07
Position 2625: 5.396973611044478e-07
Position 1345: 5.31475581973665e-07
Position 1947: 5.269506312980335e-07
Position 774: 4.140408597568121e-07
Position 602: 1.3146321258823937e-08
Position 619: 1.061803482178928e-08
Position 555: 4.952063921514678e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11857: 0.956019050767843
Position 4874: 0.8348755444569744
Position 602: 0.8238446286336025
Position 3691: 0.48252712773001677
Position 25042: 0.385065430094746
Position 5071: 0.33652433886363087
Position 3218: 0.26936758801610106
Position 21598: 0.17158005804123933
Position 8354: 0.11678524200584245
Position 4630: 0.11481195209356428
Position 547: 0.09651860699511543
Position 5840: 0.09533822516906915
Position 4912: 0.09005647831873119
Position 8149: 0.08838699689607256
Position 5960: 0.0816131178329874
Position 8181: 0.07205870729271073
Position 13835: 0.06175288854421425
Position 16982: 0.06047770002632795
Position 13801: 0.054464760580831065
Position 13894: 0.05348828570396446
Position 8447: 0.043790782103648104
Position 14579: 0.03611194462411884
Position 15371: 0.032332987327249055
Position 12504: 0.030879928568063358
Position 6949: 0.030147692112262495
Position 12125: 0.026693060578023366
Position 3141: 0.02621619169002011
Position 7640: 0.024048172451879502
Position 7955: 0.023611589153911747
Position 4821: 0.022264297195336635
Position 3565: 0.021178495117240587
Position 6989: 0.016930956576935698
Position 4878: 0.014488738568011118
Position 14180: 0.014406529004731267
Position 3083: 0.014357550666030457
Position 6055: 0.014139210824031875
Position 6001: 0.0129790742639854
Position 325: 0.012516124912058725
Position 12150: 0.012216260415164127
Position 5906: 0.011437512985064086
Position 7601: 0.01004974944776026
Position 5117: 0.009504225800728728
Position 14261: 0.008759441176281987
Position 3732: 0.007846012482400343
Position 2508: 0.00657228684894038
Position 3231: 0.006269309016358738
Position 12275: 0.006023257801023309
Position 2840: 0.005633540034507457
Position 13958: 0.005600302482971508
Position 148: 0.005569391682327903
Position 15197: 0.005369400879404681
Position 3520: 0.005236713675336506
Position 8459: 0.0049803783241359
Position 13805: 0.00483156781344834
Position 14530: 0.0043283911441311575
Position 13610: 0.004198107106773338
Position 827: 0.0038852051873410807
Position 2148: 0.003627430212458664
Position 12564: 0.0031765459334947162
Position 3172: 0.003061176259808363
Position 13856: 0.002764564563234555
Position 241: 0.002722077622107548
Position 4529: 0.002607759480097985
Position 16759: 0.0025490061829427668
Position 3062: 0.002536002114560354
Position 13929: 0.0024442467325890365
Position 4564: 0.0023140404058959903
Position 6010: 0.002306645365021833
Position 15109: 0.0022713025194771265
Position 619: 0.0022193554275847438
Position 871: 0.002093417164868595
Position 3051: 0.0020802749403224224
Position 12283: 0.0019250715874129885
Position 14628: 0.0019206133362817453
Position 6682: 0.0018988211242010689
Position 3652: 0.0018623096397962478
Position 6815: 0.0018599546062366746
Position 15924: 0.0018286388747554751
Position 554: 0.0015814693484706196
Position 5810: 0.00149125346801731
Position 4656: 0.0014323056643813193
Position 3802: 0.0014100265828449114
Position 12666: 0.0013914956172114835
Position 15550: 0.0013614066620890749
Position 4381: 0.0012621332022825032
Position 7374: 0.0011247022531186521
Position 568: 0.0009012850524619719
Position 4917: 0.0008617149538248819
Position 8978: 0.0008497570486338266
Position 2808: 0.0008458549034575883
Position 8583: 0.0008211297467547692
Position 2869: 0.0007998854198998646
Position 5577: 0.0007896812959037368
Position 5551: 0.0007726074946535335
Position 281: 0.0007480583117608962
Position 4644: 0.0007130645309574744
Position 656: 0.0007075467234579061
Position 5037: 0.0006747130187576299
Position 8645: 0.0006379099768693551
Position 393: 0.0006208814416051362
Position 5476: 0.00058245958876784
Position 2563: 0.0005522566715622536
Position 8417: 0.000506576363487716
Position 2727: 0.0005037086178920067
Position 2449: 0.0005036981060280944
Position 4949: 0.0004965476714963914
Position 3701: 0.00044858015305028335
Position 983: 0.000419142098364626
Position 4349: 0.000411045420188112
Position 7390: 0.0004050785720035378
Position 3162: 0.0004040353248274091
Position 193: 0.0003956506190352353
Position 5332: 0.00039326674355084587
Position 6269: 0.00039146628066588873
Position 2941: 0.0003643078059963284
Position 2969: 0.00035846068470143233
Position 3753: 0.00034306488459395936
Position 12910: 0.0003028583604819031
Position 3244: 0.00028733894463564433
Position 5209: 0.00025840372998982937
Position 487: 0.0002316096993598377
Position 2528: 0.00021702116074250396
Position 5082: 0.00018824624832536625
Position 197: 0.00018696092004825393
Position 3591: 0.00018274445758826078
Position 3302: 0.00016370246318553843
Position 8736: 0.00016170620719925912
Position 5846: 0.00014930090868838931
Position 902: 0.0001437168979392928
Position 5496: 0.00014303626185823202
Position 664: 0.00013604348223913418
Position 6421: 0.0001324171037919281
Position 515: 0.00013166583978801045
Position 467: 0.00012365988033890792
Position 5517: 0.0001220763988279787
Position 1201: 0.00010722783823464551
Position 6539: 0.00010227111772169497
Position 5307: 9.620163200810329e-05
Position 7644: 9.570335895793526e-05
Position 1637: 9.3341950188921e-05
Position 6449: 8.664895699777591e-05
Position 2125: 8.653547978804467e-05
Position 4268: 8.469742058503577e-05
Position 1230: 8.378453618973322e-05
Position 5473: 8.184713625285643e-05
Position 9229: 7.498468512295454e-05
Position 386: 6.790638824688448e-05
Position 156: 6.53879755180024e-05
Position 2342: 6.495351743377391e-05
Position 7314: 6.283756983369216e-05
Position 5259: 5.522733072836632e-05
Position 674: 5.299713466143268e-05
Position 2423: 5.2540983643856554e-05
Position 5962: 4.880321871539705e-05
Position 1682: 4.5819089451950726e-05
Position 6599: 4.537532091126537e-05
Position 1024: 4.399707722712689e-05
Position 1123: 4.2630643241430854e-05
Position 1514: 3.752421179086144e-05
Position 3068: 3.4534323742594024e-05
Position 3435: 3.380653259863604e-05
Position 437: 3.086963689242177e-05
Position 106: 2.7889375708993353e-05
Position 289: 2.73958463354494e-05
Position 4003: 2.437461177443569e-05
Position 1097: 2.2992483039252443e-05
Position 746: 2.1191177955149258e-05
Position 429: 1.9547232061552355e-05
Position 299: 1.907992626191342e-05
Position 1156: 1.887526305633156e-05
Position 1465: 1.704256797167857e-05
Position 679: 1.5961219607729542e-05
Position 254: 1.5852452989221722e-05
Position 722: 1.5733953058727708e-05
Position 2879: 1.4863802720357087e-05
Position 7288: 1.2677529952498129e-05
Position 1575: 1.2232328849632118e-05
Position 2229: 1.1381463160954678e-05
Position 414: 1.0735469352510495e-05
Position 1623: 9.563913689841986e-06
Position 5450: 9.163018987822196e-06
Position 1153: 8.3644767180364e-06
Position 339: 7.525586987560168e-06
Position 1234: 7.162374658589106e-06
Position 4076: 7.062693764496917e-06
Position 1310: 6.738819978227147e-06
Position 1164: 6.5124632206259395e-06
Position 5885: 6.460604863658654e-06
Position 6252: 6.15634303966245e-06
