Gene = Rell1
index = 894
Annotated 5SS: [  252 31092 32875 38420 41909 44163]
Annotated 3SS: [30863 32802 38361 41671 44023 57745]
SMsplice 5SS: [  252 17711 19442 25529 30958 32875 41909 44163 52699]
SMsplice 3SS: [17574 19394 25402 30863 32802 41671 44023 52618 57745]
top_k =  1000
Partition function (log Z): -36.92620525805111

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.900691876615884
Position 5761: 0.3307594134808438
Position 5730: 0.29728393351572224
Position 9546: 0.28406063615378163
Position 17711: 0.24872414782062627
Position 3058: 0.10898712150417632
Position 7125: 0.10488275728435259
Position 283: 0.07809262837640903
Position 2521: 0.05409867362346831
Position 1537: 0.040845016937985514
Position 8455: 0.038116783605934366
Position 5220: 0.03509004466187675
Position 1534: 0.028817584279670773
Position 7819: 0.02821430817883404
Position 227: 0.017222724675545517
Position 2324: 0.015353808230080392
Position 6974: 0.013260109022864208
Position 9582: 0.010552078980651634
Position 1214: 0.010458150051489774
Position 10976: 0.009132936360461379
Position 4026: 0.009104928823690328
Position 2061: 0.007481361238821678
Position 6308: 0.00683323190367639
Position 3785: 0.006755484652476208
Position 8149: 0.006423617685031274
Position 7850: 0.005900645196065328
Position 6806: 0.005823362500207751
Position 1614: 0.005822216673223198
Position 9520: 0.004841868610419127
Position 4574: 0.004787069661784048
Position 7367: 0.004455709713988852
Position 3422: 0.0035507103572846826
Position 46: 0.002988449047013839
Position 4461: 0.002679264710017849
Position 10357: 0.0024433042198822854
Position 8517: 0.0020053762228646847
Position 745: 0.0020016010614423334
Position 2088: 0.001865209631071415
Position 962: 0.001674895926678828
Position 3513: 0.0015926322250677015
Position 4048: 0.0012988578009320347
Position 1908: 0.0012712948856838072
Position 5203: 0.0009630668911801912
Position 5718: 0.0008374255142184117
Position 187: 0.00036126565866676825
Position 12: 0.0003342938353866641
Position 1773: 0.0003213557846716648
Position 5773: 0.000294986021824984
Position 2233: 0.00019042080658489285
Position 2582: 0.0001677231825363339
Position 430: 0.00015885615755121738
Position 2270: 7.595900525380822e-05
Position 726: 6.884007152909342e-05
Position 1618: 5.729562426816481e-05
Position 1963: 5.698124581982537e-05
Position 2561: 5.60471688593161e-05
Position 1663: 4.989193804995316e-05
Position 1544: 4.63251911877251e-05
Position 270: 4.6132218386880165e-05
Position 2228: 4.53703615480165e-05
Position 4501: 4.415027030686748e-05
Position 1433: 4.32256801257083e-05
Position 2055: 3.981560030661833e-05
Position 2076: 3.914235945979259e-05
Position 3039: 3.8306215261264484e-05
Position 1804: 3.243756984912916e-05
Position 7930: 3.0141295328841262e-05
Position 2614: 2.8437688495551016e-05
Position 940: 2.4509314975995307e-05
Position 1264: 2.300445922729707e-05
Position 7829: 2.2205289959670042e-05
Position 4174: 2.2161935288928764e-05
Position 2201: 2.1709603190363165e-05
Position 1240: 2.1486744352986804e-05
Position 1375: 2.1460281953441583e-05
Position 1516: 2.027520321351314e-05
Position 211: 1.8740333754132174e-05
Position 1627: 1.6967658467626397e-05
Position 641: 1.5419163947119067e-05
Position 1950: 1.533320139527667e-05
Position 1948: 1.458379499435145e-05
Position 2710: 9.553536213572677e-06
Position 7: 8.17835501184138e-06
Position 1753: 6.939253350712945e-06
Position 326: 6.122756950930775e-06
Position 1494: 3.6045927491613856e-06
Position 3543: 2.9365462348586733e-06
Position 1270: 2.6048867750428334e-06
Position 1900: 2.5227614954358755e-06
Position 2071: 1.6200619337259492e-06
Position 21: 1.6037838869230376e-06
Position 2081: 1.502251228957263e-06
Position 292: 9.825767317584842e-07
Position 172: 8.914458384111195e-07
Position 359: 7.757957421213606e-07
Position 595: 7.429991536110835e-07
Position 242: 7.160916689525028e-07
Position 31: 6.007468149118816e-07
Position 3630: 4.811719712284983e-07
Position 264: 4.7252344179547123e-07
Position 589: 4.349702105824274e-07
Position 1220: 4.2067661607667574e-07
Position 1609: 3.9211986480063585e-07
Position 256: 3.745163412239426e-07
Position 231: 3.606912214047373e-07
Position 330: 3.5010207458766023e-07
Position 541: 2.5532650711029473e-07
Position 3725: 1.7053791711915578e-07
Position 477: 1.2909871455213946e-07
Position 108: 1.016493798199511e-07
Position 194: 9.807845083142056e-08
Position 408: 8.032015389317846e-08
Position 406: 7.907168437120269e-08
Position 821: 7.799539822757317e-08
Position 908: 7.155527494579968e-08
Position 875: 5.391749578764788e-08
Position 1165: 3.703975782688563e-08
Position 1133: 3.4909940669274084e-08
Position 416: 1.221963220460723e-08
Position 453: 8.750727267171456e-09
Position 209: 7.849742675327328e-09
Position 1465: 7.091308086118963e-09
Position 376: 6.932277829711709e-09
Position 1744: 6.644779603070841e-09
Position 710: 5.953354476777673e-09
Position 215: 5.467282665789877e-09
Position 913: 4.79707015353166e-09
Position 729: 4.328883478234201e-09
Position 839: 4.298510952401961e-09
Position 994: 4.1909307625999356e-09
Position 1039: 3.840322037631408e-09
Position 572: 3.4309012475184935e-09
Position 287: 1.4392801633864968e-09
Position 1002: 5.546810312728365e-10
Position 695: 4.691247902657886e-10
Position 1087: 1.9083025270315475e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5628: 0.5971779760010558
Position 17574: 0.4005663797646347
Position 9440: 0.2612254082000146
Position 18008: 0.24872414782062588
Position 8079: 0.15606360705341746
Position 2999: 0.10484788696700864
Position 13893: 0.09979759177053137
Position 12483: 0.09144144868415217
Position 16010: 0.081073327440018
Position 9406: 0.06535760439107464
Position 7079: 0.05952417170800491
Position 6850: 0.049253562524070364
Position 9490: 0.04793203627173531
Position 2376: 0.047758563944640384
Position 7633: 0.03925684300240813
Position 5567: 0.035089859448277014
Position 5087: 0.0349098421215908
Position 1388: 0.029373147202449625
Position 7076: 0.028660030391489334
Position 1405: 0.0175286532106343
Position 4708: 0.017288611169915386
Position 7756: 0.015575720535035963
Position 2184: 0.01493903152489586
Position 11983: 0.01387985844711587
Position 5798: 0.011038828873932966
Position 1385: 0.010590044988648182
Position 3651: 0.00958657650615726
Position 3940: 0.008774537422959507
Position 1842: 0.008770621392813422
Position 10803: 0.0076359427241742646
Position 1120: 0.007540161872525013
Position 10674: 0.007281919686613598
Position 6714: 0.006061090906539597
Position 11072: 0.0057898916073495284
Position 7242: 0.0057373898121403045
Position 3330: 0.0054468769933254425
Position 10207: 0.004674669909468689
Position 1417: 0.004489450399811575
Position 2894: 0.004372822579472426
Position 11028: 0.004290197599547706
Position 1070: 0.004192099445604332
Position 2420: 0.0037802010090347586
Position 1489: 0.003491658110884309
Position 9761: 0.0034213525863655567
Position 6148: 0.003331516948713896
Position 6063: 0.002750296710697117
Position 4324: 0.002340082609647576
Position 1519: 0.0022525596241463994
Position 9601: 0.001957327420443085
Position 9673: 0.0019289107563092295
Position 2232: 0.0017569676984504762
Position 5670: 0.0016993381199519838
Position 9133: 0.001652561117636466
Position 2400: 0.0015684642247293344
Position 1140: 0.00154606809318374
Position 7505: 0.0015311657337469923
Position 863: 0.001381715292675481
Position 1559: 0.0013797173949781148
Position 5907: 0.001373064595752248
Position 4400: 0.0012212811886970802
Position 4430: 0.0012010898750547724
Position 9658: 0.0011787778175514378
Position 2023: 0.0011779695866650697
Position 6532: 0.0011725709014890275
Position 3165: 0.0011397145069405852
Position 4453: 0.0011297186487187934
Position 1328: 0.0010645417027042717
Position 537: 0.001041033415289397
Position 2950: 0.0009710948060087481
Position 3606: 0.0009091256679694688
Position 9616: 0.0009038348230020164
Position 6687: 0.0008859710951779077
Position 4683: 0.0008688539243183624
Position 6908: 0.0008389697644461148
Position 1162: 0.000838812301381774
Position 1179: 0.0008070470884592067
Position 7728: 0.0007829710280777266
Position 9805: 0.000781826658646415
Position 2372: 0.0007445896084667932
Position 5802: 0.0007307796383227128
Position 3567: 0.0007290650537634175
Position 2928: 0.0007251582098839654
Position 3841: 0.0007097699008967979
Position 1508: 0.0007014291187591369
Position 2468: 0.0007012299385385629
Position 6639: 0.000619418231351353
Position 1260: 0.0006035133797359842
Position 8242: 0.000602778659426807
Position 1879: 0.0005989374879077451
Position 602: 0.0005699522824201802
Position 2821: 0.0005678704853316138
Position 4519: 0.0005188554223429685
Position 3983: 0.00048757289208853805
Position 4225: 0.0004766153218494549
Position 7366: 0.00046306991154131995
Position 3796: 0.0004579224369318236
Position 4433: 0.0004533186571705621
Position 1424: 0.0004447500888510937
Position 1958: 0.00041539945778973196
Position 4414: 0.00040682469089049024
Position 6529: 0.00038528866191446526
Position 1270: 0.0003759538880772057
Position 5039: 0.0003748125361148556
Position 5122: 0.0003733265086367035
Position 3286: 0.00034399819311533257
Position 5203: 0.00034067200014116
Position 1900: 0.0003187736526693721
Position 2267: 0.00030649867075484565
Position 654: 0.000284077197926269
Position 569: 0.00023182857428147722
Position 8690: 0.0002173348069658374
Position 701: 0.00021151294693700403
Position 5721: 0.00020100407595312472
Position 3133: 0.00020013647059114655
Position 1012: 0.00017926951566622838
Position 2666: 0.00016837777277279093
Position 92: 0.00016388560869838698
Position 1456: 0.00014137567231762554
Position 1661: 0.00012786691601885503
Position 209: 0.00012622077240656267
Position 1137: 0.00011398833032814462
Position 2845: 0.00010102565669133564
Position 1533: 9.77212639133993e-05
Position 792: 9.254284091171389e-05
Position 745: 8.889379427684444e-05
Position 7138: 8.114569022227656e-05
Position 1092: 7.959144715753077e-05
Position 2771: 7.893266373760158e-05
Position 2425: 7.718395486662824e-05
Position 2865: 6.93770521759361e-05
Position 2581: 6.4096703201193e-05
Position 2186: 5.9002293528131416e-05
Position 5355: 5.294534713040742e-05
Position 5825: 4.113920897805916e-05
Position 5869: 3.825518178962184e-05
Position 4039: 3.8187375163521274e-05
Position 639: 3.600969572767071e-05
Position 3219: 3.2586001526007134e-05
Position 4015: 3.209218621792215e-05
Position 3725: 3.099894632081676e-05
Position 1644: 2.755085089455894e-05
Position 5482: 2.6367395475953475e-05
Position 3506: 2.395678622395943e-05
Position 2004: 2.1595838363387415e-05
Position 4231: 1.8503775697105553e-05
Position 725: 1.8028977951213277e-05
Position 3261: 1.188790027049467e-05
Position 1795: 1.1296650546485078e-05
Position 3292: 1.045589289490388e-05
Position 4283: 9.557052275970067e-06
Position 749: 8.933036481185896e-06
Position 1855: 8.925398146405947e-06
Position 1087: 8.426763295594775e-06
Position 3226: 8.184311347706583e-06
Position 1857: 8.159953933766268e-06
Position 3004: 7.6216956969669125e-06
Position 2236: 7.595661962281105e-06
Position 2133: 7.0576164700229815e-06
Position 927: 5.226937960394972e-06
Position 1577: 4.949478805005054e-06
Position 1708: 4.910839274150982e-06
Position 1196: 4.892138233850339e-06
Position 1905: 4.330992143464595e-06
Position 1862: 4.319592792199833e-06
Position 887: 4.307151230494856e-06
Position 2442: 4.15598538062786e-06
Position 4356: 3.914104297580122e-06
Position 143: 3.719788583009808e-06
Position 2193: 2.318649648979067e-06
Position 1349: 2.052984236866617e-06
Position 428: 1.8721362808759898e-06
Position 2896: 1.4950059964088376e-06
Position 604: 1.3739442118561795e-06
Position 1803: 9.597861672689306e-07
Position 153: 9.460135792106316e-07
Position 2852: 9.329496687670052e-07
Position 1727: 7.728345172586339e-07
Position 1526: 6.603122203145844e-07
Position 1634: 4.5980783401288307e-07
Position 614: 3.1299300635693365e-07
Position 100: 2.5476424069394833e-07
Position 979: 2.227294769793754e-07
Position 1941: 1.6700484248401174e-07
Position 1935: 1.5886152980952272e-07
Position 1825: 1.2685786166498392e-07
Position 1647: 1.2425368727294657e-07
Position 146: 1.0207145916867578e-07
Position 1429: 8.1714784858043e-08
Position 151: 7.698594254287938e-08
Position 1023: 7.524325738389839e-08
Position 1151: 4.985777497402225e-08
Position 1561: 4.396893776320495e-08
Position 895: 2.815461530562946e-08
Position 809: 2.5171662163283134e-08
Position 1599: 1.8962263696941342e-08
Position 716: 1.798098762826772e-08
Position 453: 1.7568295947711317e-08
Position 804: 1.599232209667745e-08
Position 908: 1.4087407264222465e-08
Position 359: 1.2498526093939874e-08
Position 959: 8.787065198570272e-09
Position 802: 7.880258614591717e-09
Position 221: 7.852402335178096e-09
Position 1193: 7.823809073041606e-09
Position 256: 6.924766575860074e-09
Position 710: 6.913762595251305e-09
Position 442: 5.282615344282541e-09
Position 314: 2.2150361385602032e-09
Position 1203: 1.6661294379718852e-09
Position 306: 1.3092850146989792e-09
Position 900: 7.156745470346078e-10
Position 934: 7.12224997083791e-10
Position 1354: 2.5158764558085063e-10
Position 231: 1.6061703816081926e-10
Position 335: 1.287158149694059e-10
Position 326: 8.738755791560441e-11
Position 310: 7.409442708200045e-11
