Gene = Nifk
index = 750
Annotated 5SS: [  159  1887  5895  7726  8824 10640]
Annotated 3SS: [ 1742  5785  7513  8766 10504 10910]
SMsplice 5SS: [  159  1887  5895 10640 10813]
SMsplice 3SS: [ 1742  5785 10504 10722 10910]
top_k =  1000
Partition function (log Z): 4.497261105390227

Sorted 5' Splice Sites (High to Low Probability):
Position 10640: 0.9728353411272335
Position 5895: 0.9270311480101525
Position 159: 0.9269600671646981
Position 1887: 0.7743050694062253
Position 10813: 0.5050923832935418
Position 8824: 0.4493454058618238
Position 7726: 0.3305346260034409
Position 2058: 0.3047280162732547
Position 6621: 0.2205847029865588
Position 10798: 0.2195024857650027
Position 9040: 0.21600524376015298
Position 7653: 0.2108116145518482
Position 1879: 0.1599541126015144
Position 9422: 0.15911720582081124
Position 9950: 0.10216735731557525
Position 5013: 0.10051571721252486
Position 7647: 0.09859816433769289
Position 1260: 0.08948295020074937
Position 2940: 0.08382942398866963
Position 5213: 0.06628323884496053
Position 7767: 0.058456396714731455
Position 7371: 0.05033046513094287
Position 10962: 0.04786136300115263
Position 3801: 0.04678173246197508
Position 389: 0.038361761196998974
Position 246: 0.03612071326225625
Position 6532: 0.030519326956558082
Position 1017: 0.027045255033735564
Position 2192: 0.02179525749304852
Position 10599: 0.021295105849958886
Position 918: 0.0204836115816953
Position 2401: 0.020116976769617653
Position 7635: 0.019578346990320624
Position 10407: 0.019271026622289432
Position 3035: 0.013296711243373914
Position 2143: 0.013126576968762639
Position 264: 0.012048368957481277
Position 1055: 0.010478012357551785
Position 486: 0.0101582438333451
Position 855: 0.009234839424769534
Position 10826: 0.007951244488104829
Position 6223: 0.007447458439196999
Position 872: 0.007162822973679924
Position 3411: 0.007062855491919511
Position 7424: 0.006646352655134103
Position 3777: 0.006528550498723288
Position 6655: 0.005714854489319245
Position 5105: 0.005242743038406354
Position 9434: 0.004954892346767232
Position 11099: 0.004828286340082461
Position 3789: 0.004672240790932946
Position 774: 0.004371943681861681
Position 2669: 0.004224062055626293
Position 11113: 0.004148966081484012
Position 2553: 0.004040744554957095
Position 10755: 0.0031741121954033695
Position 2474: 0.0028817362809496453
Position 8816: 0.002598349961719256
Position 278: 0.002517067079806419
Position 536: 0.0024349755601807154
Position 8971: 0.002385879291144822
Position 10971: 0.0021615770187794012
Position 11118: 0.0021375998345624656
Position 11373: 0.002111758580317836
Position 8386: 0.0020267022713039524
Position 3040: 0.0019203664400115714
Position 4509: 0.001794828095018646
Position 1527: 0.00166677898345146
Position 7072: 0.001640603545504832
Position 10975: 0.0015624912937451608
Position 3675: 0.0015062547984101276
Position 5899: 0.0014914206505760015
Position 9590: 0.001275829201441668
Position 1059: 0.0012561164484921742
Position 6689: 0.0012014714675666924
Position 10782: 0.0011973598789295947
Position 9015: 0.0011861517491178093
Position 1404: 0.0011260547572731043
Position 8276: 0.0010959719962933257
Position 11022: 0.0010855522784174857
Position 824: 0.0010700267667323386
Position 527: 0.0010227558857580886
Position 10112: 0.00101791444962349
Position 5877: 0.0009663095354751479
Position 257: 0.0008488675267448652
Position 6797: 0.0007913560020620588
Position 2066: 0.0007783540453067149
Position 2974: 0.0007760791780146226
Position 6020: 0.0007348874239582094
Position 8641: 0.0006942074988625557
Position 885: 0.0006865540606105369
Position 574: 0.0006695872968190177
Position 7290: 0.0006474074158850395
Position 6474: 0.0006035061544750154
Position 6441: 0.0005880009186829481
Position 7108: 0.0005727680652596398
Position 7362: 0.0005669292294825459
Position 11677: 0.0005299823923830403
Position 10606: 0.00046564825546650064
Position 11125: 0.00046510856421295
Position 7597: 0.00044628582358936385
Position 7195: 0.0004185032119224077
Position 62: 0.00038076541559955946
Position 1394: 0.0003795446033155208
Position 11138: 0.0003725213543076164
Position 11013: 0.00036523057407233516
Position 522: 0.0003194633993938373
Position 819: 0.0002890303655467572
Position 6837: 0.0002688398687430024
Position 11652: 0.00025743072272198036
Position 1627: 0.0002529927144008623
Position 532: 0.00024122224176997983
Position 6631: 0.00023387060660165753
Position 1137: 0.00023209169443447685
Position 883: 0.00022217737185737245
Position 3585: 0.00018622389792171567
Position 11232: 0.00017469261080909723
Position 3497: 0.00015390565283990992
Position 7346: 0.00015185461719024142
Position 10841: 0.0001339988292101901
Position 259: 0.00013030493671712837
Position 1516: 0.00012920000878686462
Position 1201: 0.0001149233699065301
Position 2709: 0.00010671229699920186
