Gene = Akt1s1
index = 108
Annotated 5SS: [ 125 3736 4634 4885]
Annotated 3SS: [3346 4555 4714 5367]
SMsplice 5SS: [ 125  783 3736 4634 4885]
SMsplice 3SS: [ 385 3346 4555 4753 5973]
top_k =  1000
Partition function (log Z): 4.2741835790850935

Sorted 5' Splice Sites (High to Low Probability):
Position 4634: 0.9825803528184233
Position 4885: 0.9737790194741375
Position 783: 0.8913434960027724
Position 3736: 0.8730800965197586
Position 125: 0.8196144396822668
Position 466: 0.4087629102437226
Position 3016: 0.1503726610473882
Position 507: 0.1366191335278084
Position 137: 0.1299539439569919
Position 1948: 0.09984206567012939
Position 5171: 0.08224454976258241
Position 3438: 0.062266856968554
Position 5596: 0.03752505800213332
Position 1382: 0.03538176402165784
Position 5264: 0.032251769522790116
Position 2670: 0.0289761174700081
Position 1073: 0.02480544502448637
Position 1735: 0.02449334889760795
Position 1502: 0.02224513786142844
Position 3721: 0.016052720639324617
Position 5284: 0.01491721527649788
Position 1077: 0.012542163660119687
Position 3214: 0.012523875192074364
Position 4371: 0.01210609580753568
Position 1211: 0.010984573890743718
Position 2744: 0.010983366259865244
Position 2838: 0.010311593578440517
Position 4324: 0.010076289513833811
Position 2123: 0.009018902732370538
Position 4678: 0.008731153383144634
Position 4332: 0.008357906559120592
Position 3947: 0.006162850555118196
Position 183: 0.005934220283870229
Position 6056: 0.005818438444356296
Position 6085: 0.005695785197779819
Position 5780: 0.005395218332094402
Position 2430: 0.004745447581007053
Position 175: 0.004658621279120659
Position 2003: 0.004275799970200397
Position 2727: 0.00401323340797768
Position 2940: 0.0030660548279544237
Position 1376: 0.00283285489702091
Position 801: 0.0025496910885451215
Position 1032: 0.00234861734198564
Position 1885: 0.0022180598539647163
Position 2606: 0.0020660395255739836
Position 4458: 0.0020325396476815927
Position 2911: 0.0019040708990683193
Position 524: 0.0018072550000751552
Position 5443: 0.0013490479360947763
Position 1331: 0.0012666562111655114
Position 1601: 0.0011250086783060787
Position 3976: 0.0009808848332126454
Position 1239: 0.000853391052070206
Position 93: 0.0007218999472821734
Position 5352: 0.0007208738386593787
Position 483: 0.0006752723457994603
Position 2434: 0.00065564376824182
Position 1906: 0.000523623713618897
Position 505: 0.0004414655400692683
Position 530: 0.000436830666501499
Position 533: 0.00041141315962670016
Position 5732: 0.00039373383499254175
Position 450: 0.00039094865235745013
Position 5763: 0.00038192943172570107
Position 5799: 0.000379959364080405
Position 5072: 0.0003651202981408971
Position 5246: 0.00034758006911378534
Position 2812: 0.0003364253635201185
Position 553: 0.00033557396860549126
Position 2871: 0.00033326238488707406
Position 1285: 0.00033011770995820095
Position 1053: 0.00029273261595450255
Position 5797: 0.0002892891021728662
Position 5863: 0.00028581916437013955
Position 1001: 0.00025532414829007626
Position 562: 0.0002183201295960118
Position 1190: 0.0002171113980540496
Position 572: 0.00020612017433220602
Position 1208: 0.00017200255646072503
Position 636: 0.00016855043532992424
Position 2392: 0.00016523403183942693
Position 4647: 0.0001451502706404722
Position 1257: 0.00014293429512550603
Position 464: 0.00012406682314649626
Position 1640: 0.000123772881861212
Position 585: 0.00011931310967475019
Position 1246: 0.00010847449492757557
Position 1241: 0.00010021472662313216
Position 2410: 7.763741280867199e-05
Position 4069: 7.583380775078664e-05
Position 3589: 7.514159189231464e-05
Position 312: 6.325884999540338e-05
Position 4906: 5.078181931528032e-05
Position 5742: 5.0754995643405065e-05
Position 600: 4.838360675464255e-05
Position 412: 4.64879698845635e-05
Position 187: 4.4346851092447093e-05
Position 1426: 4.187380207751348e-05
Position 48: 3.30622984025959e-05
Position 798: 3.266003653524808e-05
Position 367: 3.22374809705229e-05
Position 4794: 2.8748760567585847e-05
Position 822: 2.753034347917726e-05
Position 4611: 2.0327078284951316e-05
Position 1066: 1.837039291180407e-05
Position 4931: 1.3737800968136767e-05
Position 838: 1.2508521249342223e-05
Position 4745: 1.0777491898672386e-05
Position 811: 1.057223722234665e-05
Position 4815: 1.0189353684970905e-05
Position 1055: 1.0008540974306782e-05
Position 5278: 8.457972355239304e-06
Position 222: 8.140341216498453e-06
Position 1041: 8.115328855161816e-06
Position 1057: 5.492742571947926e-06
Position 876: 5.288061439960942e-06
Position 310: 5.014095177862583e-06
Position 430: 4.918660787470827e-06
Position 4863: 4.459844829744211e-06
Position 4908: 4.164529960909568e-06
Position 228: 4.0721136392507205e-06
Position 1229: 3.889149215760043e-06
Position 37: 3.5704008366688835e-06
Position 346: 3.0921969350204074e-06
Position 4934: 2.9108482512887027e-06
Position 979: 2.425603294631975e-06
Position 787: 1.5142485036929495e-06
Position 5096: 9.260359126739876e-07
Position 369: 7.787244322429474e-07
Position 4819: 7.621233555491257e-07
Position 353: 7.255223802647408e-07
Position 1106: 6.998103395721468e-07
Position 351: 6.544069664524796e-07
Position 5307: 6.412648738932087e-07
Position 977: 3.783807221912823e-07
Position 5610: 3.700967264782886e-07
Position 6: 1.438700920495023e-07
Position 891: 6.61547310579231e-08
Position 958: 5.041004003333849e-08
Position 4969: 3.4481075713843913e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4555: 0.9253285115109936
Position 3346: 0.7224822626667086
Position 385: 0.7108250756822938
Position 4753: 0.43908815024258274
Position 5973: 0.34967133523024907
Position 654: 0.23676930283695055
Position 701: 0.18096358853900718
Position 5058: 0.13057274413521253
Position 4714: 0.12821231009628212
Position 4764: 0.12811663922887218
Position 5691: 0.12507050829452557
Position 5649: 0.11760783048075721
Position 3628: 0.11551062290789241
Position 662: 0.11142234550554632
Position 2797: 0.10389919877465807
Position 5672: 0.10141997963288775
Position 1795: 0.0839662417793039
Position 4777: 0.08258140246863793
Position 3600: 0.07901900230797282
Position 5932: 0.0761091821785746
Position 4794: 0.07172451807241456
Position 5367: 0.07148113748390796
Position 4825: 0.06414705682372235
Position 724: 0.05869871095019173
Position 4791: 0.05814111890571123
Position 1149: 0.055105021141711986
Position 4537: 0.04455750371139264
Position 5240: 0.0362996447432378
Position 553: 0.03297741169794781
Position 2923: 0.0317807045835
Position 4969: 0.03134243954366652
Position 2803: 0.02776043370933714
Position 5243: 0.023947229951844312
Position 890: 0.022932604579450688
Position 636: 0.021491196250061056
Position 1633: 0.020988840943252957
Position 5164: 0.0209795680146578
Position 4212: 0.01911905617856406
Position 3608: 0.015364522595744482
Position 1802: 0.01534592229252705
Position 5386: 0.014186264845651731
Position 6055: 0.013321627805829872
Position 4461: 0.01181550258246225
Position 2465: 0.01139302162319785
Position 556: 0.010392374558974007
Position 629: 0.010030306091019306
Position 3113: 0.009423338831906375
Position 2485: 0.009417610012500237
Position 6191: 0.008882152894041817
Position 5197: 0.008623923683314688
Position 741: 0.008414168384909416
Position 721: 0.007974780642047341
Position 4400: 0.007966553221035231
Position 2330: 0.007662396818435887
Position 5127: 0.0073976476034437995
Position 2669: 0.0073558724064573125
Position 3453: 0.0070407346256609075
Position 1401: 0.006601321753044217
Position 2614: 0.006408937965424114
Position 3645: 0.006397575072176797
Position 5298: 0.005656006249383218
Position 5291: 0.005557313714457178
Position 977: 0.005517846075609496
Position 4194: 0.00505791670389042
Position 1214: 0.005008117105430458
Position 5858: 0.00463397060017585
Position 3831: 0.004514866766702093
Position 3554: 0.004470307855052138
Position 6020: 0.004462746070914604
Position 1341: 0.004381174844658659
Position 1356: 0.003943035795934193
Position 938: 0.0038070432211525437
Position 1639: 0.0037246813115341267
Position 6121: 0.003700967815915696
Position 2594: 0.0036714274616543134
Position 2599: 0.003526480805331988
Position 4590: 0.003483728221140355
Position 5480: 0.0032801122026739674
Position 1706: 0.003095350792537576
Position 895: 0.0030630107812548383
Position 427: 0.00300598489734419
Position 982: 0.002848682603081936
Position 4284: 0.0027867954573403825
Position 562: 0.0027446801192945965
Position 4734: 0.002565842567866215
Position 1454: 0.002494626039759083
Position 1956: 0.002344114037916772
Position 695: 0.002101805433447748
Position 3892: 0.002064047785418311
Position 5990: 0.0019096984589971387
Position 5490: 0.0019043562378625839
Position 2001: 0.0018263164731725284
Position 5170: 0.0016293272655242919
Position 4839: 0.0015324143266231523
Position 4287: 0.0015055169417204938
Position 2298: 0.0014723792436143455
Position 3057: 0.0014458215127777301
Position 305: 0.0014407519968811652
Position 2871: 0.001401222611364968
Position 4721: 0.0013541172418823134
Position 5352: 0.0013453548446351513
Position 530: 0.0013098027282995926
Position 2356: 0.001294551790085599
Position 4984: 0.0012284040916729648
Position 4198: 0.0011064400327415306
Position 903: 0.0010738689873687195
Position 5427: 0.0010645381110692264
Position 1763: 0.0010513423876853827
Position 2101: 0.0009753065781381584
Position 5939: 0.0009335336552621542
Position 2013: 0.0009059625064061904
Position 692: 0.000895576500985643
Position 4323: 0.0008876709979982331
Position 2552: 0.0008784255950938695
Position 4173: 0.0008575488310558225
Position 668: 0.0008489444635379076
Position 5433: 0.0008442141491826208
Position 318: 0.0008305974065353764
Position 2889: 0.0008286028855723267
Position 1551: 0.0008199509371138574
Position 940: 0.0008165057229154294
Position 1986: 0.0008123451462252707
Position 424: 0.000798485512826294
Position 5012: 0.0007724361915974562
Position 204: 0.0007573788032942611
Position 3416: 0.0006720220338664771
Position 5015: 0.0006328142151526953
Position 1811: 0.0006066606033832032
Position 4487: 0.0006001413090553943
Position 4845: 0.0005932755365562454
Position 1768: 0.0005769064545373374
Position 5761: 0.0005632564610573565
Position 3793: 0.0005550423644448431
Position 3290: 0.000554605292168451
Position 5138: 0.0005010600021449682
Position 4988: 0.0004920898978999288
Position 5442: 0.0004506282043482777
Position 5904: 0.00043967361375595797
Position 5559: 0.0004018058654394266
Position 678: 0.00040140697036098366
Position 4303: 0.0003749963575635284
Position 5626: 0.00034405379240182925
Position 2768: 0.0003254681316269655
Position 6084: 0.00031158397985624106
Position 5698: 0.0002918578629827136
Position 5595: 0.00029051716553725194
Position 3163: 0.0002591972768458426
Position 1584: 0.00022446870799372755
Position 1819: 0.00022059644002686544
Position 4727: 0.0002185727194263444
Position 5072: 0.00021687624552432108
Position 1414: 0.00021394765246331878
Position 351: 0.00019836781699187535
Position 2108: 0.00019099164818564123
Position 1343: 0.000187335198479447
Position 4575: 0.000174508255921939
Position 5658: 0.00016853400036452636
Position 4803: 0.00016655972014647478
Position 2392: 0.00016605975903897501
Position 363: 0.00016223514079449224
Position 1154: 0.00016014697844843903
Position 1571: 0.0001493940139858088
Position 4441: 0.0001471245233131494
Position 367: 0.00014678766144577728
Position 4338: 0.00013506344334891134
Position 483: 0.00013444111894889355
Position 5303: 0.00013149545538232668
Position 6175: 0.00011678730822788596
Position 4149: 0.0001142899721800534
Position 2647: 0.00010222351644312716
Position 4494: 9.606407839319376e-05
Position 1775: 9.29579668925467e-05
Position 4518: 8.868824337167546e-05
Position 5726: 8.450543137713122e-05
Position 1317: 8.169284877313911e-05
Position 470: 8.024082052174636e-05
Position 222: 7.343807449803755e-05
Position 4358: 6.80302848122502e-05
Position 874: 6.7025224517557e-05
Position 5822: 6.66995505637107e-05
Position 5730: 6.345897602364205e-05
Position 3372: 6.274806998637598e-05
Position 395: 5.7475251566845935e-05
Position 4842: 5.350209599780331e-05
