Gene = Rpap2
index = 914
Annotated 5SS: [  126   833  4111  5890  6152  9259 20442 23021 26062 28234 35397 57576]
Annotated 3SS: [  786  3995  5790  6085  9169 20405 22086 25966 28152 35327 57421 63745]
SMsplice 5SS: [  126   833  4111  4247  5890  6152 20442 26062 28234 35397 44196 57576]
SMsplice 3SS: [  786  3995  4220  5790  6085 20405 25966 28152 35327 44047 57421 63745]
top_k =  1000
Partition function (log Z): -22.874234174846364

Sorted 5' Splice Sites (High to Low Probability):
Position 6152: 0.9953540640986859
Position 5890: 0.9383561830005296
Position 126: 0.8748183803852704
Position 4111: 0.7762886953169065
Position 833: 0.6773273253391848
Position 9259: 0.5531841258377125
Position 13690: 0.5086440202834737
Position 4247: 0.4641665425336582
Position 20442: 0.3877795360655161
Position 10792: 0.3653618750350045
Position 5167: 0.21154618633798541
Position 15924: 0.18892303910916544
Position 4125: 0.17246111308733414
Position 5412: 0.16266680102745468
Position 20480: 0.1599982250548126
Position 4316: 0.158615877018908
Position 16067: 0.1475602068649163
Position 3814: 0.1428685550968261
Position 9291: 0.12107921347993814
Position 15708: 0.10016164987170628
Position 4408: 0.09725096830083606
Position 1945: 0.09233694367797654
Position 8038: 0.0914617145353452
Position 6471: 0.07366535893499176
Position 328: 0.06848031821762644
Position 20679: 0.06406200418327664
Position 7368: 0.06351698892302164
Position 2518: 0.06313203522393633
Position 3125: 0.05094357059567192
Position 1289: 0.047603554207248815
Position 5945: 0.04726900576483402
Position 10: 0.046651758455650956
Position 5161: 0.03957769982679523
Position 5698: 0.039207343816493316
Position 1157: 0.0308469263547717
Position 9766: 0.026840026478801373
Position 4768: 0.02425991691550107
Position 19213: 0.02411181847868656
Position 12059: 0.023796675824950875
Position 843: 0.02260470644835489
Position 8869: 0.020704903340890292
Position 569: 0.02031831348240618
Position 20553: 0.020295247921143934
Position 19081: 0.019464709775275868
Position 13514: 0.018243194954875124
Position 361: 0.014887480216915074
Position 4107: 0.01238097334477856
Position 5348: 0.01141546454730066
Position 11377: 0.01139383843832185
Position 355: 0.00947747755367976
Position 1330: 0.008361243158567122
Position 3098: 0.008127032937622458
Position 3066: 0.007688194683033201
Position 3876: 0.006471500540553931
Position 3419: 0.006465228214099972
Position 5201: 0.006041843521281446
Position 4928: 0.005653453882117657
Position 4493: 0.005549451404016831
Position 9852: 0.0055379984367432
Position 11739: 0.005446771162320129
Position 4838: 0.005015436875445967
Position 5894: 0.0046639583195910665
Position 5127: 0.004541159544166416
Position 11134: 0.004478178536809181
Position 4514: 0.004387274499380604
Position 171: 0.003340503159593989
Position 4117: 0.0030036997209666916
Position 5702: 0.0029785096100809687
Position 5037: 0.0028074171270024467
Position 562: 0.0026882118962809087
Position 3582: 0.0026408856761463853
Position 407: 0.002344171116802211
Position 5887: 0.002341506225929049
Position 4843: 0.0021942735002865314
Position 5231: 0.0021398825086695844
Position 9113: 0.0020215254711854567
Position 9770: 0.002016180846940021
Position 2637: 0.0019555035083068423
Position 2513: 0.001577984668825351
Position 177: 0.0014021278876788009
Position 4320: 0.001400704077832796
Position 5909: 0.0011372026892782173
Position 1305: 0.0011235509984802569
Position 787: 0.0010660160176794472
Position 3143: 0.001060515259808647
Position 90: 0.0009670702501142116
Position 6004: 0.0009562966585902454
Position 5639: 0.0009533059988618601
Position 4109: 0.000842246552078199
Position 235: 0.0008402712559543938
Position 3089: 0.0008178723456698892
Position 5995: 0.000764141018947319
Position 3910: 0.000658550470860635
Position 4115: 0.0006225465189746514
Position 8984: 0.0006001341161712087
Position 1878: 0.0005793131836394742
Position 4342: 0.0005461345019282027
Position 6623: 0.0005216551951725653
Position 5723: 0.0004753490850343732
Position 5237: 0.0004645522485478558
Position 5137: 0.0004470921334732471
Position 144: 0.00043153911336599757
Position 783: 0.0004213232492064353
Position 3862: 0.00041851684103583463
Position 2557: 0.000416780796685059
Position 3950: 0.00033629287316030266
Position 7577: 0.0003301857924867784
Position 3922: 0.0003126329626465667
Position 398: 0.0002999184602266069
Position 1370: 0.00029911118980833763
Position 4454: 0.0002959689752680389
Position 3460: 0.00028218041725579777
Position 895: 0.00028098342800174906
Position 5002: 0.00025129551838384823
Position 7595: 0.0002490535124457756
Position 1382: 0.00021423075059957074
Position 4349: 0.0002123250232303787
Position 11620: 0.0001881460940302325
Position 342: 0.00018581786063166618
Position 16: 0.00017233134943463876
Position 708: 0.0001542040527969272
Position 6282: 0.00013206076211495107
Position 7163: 0.00012210753205533882
Position 5949: 0.00012070952674211966
Position 551: 0.00011667967164166152
Position 2533: 0.00010670020178366652
Position 4030: 0.00010612574706291933
Position 1840: 9.917325925063586e-05
Position 268: 9.445816812449249e-05
Position 5870: 8.941037816829316e-05
Position 4646: 8.197782587919609e-05
Position 1385: 8.170038180363002e-05
Position 605: 8.057854881842071e-05
Position 68: 7.955186828358635e-05
Position 3053: 7.878574063867304e-05
Position 312: 7.696062965338387e-05
Position 5942: 7.209231780426881e-05
Position 4562: 7.020438283175899e-05
Position 5838: 6.778027925807133e-05
Position 1914: 6.761982646470495e-05
Position 8452: 5.8479021254397114e-05
Position 690: 5.835102418630781e-05
Position 1181: 5.593002523810196e-05
Position 6179: 5.5355085542359276e-05
Position 8838: 5.2406309967184176e-05
Position 1848: 5.0113202014164436e-05
Position 358: 4.5514833874432075e-05
Position 4060: 3.92671915073938e-05
Position 274: 3.737271858714736e-05
Position 4051: 3.70254103535317e-05
Position 11553: 3.6406301903880296e-05
Position 11597: 3.4910363375460204e-05
Position 533: 3.4098834626393495e-05
Position 11109: 3.319704076642341e-05
Position 7320: 3.309248690793185e-05
Position 8062: 3.0876264773098697e-05
