Gene = Naa80
index = 730
Annotated 5SS: [  84 2049]
Annotated 3SS: [ 212 4248]
SMsplice 5SS: [84]
SMsplice 3SS: [1569]
top_k =  1000
Partition function (log Z): -8.843086955701509

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9481607666564164
Position 520: 0.2279179156557519
Position 2246: 0.21606226323392116
Position 2450: 0.2060563851107463
Position 2049: 0.09530395886591865
Position 3119: 0.05966857721247752
Position 3814: 0.04674112468108129
Position 2649: 0.024519633817636693
Position 2053: 0.023863566635277916
Position 473: 0.01990623228998104
Position 3479: 0.015928983501747308
Position 1863: 0.006474415563339718
Position 322: 0.006102287068748442
Position 2301: 0.003303507844147523
Position 1643: 0.0027710364568322714
Position 343: 0.0022516123256861504
Position 2761: 0.0016945578421491377
Position 2741: 0.0016887200859588738
Position 427: 0.0011035337206022162
Position 328: 0.000830382378889486
Position 3093: 0.0007854087956812155
Position 76: 0.0007132008092341712
Position 330: 0.0005237996560063242
Position 2296: 0.0004921576107419383
Position 503: 0.00040200842313369305
Position 1828: 0.00038504210585780195
Position 2019: 0.00029970685908377786
Position 1929: 0.0002818722917798491
Position 524: 0.00021797613718165784
Position 506: 0.00019849490075619236
Position 273: 0.0001341964252329505
Position 1769: 0.0001101405963066574
Position 102: 0.00010366846078977011
Position 1164: 9.242404233465295e-05
Position 2082: 8.695110780696584e-05
Position 1823: 6.310514900024694e-05
Position 1993: 4.531884146384625e-05
Position 2752: 4.4991396525072695e-05
Position 2130: 3.365173316942559e-05
Position 1957: 2.0214031674577705e-05
Position 379: 1.8531213258792793e-05
Position 187: 1.0794892317014397e-05
Position 1776: 9.700342709209671e-06
Position 310: 9.586555198666371e-06
Position 267: 8.672972134381772e-06
Position 487: 6.9412560187644975e-06
Position 1831: 6.791985937574102e-06
Position 184: 6.6162376555254766e-06
Position 1348: 6.251599394198468e-06
Position 857: 5.010048440290063e-06
Position 88: 4.584917184622265e-06
Position 308: 4.547211611598823e-06
Position 293: 3.9825176462322025e-06
Position 1855: 2.743333574595586e-06
Position 2141: 2.2083154622964383e-06
Position 1576: 2.021737310087832e-06
Position 22: 1.078222108467514e-06
Position 280: 9.32792686452545e-07
Position 181: 7.827406656833133e-07
Position 48: 6.590610699710205e-07
Position 36: 3.144639729245793e-07
Position 1410: 2.220230953272403e-07
Position 1487: 1.9261358920176057e-07
Position 508: 8.19398904523812e-08
Position 1010: 2.802186341320391e-08
Position 1035: 4.5156425634373165e-09
Position 813: 6.330147548550072e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2157: 0.3130825903122553
Position 1922: 0.14487031864589117
Position 3722: 0.1392446088519547
Position 212: 0.1028018770513192
Position 4006: 0.09909690833272491
Position 3956: 0.0958941856478429
Position 1569: 0.08950925900796856
Position 3869: 0.0645115954601556
Position 443: 0.06060171161332294
Position 3752: 0.05224464917419339
Position 1548: 0.05084191871593579
Position 2220: 0.04058043200296262
Position 3787: 0.0397300123952448
Position 2293: 0.0375115148649733
Position 1929: 0.034836511449512324
