Gene = Ate1
index = 147
Annotated 5SS: [   225   3476   5819   8770  10574  12099  14887  37898  52325  55450
 101133]
Annotated 3SS: [  3411   5755   8665  10321  11880  14757  37864  52142  55349 101011
 124843]
SMsplice 5SS: [   225   3476   5819   8770  10574  12099  43990  52325  55450  70208
  73282  79302  80940  87922 101133 114296 123786]
SMsplice 3SS: [  3300   5755   8665  10321  11880  43891  52142  55349  70083  73175
  79202  80845  87821 101011 114207 123510 124843]
top_k =  1000
Partition function (log Z): -66.96437431142331

Sorted 5' Splice Sites (High to Low Probability):
Position 8770: 0.9746691894547757
Position 3476: 0.8416436652018232
Position 225: 0.8394896015399637
Position 10574: 0.6789904151582233
Position 5819: 0.6361992656180161
Position 14887: 0.5752883655852501
Position 12099: 0.5381357783244445
Position 9756: 0.4517830832279613
Position 11995: 0.4170079991763361
Position 8970: 0.3204022055011119
Position 15859: 0.23400538813294744
Position 4966: 0.22157351258684047
Position 937: 0.151371661374459
Position 450: 0.13884708663007078
Position 8966: 0.13783653378556754
Position 11654: 0.13636501353722771
Position 10361: 0.10250322681356795
Position 13664: 0.08985540727484845
Position 5128: 0.08956075080878272
Position 15160: 0.0773881769984923
Position 7470: 0.06667945410172264
Position 8955: 0.06575823003554539
Position 2085: 0.06258886649934595
Position 14368: 0.05990075078126032
Position 8002: 0.05567088312742461
Position 20359: 0.05360320799941887
Position 14878: 0.04901272056678048
Position 3067: 0.04476004631186023
Position 9105: 0.04424791807488685
Position 14339: 0.04035456430064403
Position 5168: 0.039389686154583686
Position 1798: 0.03344561865779867
Position 1510: 0.029827156266143757
Position 1934: 0.027920966977748367
Position 2569: 0.02695611579037697
Position 10529: 0.026435699464314635
Position 9684: 0.019979680912307018
Position 790: 0.01982889947689158
Position 3933: 0.018796215136357736
Position 264: 0.01704347975309543
Position 6670: 0.016560838486724173
Position 5278: 0.014959684416946794
Position 18377: 0.014607853583591474
Position 14519: 0.014518751512383929
Position 6978: 0.014320032249032014
Position 9789: 0.014189810752629513
Position 5667: 0.013353670806903362
Position 2955: 0.012789756886213775
Position 10679: 0.012375874911099441
Position 9026: 0.011926396996315333
Position 5684: 0.010011512711472999
Position 5598: 0.00996855611283101
Position 2888: 0.009635746891623484
Position 11191: 0.00927306074875859
Position 841: 0.009208313463891038
Position 2433: 0.007866819654210468
Position 2499: 0.0074922289164966495
Position 2062: 0.0068159667789082475
Position 67: 0.006035590039530845
Position 17857: 0.005808377316098472
Position 3947: 0.00578471362584395
Position 6103: 0.005744196875279813
Position 5046: 0.005332114550145302
Position 500: 0.005007049144953452
Position 8764: 0.004789837209756985
Position 10579: 0.004716831968832414
Position 7887: 0.0044181533844835875
Position 10415: 0.003932848286355824
Position 2599: 0.0038082653904123564
Position 9305: 0.003183824201273862
Position 4057: 0.002587806269972159
Position 16248: 0.002530811403151902
Position 10463: 0.002381034893124926
Position 17876: 0.002378730639164171
Position 10395: 0.002194017817923021
Position 1786: 0.0021215866845190846
Position 10619: 0.001884922569044618
Position 11151: 0.0018686408999877267
Position 9793: 0.0018060566041111247
Position 9281: 0.0016624250653466044
Position 819: 0.0016461777939276235
